lambda flux fluxErr
9877.0588 1.99952e-18 9.84344e-19
9878.1448 1.28724e-18 4.61674e-19
9879.2308 2.32903e-18 3.28557e-19
9880.3167 1.01828e-18 2.58563e-19
9881.4027 1.63346e-18 2.66460e-19
9882.4887 1.23941e-18 2.63979e-19
9883.5747 1.80519e-18 2.82345e-19
9884.6606 1.32751e-18 2.78078e-19
9885.7466 1.62750e-18 2.95442e-19
9886.8326 1.44549e-18 3.68103e-19
9887.9186 1.01921e-18 3.96653e-19
9889.0045 1.45560e-18 3.60791e-19
9890.0905 1.64603e-18 3.46815e-19
9891.1765 2.04314e-18 3.20403e-19
9892.2624 1.39087e-18 2.62165e-19
9893.3484 1.37470e-18 2.52159e-19
9894.4344 1.18432e-18 3.61714e-19
9895.5204 1.36736e-18 6.97364e-19
9896.6063 9.03005e-19 7.75982e-19
9897.6923 1.36054e-18 7.97076e-19
9898.7783 1.33015e-18 7.84068e-19
9899.8643 4.03498e-19 6.14069e-19
9900.9502 9.84781e-19 3.51888e-19
9902.0362 1.23918e-18 2.89388e-19
9903.1222 1.47210e-18 2.83700e-19
9904.2081 1.24437e-18 2.77711e-19
9905.2941 1.25362e-18 2.66455e-19
9906.3801 5.38298e-19 2.45501e-19
9907.4661 1.29401e-18 2.54308e-19
9908.5520 9.85350e-19 2.53198e-19
9909.6380 1.76346e-18 2.55654e-19
9910.7240 1.58819e-18 2.53058e-19
9911.8100 1.69101e-18 2.47971e-19
9912.8959 1.40701e-18 2.57556e-19
9913.9819 1.09219e-18 3.59015e-19
9915.0679 4.67373e-19 8.73958e-19
9916.1538 2.11031e-18 1.15382e-18
9917.2398 -1.23437e-18 -1.27988e-18
9918.3258 2.17503e-18 1.26104e-18
9919.4118 4.29639e-19 9.90144e-19
9920.4977 1.12751e-18 5.06360e-19
9921.5837 1.48214e-18 2.91521e-19
9922.6697 1.40152e-18 2.53798e-19
9923.7557 1.16689e-18 2.42611e-19
9924.8416 1.29498e-18 2.47871e-19
9925.9276 1.36828e-18 2.49197e-19
9927.0136 1.07307e-18 2.51364e-19
9928.0995 1.14662e-18 2.48701e-19
9929.1855 1.18878e-18 2.45971e-19
9930.2715 1.02159e-18 3.27685e-19
9931.3575 1.11645e-18 3.24614e-19
9932.4434 1.11454e-18 2.37365e-19
9933.5294 1.28826e-18 2.47663e-19
9934.6154 1.17909e-18 2.43486e-19
9935.7014 9.01732e-19 2.40290e-19
9936.7873 1.79585e-18 2.58461e-19
9937.8733 1.34127e-18 2.50538e-19
9938.9593 1.99310e-18 3.27881e-19
9940.0452 1.46966e-18 3.30140e-19
9941.1312 1.11693e-18 3.28291e-19
9942.2172 1.11131e-18 6.96406e-19
9943.3032 1.89869e-18 9.28010e-19
9944.3891 1.10812e-18 9.56052e-19
9945.4751 2.20299e-18 1.06740e-18
9946.5611 1.45255e-18 1.17593e-18
9947.6471 2.13710e-19 1.25544e-18
9948.7330 2.08347e-18 1.29526e-18
9949.8190 1.86532e-18 1.31946e-18
9950.9050 1.41691e-18 1.19106e-18
9951.9910 1.06950e-18 8.54359e-19
9953.0769 1.30245e-18 5.97953e-19
9954.1629 7.33059e-19 4.05182e-19
9955.2489 9.64893e-19 3.04539e-19
9956.3348 1.21701e-18 4.82161e-19
9957.4208 2.66965e-19 9.53778e-19
9958.5068 8.91821e-19 1.05358e-18
9959.5928 -2.72819e-19 -1.06595e-18
9960.6787 1.41966e-18 2.70961e-18
9961.7647 1.11189e-19 2.26438e-18
9962.8507 2.28937e-18 1.68268e-18
9963.9367 3.82689e-19 9.38229e-19
9965.0226 1.25213e-18 9.33552e-19
9966.1086 1.21656e-18 8.68119e-19
9967.1946 -8.50632e-20 -6.10843e-19
9968.2805 1.26013e-18 3.23921e-19
9969.3665 1.26753e-18 2.46935e-19
9970.4525 1.45880e-18 2.81371e-19
9971.5385 1.72234e-18 3.33092e-19
9972.6244 1.17109e-18 4.53963e-19
9973.7104 1.75666e-18 5.91184e-19
9974.7964 7.30173e-19 6.06794e-19
9975.8824 7.94518e-19 6.01520e-19
9976.9683 3.26546e-19 5.41617e-19
9978.0543 1.06835e-18 5.55301e-19
9979.1403 9.75174e-19 5.19488e-19
9980.2262 1.41457e-18 3.67625e-19
9981.3122 1.63936e-18 3.85986e-19
9982.3982 1.16310e-18 3.75720e-19
9983.4842 1.55082e-18 3.39281e-19
9984.5701 7.99366e-19 2.80798e-19
9985.6561 1.38356e-18 2.47153e-19
9986.7421 1.17253e-18 2.24226e-19
9987.8281 7.39379e-19 2.14565e-19
9988.9140 1.41140e-18 2.22991e-19
9990.0000 1.23822e-18 2.17545e-19
9991.0860 1.07139e-18 2.19782e-19
9992.1719 9.59713e-19 2.19972e-19
9993.2579 1.20045e-18 2.25953e-19
9994.3439 1.53259e-18 2.33170e-19
9995.4299 1.49141e-18 2.28862e-19
9996.5158 1.36090e-18 2.19847e-19
9997.6018 7.43196e-19 2.05657e-19
9998.6878 8.45771e-19 2.12032e-19
9999.7738 9.82035e-19 2.86506e-19
10000.8600 1.03754e-18 4.50636e-19
10001.9460 1.02831e-18 5.07780e-19
10003.0320 1.15417e-18 4.94921e-19
10004.1180 8.95587e-19 4.97406e-19
10005.2040 1.91195e-18 4.13795e-19
10006.2900 1.01815e-18 2.78666e-19
10007.3760 9.92395e-19 2.40957e-19
10008.4620 1.24361e-18 2.25430e-19
10009.5480 1.31341e-18 2.28275e-19
10010.6330 1.38107e-18 2.56189e-19
10011.7190 6.53734e-19 4.11267e-19
10012.8050 1.63885e-20 8.14062e-19
10013.8910 2.30882e-18 1.28686e-18
10014.9770 1.79188e-18 1.43660e-18
10016.0630 3.63858e-19 1.44653e-18
10017.1490 7.82931e-19 1.35263e-18
10018.2350 2.40580e-19 9.46178e-19
10019.3210 2.35628e-18 7.83810e-19
10020.4070 1.25667e-18 4.15778e-19
10021.4930 1.21794e-18 2.72462e-19
10022.5790 6.57511e-19 3.09826e-19
10023.6650 1.17892e-18 5.55361e-19
10024.7510 1.67122e-18 5.38699e-19
10025.8370 1.51526e-19 6.36968e-19
10026.9230 7.92147e-19 7.75788e-19
10028.0090 4.80493e-19 7.97937e-19
10029.0950 2.37387e-18 8.04999e-19
10030.1810 2.12949e-18 7.08788e-19
10031.2670 1.12796e-18 4.07308e-19
10032.3530 8.31657e-19 2.75443e-19
10033.4390 9.03346e-19 2.58433e-19
10034.5250 7.71791e-19 2.42965e-19
10035.6110 9.38845e-19 2.34005e-19
10036.6970 9.26974e-19 2.36721e-19
10037.7830 1.27502e-18 2.49890e-19
10038.8690 1.12298e-18 2.63006e-19
10039.9550 1.34074e-18 2.69956e-19
10041.0410 1.10401e-18 2.58658e-19
10042.1270 1.51636e-18 2.62237e-19
10043.2130 1.02117e-18 2.94786e-19
10044.2990 9.62093e-19 4.59195e-19
10045.3850 1.79439e-18 5.22773e-19
10046.4710 2.04552e-18 5.34700e-19
10047.5570 1.71596e-18 5.13952e-19
10048.6430 1.19839e-18 4.14448e-19
10049.7290 1.08376e-18 2.56495e-19
10050.8140 6.18914e-19 2.08405e-19
10051.9000 8.15823e-19 2.10810e-19
10052.9860 7.65367e-19 2.05508e-19
10054.0720 9.65607e-19 2.08765e-19
10055.1580 9.92710e-19 2.06346e-19
10056.2440 8.75932e-19 2.02649e-19
10057.3300 1.00183e-18 2.02536e-19
10058.4160 1.19006e-18 2.15538e-19
10059.5020 9.58033e-19 2.84422e-19
10060.5880 2.47748e-19 4.22505e-19
10061.6740 -1.19571e-19 -6.32589e-19
10062.7600 4.64326e-19 6.70552e-19
10063.8460 1.29244e-18 6.74325e-19
10064.9320 1.36821e-18 6.33337e-19
10066.0180 1.34144e-18 4.66114e-19
10067.1040 1.07446e-18 3.42760e-19
10068.1900 6.86198e-19 3.57110e-19
10069.2760 7.41447e-19 3.89180e-19
10070.3620 1.37643e-18 4.25298e-19
10071.4480 6.23067e-19 4.62172e-19
10072.5340 6.82662e-19 4.68980e-19
10073.6200 3.56849e-19 4.62587e-19
10074.7060 1.35723e-18 4.79283e-19
10075.7920 7.76971e-19 4.78938e-19
10076.8780 1.40834e-18 3.54083e-19
10077.9640 1.18752e-18 2.30588e-19
10079.0500 1.74821e-18 2.38736e-19
10080.1360 1.66060e-18 2.46013e-19
10081.2220 1.40492e-18 2.57525e-19
10082.3080 1.26998e-18 5.11509e-19
10083.3940 2.01122e-18 9.42837e-19
10084.4800 1.58048e-18 1.03759e-18
10085.5660 1.00894e-18 1.04949e-18
10086.6520 1.01529e-18 1.02402e-18
10087.7380 6.88958e-19 7.15184e-19
10088.8240 1.36607e-18 3.58133e-19
10089.9100 1.71636e-18 2.43934e-19
10090.9950 1.18292e-18 2.22110e-19
10092.0810 1.01172e-18 2.22853e-19
10093.1670 1.46221e-18 2.26863e-19
10094.2530 9.12534e-19 2.83789e-19
10095.3390 1.14275e-18 2.82992e-19
10096.4250 1.36773e-18 2.29486e-19
10097.5110 1.27034e-18 2.43250e-19
10098.5970 1.41381e-18 2.64004e-19
10099.6830 1.70112e-18 3.68617e-19
10100.7690 9.66333e-19 3.62245e-19
10101.8550 6.71051e-19 2.61815e-19
10102.9410 4.32635e-19 2.77187e-19
10104.0270 1.02815e-18 5.44538e-19
10105.1130 1.12438e-18 6.83767e-19
10106.1990 1.27878e-18 7.06503e-19
10107.2850 6.14939e-19 7.03140e-19
10108.3710 2.47332e-18 1.04725e-18
10109.4570 1.20329e-18 5.83780e-19
10110.5430 1.53287e-18 3.64456e-19
10111.6290 1.43900e-18 2.16320e-19
10112.7150 1.20153e-18 2.05144e-19
10113.8010 1.15318e-18 2.02552e-19
10114.8870 1.35087e-18 2.07361e-19
10115.9730 7.66926e-19 1.91854e-19
10117.0590 1.00972e-18 1.94062e-19
10118.1450 9.67630e-19 1.92874e-19
10119.2310 1.22079e-18 2.02154e-19
10120.3170 1.08838e-18 2.02215e-19
10121.4030 8.80420e-19 2.04351e-19
10122.4890 8.93912e-19 2.38912e-19
10123.5750 2.05579e-18 4.53898e-19
10124.6610 7.39361e-19 9.51021e-19
10125.7470 1.68289e-18 1.13857e-18
10126.8330 1.99531e-18 1.17107e-18
10127.9190 2.63079e-18 1.14798e-18
10129.0050 1.77325e-18 8.97049e-19
10130.0900 7.83788e-19 4.43570e-19
10131.1760 7.91247e-19 2.43923e-19
10132.2620 1.29153e-18 2.39597e-19
10133.3480 1.15702e-18 2.67434e-19
10134.4340 1.10705e-18 2.88278e-19
10135.5200 7.86025e-19 2.90156e-19
10136.6060 6.04347e-19 2.89059e-19
10137.6920 9.10356e-19 2.62793e-19
10138.7780 9.79130e-19 2.27167e-19
10139.8640 1.27210e-18 2.20775e-19
10140.9500 1.32114e-18 2.18845e-19
10142.0360 9.29355e-19 2.07711e-19
10143.1220 1.32855e-18 2.30641e-19
10144.2080 6.36573e-19 2.74530e-19
10145.2940 1.36899e-18 3.32370e-19
10146.3800 1.54525e-18 3.51437e-19
10147.4660 9.31679e-19 3.71141e-19
10148.5520 8.52760e-19 3.63573e-19
10149.6380 1.08017e-18 3.66728e-19
10150.7240 1.35767e-18 3.75731e-19
10151.8100 8.35847e-19 3.54021e-19
10152.8960 1.22481e-18 4.71429e-19
10153.9820 1.35581e-18 6.76199e-19
10155.0680 4.25697e-19 7.13645e-19
10156.1540 9.47930e-19 7.18316e-19
10157.2400 1.15973e-18 7.01476e-19
10158.3260 5.30506e-19 5.15675e-19
10159.4120 9.05295e-19 4.68630e-19
10160.4980 1.23989e-18 4.61095e-19
10161.5840 1.32661e-18 4.58682e-19
10162.6700 1.79988e-18 4.61480e-19
10163.7560 9.82136e-19 3.67991e-19
10164.8420 1.25815e-18 3.49917e-19
10165.9280 1.26990e-18 3.68476e-19
10167.0140 8.70490e-19 3.66057e-19
10168.1000 1.59976e-18 3.99818e-19
10169.1860 1.82257e-18 3.90689e-19
10170.2710 6.82592e-19 3.29821e-19
10171.3570 1.43310e-18 4.99321e-19
10172.4430 3.39474e-19 1.00010e-18
10173.5290 1.11267e-18 1.18091e-18
10174.6150 1.70317e-18 1.21074e-18
10175.7010 2.83591e-18 1.73263e-18
10176.7870 2.06250e-18 1.37980e-18
10177.8730 1.84982e-18 4.90046e-19
10178.9590 1.13646e-18 2.56053e-19
10180.0450 1.47968e-18 2.27459e-19
10181.1310 1.40874e-18 3.21631e-19
10182.2170 1.82364e-18 4.56477e-19
10183.3030 1.74144e-18 4.90385e-19
10184.3890 1.65435e-18 5.03993e-19
10185.4750 1.38450e-18 4.95977e-19
10186.5610 1.19214e-18 3.66893e-19
10187.6470 1.14190e-18 2.84770e-19
10188.7330 1.05397e-18 2.90580e-19
10189.8190 1.56014e-18 5.73244e-19
10190.9050 2.78567e-18 8.32573e-19
10191.9910 1.72496e-18 8.81803e-19
10193.0770 -2.65386e-19 -8.76360e-19
10194.1630 5.84202e-19 8.35999e-19
10195.2490 7.75319e-19 5.39299e-19
10196.3350 1.17139e-18 3.05955e-19
10197.4210 7.00543e-19 2.54884e-19
10198.5070 1.13784e-18 2.53234e-19
10199.5930 1.36306e-18 2.52032e-19
10200.6790 1.30460e-18 2.47813e-19
10201.7650 1.31776e-18 2.51942e-19
10202.8510 1.12431e-18 3.32804e-19
10203.9370 6.50661e-19 5.33302e-19
10205.0230 1.08177e-18 5.88987e-19
10206.1090 9.85342e-19 6.02084e-19
10207.1950 1.59001e-18 6.02294e-19
10208.2810 1.28784e-18 4.73683e-19
10209.3670 8.47887e-20 5.17790e-19
10210.4520 6.49611e-19 6.19001e-19
10211.5380 1.40799e-18 9.30339e-19
10212.6240 1.62920e-18 1.08385e-18
10213.7100 -8.24243e-19 -1.23545e-18
10214.7960 1.42229e-18 1.15534e-18
10215.8820 9.48516e-19 8.15808e-19
10216.9680 8.24637e-19 4.30539e-19
10218.0540 7.93674e-19 2.38899e-19
10219.1400 1.45123e-18 2.19511e-19
10220.2260 1.22190e-18 2.17085e-19
10221.3120 1.09238e-18 2.39203e-19
10222.3980 1.07774e-18 2.44602e-19
10223.4840 8.78550e-19 2.41214e-19
10224.5700 1.07926e-18 2.55206e-19
10225.6560 1.12823e-18 4.38313e-19
10226.7420 9.80123e-19 7.37497e-19
10227.8280 1.16641e-18 8.19425e-19
10228.9140 1.06072e-18 8.30894e-19
10230.0000 1.21656e-18 8.00290e-19
10231.0860 1.70329e-18 6.92816e-19
10232.1720 2.05166e-18 6.33339e-19
10233.2580 1.70733e-18 6.21931e-19
10234.3440 1.83092e-18 6.23312e-19
10235.4300 1.59564e-18 5.51331e-19
10236.5160 1.58105e-18 3.42689e-19
10237.6020 1.00135e-18 2.45517e-19
10238.6880 1.16708e-18 2.25928e-19
10239.7740 8.41622e-19 1.99306e-19
10240.8600 1.22074e-18 1.96497e-19
10241.9460 1.19794e-18 1.92918e-19
10243.0320 1.35291e-18 2.03954e-19
10244.1180 1.11016e-18 1.98080e-19
10245.2040 1.26855e-18 2.02599e-19
10246.2900 1.41540e-18 2.02322e-19
10247.3760 1.15044e-18 1.89291e-19
10248.4620 9.04308e-19 1.84186e-19
10249.5480 1.07156e-18 1.83864e-19
10250.6330 7.54683e-19 1.77729e-19
10251.7190 1.44655e-18 1.94467e-19
10252.8050 9.62032e-19 1.85249e-19
10253.8910 1.01171e-18 1.91654e-19
10254.9770 1.18053e-18 1.95998e-19
10256.0630 1.02865e-18 2.03091e-19
10257.1490 1.14697e-18 2.19157e-19
10258.2350 1.53911e-18 2.33404e-19
10259.3210 1.41236e-18 2.29951e-19
10260.4070 1.07075e-18 2.19992e-19
10261.4930 1.20858e-18 2.07567e-19
10262.5790 1.18306e-18 1.95676e-19
10263.6650 1.36540e-18 2.14764e-19
10264.7510 1.06077e-18 2.15102e-19
10265.8370 1.38720e-18 2.28841e-19
10266.9230 8.92730e-19 2.31905e-19
10268.0090 1.21988e-18 2.50782e-19
10269.0950 1.08222e-18 2.52102e-19
10270.1810 1.13417e-18 2.70047e-19
10271.2670 9.72880e-19 3.82152e-19
10272.3530 1.52019e-19 4.66948e-19
10273.4390 5.77358e-19 4.90143e-19
10274.5250 1.68955e-18 5.04086e-19
10275.6110 1.13363e-18 4.86876e-19
10276.6970 1.39440e-18 3.41014e-19
10277.7830 1.23835e-18 2.52478e-19
10278.8690 1.16281e-18 2.32167e-19
10279.9550 9.94998e-19 2.24343e-19
10281.0410 9.43384e-19 2.25908e-19
10282.1270 1.38301e-18 2.31396e-19
10283.2130 1.33439e-18 2.30436e-19
10284.2990 5.73586e-19 2.64106e-19
10285.3850 1.31348e-18 5.03406e-19
10286.4710 -3.46869e-20 -9.19856e-19
10287.5570 1.41853e-18 1.57579e-18
10288.6430 -5.10143e-19 -1.72980e-18
10289.7290 1.14470e-18 1.72587e-18
10290.8140 1.84449e-18 1.63251e-18
10291.9000 8.04608e-19 1.12637e-18
10292.9860 1.41132e-18 5.31680e-19
10294.0720 9.59710e-19 4.38502e-19
10295.1580 1.18215e-18 4.55439e-19
10296.2440 1.27994e-18 6.80595e-19
10297.3300 1.36290e-18 9.21280e-19
10298.4160 9.33601e-19 1.38199e-18
10299.5020 1.38982e-18 1.36073e-18
10300.5880 6.76763e-19 8.56207e-19
10301.6740 6.52688e-19 5.04273e-19
10302.7600 9.34907e-19 2.83213e-19
10303.8460 1.23200e-18 2.53065e-19
10304.9320 8.45408e-19 2.56142e-19
10306.0180 1.76838e-18 2.96436e-19
10307.1040 1.03957e-18 2.84280e-19
10308.1900 1.39642e-18 2.85625e-19
10309.2760 1.63689e-18 3.59623e-19
10310.3620 1.63822e-18 4.98046e-19
10311.4480 1.36071e-18 5.60961e-19
10312.5340 8.31057e-19 5.76042e-19
10313.6200 1.42871e-18 5.38897e-19
10314.7060 1.24991e-18 4.09717e-19
10315.7920 1.03099e-18 2.58052e-19
10316.8780 1.31286e-18 2.36992e-19
10317.9640 1.28442e-18 2.31263e-19
10319.0500 1.10951e-18 2.03384e-19
10320.1360 1.17038e-18 2.34279e-19
10321.2220 1.31787e-18 2.30918e-19
10322.3080 1.40575e-18 1.97422e-19
10323.3940 1.45913e-18 2.11166e-19
10324.4800 1.28988e-18 2.14687e-19
10325.5660 1.31144e-18 2.22235e-19
10326.6520 1.24876e-18 2.57268e-19
10327.7380 1.02199e-18 3.26646e-19
10328.8240 1.08102e-18 3.45008e-19
10329.9100 1.34280e-18 4.85622e-19
10330.9950 1.26648e-18 4.73881e-19
10332.0810 1.21196e-18 2.94788e-19
10333.1670 1.39353e-18 2.53777e-19
10334.2530 9.82191e-19 2.05244e-19
10335.3390 1.25784e-18 2.03778e-19
10336.4250 9.42003e-19 1.97399e-19
10337.5110 1.24263e-18 2.04275e-19
10338.5970 1.50768e-18 2.10929e-19
10339.6830 1.17578e-18 2.28766e-19
10340.7690 1.35539e-18 3.44737e-19
10341.8550 1.38937e-18 4.02494e-19
10342.9410 1.48020e-18 4.00109e-19
10344.0270 1.47247e-18 4.00980e-19
10345.1130 1.37953e-18 3.38317e-19
10346.1990 1.25882e-18 2.70135e-19
10347.2850 9.75546e-19 4.50072e-19
10348.3710 7.74183e-19 7.25961e-19
10349.4570 1.00240e-18 7.83265e-19
10350.5430 1.51143e-18 7.93601e-19
10351.6290 1.80002e-18 7.69130e-19
10352.7150 1.43274e-18 5.11379e-19
10353.8010 1.32027e-18 3.60257e-19
10354.8870 1.94399e-18 4.35832e-19
10355.9730 1.25905e-18 5.03000e-19
10357.0590 8.45571e-19 5.03000e-19
10358.1450 1.91618e-18 4.62646e-19
10359.2310 8.40231e-19 3.41969e-19
10360.3170 1.18996e-18 2.35891e-19
10361.4030 1.36959e-18 2.10783e-19
10362.4890 1.24402e-18 1.96494e-19
10363.5750 1.05497e-18 1.93749e-19
10364.6610 7.99622e-19 2.38133e-19
10365.7470 9.23601e-19 2.35498e-19
10366.8330 1.19856e-18 2.01743e-19
10367.9190 1.05073e-18 1.98569e-19
10369.0050 1.03544e-18 1.95080e-19
10370.0900 1.19217e-18 2.05664e-19
10371.1760 1.15374e-18 2.15226e-19
10372.2620 1.64796e-18 3.56396e-19
10373.3480 1.52194e-18 1.02055e-18
10374.4340 1.50498e-18 1.31456e-18
10375.5200 6.35687e-19 1.35582e-18
10376.6060 -9.10595e-19 -1.33352e-18
10377.6920 2.88976e-18 1.15940e-18
10378.7780 1.25200e-18 5.57576e-19
10379.8640 1.30732e-18 2.79831e-19
10380.9500 1.43021e-18 2.27039e-19
10382.0360 1.22207e-18 2.08568e-19
10383.1220 1.00499e-18 1.99742e-19
10384.2080 9.60815e-19 1.98302e-19
10385.2940 1.33262e-18 2.07210e-19
10386.3800 1.18354e-18 1.97664e-19
10387.4660 9.41044e-19 1.93411e-19
10388.5520 9.88568e-19 1.98650e-19
10389.6380 8.05988e-19 1.90968e-19
10390.7240 1.50452e-18 2.12002e-19
10391.8100 1.02048e-18 2.11465e-19
10392.8960 1.15984e-18 2.15166e-19
10393.9820 6.63375e-19 2.13046e-19
10395.0680 1.19674e-18 2.31640e-19
10396.1540 1.09244e-18 3.30680e-19
10397.2400 1.96415e-18 7.21673e-19
10398.3260 7.88202e-19 8.46668e-19
10399.4120 1.39836e-18 8.83097e-19
10400.4980 -1.67698e-19 -8.59262e-19
10401.5840 4.71358e-19 6.56826e-19
10402.6700 6.03768e-19 3.15347e-19
10403.7560 7.55678e-19 2.17175e-19
10404.8420 1.11500e-18 2.14081e-19
10405.9280 1.45382e-18 2.24243e-19
10407.0140 1.28956e-18 2.11348e-19
10408.1000 8.47872e-19 2.04723e-19
10409.1860 7.54097e-19 2.23123e-19
10410.2710 1.02944e-18 2.39536e-19
10411.3570 1.31022e-18 2.50598e-19
10412.4430 1.30605e-18 2.51005e-19
10413.5290 1.24024e-18 2.36961e-19
10414.6150 1.56230e-18 2.28514e-19
10415.7010 1.18391e-18 2.40189e-19
10416.7870 1.28313e-18 3.04246e-19
10417.8730 1.57580e-18 4.84436e-19
10418.9590 1.49231e-18 1.11845e-18
10420.0450 -2.11424e-18 -1.33587e-18
10421.1310 -1.08811e-19 -1.36490e-18
10422.2170 -1.43250e-18 -1.35452e-18
10423.3030 -1.95920e-19 -1.11163e-18
10424.3890 9.25912e-19 5.44592e-19
10425.4750 1.28221e-18 3.33875e-19
10426.5610 1.46869e-18 3.02420e-19
10427.6470 1.14443e-18 2.75655e-19
10428.7330 2.10904e-18 3.10230e-19
10429.8190 1.66062e-18 3.52306e-19
10430.9050 1.84910e-18 3.79046e-19
10431.9910 1.17878e-18 3.50500e-19
10433.0770 1.54388e-18 3.27060e-19
10434.1630 8.27731e-19 2.55259e-19
10435.2490 1.02343e-18 2.22331e-19
10436.3350 1.66658e-18 2.21585e-19
10437.4210 7.50191e-19 1.76041e-19
10438.5070 7.20246e-19 1.74909e-19
