lambda flux fluxErr
9752.1719 8.47460e-19 3.63335e-19
9753.2579 5.20116e-19 3.35916e-19
9754.3439 -1.60111e-19 -3.31370e-19
9755.4299 -1.30581e-19 -3.41828e-19
9756.5158 3.61661e-19 3.72563e-19
9757.6018 2.52322e-19 3.91748e-19
9758.6878 3.29292e-19 3.83515e-19
9759.7738 6.62524e-19 3.82818e-19
9760.8597 5.62657e-19 3.74477e-19
9761.9457 8.91975e-19 3.50927e-19
9763.0317 1.50950e-18 3.59142e-19
9764.1176 1.36830e-18 3.58502e-19
9765.2036 7.77086e-19 3.37350e-19
9766.2896 4.47184e-19 3.98938e-19
9767.3756 -5.47301e-19 -3.95113e-19
9768.4615 3.96743e-19 3.87672e-19
9769.5475 5.94438e-19 3.18157e-19
9770.6335 9.18100e-19 3.10717e-19
9771.7195 8.45682e-19 3.09203e-19
9772.8054 6.57452e-19 3.05830e-19
9773.8914 5.60349e-19 3.09289e-19
9774.9774 2.68735e-19 3.08148e-19
9776.0633 3.33958e-19 3.07663e-19
9777.1493 8.41410e-19 3.05180e-19
9778.2353 4.37255e-19 3.03381e-19
9779.3213 8.52853e-19 3.03806e-19
9780.4072 5.60716e-19 3.08524e-19
9781.4932 7.86089e-19 3.21496e-19
9782.5792 1.22907e-18 3.29507e-19
9783.6652 9.11618e-19 3.21004e-19
9784.7511 6.68234e-19 3.12947e-19
9785.8371 4.27284e-19 2.99503e-19
9786.9231 -3.25773e-19 -2.99369e-19
9788.0090 2.75695e-19 3.11635e-19
9789.0950 1.27946e-18 5.53239e-19
9790.1810 5.11699e-19 8.68388e-19
9791.2670 -7.08916e-20 -1.05724e-18
9792.3529 -3.28520e-19 -1.51876e-18
9793.4389 -1.22398e-18 -1.62401e-18
9794.5249 -1.34711e-19 -1.57659e-18
9795.6109 5.49168e-20 1.30375e-18
9796.6968 -3.85027e-19 -6.56357e-19
9797.7828 5.39193e-19 4.40044e-19
9798.8688 6.57343e-19 7.27850e-19
9799.9548 6.63848e-19 9.81158e-19
9801.0407 6.93046e-19 8.65226e-19
9802.1267 1.49316e-18 9.13120e-19
9803.2127 1.34890e-18 9.11368e-19
9804.2986 2.14806e-18 7.81989e-19
9805.3846 2.35754e-19 4.27021e-19
9806.4706 5.56422e-19 3.14622e-19
9807.5566 1.25460e-18 3.58425e-19
9808.6425 1.17777e-18 4.43254e-19
9809.7285 1.51194e-18 4.96970e-19
9810.8145 6.77393e-19 4.75183e-19
9811.9005 4.74270e-20 4.87093e-19
9812.9864 8.07032e-20 5.40932e-19
9814.0724 7.03244e-19 5.64485e-19
9815.1584 7.98327e-19 5.68956e-19
9816.2443 1.13423e-18 5.41459e-19
9817.3303 1.14862e-18 4.57723e-19
9818.4163 2.44339e-19 4.52122e-19
9819.5023 1.87099e-19 4.75048e-19
9820.5882 7.33220e-19 4.73850e-19
9821.6742 3.55345e-19 4.21056e-19
9822.7602 1.10777e-18 3.62399e-19
9823.8462 7.38020e-19 3.11805e-19
9824.9321 1.81410e-19 3.00709e-19
9826.0181 4.71183e-19 3.13961e-19
9827.1041 7.33030e-19 3.32850e-19
9828.1900 1.17020e-18 3.73294e-19
9829.2760 5.60935e-19 6.44681e-19
9830.3620 1.38794e-18 7.57362e-19
9831.4480 4.63517e-19 4.19367e-19
9832.5339 7.62724e-19 4.04114e-19
9833.6199 4.24037e-19 4.25502e-19
9834.7059 -3.41576e-20 -3.99547e-19
9835.7919 -1.08040e-19 -1.03391e-18
9836.8778 1.90811e-19 8.65911e-19
9837.9638 3.61202e-19 4.60264e-19
9839.0498 4.12566e-19 6.71570e-19
9840.1357 1.28268e-18 4.48929e-19
9841.2217 7.77109e-19 4.02170e-19
9842.3077 9.59690e-20 4.43913e-19
9843.3937 3.94179e-20 3.19724e-19
9844.4796 2.74110e-19 3.33662e-19
9845.5656 6.73256e-19 3.76636e-19
9846.6516 8.35895e-20 5.44640e-19
9847.7376 1.07646e-18 6.22488e-19
9848.8235 1.23326e-18 6.76451e-19
9849.9095 -7.47934e-19 -9.37553e-19
9850.9955 1.20933e-19 9.87720e-19
9852.0814 1.29161e-18 1.25510e-18
9853.1674 8.19627e-19 1.05412e-18
9854.2534 5.04018e-19 5.28194e-19
9855.3394 2.87168e-19 4.09888e-19
9856.4253 8.20005e-19 3.89160e-19
9857.5113 8.52420e-19 3.94429e-19
9858.5973 4.88181e-19 3.28908e-19
9859.6833 8.86266e-19 3.34159e-19
9860.7692 9.19734e-19 3.28530e-19
9861.8552 4.60180e-19 2.73158e-19
9862.9412 3.16036e-19 2.74277e-19
9864.0271 8.97380e-19 2.77414e-19
9865.1131 5.09952e-19 2.64974e-19
9866.1991 4.68281e-19 2.78218e-19
9867.2851 5.04248e-19 2.91209e-19
9868.3710 3.23610e-19 2.95976e-19
9869.4570 6.58974e-19 3.21978e-19
9870.5430 7.56809e-19 3.37298e-19
9871.6290 2.97890e-19 4.88752e-19
9872.7149 4.85262e-19 1.24178e-18
9873.8009 2.29900e-18 1.58778e-18
9874.8869 3.19499e-18 2.11020e-18
9875.9729 3.88899e-18 1.87604e-18
9877.0588 -5.76261e-19 -2.35967e-18
9878.1448 2.60468e-20 6.55261e-19
9879.2308 1.50494e-19 4.67357e-19
9880.3167 1.09231e-18 3.31147e-19
9881.4027 1.10666e-18 3.36035e-19
9882.4887 6.34448e-19 2.77923e-19
9883.5747 1.01233e-18 2.92561e-19
9884.6606 9.00627e-19 2.97360e-19
9885.7466 3.70369e-19 3.15479e-19
9886.8326 -3.35162e-19 -3.68003e-19
9887.9186 4.11385e-19 4.26147e-19
9889.0045 8.92739e-19 4.08339e-19
9890.0905 8.13876e-19 4.59478e-19
9891.1765 6.75531e-19 3.90875e-19
9892.2624 9.96231e-20 3.26866e-19
9893.3484 7.54449e-19 4.33757e-19
9894.4344 1.69728e-18 9.32114e-19
9895.5204 2.38711e-18 1.75114e-18
9896.6063 3.95450e-18 2.17571e-18
9897.6923 1.47450e-18 1.39105e-18
9898.7783 1.62929e-19 1.30523e-18
9899.8643 5.44067e-19 7.07730e-19
9900.9502 8.95386e-19 4.10819e-19
9902.0362 4.04142e-19 3.04857e-19
9903.1222 3.71042e-19 2.95027e-19
9904.2081 4.34755e-19 2.96532e-19
9905.2941 1.07867e-18 2.77758e-19
9906.3801 3.76970e-19 2.62482e-19
9907.4661 7.51054e-19 2.61284e-19
9908.5520 9.25952e-19 2.67827e-19
9909.6380 2.72643e-19 2.57445e-19
9910.7240 4.25511e-19 3.17967e-19
9911.8100 1.53539e-20 3.14174e-19
9912.8959 4.44027e-19 2.83331e-19
9913.9819 2.14352e-19 3.90157e-19
9915.0679 -2.37914e-19 -8.75223e-19
9916.1538 1.68708e-18 1.24216e-18
9917.2398 2.97185e-18 1.29946e-18
9918.3258 -1.87603e-19 -1.25459e-18
9919.4118 2.03123e-18 1.00186e-18
9920.4977 1.24615e-18 4.55599e-19
9921.5837 5.29838e-19 2.57151e-19
9922.6697 4.76457e-19 2.51616e-19
9923.7557 6.24922e-19 2.48124e-19
9924.8416 4.95334e-19 2.53548e-19
9925.9276 9.16501e-19 2.59189e-19
9927.0136 1.14550e-18 2.55717e-19
9928.0995 6.04790e-19 2.50824e-19
9929.1855 8.76060e-19 2.58346e-19
9930.2715 2.86956e-19 2.54159e-19
9931.3575 5.57890e-19 2.52091e-19
9932.4434 1.17268e-18 2.79290e-19
9933.5294 1.18212e-18 2.58701e-19
9934.6154 5.52077e-19 2.52217e-19
9935.7014 6.62248e-19 3.58875e-19
9936.7873 6.96507e-19 3.58837e-19
9937.8733 2.75562e-20 3.60806e-19
9938.9593 5.97784e-19 2.54673e-19
9940.0452 5.96677e-19 2.74390e-19
9941.1312 5.47336e-19 3.43787e-19
9942.2172 3.95347e-19 7.09723e-19
9943.3032 -3.40256e-19 -1.01074e-18
9944.3891 2.18232e-19 1.06304e-18
9945.4751 -2.97238e-19 -1.13690e-18
9946.5611 -1.73463e-18 -1.20067e-18
9947.6471 -1.23052e-19 -1.32837e-18
9948.7330 4.78214e-19 1.40309e-18
9949.8190 1.21356e-18 1.41578e-18
9950.9050 1.28589e-19 1.24392e-18
9951.9910 1.18007e-18 8.74231e-19
9953.0769 3.57707e-19 5.90486e-19
9954.1629 6.05716e-19 4.04939e-19
9955.2489 4.51557e-19 3.26377e-19
9956.3348 8.27305e-19 6.30386e-19
9957.4208 -1.96694e-19 -1.18648e-18
9958.5068 7.39109e-19 1.18074e-18
9959.5928 1.86544e-18 1.20000e-18
9960.6787 3.41859e-18 1.19008e-18
9961.7647 1.08178e-18 9.22307e-19
9962.8507 1.56558e-19 9.75103e-19
9963.9367 2.60137e-19 1.03848e-18
9965.0226 6.62594e-19 1.05309e-18
9966.1086 1.16364e-18 9.45780e-19
9967.1946 1.22023e-18 5.89122e-19
9968.2805 8.26921e-19 2.92286e-19
9969.3665 5.59735e-19 2.50205e-19
9970.4525 2.70689e-19 2.43102e-19
9971.5385 5.93392e-19 2.89620e-19
9972.6244 6.67332e-20 4.58675e-19
9973.7104 3.22134e-19 6.43334e-19
9974.7964 1.07305e-18 6.80137e-19
9975.8824 -2.98631e-19 -6.66371e-19
9976.9683 5.15892e-19 5.61357e-19
9978.0543 1.37294e-18 3.85597e-19
9979.1403 1.05409e-18 3.72143e-19
9980.2262 1.13134e-18 3.92450e-19
9981.3122 5.85968e-19 4.08122e-19
9982.3982 7.95201e-19 3.97413e-19
9983.4842 6.10651e-19 3.33927e-19
9984.5701 9.50566e-19 2.88721e-19
9985.6561 4.00524e-19 2.43897e-19
9986.7421 4.19986e-19 2.31365e-19
9987.8281 8.57119e-19 2.36104e-19
9988.9140 1.49375e-19 2.28481e-19
9990.0000 4.92121e-19 2.29486e-19
9991.0860 8.06235e-19 2.30387e-19
9992.1719 9.10384e-19 2.36755e-19
9993.2579 6.76923e-19 2.40729e-19
9994.3439 5.84997e-19 2.37219e-19
9995.4299 5.38719e-19 2.31485e-19
9996.5158 2.44391e-19 3.12363e-19
9997.6018 3.20020e-19 3.14127e-19
9998.6878 2.96228e-19 3.17313e-19
9999.7738 1.25028e-19 2.71662e-19
10000.8600 9.18831e-19 4.47170e-19
10001.9460 5.74477e-19 5.26029e-19
10003.0320 6.74003e-19 5.35988e-19
10004.1180 4.51448e-19 5.29641e-19
10005.2040 5.32643e-19 4.07683e-19
10006.2900 5.50035e-19 2.86819e-19
10007.3760 4.79589e-19 2.58052e-19
10008.4620 1.15876e-18 2.41348e-19
10009.5480 9.60059e-19 2.32683e-19
10010.6330 6.71825e-19 2.95328e-19
10011.7190 1.49876e-18 5.06335e-19
10012.8050 6.75859e-19 8.30701e-19
10013.8910 -3.19392e-18 -1.39306e-18
10014.9770 1.30259e-18 1.61150e-18
10016.0630 9.17656e-19 1.62004e-18
10017.1490 2.03278e-18 1.45285e-18
10018.2350 2.74201e-18 9.43839e-19
10019.3210 6.78535e-19 4.94418e-19
10020.4070 1.12301e-18 2.82103e-19
10021.4930 7.90255e-19 2.78491e-19
10022.5790 3.05693e-19 3.27575e-19
10023.6650 -3.95453e-19 -3.62602e-19
10024.7510 1.59465e-19 3.95897e-19
10025.8370 3.71774e-19 6.37606e-19
10026.9230 8.20506e-19 1.03604e-18
10028.0090 1.37686e-18 1.08135e-18
10029.0950 8.54055e-19 8.73312e-19
10030.1810 3.57056e-19 7.01037e-19
10031.2670 3.78970e-19 3.62063e-19
10032.3530 6.63293e-19 2.69273e-19
10033.4390 9.34603e-19 2.83771e-19
10034.5250 6.03269e-19 2.57709e-19
10035.6110 8.09050e-19 2.49261e-19
10036.6970 9.77913e-19 2.48196e-19
10037.7830 8.69864e-19 3.08860e-19
10038.8690 7.55177e-19 3.44287e-19
10039.9550 9.25606e-19 2.86528e-19
10041.0410 4.83036e-19 2.71261e-19
10042.1270 5.03044e-19 2.61057e-19
10043.2130 4.48725e-19 2.94029e-19
10044.2990 -5.28706e-20 -4.71246e-19
10045.3850 8.25918e-19 8.08696e-19
10046.4710 9.51892e-19 8.27857e-19
10047.5570 6.03898e-19 5.89639e-19
10048.6430 2.88041e-19 4.50667e-19
10049.7290 3.64982e-19 2.48474e-19
10050.8140 4.95916e-19 2.13078e-19
10051.9000 3.43827e-19 2.08190e-19
10052.9860 4.40101e-19 2.14746e-19
10054.0720 -5.87869e-20 -2.13380e-19
10055.1580 4.69493e-19 2.14575e-19
10056.2440 1.00994e-18 2.17341e-19
10057.3300 7.59585e-19 2.09620e-19
10058.4160 5.39820e-19 2.16054e-19
10059.5020 6.60406e-19 2.93837e-19
10060.5880 2.84733e-19 4.38495e-19
10061.6740 -2.18939e-19 -6.78124e-19
10062.7600 -2.61538e-19 -1.08555e-18
10063.8460 -8.81986e-19 -1.07469e-18
10064.9320 1.49512e-18 9.58264e-19
10066.0180 6.79853e-19 4.57378e-19
10067.1040 8.22613e-19 3.33249e-19
10068.1900 6.29761e-19 3.71257e-19
10069.2760 5.05423e-19 4.77450e-19
10070.3620 3.66021e-19 5.07002e-19
10071.4480 1.63251e-18 4.91886e-19
10072.5340 1.77168e-18 5.13507e-19
10073.6200 1.18072e-18 5.10151e-19
10074.7060 1.52748e-18 4.73238e-19
10075.7920 6.75394e-19 3.76869e-19
10076.8780 1.10013e-18 2.69398e-19
10077.9640 8.64435e-19 2.32094e-19
10079.0500 7.29187e-19 2.35933e-19
10080.1360 4.92348e-19 2.41467e-19
10081.2220 3.93952e-19 2.73717e-19
10082.3080 3.30253e-19 5.23670e-19
10083.3940 9.56230e-19 1.06307e-18
10084.4800 -6.16200e-19 -1.15250e-18
10085.5660 -4.69891e-19 -1.16901e-18
10086.6520 1.20386e-18 1.09814e-18
10087.7380 6.18457e-19 9.98710e-19
10088.8240 3.30820e-19 4.06612e-19
10089.9100 8.64010e-19 2.33573e-19
10090.9950 5.47770e-19 3.07603e-19
10092.0810 1.33803e-18 3.49210e-19
10093.1670 7.77252e-19 2.58328e-19
10094.2530 9.04256e-20 2.48134e-19
10095.3390 5.22906e-19 2.44583e-19
10096.4250 7.71682e-19 2.64634e-19
10097.5110 6.66743e-19 2.82253e-19
10098.5970 3.61577e-19 2.99644e-19
10099.6830 8.98506e-19 3.11036e-19
10100.7690 8.26918e-19 3.10705e-19
10101.8550 1.43007e-18 3.15208e-19
10102.9410 7.01752e-19 3.85706e-19
10104.0270 2.37212e-19 8.90177e-19
10105.1130 1.58830e-19 1.23761e-18
10106.1990 -9.77577e-19 -1.28367e-18
10107.2850 -3.26107e-19 -1.31258e-18
10108.3710 1.07400e-18 6.46293e-19
10109.4570 8.78208e-19 4.28407e-19
10110.5430 8.08067e-19 3.02059e-19
10111.6290 8.79185e-19 2.43356e-19
10112.7150 4.17247e-19 2.49063e-19
10113.8010 4.35568e-19 2.42613e-19
10114.8870 4.11364e-19 2.28415e-19
10115.9730 1.46517e-19 2.04504e-19
10117.0590 2.40591e-19 1.98811e-19
10118.1450 5.17482e-19 1.97173e-19
10119.2310 6.01237e-19 2.02093e-19
10120.3170 6.19984e-19 2.18443e-19
10121.4030 9.66114e-19 3.67254e-19
10122.4890 9.41640e-19 6.52952e-19
10123.5750 -5.38265e-19 -9.82069e-19
10124.6610 7.71706e-21 1.50068e-18
10125.7470 1.84368e-18 1.31859e-18
10126.8330 9.80548e-19 1.35529e-18
10127.9190 -9.56150e-20 -1.30628e-18
10129.0050 1.73379e-19 9.25776e-19
10130.0900 5.19603e-19 3.70656e-19
10131.1760 6.17966e-19 2.21066e-19
10132.2620 6.36918e-19 2.34351e-19
10133.3480 5.91545e-19 2.89463e-19
10134.4340 1.16262e-18 5.13751e-19
10135.5200 3.31813e-19 7.74868e-19
10136.6060 1.41619e-19 7.11863e-19
10137.6920 5.94535e-19 3.20217e-19
