lambda flux fluxErr
9752.1719 -9.15011e-20 -3.79677e-19
9753.2579 7.89121e-19 3.37726e-19
9754.3439 8.28698e-19 3.34624e-19
9755.4299 6.78052e-19 3.40596e-19
9756.5158 1.95827e-19 3.65521e-19
9757.6018 -5.11777e-19 -3.75647e-19
9758.6878 6.97936e-19 3.80120e-19
9759.7738 5.68043e-19 3.59283e-19
9760.8597 1.03931e-18 3.55567e-19
9761.9457 5.06165e-19 3.18300e-19
9763.0317 7.01124e-19 3.12987e-19
9764.1176 1.07386e-18 3.20910e-19
9765.2036 5.85924e-19 3.09523e-19
9766.2896 -1.72030e-19 -3.13171e-19
9767.3756 -1.11613e-19 -4.45938e-19
9768.4615 5.96058e-19 4.52866e-19
9769.5475 2.91836e-19 2.98243e-19
9770.6335 -1.55472e-19 -3.04813e-19
9771.7195 7.03624e-19 3.09200e-19
9772.8054 3.18215e-19 3.02583e-19
9773.8914 7.65078e-19 2.94678e-19
9774.9774 2.39055e-19 2.89142e-19
9776.0633 -1.63902e-19 -2.97616e-19
9777.1493 2.03785e-19 2.84120e-19
9778.2353 2.97780e-19 2.86627e-19
9779.3213 1.02809e-18 2.91877e-19
9780.4072 2.43966e-20 2.88457e-19
9781.4932 -3.76241e-19 -3.08199e-19
9782.5792 -2.04428e-19 -3.12593e-19
9783.6652 7.39872e-20 3.03277e-19
9784.7511 4.43706e-20 2.92557e-19
9785.8371 1.76557e-20 2.90851e-19
9786.9231 2.54864e-19 2.92020e-19
9788.0090 3.60159e-19 3.05688e-19
9789.0950 1.60581e-19 3.95746e-19
9790.1810 1.02483e-18 6.14558e-19
9791.2670 2.19928e-18 1.12457e-18
9792.3529 4.19420e-19 1.50569e-18
9793.4389 -8.13312e-19 -1.61678e-18
9794.5249 2.36345e-19 1.57973e-18
9795.6109 -8.95523e-19 -1.36033e-18
9796.6968 2.81604e-19 8.00647e-19
9797.7828 2.64165e-19 4.32526e-19
9798.8688 5.08757e-19 4.42025e-19
9799.9548 7.27855e-19 6.76027e-19
9801.0407 -1.02174e-19 -8.62792e-19
9802.1267 -6.44815e-19 -8.98641e-19
9803.2127 2.21296e-19 8.82249e-19
9804.2986 -5.44019e-20 -7.69618e-19
9805.3846 8.42652e-19 4.98407e-19
9806.4706 5.86842e-19 3.16843e-19
9807.5566 -2.11291e-19 -3.53752e-19
9808.6425 -2.25244e-19 -4.33145e-19
9809.7285 4.09044e-19 4.69425e-19
9810.8145 1.04930e-19 4.61880e-19
9811.9005 8.31761e-19 5.03037e-19
9812.9864 1.43070e-18 5.50853e-19
9814.0724 -4.67886e-19 -5.63935e-19
9815.1584 1.60249e-19 5.60819e-19
9816.2443 6.78925e-19 5.38646e-19
9817.3303 3.93204e-19 4.63153e-19
9818.4163 3.55791e-19 4.44637e-19
9819.5023 2.34332e-19 4.62890e-19
9820.5882 -3.05962e-21 -4.59416e-19
9821.6742 7.39599e-19 4.22942e-19
9822.7602 5.54905e-19 3.56039e-19
9823.8462 3.02429e-19 3.01913e-19
9824.9321 1.70706e-19 2.88197e-19
9826.0181 4.57096e-19 2.93099e-19
9827.1041 7.24387e-19 3.08154e-19
9828.1900 4.68013e-19 3.39214e-19
9829.2760 1.71960e-19 3.68385e-19
9830.3620 -2.92704e-19 -3.93710e-19
9831.4480 -1.99312e-19 -3.94043e-19
9832.5339 -1.68089e-20 -3.69464e-19
9833.6199 1.80233e-19 3.36099e-19
9834.7059 3.48392e-20 3.05871e-19
9835.7919 -1.85484e-19 -2.93576e-19
9836.8778 5.28333e-19 3.00265e-19
9837.9638 7.91382e-19 2.94691e-19
9839.0498 6.68215e-19 3.11453e-19
9840.1357 8.92844e-19 3.86770e-19
9841.2217 3.76698e-19 3.49353e-19
9842.3077 6.32575e-19 2.73554e-19
9843.3937 2.45436e-19 2.58992e-19
9844.4796 7.63785e-20 2.65660e-19
9845.5656 -4.24174e-20 -2.72450e-19
9846.6516 7.50910e-19 2.84619e-19
9847.7376 1.31489e-19 4.17088e-19
9848.8235 1.76208e-19 7.00757e-19
9849.9095 6.76732e-19 9.29758e-19
9850.9955 3.25507e-19 7.90563e-19
9852.0814 1.26987e-18 7.77246e-19
9853.1674 5.55556e-19 6.48535e-19
9854.2534 -2.84390e-19 -3.91824e-19
