lambda flux fluxErr
9801.0407 1.58276e-18 8.89752e-19
9802.1267 2.00647e-18 9.25459e-19
9803.2127 2.08170e-18 1.01076e-18
9804.2986 1.36142e-18 8.75892e-19
9805.3846 1.84092e-18 5.11445e-19
9806.4706 2.02819e-18 3.65814e-19
9807.5566 1.75268e-18 4.05409e-19
9808.6425 1.89936e-18 4.72699e-19
9809.7285 1.03421e-18 4.98556e-19
9810.8145 1.64858e-18 4.91257e-19
9811.9005 2.30262e-18 5.31710e-19
9812.9864 1.55250e-18 5.95323e-19
9814.0724 1.85938e-18 6.23008e-19
9815.1584 2.19856e-18 6.05012e-19
9816.2443 2.12907e-18 5.75068e-19
9817.3303 1.14623e-18 4.88903e-19
9818.4163 6.57220e-19 5.30869e-19
9819.5023 1.73584e-18 1.06369e-18
9820.5882 1.95136e-18 9.14053e-19
9821.6742 1.18197e-18 5.60976e-19
9822.7602 1.36071e-18 3.95300e-19
9823.8462 1.31581e-18 3.63318e-19
9824.9321 1.25623e-18 3.51588e-19
9826.0181 1.72501e-18 3.45749e-19
9827.1041 1.60673e-18 3.55906e-19
9828.1900 1.10913e-18 3.81072e-19
9829.2760 1.01598e-18 4.12498e-19
9830.3620 1.19617e-18 4.31075e-19
9831.4480 1.00261e-18 4.99173e-19
9832.5339 1.04753e-18 4.74257e-19
9833.6199 1.13633e-18 3.76180e-19
9834.7059 1.29400e-18 3.52220e-19
9835.7919 1.29991e-18 3.47874e-19
9836.8778 1.45567e-18 3.47374e-19
9837.9638 1.32467e-18 3.30370e-19
9839.0498 1.63002e-18 3.26793e-19
9840.1357 1.41921e-18 3.21611e-19
9841.2217 1.05467e-18 3.66598e-19
9842.3077 1.60644e-18 3.67663e-19
9843.3937 1.52730e-18 3.14019e-19
9844.4796 1.64287e-18 3.20448e-19
9845.5656 2.15848e-18 3.37002e-19
9846.6516 1.41016e-18 3.25293e-19
9847.7376 1.49151e-18 3.59671e-19
9848.8235 2.09355e-18 5.99589e-19
9849.9095 1.89189e-18 7.92288e-19
9850.9955 2.56698e-18 8.33358e-19
9852.0814 1.87000e-18 8.10422e-19
9853.1674 1.72358e-18 6.78728e-19
9854.2534 1.58064e-18 5.30723e-19
9855.3394 1.28083e-18 3.95077e-19
9856.4253 1.18396e-18 3.27841e-19
9857.5113 1.68819e-18 4.23432e-19
9858.5973 1.58433e-18 4.53758e-19
9859.6833 1.39815e-18 3.86485e-19
9860.7692 1.17201e-18 3.03912e-19
9861.8552 1.32306e-18 2.99310e-19
9862.9412 1.44852e-18 2.98860e-19
9864.0271 1.77188e-18 3.10142e-19
9865.1131 1.61890e-18 3.10880e-19
9866.1991 1.89765e-18 3.19725e-19
9867.2851 2.01448e-18 3.26324e-19
9868.3710 1.50373e-18 3.22329e-19
9869.4570 1.56117e-18 3.41584e-19
9870.5430 9.96531e-19 3.43508e-19
9871.6290 9.42435e-19 5.04455e-19
9872.7149 9.88176e-19 1.01998e-18
9873.8009 6.12009e-19 1.31747e-18
9874.8869 -3.93445e-19 -1.32856e-18
9875.9729 1.99742e-19 1.30561e-18
9877.0588 2.12157e-18 9.90890e-19
9878.1448 1.86477e-18 4.89472e-19
9879.2308 1.60773e-18 3.35609e-19
9880.3167 1.74971e-18 3.43665e-19
9881.4027 1.74102e-18 3.81108e-19
9882.4887 1.75155e-18 3.39352e-19
9883.5747 1.43473e-18 3.11433e-19
9884.6606 1.44839e-18 3.20149e-19
9885.7466 1.65831e-18 3.45157e-19
9886.8326 1.92446e-18 3.91966e-19
9887.9186 2.40330e-18 4.28963e-19
9889.0045 2.13024e-18 4.16812e-19
9890.0905 1.63878e-18 3.90554e-19
9891.1765 1.73925e-18 3.51825e-19
9892.2624 1.52852e-18 3.07748e-19
9893.3484 2.10835e-18 3.09656e-19
9894.4344 1.62655e-18 4.39957e-19
9895.5204 9.49595e-19 7.37503e-19
9896.6063 1.09698e-18 8.89147e-19
9897.6923 2.52650e-18 1.19033e-18
9898.7783 2.09852e-18 1.14657e-18
9899.8643 2.64994e-18 6.65200e-19
9900.9502 2.29615e-18 3.96474e-19
9902.0362 2.02217e-18 3.41122e-19
9903.1222 1.82652e-18 3.70990e-19
9904.2081 1.88038e-18 3.69654e-19
9905.2941 1.93301e-18 3.19080e-19
9906.3801 1.65981e-18 2.98024e-19
9907.4661 1.79371e-18 2.93669e-19
9908.5520 1.74566e-18 2.89055e-19
9909.6380 1.63777e-18 2.88521e-19
9910.7240 1.37287e-18 2.92898e-19
9911.8100 1.57227e-18 2.97133e-19
9912.8959 1.29644e-18 3.02172e-19
9913.9819 1.20126e-18 4.31358e-19
9915.0679 1.73376e-18 9.53401e-19
9916.1538 2.87070e-18 1.28376e-18
9917.2398 1.56475e-18 1.31990e-18
9918.3258 1.01256e-19 1.28981e-18
9919.4118 1.94712e-18 1.02882e-18
9920.4977 1.60767e-18 5.31644e-19
9921.5837 1.54618e-18 2.91257e-19
9922.6697 1.21604e-18 2.77821e-19
9923.7557 1.43363e-18 2.86602e-19
9924.8416 2.05462e-18 3.04496e-19
9925.9276 2.11848e-18 3.06237e-19
9927.0136 2.41075e-18 3.83395e-19
9928.0995 1.87188e-18 3.69014e-19
9929.1855 1.67905e-18 2.89322e-19
9930.2715 1.31685e-18 2.80444e-19
9931.3575 1.53231e-18 2.86078e-19
9932.4434 2.00572e-18 2.94403e-19
9933.5294 1.79083e-18 2.91079e-19
9934.6154 2.09099e-18 3.75934e-19
9935.7014 1.72183e-18 3.76584e-19
9936.7873 1.83938e-18 3.01977e-19
9937.8733 1.88725e-18 3.03912e-19
9938.9593 1.09597e-18 2.92930e-19
9940.0452 1.25443e-18 3.09711e-19
9941.1312 1.99342e-18 4.02432e-19
9942.2172 2.14254e-18 8.01790e-19
9943.3032 7.24074e-19 1.05293e-18
9944.3891 5.21863e-20 1.09248e-18
9945.4751 8.00945e-19 1.17421e-18
9946.5611 -4.76332e-20 -1.26529e-18
9947.6471 -9.55454e-19 -1.39570e-18
9948.7330 -1.14276e-19 -1.46421e-18
9949.8190 1.17032e-18 1.48176e-18
9950.9050 6.17577e-20 1.30073e-18
9951.9910 1.93147e-18 9.46836e-19
9953.0769 2.20765e-18 8.24329e-19
9954.1629 1.99162e-18 5.69535e-19
9955.2489 1.59900e-18 3.40717e-19
9956.3348 1.89631e-18 5.45472e-19
9957.4208 1.88646e-18 1.03401e-18
9958.5068 1.52554e-18 1.21625e-18
9959.5928 1.62302e-18 1.22997e-18
9960.6787 1.34956e-18 1.33723e-18
9961.7647 2.68894e-18 1.10870e-18
9962.8507 2.19332e-18 9.83453e-19
9963.9367 2.76998e-18 1.08455e-18
9965.0226 2.13323e-18 1.06884e-18
9966.1086 3.07759e-18 9.76780e-19
9967.1946 1.62455e-18 6.35243e-19
9968.2805 1.82519e-18 3.35135e-19
9969.3665 1.79622e-18 2.87421e-19
9970.4525 1.92497e-18 3.18689e-19
9971.5385 1.47337e-18 3.53041e-19
9972.6244 2.06215e-18 5.46509e-19
9973.7104 1.60076e-18 1.03954e-18
9974.7964 -1.92543e-19 -1.07350e-18
9975.8824 6.32121e-19 7.16803e-19
9976.9683 1.18430e-18 7.19847e-19
9978.0543 1.68078e-18 5.07722e-19
9979.1403 1.75216e-18 4.06466e-19
9980.2262 2.03110e-18 4.30470e-19
9981.3122 1.41775e-18 4.38381e-19
9982.3982 1.35497e-18 4.29707e-19
9983.4842 1.64643e-18 3.71343e-19
9984.5701 1.71421e-18 3.40580e-19
9985.6561 1.89799e-18 3.00791e-19
9986.7421 1.39130e-18 2.62491e-19
9987.8281 2.02803e-18 2.81338e-19
9988.9140 1.48967e-18 2.61103e-19
9990.0000 8.72643e-19 2.50612e-19
9991.0860 1.90361e-18 2.73143e-19
9992.1719 2.30437e-18 2.89498e-19
9993.2579 1.82628e-18 2.76613e-19
9994.3439 1.75638e-18 2.74566e-19
9995.4299 1.15569e-18 2.54512e-19
9996.5158 1.09191e-18 2.52720e-19
9997.6018 1.56415e-18 2.61741e-19
9998.6878 1.45415e-18 2.61301e-19
9999.7738 1.38065e-18 3.17844e-19
10000.8600 1.55746e-18 4.88499e-19
10001.9460 2.06346e-18 5.69473e-19
10003.0320 2.61520e-18 5.92432e-19
10004.1180 1.74722e-18 5.72623e-19
10005.2040 1.59920e-18 4.45511e-19
10006.2900 1.90660e-18 3.28227e-19
10007.3760 1.65116e-18 2.85346e-19
10008.4620 1.59413e-18 2.63127e-19
10009.5480 1.52486e-18 2.60015e-19
10010.6330 1.90931e-18 2.86708e-19
10011.7190 1.81339e-18 4.57469e-19
10012.8050 -1.40134e-19 -9.53507e-19
10013.8910 3.64124e-19 1.50577e-18
10014.9770 9.45291e-19 1.64553e-18
10016.0630 1.58873e-18 1.65896e-18
10017.1490 1.32740e-18 1.50756e-18
10018.2350 3.13568e-18 1.00885e-18
10019.3210 2.80961e-18 5.35275e-19
10020.4070 1.90962e-18 3.11293e-19
10021.4930 1.24867e-18 3.02730e-19
10022.5790 1.60544e-18 3.77473e-19
10023.6650 1.83056e-18 3.97084e-19
10024.7510 2.43993e-18 4.24651e-19
10025.8370 1.83835e-18 7.21614e-19
10026.9230 1.82234e-18 9.03455e-19
10028.0090 2.23768e-18 9.38490e-19
10029.0950 1.16255e-18 9.15452e-19
10030.1810 1.74155e-18 7.59950e-19
10031.2670 1.41557e-18 4.10235e-19
10032.3530 1.54884e-18 2.76444e-19
10033.4390 1.66677e-18 2.84504e-19
10034.5250 1.97514e-18 2.94089e-19
10035.6110 2.15752e-18 2.88247e-19
10036.6970 2.16171e-18 2.93308e-19
10037.7830 1.70730e-18 3.18236e-19
10038.8690 1.12897e-18 3.30591e-19
10039.9550 1.58691e-18 3.27540e-19
10041.0410 2.14526e-18 4.38963e-19
10042.1270 1.66717e-18 4.16457e-19
10043.2130 1.16506e-18 3.27112e-19
10044.2990 1.27514e-18 5.28832e-19
10045.3850 1.20259e-18 5.96411e-19
10046.4710 1.46017e-18 6.09677e-19
10047.5570 9.26221e-19 5.95591e-19
10048.6430 1.68209e-18 4.45788e-19
10049.7290 1.92021e-18 2.86985e-19
10050.8140 2.06814e-18 2.60080e-19
10051.9000 1.67296e-18 2.56222e-19
10052.9860 1.90239e-18 2.64493e-19
10054.0720 1.73502e-18 2.63244e-19
10055.1580 2.21747e-18 2.72596e-19
10056.2440 1.50062e-18 2.45479e-19
10057.3300 1.58457e-18 2.42929e-19
10058.4160 1.19564e-18 2.40071e-19
10059.5020 1.13714e-18 3.41717e-19
10060.5880 1.17484e-18 4.84576e-19
10061.6740 8.00071e-19 7.37407e-19
10062.7600 1.35951e-18 7.98739e-19
10063.8460 2.68118e-18 7.99351e-19
10064.9320 1.35128e-18 7.24399e-19
10066.0180 1.75242e-18 4.96763e-19
10067.1040 1.89559e-18 3.77552e-19
10068.1900 1.44199e-18 4.18552e-19
10069.2760 1.96489e-18 4.40391e-19
10070.3620 1.58826e-18 4.52879e-19
10071.4480 1.24100e-18 5.19482e-19
10072.5340 1.70870e-18 5.39909e-19
10073.6200 1.18739e-18 5.35008e-19
10074.7060 6.62775e-19 4.93471e-19
10075.7920 1.68161e-18 4.15683e-19
10076.8780 1.70792e-18 2.98196e-19
10077.9640 1.60142e-18 2.80984e-19
10079.0500 1.69123e-18 2.87104e-19
10080.1360 1.37716e-18 2.69310e-19
10081.2220 2.25237e-18 3.07995e-19
10082.3080 1.59177e-18 5.30907e-19
10083.3940 3.05148e-18 1.08437e-18
10084.4800 4.22952e-18 1.29365e-18
10085.5660 2.20599e-18 1.28531e-18
10086.6520 7.75393e-19 1.52453e-18
10087.7380 2.67223e-18 9.61224e-19
10088.8240 2.16396e-18 3.47319e-19
10089.9100 2.26637e-18 2.86803e-19
10090.9950 1.10716e-18 2.55886e-19
10092.0810 1.64125e-18 2.74107e-19
10093.1670 1.48922e-18 2.63225e-19
10094.2530 1.61880e-18 2.55952e-19
10095.3390 2.06936e-18 2.69125e-19
10096.4250 2.12005e-18 2.83568e-19
10097.5110 2.16315e-18 3.06774e-19
10098.5970 1.77611e-18 3.11351e-19
10099.6830 1.73136e-18 3.16047e-19
10100.7690 1.50574e-18 3.15371e-19
10101.8550 1.40579e-18 3.01612e-19
10102.9410 2.01632e-18 3.13096e-19
10104.0270 1.74503e-18 6.03304e-19
10105.1130 2.14583e-18 8.09123e-19
10106.1990 1.12118e-18 8.22873e-19
10107.2850 2.25988e-18 8.30718e-19
10108.3710 1.09263e-18 6.82065e-19
10109.4570 1.22698e-18 3.30703e-19
10110.5430 1.60735e-18 2.49114e-19
10111.6290 1.63191e-18 2.45488e-19
10112.7150 1.88501e-18 2.55086e-19
10113.8010 1.92156e-18 3.06760e-19
10114.8870 1.72464e-18 3.01253e-19
10115.9730 1.78340e-18 2.47020e-19
10117.0590 1.68881e-18 2.42578e-19
10118.1450 1.39860e-18 2.31221e-19
10119.2310 1.72722e-18 2.41905e-19
10120.3170 1.32016e-18 2.43109e-19
10121.4030 1.96365e-18 3.25218e-19
10122.4890 1.56188e-18 3.37068e-19
10123.5750 1.54332e-18 5.57479e-19
10124.6610 2.63655e-18 1.35318e-18
10125.7470 2.95628e-18 1.33375e-18
10126.8330 5.26099e-20 1.34580e-18
10127.9190 3.22538e-18 1.32555e-18
10129.0050 1.42869e-18 9.69397e-19
10130.0900 1.84603e-18 3.74634e-19
10131.1760 1.64802e-18 2.61292e-19
10132.2620 1.34138e-18 2.65007e-19
10133.3480 1.44364e-18 3.23166e-19
10134.4340 1.76726e-18 3.63700e-19
10135.5200 1.86700e-18 3.54034e-19
10136.6060 1.02302e-18 3.30638e-19
10137.6920 1.64381e-18 3.07169e-19
10138.7780 1.53382e-18 2.63906e-19
10139.8640 1.56686e-18 2.60177e-19
10140.9500 1.25323e-18 2.54153e-19
10142.0360 1.51018e-18 2.48557e-19
10143.1220 6.80339e-19 5.18360e-19
10144.2080 7.60464e-19 4.00347e-19
10145.2940 1.35480e-18 3.88990e-19
10146.3800 1.60332e-18 4.09765e-19
10147.4660 2.37844e-18 4.50205e-19
10148.5520 2.17649e-18 4.29309e-19
10149.6380 2.20847e-18 4.28353e-19
10150.7240 1.78145e-18 4.40864e-19
10151.8100 1.73426e-18 4.13809e-19
10152.8960 1.55280e-18 4.97946e-19
10153.9820 2.80498e-18 8.02628e-19
10155.0680 2.03962e-18 8.37009e-19
10156.1540 1.30612e-18 8.37124e-19
10157.2400 6.92186e-19 8.02702e-19
10158.3260 1.71465e-18 5.28899e-19
10159.4120 1.43549e-18 5.10091e-19
10160.4980 1.66300e-18 5.27741e-19
10161.5840 5.54581e-19 6.75154e-19
10162.6700 8.31517e-19 6.63127e-19
10163.7560 9.74380e-19 3.89249e-19
10164.8420 2.41280e-18 3.93099e-19
10165.9280 2.31035e-18 4.49986e-19
10167.0140 1.46788e-18 4.30240e-19
10168.1000 1.50801e-18 4.45312e-19
10169.1860 2.20311e-18 4.43286e-19
10170.2710 1.87268e-18 3.60967e-19
10171.3570 1.98334e-18 5.25046e-19
10172.4430 7.85333e-19 1.29645e-18
10173.5290 4.52659e-20 1.64311e-18
10174.6150 2.97060e-18 1.56129e-18
10175.7010 1.94049e-18 1.35764e-18
10176.7870 2.22994e-18 1.04105e-18
10177.8730 1.33456e-18 3.85861e-19
10178.9590 1.74889e-18 2.61233e-19
10180.0450 1.64112e-18 2.51819e-19
10181.1310 2.17501e-18 3.53879e-19
10182.2170 2.05814e-18 5.48510e-19
10183.3030 1.93999e-18 6.00849e-19
10184.3890 2.55490e-18 6.18181e-19
10185.4750 2.30577e-18 5.75805e-19
10186.5610 1.91819e-18 4.01242e-19
10187.6470 2.02779e-18 3.28455e-19
10188.7330 2.06769e-18 3.36793e-19
10189.8190 3.09125e-18 5.95361e-19
10190.9050 1.46204e-18 9.79082e-19
10191.9910 2.30667e-18 1.03003e-18
10193.0770 2.17352e-18 1.02893e-18
10194.1630 2.00786e-18 9.60358e-19
10195.2490 1.54845e-18 5.24988e-19
10196.3350 2.12852e-18 3.14326e-19
10197.4210 1.65951e-18 2.94877e-19
10198.5070 1.62472e-18 2.96423e-19
10199.5930 1.41723e-18 2.89882e-19
10200.6790 1.69354e-18 2.90709e-19
10201.7650 1.57565e-18 2.94129e-19
10202.8510 1.20864e-18 3.56501e-19
10203.9370 1.70111e-18 6.18440e-19
10205.0230 1.82954e-18 6.97030e-19
10206.1090 1.72812e-18 7.00493e-19
10207.1950 1.12301e-18 6.73396e-19
10208.2810 2.06066e-18 5.16826e-19
10209.3670 1.42762e-18 5.50369e-19
10210.4520 2.32189e-18 8.56085e-19
10211.5380 -3.67087e-19 -1.28358e-18
10212.6240 1.47018e-18 1.33608e-18
10213.7100 2.65123e-18 1.21351e-18
10214.7960 2.88470e-18 1.11202e-18
10215.8820 7.64576e-19 9.00009e-19
10216.9680 1.59316e-18 3.62232e-19
10218.0540 1.36874e-18 2.41655e-19
10219.1400 1.67565e-18 2.38984e-19
10220.2260 1.56438e-18 2.44168e-19
10221.3120 1.76676e-18 2.72027e-19
10222.3980 1.41222e-18 2.83210e-19
10223.4840 1.42784e-18 2.83247e-19
10224.5700 2.02271e-18 3.05608e-19
10225.6560 1.94074e-18 4.65961e-19
10226.7420 9.50596e-19 8.28406e-19
10227.8280 1.17914e-18 9.44967e-19
10228.9140 7.51263e-19 9.50672e-19
10230.0000 2.39997e-18 9.10255e-19
10231.0860 2.34374e-18 7.44562e-19
10232.1720 2.20985e-18 7.09854e-19
10233.2580 2.41159e-18 7.21906e-19
10234.3440 2.42239e-18 7.22680e-19
10235.4300 1.27328e-18 6.13812e-19
10236.5160 1.47216e-18 3.71590e-19
10237.6020 1.53181e-18 3.10023e-19
10238.6880 2.03413e-18 3.39539e-19
10239.7740 2.20674e-18 3.09553e-19
10240.8600 1.88082e-18 2.41366e-19
10241.9460 1.83532e-18 2.42623e-19
10243.0320 1.45869e-18 2.33059e-19
10244.1180 1.42247e-18 2.38969e-19
10245.2040 1.77374e-18 2.58941e-19
10246.2900 1.73727e-18 2.48503e-19
10247.3760 1.38928e-18 2.46068e-19
10248.4620 1.85703e-18 2.56934e-19
10249.5480 1.83178e-18 2.33802e-19
10250.6330 1.25948e-18 2.19060e-19
10251.7190 1.57600e-18 2.28071e-19
10252.8050 1.51212e-18 2.27399e-19
10253.8910 1.53455e-18 2.28111e-19
10254.9770 1.70483e-18 2.84129e-19
10256.0630 1.50824e-18 2.86047e-19
10257.1490 2.06249e-18 2.68815e-19
10258.2350 2.29979e-18 2.86973e-19
10259.3210 2.04427e-18 2.77929e-19
10260.4070 1.85741e-18 2.66454e-19
10261.4930 1.53751e-18 2.45234e-19
10262.5790 1.38754e-18 2.30850e-19
10263.6650 1.78629e-18 2.48524e-19
10264.7510 1.81295e-18 2.57182e-19
10265.8370 1.62744e-18 2.61456e-19
10266.9230 1.52303e-18 2.78702e-19
10268.0090 1.37370e-18 2.91098e-19
10269.0950 1.92710e-18 3.06708e-19
10270.1810 1.90499e-18 3.20541e-19
10271.2670 1.44569e-18 4.17980e-19
10272.3530 1.12532e-18 5.42855e-19
10273.4390 1.93668e-18 5.83119e-19
10274.5250 1.12798e-18 6.83168e-19
10275.6110 1.03363e-18 6.66106e-19
10276.6970 1.60141e-18 3.77776e-19
10277.7830 1.56533e-18 2.84024e-19
10278.8690 1.49984e-18 2.71430e-19
10279.9550 1.96362e-18 2.74272e-19
10281.0410 2.08818e-18 2.78824e-19
10282.1270 1.88670e-18 2.72678e-19
10283.2130 1.56566e-18 2.68249e-19
10284.2990 2.17070e-18 3.33375e-19
10285.3850 9.74141e-19 5.23992e-19
10286.4710 1.36951e-18 1.03592e-18
10287.5570 1.83165e-18 1.73669e-18
10288.6430 1.95581e-18 2.01334e-18
10289.7290 4.07447e-18 2.00292e-18
10290.8140 1.52983e-18 1.80955e-18
10291.9000 5.31376e-19 1.22940e-18
10292.9860 1.81019e-18 4.35656e-19
10294.0720 2.20563e-18 4.23472e-19
10295.1580 2.14903e-18 5.27009e-19
10296.2440 1.66524e-18 8.60526e-19
10297.3300 8.36927e-19 1.10821e-18
10298.4160 1.94372e-18 1.16453e-18
10299.5020 2.36677e-18 1.08733e-18
10300.5880 2.94294e-18 9.59785e-19
10301.6740 1.91504e-18 5.49623e-19
10302.7600 1.89608e-18 2.95320e-19
10303.8460 1.78955e-18 2.97609e-19
10304.9320 1.78009e-18 3.12911e-19
10306.0180 1.98387e-18 3.44623e-19
10307.1040 1.54129e-18 3.43453e-19
10308.1900 1.34147e-18 3.33803e-19
10309.2760 1.39270e-18 4.38501e-19
10310.3620 1.34599e-18 6.18445e-19
10311.4480 1.81726e-18 6.67761e-19
10312.5340 1.70035e-18 6.80367e-19
10313.6200 2.19291e-18 6.21507e-19
10314.7060 1.75102e-18 4.62995e-19
10315.7920 1.90823e-18 2.93141e-19
10316.8780 1.63759e-18 2.51510e-19
10317.9640 1.56469e-18 2.48388e-19
10319.0500 1.76649e-18 2.52981e-19
10320.1360 1.93952e-18 2.53495e-19
10321.2220 1.89275e-18 2.44006e-19
10322.3080 1.58240e-18 2.34883e-19
10323.3940 1.61848e-18 2.48611e-19
10324.4800 1.76154e-18 2.64952e-19
10325.5660 2.10113e-18 2.77753e-19
10326.6520 1.46519e-18 2.84794e-19
10327.7380 8.53513e-19 3.27364e-19
10328.8240 9.56139e-19 3.68595e-19
10329.9100 1.38300e-18 3.92067e-19
10330.9950 1.59702e-18 3.82267e-19
10332.0810 1.88892e-18 3.47685e-19
10333.1670 1.78136e-18 2.86452e-19
10334.2530 2.11604e-18 2.89982e-19
10335.3390 1.77665e-18 2.78850e-19
10336.4250 1.54069e-18 2.40613e-19
10337.5110 1.46163e-18 2.41193e-19
10338.5970 1.42846e-18 2.42443e-19
10339.6830 1.57772e-18 2.74971e-19
10340.7690 1.90267e-18 3.92688e-19
10341.8550 1.84916e-18 4.65190e-19
10342.9410 8.34056e-19 5.86282e-19
10344.0270 2.02912e-18 5.87422e-19
10345.1130 1.99460e-18 3.92437e-19
10346.1990 1.67177e-18 3.05912e-19
10347.2850 1.43729e-18 5.18453e-19
10348.3710 2.25525e-18 8.21827e-19
10349.4570 2.85628e-18 9.30809e-19
10350.5430 2.66877e-18 1.02381e-18
10351.6290 1.53016e-18 9.37169e-19
10352.7150 1.29381e-18 5.67013e-19
10353.8010 1.36307e-18 4.11626e-19
10354.8870 9.85081e-19 5.27876e-19
10355.9730 8.24206e-19 5.41380e-19
10357.0590 1.38555e-18 5.49983e-19
10358.1450 1.55371e-18 5.13538e-19
10359.2310 1.58642e-18 3.93375e-19
10360.3170 1.50164e-18 2.67459e-19
10361.4030 1.26387e-18 2.29249e-19
10362.4890 1.19035e-18 2.22603e-19
10363.5750 1.51869e-18 2.28418e-19
10364.6610 1.64704e-18 2.34116e-19
10365.7470 1.73911e-18 2.61779e-19
10366.8330 1.95356e-18 2.67194e-19
10367.9190 1.56570e-18 2.35874e-19
10369.0050 1.70802e-18 2.45072e-19
10370.0900 1.34030e-18 2.46823e-19
10371.1760 1.26009e-18 2.56261e-19
10372.2620 1.50850e-18 3.89298e-19
10373.3480 1.01373e-18 1.09502e-18
10374.4340 1.38716e-18 1.49253e-18
10375.5200 3.60304e-19 1.55151e-18
10376.6060 -2.23476e-19 -1.54070e-18
10377.6920 3.82741e-19 1.21442e-18
10378.7780 1.27561e-18 5.88177e-19
10379.8640 1.85783e-18 2.81310e-19
10380.9500 2.08886e-18 2.64612e-19
10382.0360 1.80993e-18 2.50185e-19
10383.1220 2.12706e-18 2.58390e-19
10384.2080 2.12134e-18 2.59316e-19
10385.2940 1.83519e-18 2.56115e-19
10386.3800 1.44418e-18 2.42294e-19
10387.4660 1.23159e-18 2.34871e-19
10388.5520 1.25198e-18 2.35538e-19
10389.6380 1.41567e-18 2.39604e-19
10390.7240 2.03594e-18 2.60849e-19
10391.8100 2.09448e-18 2.69841e-19
10392.8960 1.80361e-18 2.61321e-19
10393.9820 1.63564e-18 2.65503e-19
10395.0680 1.31657e-18 2.69507e-19
10396.1540 4.83827e-19 3.76992e-19
10397.2400 1.07959e-18 7.88526e-19
10398.3260 2.63925e-18 1.00753e-18
10399.4120 2.39665e-18 1.04256e-18
10400.4980 1.22750e-18 1.02219e-18
10401.5840 1.83672e-18 7.24434e-19
10402.6700 1.55920e-18 3.54944e-19
10403.7560 1.54689e-18 2.51355e-19
10404.8420 1.30006e-18 2.48946e-19
10405.9280 1.71110e-18 2.60371e-19
10407.0140 1.93485e-18 2.59415e-19
10408.1000 1.73687e-18 2.54762e-19
10409.1860 1.51223e-18 2.76467e-19
10410.2710 1.90889e-18 3.03776e-19
10411.3570 1.61597e-18 3.65605e-19
10412.4430 1.14049e-18 3.62947e-19
10413.5290 1.58578e-18 2.72337e-19
10414.6150 1.99769e-18 2.72934e-19
10415.7010 1.65491e-18 2.80217e-19
10416.7870 2.12674e-18 3.45744e-19
10417.8730 2.18240e-18 6.42824e-19
10418.9590 3.12037e-18 1.58365e-18
10420.0450 1.71007e-18 1.54513e-18
10421.1310 1.94434e-18 1.59414e-18
10422.2170 1.12683e-18 1.72463e-18
10423.3030 1.60572e-18 1.28352e-18
10424.3890 1.88009e-18 5.81751e-19
10425.4750 2.05053e-18 3.64953e-19
10426.5610 1.82799e-18 3.43838e-19
10427.6470 1.72101e-18 3.19185e-19
10428.7330 1.60638e-18 3.38329e-19
10429.8190 1.51704e-18 3.85694e-19
10430.9050 1.13859e-18 4.10061e-19
10431.9910 1.35526e-18 4.16005e-19
10433.0770 1.63473e-18 3.79337e-19
10434.1630 1.77905e-18 3.07213e-19
10435.2490 2.05842e-18 2.63922e-19
10436.3350 1.46322e-18 2.31794e-19
10437.4210 1.59568e-18 2.35233e-19
10438.5070 2.01300e-18 3.14391e-19
10439.5930 1.60764e-18 3.73344e-19
