lambda flux fluxErr
9808.6425 5.76214e-19 4.19668e-19
9809.7285 1.12095e-18 4.60312e-19
9810.8145 8.15209e-19 4.61651e-19
9811.9005 1.06123e-18 4.78529e-19
9812.9864 3.35792e-20 5.27949e-19
9814.0724 -4.30956e-19 -5.46857e-19
9815.1584 8.14213e-20 7.14849e-19
9816.2443 7.71935e-19 6.62465e-19
9817.3303 6.81634e-19 4.31156e-19
9818.4163 5.00483e-19 4.50612e-19
9819.5023 1.24331e-18 4.87952e-19
9820.5882 5.70883e-19 4.53760e-19
9821.6742 9.87233e-20 4.14217e-19
9822.7602 4.05816e-19 3.53449e-19
9823.8462 3.14915e-20 3.00679e-19
9824.9321 7.64464e-19 2.99403e-19
9826.0181 3.00791e-19 3.01282e-19
9827.1041 1.28776e-19 3.08134e-19
9828.1900 3.72775e-19 3.45259e-19
9829.2760 8.30505e-19 3.70758e-19
9830.3620 4.68765e-19 3.89738e-19
9831.4480 -2.19206e-19 -3.84657e-19
9832.5339 6.22501e-19 3.60849e-19
9833.6199 4.58578e-19 3.33587e-19
9834.7059 1.63563e-19 3.05443e-19
9835.7919 3.43567e-19 2.97612e-19
9836.8778 1.29890e-19 2.96414e-19
9837.9638 5.28477e-19 2.93508e-19
9839.0498 6.72400e-19 2.89668e-19
9840.1357 4.70182e-19 2.85526e-19
9841.2217 2.46382e-19 2.74774e-19
9842.3077 5.24243e-19 2.72652e-19
9843.3937 7.54712e-19 2.75768e-19
9844.4796 7.97754e-19 2.73844e-19
9845.5656 7.48265e-20 3.72796e-19
9846.6516 -2.22551e-19 -4.22167e-19
9847.7376 -1.13743e-20 -3.44712e-19
9848.8235 -8.86616e-20 -5.54573e-19
9849.9095 7.98406e-19 7.51980e-19
9850.9955 -9.26806e-19 -7.79872e-19
9852.0814 -1.20213e-18 -7.65008e-19
9853.1674 1.02827e-19 6.18351e-19
9854.2534 5.75809e-19 3.46068e-19
9855.3394 2.02793e-19 2.74302e-19
9856.4253 3.43372e-19 2.70540e-19
9857.5113 4.44230e-19 2.63854e-19
9858.5973 6.09183e-21 2.69055e-19
9859.6833 7.09575e-19 2.76012e-19
9860.7692 9.75204e-19 2.76011e-19
9861.8552 4.16883e-19 2.57572e-19
9862.9412 -2.66771e-19 -3.45123e-19
9864.0271 9.83506e-20 3.51587e-19
9865.1131 5.92602e-19 2.67153e-19
9866.1991 1.16015e-18 2.74864e-19
9867.2851 8.77627e-19 2.68653e-19
9868.3710 7.75893e-19 2.67854e-19
9869.4570 1.27272e-18 2.85849e-19
9870.5430 1.13270e-18 3.00953e-19
9871.6290 4.57634e-19 4.27958e-19
9872.7149 1.37392e-18 9.08635e-19
9873.8009 8.21997e-19 1.24958e-18
9874.8869 7.98985e-20 1.27681e-18
9875.9729 8.76480e-19 1.23975e-18
9877.0588 1.78698e-18 1.20196e-18
9878.1448 5.26866e-19 6.77674e-19
9879.2308 8.06892e-19 4.06872e-19
9880.3167 4.92188e-19 2.71485e-19
9881.4027 1.00875e-19 2.67907e-19
9882.4887 -3.89910e-20 -2.65499e-19
9883.5747 4.26638e-19 2.74706e-19
9884.6606 6.76259e-19 2.90304e-19
9885.7466 1.13318e-20 3.03620e-19
9886.8326 6.47859e-19 3.52058e-19
9887.9186 5.09774e-19 3.82178e-19
9889.0045 6.73406e-19 3.70449e-19
9890.0905 4.08747e-19 3.51726e-19
9891.1765 1.52611e-19 3.05974e-19
9892.2624 4.67193e-19 2.60865e-19
9893.3484 4.68103e-19 2.58394e-19
9894.4344 4.53114e-19 3.59103e-19
9895.5204 1.97332e-18 9.09807e-19
9896.6063 4.24337e-19 1.14226e-18
9897.6923 2.22870e-18 9.93494e-19
9898.7783 1.97183e-18 9.36209e-19
9899.8643 1.21436e-18 5.68070e-19
9900.9502 6.81710e-19 3.24592e-19
9902.0362 6.58138e-19 2.90564e-19
9903.1222 6.40018e-19 2.88024e-19
9904.2081 3.22453e-19 2.83085e-19
9905.2941 1.18818e-18 3.58495e-19
9906.3801 6.74454e-19 3.28887e-19
9907.4661 5.30906e-20 3.20333e-19
9908.5520 6.03740e-20 2.42450e-19
9909.6380 4.02034e-19 2.44994e-19
9910.7240 3.91748e-19 2.49018e-19
9911.8100 -2.82562e-19 -2.50180e-19
9912.8959 5.37562e-19 2.63498e-19
9913.9819 4.16213e-19 3.69828e-19
9915.0679 1.07927e-18 8.10088e-19
9916.1538 -1.28023e-19 -1.20405e-18
9917.2398 2.22493e-18 1.26506e-18
9918.3258 4.75943e-19 1.21932e-18
9919.4118 -3.91254e-19 -9.48771e-19
9920.4977 -1.91381e-19 -4.13315e-19
9921.5837 2.71775e-19 2.70487e-19
9922.6697 3.62230e-19 2.66241e-19
9923.7557 -2.69141e-19 -2.52506e-19
9924.8416 5.99301e-19 2.46093e-19
9925.9276 1.41079e-19 2.42377e-19
9927.0136 -1.34697e-19 -2.38767e-19
9928.0995 4.93569e-19 2.55014e-19
9929.1855 8.30678e-20 2.69017e-19
9930.2715 5.42581e-19 2.40255e-19
9931.3575 3.35047e-19 2.42939e-19
9932.4434 2.78856e-19 2.38245e-19
9933.5294 -2.70255e-20 -2.39013e-19
9934.6154 4.42469e-19 2.42157e-19
9935.7014 1.03136e-18 2.55318e-19
9936.7873 1.43856e-19 2.49516e-19
9937.8733 -2.36666e-19 -2.52738e-19
9938.9593 1.89917e-19 2.54379e-19
9940.0452 2.59759e-19 3.77780e-19
9941.1312 4.28704e-20 4.76472e-19
9942.2172 -4.10009e-20 -6.63285e-19
9943.3032 -1.98944e-19 -9.77459e-19
9944.3891 5.72831e-19 1.03297e-18
9945.4751 1.47614e-18 1.09612e-18
9946.5611 5.44575e-19 2.00821e-18
9947.6471 -1.86936e-18 -2.28098e-18
9948.7330 -2.75019e-18 -1.38913e-18
9949.8190 -2.67246e-18 -1.41131e-18
9950.9050 -2.34105e-18 -1.22930e-18
9951.9910 -1.64016e-19 -8.53298e-19
9953.0769 9.55564e-19 5.75863e-19
9954.1629 5.59406e-19 3.91919e-19
9955.2489 2.86481e-19 2.90239e-19
9956.3348 6.82345e-20 4.45000e-19
9957.4208 -2.73932e-19 -9.44811e-19
9958.5068 5.22094e-19 1.15953e-18
9959.5928 6.36002e-19 1.17307e-18
9960.6787 -1.61318e-18 -1.13242e-18
9961.7647 1.92680e-18 1.13289e-18
9962.8507 -1.27373e-19 -1.56579e-18
9963.9367 -1.34099e-18 -1.45677e-18
9965.0226 -1.47632e-19 -1.01333e-18
9966.1086 -6.79747e-19 -9.03353e-19
9967.1946 5.79366e-19 5.56690e-19
9968.2805 1.95089e-19 2.70828e-19
9969.3665 2.11284e-19 2.35981e-19
9970.4525 6.44538e-19 2.42701e-19
9971.5385 2.06006e-19 2.87969e-19
9972.6244 6.59358e-19 4.47869e-19
9973.7104 2.60413e-19 6.32213e-19
9974.7964 6.37998e-19 6.64174e-19
9975.8824 7.26612e-19 6.55320e-19
9976.9683 4.55595e-19 5.51905e-19
9978.0543 7.09006e-19 3.62188e-19
9979.1403 8.47574e-19 5.04815e-19
9980.2262 4.24126e-19 5.37768e-19
9981.3122 2.36230e-19 4.01281e-19
9982.3982 -6.16897e-20 -3.87851e-19
9983.4842 4.74442e-19 3.32745e-19
9984.5701 9.88951e-19 3.66338e-19
9985.6561 9.74619e-19 3.20649e-19
9986.7421 4.07296e-19 2.28143e-19
9987.8281 5.81527e-19 2.31738e-19
9988.9140 5.38418e-19 2.29420e-19
9990.0000 1.26220e-19 2.22866e-19
9991.0860 7.84350e-19 2.27904e-19
9992.1719 4.88748e-19 2.39906e-19
9993.2579 5.72504e-19 3.22090e-19
9994.3439 2.31654e-19 3.02664e-19
9995.4299 7.23204e-19 2.92859e-19
9996.5158 5.24063e-19 2.18791e-19
9997.6018 6.05050e-19 2.21501e-19
9998.6878 6.27359e-19 2.27866e-19
9999.7738 6.32384e-19 2.68182e-19
10000.8600 4.27735e-20 4.24639e-19
10001.9460 2.36917e-19 5.83044e-19
10003.0320 2.12589e-19 6.00591e-19
10004.1180 6.25899e-19 5.22720e-19
10005.2040 2.55675e-19 3.89792e-19
10006.2900 9.69944e-19 2.79192e-19
10007.3760 1.29616e-19 2.40233e-19
10008.4620 4.27889e-19 2.25674e-19
10009.5480 -2.15147e-19 -3.18238e-19
10010.6330 1.16781e-19 3.58971e-19
10011.7190 7.27858e-19 4.03839e-19
10012.8050 2.63160e-19 7.70944e-19
10013.8910 1.10290e-18 1.33794e-18
10014.9770 4.87264e-19 1.55880e-18
10016.0630 3.06172e-18 1.59577e-18
10017.1490 1.16644e-18 1.40983e-18
10018.2350 1.16642e-18 8.80452e-19
10019.3210 2.91752e-19 4.41845e-19
10020.4070 2.39871e-19 3.28630e-19
10021.4930 6.78250e-19 3.45180e-19
10022.5790 4.47746e-19 3.26525e-19
10023.6650 8.89892e-19 3.48806e-19
10024.7510 1.15426e-18 3.82028e-19
10025.8370 1.65103e-18 6.14685e-19
10026.9230 2.46058e-18 1.13890e-18
10028.0090 7.29197e-19 1.18831e-18
10029.0950 -1.15148e-18 -8.64785e-19
10030.1810 1.13603e-18 6.95003e-19
10031.2670 7.42913e-19 3.32248e-19
10032.3530 4.52467e-19 2.36897e-19
10033.4390 6.95483e-19 2.42604e-19
10034.5250 5.40277e-19 2.46911e-19
10035.6110 1.99896e-19 2.35930e-19
10036.6970 4.29445e-19 2.40114e-19
10037.7830 2.46620e-19 2.48591e-19
10038.8690 -1.48815e-19 -2.67665e-19
10039.9550 3.21618e-19 2.74856e-19
10041.0410 4.42099e-19 2.67431e-19
10042.1270 7.43764e-19 3.44978e-19
10043.2130 2.12054e-19 3.65536e-19
10044.2990 6.65528e-19 4.53498e-19
10045.3850 8.18898e-19 5.56347e-19
10046.4710 1.18898e-18 5.71098e-19
10047.5570 9.18811e-19 5.47157e-19
10048.6430 7.47846e-19 3.88984e-19
10049.7290 7.19164e-19 2.32899e-19
10050.8140 1.48850e-19 2.01767e-19
10051.9000 2.89543e-19 2.09783e-19
10052.9860 7.44541e-19 2.15163e-19
10054.0720 6.76332e-19 2.20112e-19
10055.1580 4.88083e-20 2.12539e-19
10056.2440 2.44092e-19 2.10891e-19
10057.3300 1.83509e-19 2.02708e-19
10058.4160 3.46286e-19 2.38086e-19
10059.5020 2.34452e-19 3.11816e-19
10060.5880 2.24998e-19 4.12259e-19
10061.6740 -9.05476e-19 -6.65070e-19
10062.7600 -1.42576e-19 -7.56672e-19
10063.8460 6.09024e-21 7.64218e-19
10064.9320 4.77289e-19 6.91325e-19
10066.0180 6.60860e-19 4.28849e-19
10067.1040 6.58590e-19 3.59028e-19
10068.1900 6.09004e-19 4.08587e-19
10069.2760 8.83186e-19 3.92517e-19
10070.3620 7.15470e-19 5.85743e-19
10071.4480 -1.35756e-18 -8.66455e-19
10072.5340 -2.61697e-19 -6.59361e-19
10073.6200 3.96437e-19 4.96563e-19
10074.7060 9.83943e-19 4.71159e-19
10075.7920 -4.28273e-19 -5.13291e-19
10076.8780 -2.53872e-19 -3.29941e-19
10077.9640 1.86207e-19 2.19713e-19
10079.0500 1.41914e-19 2.21569e-19
10080.1360 2.45446e-19 2.30453e-19
10081.2220 8.14016e-19 4.27403e-19
10082.3080 1.13891e-18 7.72830e-19
10083.3940 8.74269e-19 1.08647e-18
10084.4800 8.20045e-20 1.28613e-18
10085.5660 7.12444e-19 1.15871e-18
10086.6520 9.14382e-19 1.08248e-18
10087.7380 3.83232e-19 6.35461e-19
10088.8240 2.76531e-19 2.67835e-19
10089.9100 4.73950e-19 2.17551e-19
10090.9950 -3.74824e-20 -2.21433e-19
10092.0810 4.57943e-19 2.30170e-19
10093.1670 2.00361e-19 2.17580e-19
10094.2530 1.78564e-19 2.13519e-19
10095.3390 5.85796e-19 2.13545e-19
10096.4250 7.93447e-19 2.31387e-19
10097.5110 2.47364e-19 2.50321e-19
10098.5970 2.09321e-20 2.69472e-19
10099.6830 -2.51264e-19 -2.86145e-19
10100.7690 2.25469e-19 2.82897e-19
10101.8550 1.32363e-19 2.68005e-19
10102.9410 3.84941e-19 2.74220e-19
10104.0270 -7.75895e-19 -5.12855e-19
10105.1130 -5.85450e-19 -7.51115e-19
10106.1990 9.27556e-19 7.77953e-19
10107.2850 1.02624e-18 7.71171e-19
10108.3710 1.58008e-18 8.56283e-19
10109.4570 4.22232e-19 4.05417e-19
10110.5430 -7.94563e-20 -2.09960e-19
10111.6290 2.60980e-20 2.13246e-19
10112.7150 -5.63042e-20 -2.09672e-19
10113.8010 4.15578e-19 2.09817e-19
10114.8870 7.13793e-19 2.12011e-19
10115.9730 4.44923e-19 2.28612e-19
10117.0590 5.15859e-19 2.24619e-19
10118.1450 1.41742e-19 6.15711e-19
10119.2310 6.31237e-19 3.45999e-19
10120.3170 6.80788e-19 2.09718e-19
10121.4030 4.78003e-19 2.08299e-19
10122.4890 9.06793e-19 3.28129e-19
10123.5750 7.42478e-19 5.56302e-19
10124.6610 1.33175e-19 9.24481e-19
10125.7470 -1.43700e-18 -1.24203e-18
10126.8330 4.25367e-19 1.27217e-18
10127.9190 1.58347e-18 1.21797e-18
10129.0050 5.88657e-19 8.43059e-19
10130.0900 3.69197e-19 4.29635e-19
10131.1760 9.47335e-19 4.03234e-19
10132.2620 9.19005e-19 4.20723e-19
10133.3480 7.39219e-19 2.71227e-19
10134.4340 6.33156e-19 3.05844e-19
10135.5200 5.85719e-20 3.07760e-19
10136.6060 4.96945e-19 2.99262e-19
10137.6920 1.60779e-19 2.60836e-19
10138.7780 6.96135e-19 2.28220e-19
10139.8640 1.73857e-19 2.19414e-19
10140.9500 8.06931e-19 2.25089e-19
10142.0360 5.98471e-19 2.13877e-19
10143.1220 1.45107e-20 2.22322e-19
10144.2080 2.50569e-19 2.76829e-19
10145.2940 2.30871e-19 3.41414e-19
10146.3800 3.60691e-19 3.65576e-19
10147.4660 3.26641e-19 3.89755e-19
10148.5520 6.72947e-19 3.75452e-19
10149.6380 1.55886e-19 3.70587e-19
10150.7240 7.70245e-19 4.02521e-19
10151.8100 3.53776e-19 3.71610e-19
10152.8960 1.92416e-19 4.47325e-19
10153.9820 -1.04562e-18 -6.99294e-19
10155.0680 -2.23923e-18 -8.77283e-19
10156.1540 1.85627e-18 8.86443e-19
10157.2400 1.42546e-18 9.87841e-19
10158.3260 5.18968e-19 6.30267e-19
10159.4120 -3.81229e-19 -6.04430e-19
10160.4980 6.67007e-20 4.88150e-19
10161.5840 1.01425e-18 4.92924e-19
10162.6700 5.44796e-19 4.76594e-19
10163.7560 7.97771e-19 3.51858e-19
10164.8420 2.87113e-19 3.22193e-19
10165.9280 7.00182e-19 3.95333e-19
10167.0140 1.37696e-19 3.95437e-19
10168.1000 -1.19262e-19 -4.02605e-19
10169.1860 8.85517e-20 3.81464e-19
10170.2710 5.81210e-20 3.17588e-19
10171.3570 9.02475e-20 4.45878e-19
10172.4430 -7.21865e-19 -9.44910e-19
10173.5290 7.57046e-19 1.27265e-18
10174.6150 1.79269e-18 1.31475e-18
10175.7010 -8.19231e-19 -1.25745e-18
10176.7870 -3.67217e-19 -9.05990e-19
10177.8730 1.95764e-19 3.50270e-19
10178.9590 2.60633e-19 2.41355e-19
10180.0450 6.78533e-20 2.35398e-19
10181.1310 -1.20897e-19 -3.87759e-19
10182.2170 2.43921e-19 6.04959e-19
10183.3030 1.19986e-18 5.25075e-19
10184.3890 5.56083e-19 5.24254e-19
10185.4750 7.18094e-19 4.97956e-19
10186.5610 4.95319e-19 3.40724e-19
10187.6470 4.94166e-19 3.15394e-19
10188.7330 5.52372e-19 3.23089e-19
10189.8190 5.89047e-19 5.46205e-19
10190.9050 2.17120e-18 8.55244e-19
10191.9910 1.03190e-18 9.49100e-19
10193.0770 7.43853e-19 9.51856e-19
10194.1630 -6.04018e-19 -8.54995e-19
10195.2490 -1.65135e-19 -4.47001e-19
10196.3350 1.83507e-19 2.60750e-19
10197.4210 2.34383e-19 2.54397e-19
10198.5070 8.71045e-19 2.60154e-19
10199.5930 5.42557e-19 2.52251e-19
10200.6790 3.65196e-19 2.48407e-19
10201.7650 3.00169e-19 2.49852e-19
10202.8510 7.39743e-19 3.09672e-19
10203.9370 -6.74387e-19 -5.36002e-19
10205.0230 3.80808e-19 8.49817e-19
10206.1090 4.37741e-19 8.63696e-19
10207.1950 1.26054e-18 6.20065e-19
10208.2810 1.05814e-18 4.36519e-19
10209.3670 2.22870e-19 4.73973e-19
10210.4520 -2.07554e-19 -6.52747e-19
10211.5380 1.31971e-18 9.01520e-19
10212.6240 4.23446e-19 1.14702e-18
10213.7100 5.06162e-19 1.11012e-18
10214.7960 -2.76403e-20 -1.02024e-18
10215.8820 -1.60039e-19 -7.86281e-19
10216.9680 8.58891e-19 3.19592e-19
10218.0540 1.36368e-19 2.03495e-19
10219.1400 3.19424e-19 1.97413e-19
10220.2260 3.96005e-19 2.04103e-19
10221.3120 4.48103e-19 2.28887e-19
10222.3980 -2.53175e-20 -2.48385e-19
10223.4840 4.66293e-19 2.50405e-19
10224.5700 5.55776e-19 2.52808e-19
10225.6560 9.59385e-19 3.87598e-19
10226.7420 1.22382e-18 7.36827e-19
10227.8280 1.46173e-18 8.75036e-19
10228.9140 -5.90992e-19 -8.82262e-19
10230.0000 3.61068e-19 8.15150e-19
10231.0860 6.98666e-19 6.17660e-19
10232.1720 4.25328e-19 7.46406e-19
10233.2580 1.89849e-19 7.65358e-19
10234.3440 5.27601e-19 6.55403e-19
10235.4300 7.46210e-19 5.38656e-19
10236.5160 3.62442e-19 2.84968e-19
10237.6020 2.07000e-19 2.39006e-19
10238.6880 3.03587e-19 2.23177e-19
10239.7740 1.99327e-19 1.98368e-19
10240.8600 1.72950e-19 1.91679e-19
10241.9460 1.76292e-19 1.92280e-19
10243.0320 4.59512e-19 1.99304e-19
10244.1180 6.56984e-19 3.51507e-19
10245.2040 5.68397e-19 3.76975e-19
10246.2900 -1.79514e-19 -3.72338e-19
10247.3760 1.49106e-19 1.93802e-19
10248.4620 1.19684e-19 1.88622e-19
10249.5480 3.65677e-19 1.87261e-19
10250.6330 4.59979e-19 1.83905e-19
10251.7190 1.94809e-19 1.83693e-19
10252.8050 1.84082e-19 2.17107e-19
10253.8910 3.93759e-19 2.23872e-19
10254.9770 2.15397e-19 1.92049e-19
10256.0630 4.97247e-19 2.00131e-19
10257.1490 1.11935e-19 2.13080e-19
10258.2350 3.63452e-20 2.23922e-19
10259.3210 5.79268e-19 2.30381e-19
10260.4070 4.49726e-19 2.26492e-19
10261.4930 3.68800e-19 2.07208e-19
10262.5790 5.14091e-19 2.06220e-19
10263.6650 3.68762e-19 2.12743e-19
10264.7510 3.14165e-19 2.13095e-19
10265.8370 2.78589e-19 2.19932e-19
10266.9230 4.40958e-19 2.42682e-19
10268.0090 6.21525e-19 2.56391e-19
10269.0950 1.85444e-19 2.56667e-19
10270.1810 5.63498e-20 3.56944e-19
10271.2670 -1.17347e-18 -6.28764e-19
10272.3530 3.59196e-19 9.94303e-19
10273.4390 -1.53639e-19 -8.09649e-19
10274.5250 7.96689e-19 7.34409e-19
10275.6110 1.33346e-18 6.54333e-19
10276.6970 1.02347e-18 7.57669e-19
10277.7830 8.41672e-21 6.15151e-19
10278.8690 2.98690e-19 5.91521e-19
10279.9550 9.33482e-20 2.22329e-19
10281.0410 2.17963e-19 2.27451e-19
10282.1270 3.71738e-19 2.18280e-19
10283.2130 3.45080e-19 2.19220e-19
10284.2990 5.75046e-19 2.59081e-19
10285.3850 7.29793e-19 4.53896e-19
10286.4710 1.86252e-18 8.59783e-19
10287.5570 2.00827e-18 1.54575e-18
10288.6430 1.04335e-18 1.84683e-18
10289.7290 1.24121e-18 1.81774e-18
10290.8140 1.27158e-18 1.63927e-18
10291.9000 9.78319e-19 1.00744e-18
10292.9860 -1.66726e-19 -3.37153e-19
10294.0720 5.40277e-19 3.57858e-19
10295.1580 5.20412e-19 3.91083e-19
10296.2440 1.19798e-18 6.22186e-19
10297.3300 1.83677e-18 9.50886e-19
10298.4160 6.35877e-19 9.96007e-19
10299.5020 -1.39179e-18 -9.83426e-19
10300.5880 -1.00516e-18 -8.39836e-19
10301.6740 4.24524e-19 4.19658e-19
10302.7600 -2.62887e-19 -2.31500e-19
10303.8460 4.73380e-19 2.43985e-19
10304.9320 7.08694e-19 2.61049e-19
10306.0180 5.14539e-19 2.79282e-19
10307.1040 8.00604e-19 2.95961e-19
10308.1900 4.62565e-19 2.87453e-19
10309.2760 3.72933e-19 3.33168e-19
10310.3620 1.25489e-18 4.87739e-19
10311.4480 9.17033e-20 5.90959e-19
10312.5340 -2.12472e-20 -6.10129e-19
10313.6200 -3.28346e-19 -5.46612e-19
10314.7060 -3.85779e-20 -3.84578e-19
10315.7920 8.04054e-20 2.25526e-19
10316.8780 4.15538e-19 2.06584e-19
10317.9640 6.06033e-19 2.15040e-19
10319.0500 8.83008e-19 2.17821e-19
10320.1360 2.20992e-19 2.02372e-19
10321.2220 3.30759e-19 1.95860e-19
10322.3080 6.38260e-19 2.79820e-19
10323.3940 6.72578e-19 3.06786e-19
10324.4800 5.69116e-19 2.43340e-19
10325.5660 3.87653e-19 2.51938e-19
10326.6520 5.55032e-20 3.58815e-19
10327.7380 4.49237e-19 4.16739e-19
10328.8240 4.73195e-19 3.52601e-19
10329.9100 -4.44951e-20 -3.66305e-19
10330.9950 6.13454e-20 3.41649e-19
10332.0810 6.63085e-19 2.96861e-19
10333.1670 3.56979e-19 2.43322e-19
10334.2530 7.75523e-19 2.10334e-19
10335.3390 5.80698e-19 2.04365e-19
10336.4250 2.72774e-19 2.04425e-19
10337.5110 5.41819e-19 2.08181e-19
10338.5970 7.98602e-19 2.12944e-19
10339.6830 3.77792e-19 2.28115e-19
10340.7690 2.51349e-19 3.26962e-19
10341.8550 5.03196e-19 4.08097e-19
10342.9410 8.56665e-20 4.16933e-19
10344.0270 2.01837e-20 4.05058e-19
10345.1130 -1.24445e-19 -3.26693e-19
10346.1990 5.08499e-19 2.55239e-19
10347.2850 3.56743e-19 4.17009e-19
10348.3710 3.37959e-19 7.12269e-19
10349.4570 4.34224e-19 8.34335e-19
10350.5430 5.70227e-19 8.38809e-19
10351.6290 7.09126e-19 7.50534e-19
10352.7150 -3.06273e-21 -4.66882e-19
10353.8010 5.89252e-19 3.08989e-19
10354.8870 9.54200e-19 4.19423e-19
10355.9730 1.17829e-18 4.92075e-19
10357.0590 5.19868e-19 4.93073e-19
10358.1450 2.81497e-19 4.49560e-19
10359.2310 2.44021e-19 3.32900e-19
10360.3170 2.38332e-19 2.19518e-19
10361.4030 2.51977e-19 2.01023e-19
10362.4890 2.87704e-19 2.25997e-19
10363.5750 1.15348e-18 2.76916e-19
10364.6610 8.79506e-19 2.68231e-19
10365.7470 2.33573e-19 2.00510e-19
10366.8330 4.16761e-19 2.01616e-19
10367.9190 2.42604e-19 1.99947e-19
10369.0050 3.45248e-19 2.02727e-19
10370.0900 3.48116e-19 2.09115e-19
10371.1760 5.95723e-20 2.20001e-19
10372.2620 1.76985e-19 3.36746e-19
10373.3480 7.69800e-20 9.04587e-19
10374.4340 1.19096e-18 1.33322e-18
10375.5200 7.13140e-19 1.40717e-18
10376.6060 -4.91305e-19 -1.38058e-18
10377.6920 8.30215e-19 1.87664e-18
10378.7780 2.88457e-19 7.78935e-19
10379.8640 -7.22340e-20 -4.51188e-19
10380.9500 4.76209e-19 2.24707e-19
10382.0360 4.08409e-19 2.08443e-19
10383.1220 -1.72215e-21 -2.05756e-19
10384.2080 3.81874e-19 2.76444e-19
10385.2940 5.70443e-19 2.76266e-19
10386.3800 2.96174e-19 2.01408e-19
10387.4660 -1.55589e-19 -2.00571e-19
10388.5520 -2.32281e-19 -2.02550e-19
10389.6380 -3.96992e-19 -3.79029e-19
10390.7240 5.98570e-19 3.94858e-19
10391.8100 1.56167e-19 2.17271e-19
10392.8960 3.64867e-19 2.20402e-19
10393.9820 3.13947e-19 2.30342e-19
10395.0680 5.14879e-19 2.35507e-19
10396.1540 5.14327e-19 3.22564e-19
10397.2400 1.57367e-18 8.90953e-19
10398.3260 1.14831e-18 1.20223e-18
10399.4120 5.99880e-19 9.36991e-19
10400.4980 4.27745e-19 8.91862e-19
10401.5840 1.79538e-19 6.13598e-19
10402.6700 5.79673e-19 2.80669e-19
10403.7560 2.96385e-19 2.12027e-19
10404.8420 3.99772e-20 2.15476e-19
10405.9280 1.74054e-19 2.20759e-19
10407.0140 2.41248e-20 2.41200e-19
10408.1000 4.02861e-19 2.96554e-19
10409.1860 1.07039e-19 3.02184e-19
10410.2710 5.19411e-19 2.46353e-19
10411.3570 3.06575e-19 2.54920e-19
10412.4430 4.57629e-19 2.56930e-19
10413.5290 4.58652e-19 2.37407e-19
10414.6150 1.61784e-19 2.15841e-19
10415.7010 4.13489e-19 2.94493e-19
10416.7870 1.10480e-18 5.04047e-19
10417.8730 -1.27002e-19 -9.09004e-19
10418.9590 -1.75280e-18 -3.80431e-18
10420.0450 1.19078e-18 2.31445e-18
10421.1310 -3.05129e-19 -1.63698e-18
10422.2170 2.17365e-19 1.39375e-18
10423.3030 9.29827e-19 1.04091e-18
10424.3890 2.33147e-19 4.76075e-19
10425.4750 1.70819e-19 3.05378e-19
10426.5610 3.06476e-19 2.95537e-19
10427.6470 2.49246e-19 2.69720e-19
10428.7330 3.66504e-19 2.82178e-19
10429.8190 4.61158e-19 3.32498e-19
10430.9050 3.49941e-19 3.66018e-19
