lambda flux fluxErr
9752.1719 1.41839e-18 6.04236e-19
9753.2579 -2.41754e-20 -5.07683e-19
9754.3439 1.93003e-18 5.55242e-19
9755.4299 4.95798e-19 6.62256e-19
9756.5158 1.22387e-18 4.68260e-19
9757.6018 6.75293e-19 4.49037e-19
9758.6878 1.09310e-18 4.31038e-19
9759.7738 1.49797e-18 4.38335e-19
9760.8597 1.27586e-18 4.38866e-19
9761.9457 6.81140e-19 4.05027e-19
9763.0317 6.42284e-19 3.97327e-19
9764.1176 7.37273e-19 3.98295e-19
9765.2036 4.74988e-19 3.85589e-19
9766.2896 6.04259e-19 4.44877e-19
9767.3756 3.73929e-19 5.04898e-19
9768.4615 5.82557e-19 5.07576e-19
9769.5475 9.18086e-19 5.00174e-19
9770.6335 1.43173e-18 5.30326e-19
9771.7195 9.87215e-19 3.70622e-19
9772.8054 4.01054e-19 3.58281e-19
9773.8914 3.87559e-19 3.51551e-19
9774.9774 7.07008e-19 3.60359e-19
9776.0633 4.90753e-19 4.06360e-19
9777.1493 2.25869e-20 4.29307e-19
9778.2353 5.73101e-19 4.06021e-19
9779.3213 3.94674e-21 3.48472e-19
9780.4072 3.03539e-19 3.48086e-19
9781.4932 1.15692e-18 3.75212e-19
9782.5792 -1.57989e-19 -3.60207e-19
9783.6652 2.32482e-19 3.66636e-19
9784.7511 1.36671e-19 3.67136e-19
9785.8371 8.75332e-19 3.50541e-19
9786.9231 8.83569e-19 3.37285e-19
9788.0090 3.78531e-19 3.39192e-19
9789.0950 5.97200e-19 4.96723e-19
9790.1810 -1.11542e-19 -8.04264e-19
9791.2670 1.00848e-19 1.41885e-18
9792.3529 2.60906e-18 1.61137e-18
9793.4389 6.61801e-19 1.69507e-18
9794.5249 7.58661e-19 1.65236e-18
9795.6109 1.02075e-18 1.40330e-18
9796.6968 -3.96108e-19 -7.27273e-19
9797.7828 2.14256e-19 4.42830e-19
9798.8688 -5.64271e-19 -4.77397e-19
9799.9548 -5.24937e-19 -7.01488e-19
9801.0407 -3.97694e-20 -9.45322e-19
9802.1267 -7.25048e-19 -9.68185e-19
9803.2127 7.53080e-19 9.24391e-19
9804.2986 9.61766e-19 8.09122e-19
9805.3846 1.50414e-18 4.89912e-19
9806.4706 9.53134e-20 4.39362e-19
9807.5566 2.15518e-19 4.97523e-19
9808.6425 1.21360e-19 4.68439e-19
9809.7285 -1.55990e-19 -5.06511e-19
9810.8145 -2.49866e-19 -4.87402e-19
9811.9005 5.93485e-19 5.15979e-19
9812.9864 1.32297e-18 5.81365e-19
9814.0724 5.29151e-19 5.97917e-19
9815.1584 3.30865e-20 5.99159e-19
9816.2443 -3.10265e-19 -5.73035e-19
9817.3303 3.61926e-19 4.90452e-19
9818.4163 4.25414e-19 4.85677e-19
9819.5023 -1.42471e-19 -5.97532e-19
9820.5882 1.36173e-19 6.01626e-19
9821.6742 9.64883e-19 5.72279e-19
9822.7602 6.40051e-19 5.46177e-19
9823.8462 6.52426e-19 4.69758e-19
9824.9321 8.78668e-19 3.97836e-19
9826.0181 4.33464e-19 3.61105e-19
9827.1041 9.76253e-19 3.86929e-19
9828.1900 8.10709e-19 4.01124e-19
9829.2760 5.55348e-19 4.94900e-19
9830.3620 4.58935e-19 5.11972e-19
9831.4480 4.13010e-19 4.36411e-19
9832.5339 8.38156e-19 4.83438e-19
9833.6199 5.09177e-19 4.43213e-19
9834.7059 9.49525e-19 3.59205e-19
9835.7919 2.93676e-19 3.45648e-19
9836.8778 3.86670e-19 3.44369e-19
9837.9638 3.42503e-19 3.36212e-19
9839.0498 7.49886e-19 3.27621e-19
9840.1357 6.29932e-19 3.19906e-19
9841.2217 3.90566e-20 4.07141e-19
9842.3077 -3.37582e-20 -4.04075e-19
9843.3937 6.37541e-22 3.91134e-19
9844.4796 4.13131e-20 3.24346e-19
9845.5656 3.89409e-19 3.31720e-19
9846.6516 9.21359e-19 3.39042e-19
9847.7376 7.88950e-19 4.65015e-19
9848.8235 4.53084e-19 7.80414e-19
9849.9095 1.06646e-18 8.21100e-19
9850.9955 4.31257e-19 8.46093e-19
9852.0814 6.36954e-19 8.27844e-19
9853.1674 -6.93230e-19 -6.98019e-19
9854.2534 2.51432e-19 3.98738e-19
9855.3394 1.45150e-18 3.18005e-19
9856.4253 8.87158e-19 3.07815e-19
9857.5113 1.06360e-18 3.25569e-19
9858.5973 7.57361e-19 3.19807e-19
9859.6833 6.30201e-19 3.05077e-19
9860.7692 1.17246e-18 3.11448e-19
9861.8552 1.23538e-18 3.07084e-19
9862.9412 2.25079e-21 2.94378e-19
9864.0271 5.29683e-19 2.99204e-19
9865.1131 6.74564e-19 2.96573e-19
9866.1991 8.91657e-19 3.01415e-19
9867.2851 3.64490e-19 3.03973e-19
9868.3710 1.80084e-19 3.64427e-19
9869.4570 1.11525e-18 3.86530e-19
9870.5430 1.05542e-18 3.99596e-19
9871.6290 1.04065e-18 5.14790e-19
9872.7149 1.74519e-18 1.06751e-18
9873.8009 1.34395e-18 1.36692e-18
9874.8869 4.46235e-19 1.37044e-18
9875.9729 8.73643e-19 1.34927e-18
9877.0588 1.38731e-19 1.02272e-18
9878.1448 2.61425e-19 4.53642e-19
9879.2308 6.86291e-19 3.32232e-19
