lambda flux fluxErr
9752.1719 -2.29069e-19 -3.55030e-19
9753.2579 1.13388e-19 3.26344e-19
9754.3439 1.12524e-18 3.44041e-19
9755.4299 1.46684e-18 3.45456e-19
9756.5158 1.26654e-19 3.51372e-19
9757.6018 2.93574e-19 3.64991e-19
9758.6878 1.29428e-18 3.71758e-19
9759.7738 1.56743e-18 3.74629e-19
9760.8597 6.60494e-19 3.51033e-19
9761.9457 6.74365e-19 3.21494e-19
9763.0317 3.25067e-19 3.09698e-19
9764.1176 -7.12837e-20 -3.10528e-19
9765.2036 4.64340e-19 3.04915e-19
9766.2896 6.70763e-19 3.06455e-19
9767.3756 1.05006e-18 3.09327e-19
9768.4615 4.27207e-19 2.98799e-19
9769.5475 -2.18777e-19 -2.97158e-19
9770.6335 1.16542e-19 2.97512e-19
9771.7195 1.47441e-19 2.85735e-19
9772.8054 3.47200e-20 2.76995e-19
9773.8914 3.06773e-19 2.76085e-19
9774.9774 4.01105e-19 2.88606e-19
9776.0633 3.96182e-19 2.89906e-19
9777.1493 -9.27304e-20 -2.97074e-19
9778.2353 3.10442e-20 2.91443e-19
9779.3213 -2.98168e-19 -2.94881e-19
9780.4072 -7.93556e-20 -2.93825e-19
9781.4932 3.42345e-19 3.07693e-19
9782.5792 3.14315e-20 3.05820e-19
9783.6652 5.26527e-19 2.97643e-19
9784.7511 -3.23617e-19 -2.94637e-19
9785.8371 1.47223e-19 2.86019e-19
9786.9231 7.32974e-19 2.91533e-19
9788.0090 6.03280e-19 3.02259e-19
9789.0950 5.72024e-19 3.81931e-19
9790.1810 8.35125e-19 5.87220e-19
9791.2670 1.40693e-18 1.05068e-18
9792.3529 7.45999e-19 1.46212e-18
9793.4389 -6.54972e-20 -1.58772e-18
9794.5249 1.91515e-18 1.54956e-18
9795.6109 1.16744e-18 1.25889e-18
9796.6968 3.28215e-19 7.01961e-19
9797.7828 2.32236e-19 4.13876e-19
9798.8688 6.27021e-19 4.23246e-19
9799.9548 5.40361e-19 6.46390e-19
9801.0407 3.77453e-19 8.34354e-19
9802.1267 1.30940e-18 8.80732e-19
9803.2127 1.29095e-18 8.75067e-19
9804.2986 7.92573e-19 7.30229e-19
9805.3846 5.27868e-19 4.50011e-19
9806.4706 4.99185e-19 2.98753e-19
9807.5566 4.26986e-19 3.42431e-19
9808.6425 7.04445e-19 4.18140e-19
9809.7285 1.50035e-19 4.57821e-19
9810.8145 -1.97250e-19 -4.46983e-19
9811.9005 1.50679e-19 4.72475e-19
9812.9864 5.00357e-19 5.19567e-19
9814.0724 6.65009e-20 5.44835e-19
9815.1584 4.12274e-19 5.46838e-19
9816.2443 1.09830e-18 5.18375e-19
9817.3303 3.75244e-19 4.36886e-19
9818.4163 -6.83599e-20 -4.67659e-19
9819.5023 -1.54893e-19 -4.96787e-19
9820.5882 1.44511e-19 4.53678e-19
9821.6742 1.16421e-19 4.42775e-19
9822.7602 2.54903e-19 3.73283e-19
9823.8462 7.19573e-19 3.02753e-19
9824.9321 2.49873e-19 2.82308e-19
9826.0181 2.08127e-20 2.85793e-19
9827.1041 -7.75732e-20 -2.97751e-19
9828.1900 -7.38894e-20 -3.34617e-19
9829.2760 8.56174e-20 3.70443e-19
9830.3620 1.45616e-20 3.80045e-19
9831.4480 2.82464e-20 3.80096e-19
9832.5339 6.17892e-20 3.61303e-19
9833.6199 1.02716e-19 3.23817e-19
9834.7059 2.32176e-19 2.98658e-19
9835.7919 3.55649e-19 2.90296e-19
9836.8778 -3.16612e-20 -3.13164e-19
9837.9638 -3.13070e-19 -3.12324e-19
9839.0498 -2.10880e-19 -2.96938e-19
9840.1357 -4.03070e-20 -2.91037e-19
