       9750.0000         -NaN         -NaN             NaN
       9751.0860      8854.87      96.5484       8854.8699
       9752.1719      9028.67      97.5025       9028.6714
       9753.2579      9330.15      99.0416       9330.1471
       9754.3439      9393.91      99.2585       9393.9137
       9755.4299      9385.25      99.3091       9385.2516
       9756.5158      9407.90      99.4660       9407.8986
       9757.6018      9499.77      99.9361       9499.7701
       9758.6878      9499.82      99.8800       9499.8223
       9759.7738      9317.91      98.9992       9317.9049
       9760.8597      9701.68      101.031       9701.6754
       9761.9457      9960.24      102.127       9960.2387
       9763.0317      10001.4      102.496       10001.367
       9764.1176      9880.27      101.752       9880.2675
       9765.2036      9796.59      101.309       9796.5920
       9766.2896      9926.66      101.900       9926.6589
       9767.3756      10113.5      102.881       10113.477
       9768.4615      10100.6      102.796       10100.562
       9769.5475      10164.6      103.006       10164.590
       9770.6335      10709.7      105.793       10709.717
       9771.7195      10876.5      106.559       10876.512
       9772.8054      10863.2      106.427       10863.183
       9773.8914      10924.0      106.729       10924.007
       9774.9774      10824.5      106.280       10824.464
       9776.0633      10891.0      106.707       10890.957
       9777.1493      10873.8      106.591       10873.780
       9778.2353      10825.0      106.389       10825.024
       9779.3213      10958.8      107.017       10958.759
       9780.4072      10998.9      107.191       10998.928
       9781.4932      10964.6      107.001       10964.569
       9782.5792      10851.1      106.600       10851.075
       9783.6652      10692.2      105.831       10692.194
       9784.7511      10744.3      105.988       10744.310
       9785.8371      11112.8      107.796       11112.800
       9786.9231      11277.1      108.513       11277.128
       9788.0090      11308.3      108.571       11308.305
       9789.0950      11368.9      109.022       11368.894
       9790.1810      11495.2      109.688       11495.244
       9791.2670      11511.6      109.940       11511.579
       9792.3529      11447.3      109.748       11447.259
       9793.4389      11270.1      108.859       11270.075
       9794.5249      11040.6      107.807       11040.623
       9795.6109      11180.0      108.326       11179.975
       9796.6968      11471.9      109.507       11471.944
       9797.7828      11651.2      110.222       11651.220
       9798.8688      11917.1      111.401       11917.083
       9799.9548      11897.6      111.440       11897.569
       9801.0407      11656.3      110.373       11656.307
       9802.1267      11477.0      109.554       11476.972
       9803.2127      11402.9      109.155       11402.881
       9804.2986      11439.9      109.340       11439.945
       9805.3846      11506.8      109.592       11506.769
       9806.4706      11790.6      110.824       11790.644
       9807.5566      12155.8      112.425       12155.848
       9808.6425      12169.3      112.505       12169.347
       9809.7285      12239.9      112.796       12239.926
       9810.8145      12274.4      113.038       12274.404
       9811.9005      12237.5      112.881       12237.483
       9812.9864      12277.7      113.147       12277.711
       9814.0724      12290.6      113.195       12290.574
       9815.1584      12288.3      113.198       12288.281
       9816.2443      12175.7      112.627       12175.704
       9817.3303      12064.6      112.107       12064.594
       9818.4163      12190.8      112.669       12190.773
       9819.5023      12229.3      112.830       12229.347
       9820.5882      12318.6      113.213       12318.562
       9821.6742      12478.8      113.972       12478.842
       9822.7602      12561.3      114.302       12561.293
       9823.8462      12508.3      114.025       12508.303
       9824.9321      12446.4      113.814       12446.415
       9826.0181      12280.9      113.126       12280.945
       9827.1041      12090.3      112.249       12090.338
       9828.1900      12163.4      112.528       12163.356
       9829.2760      12452.4      113.821       12452.449
       9830.3620      12584.6      114.455       12584.564
       9831.4480      12560.0      114.292       12560.046
       9832.5339      12385.3      113.536       12385.259
       9833.6199      12380.7      113.554       12380.707
       9834.7059      12523.7      114.226       12523.694
       9835.7919      12494.3      113.923       12494.282
       9836.8778      12451.3      113.832       12451.345
       9837.9638      12680.2      114.771       12680.197
       9839.0498      12680.3      114.848       12680.270
       9840.1357      12569.9      114.264       12569.855
       9841.2217      12685.6      114.766       12685.551
       9842.3077      12630.7      114.479       12630.698
       9843.3937      12694.1      114.648       12694.148
       9844.4796      12613.0      114.439       12612.960
       9845.5656      12710.2      114.868       12710.235
       9846.6516      12713.5      114.884       12713.549
       9847.7376      12863.1      115.648       12863.089
       9848.8235      12919.6      115.997       12919.621
       9849.9095      12755.4      115.323       12755.412
       9850.9955      12794.7      115.530       12794.659
       9852.0814      12625.8      114.768       12625.758
       9853.1674      12377.9      113.572       12377.864
       9854.2534      12688.3      114.873       12688.311
       9855.3394      12950.5      116.088       12950.512
       9856.4253      13106.2      116.688       13106.169
       9857.5113      13078.8      116.501       13078.837
       9858.5973      13033.9      116.356       13033.922
       9859.6833      13117.2      116.684       13117.217
       9860.7692      13298.3      117.631       13298.343
