       9750.0000         -NaN         -NaN             NaN
       10131.176      49714.6      226.594       49714.623
       10132.262      49935.6      227.095       49935.624
       10133.348      50025.5      227.296       50025.502
       10134.434      50143.8      227.772       50143.827
       10135.520      50122.4      227.701       50122.447
       10136.606      50094.6      227.527       50094.562
       10137.692      50048.3      227.347       50048.276
       10138.778      50147.4      227.574       50147.412
       10139.864      50139.7      227.497       50139.727
       10140.950      50273.7      227.811       50273.679
       10142.036      50413.9      228.183       50413.854
       10143.122      50403.4      228.023       50403.380
       10144.208      50297.8      227.924       50297.825
       10145.294      50411.5      228.234       50411.539
       10146.380      50513.4      228.400       50513.403
       10147.466      50029.6      227.368       50029.605
       10148.552      50336.6      228.035       50336.564
       10149.638      50427.4      228.267       50427.417
       10150.724      50430.2      228.291       50430.225
       10151.810      50707.1      228.872       50707.063
       10152.896      50612.5      228.787       50612.483
       10153.982      50740.1      229.052       50740.138
       10155.068      51148.8      229.929       51148.768
       10156.154      51256.1      230.246       51256.096
       10157.240      51017.3      229.701       51017.286
       10158.326      51216.9      230.066       51216.914
       10159.412      51054.5      229.639       51054.479
       10160.498      51125.7      229.690       51125.684
       10161.584      51159.3      229.900       51159.327
       10162.670      51171.7      229.941       51171.665
       10163.756      51133.0      229.800       51132.953
       10164.842      51531.0      230.557       51530.976
       10165.928      51430.9      230.413       51430.893
       10167.014      51072.4      229.711       51072.353
       10168.100      51207.0      229.917       51206.990
       10169.186      51376.0      230.410       51375.979
       10170.271      51579.1      230.766       51579.094
       10171.357      51557.9      230.772       51557.892
       10172.443      51679.6      231.274       51679.621
       10173.529      51251.0      230.522       51250.973
       10174.615      51321.0      230.809       51321.012
       10175.701      51502.4      231.205       51502.365
       10176.787      51472.6      231.112       51472.618
       10177.873      51592.2      231.042       51592.217
       10178.959      51906.2      231.386       51906.156
       10180.045      52044.7      231.668       52044.739
       10181.131      51770.6      231.144       51770.599
       10182.217      51810.0      231.341       51810.023
       10183.303      51954.5      231.763       51954.488
       10184.389      52174.4      232.270       52174.419
       10185.475      51546.9      230.841       51546.889
       10186.561      51167.9      229.943       51167.949
       10187.647      51884.9      231.546       51884.897
       10188.733      51967.3      231.665       51967.339
       10189.819      52079.5      231.872       52079.523
       10190.905      52345.9      232.691       52345.900
       10191.991      52419.4      232.954       52419.445
       10193.077      52397.3      232.873       52397.311
       10194.163      52046.9      232.153       52046.899
       10195.249      51876.9      231.555       51876.918
       10196.335      52184.5      232.080       52184.454
       10197.421      51847.7      231.446       51847.706
       10198.507      51563.6      230.934       51563.628
       10199.593      51897.0      231.675       51896.970
       10200.679      51149.5      229.760       51149.524
       10201.765      50840.9      229.159       50840.942
       10202.851      51761.5      231.269       51761.505
       10203.937      52036.7      231.957       52036.651
       10205.023      51780.3      231.368       51780.303
       10206.109      51988.6      231.895       51988.551
       10207.195      51508.6      230.764       51508.634
       10208.281      51929.7      231.436       51929.683
       10209.367      51860.9      231.237       51860.889
       10210.452      52180.6      232.108       52180.608
       10211.538      51985.7      231.906       51985.713
       10212.624      52062.3      232.361       52062.265
       10213.710      52227.1      232.710       52227.142
       10214.796      52262.4      232.644       52262.430
       10215.882      52294.7      232.637       52294.705
       10216.968      51978.4      231.790       51978.360
       10218.054      51725.5      231.063       51725.451
       10219.140      52041.4      231.832       52041.446
       10220.226      52045.5      231.824       52045.465
       10221.312      51968.9      231.712       51968.925
       10222.398      52281.4      232.388       52281.353
       10223.484      52316.0      232.361       52316.012
       10224.570      52179.8      232.001       52179.757
       10225.656      52334.5      232.401       52334.507
       10226.742      52194.1      232.207       52194.140
       10227.828      51494.9      230.814       51494.946
       10228.914      51660.8      231.076       51660.842
       10230.000      52201.1      232.377       52201.076
       10231.086      52257.7      232.359       52257.705
       10232.172      52019.7      231.865       52019.694
       10233.258      52061.9      231.953       52061.929
       10234.344      52170.1      232.105       52170.067
       10235.430      52063.0      231.851       52063.033
       10236.516      52319.4      232.347       52319.433
       10237.602      52338.5      232.333       52338.451
       10238.688      52001.8      231.518       52001.830
       10239.774      51574.4      230.656       51574.418
       10240.860      51888.7      231.427       51888.729
       10241.946      51989.2      231.684       51989.202
       10243.032      51695.2      230.996       51695.250
       10244.118      51642.6      230.822       51642.577
       10245.204      51740.2      231.081       51740.185
       10246.290      51874.1      231.405       51874.086
       10247.376      51566.2      230.256       51566.153
       10248.462      51762.3      230.704       51762.279
       10249.548      52337.5      232.253       52337.461
       10250.633      52416.9      232.605       52416.859
       10251.719      52260.8      232.196       52260.759
       10252.805      51738.3      231.090       51738.346
       10253.891      51864.1      231.376       51864.113
       10254.977      52216.1      232.092       52216.075
       10256.063      52047.8      231.700       52047.794
       10257.149      51633.5      230.695       51633.521
       10258.235      51084.8      229.699       51084.820
       10259.321      51284.0      230.089       51284.031
       10260.407      51920.7      231.343       51920.734
       10261.493      51925.1      231.393       51925.096
       10262.579      51656.4      230.768       51656.418
       10263.665      51800.0      231.215       51800.021
       10264.751      51641.1      230.975       51641.149
       10265.837      51569.2      230.821       51569.151
       10266.923      51588.4      230.804       51588.407
       10268.009      51564.2      230.810       51564.179
       10269.095      51388.3      230.447       51388.313
       10270.181      51721.1      231.143       51721.136
       10271.267      51392.4      230.419       51392.395
       10272.353      51299.5      230.178       51299.520
       10273.439      51445.1      230.388       51445.139
       10274.525      51351.8      230.299       51351.752
       10275.611      51206.2      229.987       51206.178
       10276.697      51314.5      230.178       51314.529
       10277.783      51121.0      229.808       51120.972
       10278.869      50955.8      229.414       50955.834
       10279.955      51306.5      230.122       51306.478
       10281.041      51171.2      229.909       51171.186
       10282.127      50683.3      228.764       50683.341
       10283.213      51344.1      230.103       51344.092
       10284.299      51374.9      230.183       51374.860
       10285.385      51327.2      230.161       51327.234
       10286.471      50849.5      229.268       50849.499
       10287.557      51005.0      230.457       51004.987
       10288.643      50990.8      230.929       50990.753
       10289.729      50984.7      231.035       50984.666
       10290.814      50866.2      230.375       50866.183
       10291.900      51181.0      230.229       51180.979
       10292.986      51117.5      229.632       51117.482
       10294.072      50796.0      228.986       50795.987
       10295.158      50890.6      229.200       50890.644
       10296.244      50721.4      228.995       50721.360
       10297.330      49700.4      227.604       49700.382
       10298.416      50071.3      228.013       50071.314
       10299.502      50959.2      229.743       50959.161
       10300.588      51177.1      230.139       51177.150
       10301.674      50904.0      229.245       50903.988
       10302.760      50745.9      228.881       50745.895
       10303.846      50335.1      227.998       50335.077
       10304.932      50130.0      227.519       50130.024
       10306.018      50816.1      228.998       50816.132
       10307.104      50521.9      228.289       50521.898
       10308.190      50457.7      228.343       50457.728
       10309.276      50686.5      228.800       50686.506
       10310.362      50861.7      229.132       50861.714
       10311.448      49525.1      226.449       49525.074
       10312.534      49733.3      226.913       49733.343
       10313.620      50678.9      229.036       50678.901
       10314.706      50714.8      228.977       50714.763
       10315.792      50722.7      228.967       50722.701
       10316.878      50939.3      229.494       50939.297
       10317.964      51141.8      230.027       51141.775
       10319.050      51101.4      229.872       51101.419
       10320.136      50646.2      228.745       50646.210
       10321.222      50486.4      228.400       50486.403
       10322.308      50609.9      228.666       50609.918
       10323.394      51081.6      229.678       51081.551
       10324.480      50203.7      228.136       50203.747
       10325.566      49735.2      227.128       49735.230
       10326.652      49469.0      228.256       49469.017
       10327.738      50330.8      229.607       50330.787
       10328.824      50585.7      228.830       50585.742
       10329.910      50804.2      229.119       50804.205
       10330.995      50578.7      228.565       50578.683
       10332.081      50338.6      228.303       50338.587
       10333.167      50156.2      227.811       50156.240
       10334.253      50626.9      228.675       50626.879
       10335.339      50904.1      229.298       50904.065
       10336.425      51179.5      229.969       51179.476
       10337.511      51055.6      229.743       51055.580
       10338.597      50512.1      228.508       50512.147
       10339.683      50772.0      229.151       50771.973
       10340.769      50860.8      229.529       50860.778
       10341.855      50709.9      229.023       50709.911
       10342.941      50911.0      229.368       50910.992
       10344.027      50370.9      228.098       50370.904
       10345.113      50731.1      228.980       50731.114
       10346.199      50862.8      229.351       50862.760
       10347.285      50784.2      228.992       50784.230
       10348.371      50639.8      228.931       50639.752
       10349.457      50880.3      229.573       50880.303
       10350.543      51128.0      230.064       51128.036
       10351.629      50914.6      229.540       50914.639
       10352.715      51177.2      229.950       51177.248
       10353.801      51236.0      230.198       51235.976
       10354.887      51255.8      230.083       51255.784
       10355.973      51029.2      229.606       51029.162
       10357.059      51403.8      230.457       51403.789
       10358.145      51369.4      230.363       51369.413
       10359.231      51221.9      230.027       51221.928
       10360.317      51420.5      230.598       51420.470
       10361.403      51497.8      230.554       51497.840
       10362.489      51325.1      230.182       51325.122
       10363.575      51166.9      229.871       51166.894
       10364.661      51417.7      230.468       51417.689
       10365.747      51291.0      230.209       51291.002
       10366.833      51592.0      230.797       51592.025
       10367.919      51543.3      230.615       51543.316
       10369.005      51794.1      231.437       51794.092
       10370.090      51488.1      230.665       51488.087
       10371.176      51536.0      230.650       51536.033
       10372.262      51525.9      230.647       51525.891
       10373.348      51582.7      231.161       51582.730
       10374.434      51852.2      232.209       51852.211
       10375.520      51531.1      231.680       51531.073
       10376.606      51918.2      232.494       51918.172
       10377.692      52357.6      233.103       52357.549
       10378.778      52333.7      232.573       52333.688
       10379.864      51928.9      231.466       51928.879
       10380.950      52062.0      231.665       52062.045
       10382.036      52710.6      233.216       52710.608
       10383.122      52783.1      233.538       52783.135
       10384.208      52630.1      234.325       52630.054
       10385.294      50181.8      234.333       50181.749
       10386.380      52600.4      233.153       52600.360
       10387.466      52746.8      233.239       52746.789
       10388.552      52694.9      233.362       52694.904
       10389.638      52669.1      233.177       52669.061
       10390.724      52726.7      233.254       52726.681
       10391.810      52551.2      232.944       52551.226
       10392.896      52431.0      232.576       52430.980
       10393.982      52338.7      232.412       52338.732
       10395.068      52366.6      232.473       52366.597
       10396.154      52273.4      232.218       52273.438
       10397.240      52691.8      233.334       52691.757
       10398.326      52613.2      233.473       52613.246
       10399.412      52788.7      233.855       52788.665
       10400.498      52104.4      232.335       52104.372
       10401.584      52649.0      233.350       52649.033
       10402.670      53037.7      234.142       53037.686
       10403.756      52770.4      233.290       52770.377
       10404.842      52671.0      233.166       52671.026
       10405.928      52912.4      233.662       52912.384
       10407.014      53305.0      234.450       53305.040
       10408.100      52975.2      233.726       52975.247
       10409.186      52872.1      233.615       52872.133
       10410.271      52433.0      232.769       52432.952
       10411.357      52780.7      233.322       52780.683
       10412.443      52551.3      233.197       52551.258
       10413.529      52708.9      233.632       52708.903
       10414.615      52868.2      233.742       52868.156
       10415.701      52988.8      233.928       52988.826
       10416.787      53179.2      234.324       53179.158
       10417.873      53357.9      234.871       53357.934
       10418.959      53500.1      235.633       53500.101
       10420.045      53398.0      235.853       53397.987
       10421.131      53442.9      235.998       53442.884
       10422.217      53179.2      235.395       53179.176
       10423.303      53308.2      235.228       53308.251
       10424.389      53487.4      235.003       53487.352
       10425.475      53424.4      234.896       53424.398
       10426.561      53161.5      234.272       53161.465
       10427.647      52387.1      232.510       52387.055
       10428.733      51918.9      231.598       51918.945
       10429.819      52982.0      234.062       52982.010
       10430.905      53120.6      234.195       53120.549
       10431.991      53310.4      234.502       53310.429
       10433.077      53269.8      234.540       53269.752
       10434.163      53323.3      234.648       53323.280
       10435.249      52316.8      232.413       52316.834
       10436.335      51958.4      231.751       51958.445
       10437.421      53327.3      234.665       53327.342
       10438.507      53568.2      235.115       53568.247
       10439.593      53794.3      235.652       53794.339
       10440.679      53734.4      235.514       53734.397
       10441.765      53559.9      235.139       53559.879
       10442.851      53540.0      235.065       53540.015
       10443.937      53611.2      235.199       53611.168
       10445.023      53373.6      234.733       53373.641
       10446.109      53486.4      234.998       53486.450
       10447.195      53625.5      235.177       53625.481
       10448.281      53475.5      234.810       53475.454
       10449.367      53262.4      234.568       53262.425
       10450.452      53232.9      234.523       53232.888
       10451.538      53068.6      234.235       53068.584
       10452.624      52888.6      233.910       52888.635
       10453.710      52634.1      233.329       52634.118
       10454.796      52453.4      232.946       52453.379
       10455.882      52505.9      232.937       52505.913
       10456.968      52584.7      233.031       52584.740
       10458.054      52645.8      233.284       52645.765
       10459.140      52573.0      233.054       52572.961
       10460.226      52348.5      232.443       52348.525
       10461.312      52423.7      232.653       52423.688
       10462.398      52570.0      233.006       52569.988
       10463.484      52878.0      233.664       52878.043
       10464.570      52813.5      233.515       52813.478
       10465.656      52588.3      233.024       52588.294
       10466.742      52641.6      233.178       52641.638
       10467.828      53163.2      234.450       53163.225
       10468.914      53137.1      234.356       53137.127
       10470.000      52714.0      233.885       52714.025
       10471.086      52988.9      234.623       52988.903
       10472.172      53189.4      235.072       53189.426
       10473.258      52889.6      234.245       52889.572
       10474.344      53034.2      234.198       53034.218
       10475.430      52855.2      233.561       52855.235
       10476.516      52555.4      232.954       52555.356
       10477.602      52763.6      233.480       52763.622
       10478.688      53044.9      233.927       53044.938
       10479.774      52723.6      233.227       52723.565
       10480.860      52803.7      233.476       52803.707
       10481.946      53023.7      233.997       53023.670
       10483.032      52864.1      233.691       52864.134
       10484.118      52613.8      233.204       52613.819
       10485.204      52784.3      233.585       52784.254
       10486.290      53001.5      233.841       53001.523
       10487.376      52775.5      233.349       52775.467
       10488.462      52704.3      233.406       52704.328
       10489.548      52964.7      233.902       52964.657
       10490.633      52904.3      233.698       52904.271
       10491.719      53031.7      234.075       53031.656
       10492.805      53122.2      234.193       53122.216
       10493.891      53101.7      234.165       53101.737
       10494.977      52544.5      233.067       52544.520
