       9750.0000         -NaN         -NaN             NaN
       9751.0860      23472.9      156.941       23472.950
       9752.1719      23525.1      157.308       23525.074
       9753.2579      24206.8      159.324       24206.781
       9754.3439      24649.2      160.695       24649.196
       9755.4299      24784.4      161.255       24784.397
       9756.5158      24365.0      159.919       24364.971
       9757.6018      24565.9      160.476       24565.919
       9758.6878      24907.5      161.620       24907.505
       9759.7738      24809.3      161.336       24809.284
       9760.8597      24685.9      160.793       24685.856
       9761.9457      25568.0      163.769       25568.015
       9763.0317      26477.3      166.822       26477.259
       9764.1176      26253.4      165.756       26253.380
       9765.2036      25889.8      164.627       25889.784
       9766.2896      26118.4      165.485       26118.352
       9767.3756      26970.4      168.070       26970.366
       9768.4615      27088.2      168.379       27088.195
       9769.5475      27840.8      170.613       27840.846
       9770.6335      28120.6      171.406       28120.585
       9771.7195      28413.2      172.320       28413.150
       9772.8054      28590.1      172.920       28590.115
       9773.8914      28828.0      173.469       28827.965
       9774.9774      28672.6      172.957       28672.599
       9776.0633      28662.7      173.210       28662.652
       9777.1493      28863.8      173.450       28863.825
       9778.2353      28888.2      173.607       28888.166
       9779.3213      29263.2      174.491       29263.247
       9780.4072      29336.5      175.023       29336.490
       9781.4932      27815.6      170.701       27815.638
       9782.5792      28105.8      171.376       28105.821
       9783.6652      28615.9      173.043       28615.908
       9784.7511      28998.2      173.962       28998.161
       9785.8371      29271.0      174.877       29271.038
       9786.9231      29859.9      176.619       29859.905
       9788.0090      30280.5      177.715       30280.527
       9789.0950      30445.4      178.208       30445.444
       9790.1810      30300.0      177.875       30299.993
       9791.2670      30444.6      178.302       30444.642
       9792.3529      30410.4      178.213       30410.438
       9793.4389      29908.9      176.819       29908.920
       9794.5249      29636.2      176.151       29636.196
       9795.6109      29824.6      176.441       29824.645
       9796.6968      30395.3      177.916       30395.299
       9797.7828      31250.2      180.429       31250.177
       9798.8688      31628.6      181.537       31628.626
       9799.9548      31294.1      180.513       31294.125
       9801.0407      31463.8      181.048       31463.831
       9802.1267      30974.9      179.659       30974.917
       9803.2127      30773.5      179.030       30773.514
       9804.2986      30689.2      178.705       30689.206
       9805.3846      30740.4      178.721       30740.435
       9806.4706      31581.3      181.162       31581.300
       9807.5566      32250.0      183.154       32249.963
       9808.6425      32164.8      182.924       32164.764
       9809.7285      32647.2      184.159       32647.190
       9810.8145      32277.9      183.244       32277.858
       9811.9005      32682.9      184.288       32682.866
       9812.9864      32189.8      182.971       32189.752
       9814.0724      32394.7      183.540       32394.693
       9815.1584      32431.7      183.553       32431.652
       9816.2443      32407.7      183.438       32407.696
       9817.3303      32313.9      183.310       32313.898
       9818.4163      32122.0      182.807       32121.978
       9819.5023      32423.2      183.760       32423.236
       9820.5882      32501.5      183.945       32501.454
       9821.6742      32444.7      183.471       32444.726
       9822.7602      32826.6      184.563       32826.650
       9823.8462      32727.0      184.505       32726.971
       9824.9321      32706.4      184.392       32706.441
       9826.0181      32415.4      183.454       32415.412
       9827.1041      32131.5      182.802       32131.519
       9828.1900      31948.3      182.330       31948.315
       9829.2760      32694.9      184.339       32694.901
       9830.3620      32978.9      185.157       32978.932
       9831.4480      33279.0      186.048       33279.022
       9832.5339      32828.6      185.109       32828.575
       9833.6199      33150.2      185.722       33150.172
       9834.7059      33357.5      186.324       33357.502
       9835.7919      33405.1      186.371       33405.073
       9836.8778      33108.0      185.519       33108.013
       9837.9638      33443.4      186.578       33443.441
       9839.0498      33644.1      187.102       33644.142
       9840.1357      33967.9      188.025       33967.937
       9841.2217      33157.4      185.870       33157.436
       9842.3077      33761.9      187.339       33761.854
       9843.3937      34055.4      188.030       34055.426
       9844.4796      34228.5      188.470       34228.487
       9845.5656      33837.2      187.461       33837.194
       9846.6516      33299.2      186.181       33299.209
       9847.7376      33684.6      187.307       33684.635
       9848.8235      33442.9      186.633       33442.935
       9849.9095      32848.3      185.048       32848.279
       9850.9955      33699.8      187.195       33699.849
       9852.0814      34216.3      188.591       34216.256
       9853.1674      34229.1      188.738       34229.091
       9854.2534      34535.6      189.481       34535.550
       9855.3394      34567.6      189.426       34567.567
       9856.4253      34305.0      188.716       34304.977
       9857.5113      33987.5      188.035       33987.468
       9858.5973      34473.0      189.575       34473.013
       9859.6833      34420.5      189.173       34420.528
       9860.7692      34606.3      189.533       34606.278
       9861.8552      34642.6      189.611       34642.581
       9862.9412      35174.6      191.078       35174.561
       9864.0271      34682.5      189.754       34682.516
       9865.1131      34958.2      190.518       34958.231
       9866.1991      34772.7      190.323       34772.679
