   # lambda  flux(e-/s)    stddev 
  10631.810     0.03079   0.04149 
  10632.896     0.03698   0.03629 
  10633.982     0.07357   0.03566 
  10635.068     0.10411   0.03488 
  10636.154     0.17882   0.03578 
  10637.240     0.14180   0.03710 
  10638.326     0.07981   0.03865 
  10639.412    -0.00222   0.04098 
  10640.498     0.09139   0.04055 
  10641.584    -0.04465   0.05438 
  10642.670    -0.01698   0.06965 
  10643.756     0.25455   0.06853 
  10644.842     0.03326   0.06396 
  10645.928     0.05619   0.05351 
  10647.014     0.05738   0.03752 
  10648.100    -0.01575   0.03705 
  10649.186    -0.09894   0.03654 
  10650.271     0.04483   0.03549 
  10651.357     0.05896   0.03987 
  10652.443     0.17802   0.05284 
  10653.529     0.04026   0.06983 
  10654.615    -0.03016   0.07756 
  10655.701     0.07556   0.08321 
  10656.787     0.06268   0.06947 
  10657.873     0.01705   0.04840 
  10658.959     0.08091   0.03657 
  10660.045     0.05747   0.03656 
  10661.131    -0.10887   0.03549 
  10662.217     0.06595   0.03955 
  10663.303     0.08097   0.03601 
  10664.389     0.00871   0.03884 
  10665.475    -0.09565   0.04366 
  10666.561    -0.01759   0.04647 
  10667.647     0.14560   0.13500 
  10668.733     0.05777   0.04577 
  10669.819     0.03653   0.05590 
  10670.905    -0.06443   0.04657 
  10671.991    -0.01120   0.03693 
  10673.077     0.13908   0.03539 
  10674.163     0.13799   0.03494 
  10675.249     0.01551   0.03546 
  10676.335     0.07755   0.03620 
  10677.421     0.06544   0.04038 
  10678.507     0.14930   0.03594 
  10679.593     0.02825   0.03550 
  10680.679     0.11224   0.03759 
  10681.765     0.11927   0.04008 
  10682.851     0.05141   0.04510 
  10683.937     0.14257   0.05723 
  10685.023     0.21960   0.07071 
  10686.109     0.15704   0.12857 
  10687.195    -0.04524   0.08695 
  10688.281     0.15766   0.09101 
  10689.367     0.13771   0.09966 
  10690.452     0.18382   0.09246 
  10691.538    -0.05180   0.10721 
  10692.624     0.11816   0.10175 
  10693.710     0.19889   0.08114 
  10694.796     0.23719   0.07625 
  10695.882     0.21280   0.06743 
  10696.968     0.05534   0.07146 
  10698.054     0.11723   0.10357 
  10699.140     0.20430   0.11915 
  10700.226    -0.03564   0.12047 
  10701.312     0.14177   0.12745 
  10702.398     0.10442   0.08826 
  10703.484     0.08181   0.06981 
  10704.570     0.02947   0.08923 
  10705.656     0.19593   0.09489 
  10706.742     0.01338   0.09226 
  10707.828     0.00028   0.08608 
  10708.914     0.07593   0.05871 
  10710.000     0.02674   0.04917 
  10711.086    -0.11778   0.08520 
  10712.172    -0.12392   0.17060 
  10713.258     0.04850   0.23822 
  10714.344     0.19098   0.18729 
  10715.430     0.13439   0.15561 
  10716.516    -0.02485   0.08994 
  10717.602     0.18212   0.07450 
  10718.688     0.16901   0.07188 
  10719.774     0.12155   0.06420 
  10720.860    -0.14403   0.09008 
  10721.946     0.20344   0.14149 
  10723.032     0.28915   0.13357 
  10724.118     0.59316   0.12663 
  10725.204     0.71154   0.12553 
  10726.290     0.89812   0.08107 
  10727.376     0.56617   0.06675 
  10728.462     0.60491   0.08124 
  10729.548     0.43563   0.17197 
  10730.633     0.25817   0.26632 
  10731.719    -0.02372   0.26629 
  10732.805    -0.19886   0.25542 
  10733.891     0.35331   0.14584 
  10734.977     0.13600   0.05922 
  10736.063     0.14646   0.04614 
  10737.149     0.12861   0.05051 
  10738.235     0.06713   0.05615 
  10739.321     0.14025   0.05644 
  10740.407     0.19540   0.05852 
  10741.493     0.26009   0.05022 
  10742.579     0.05801   0.04790 
  10743.665     0.10617   0.08223 
  10744.751     0.00939   0.14919 
  10745.837     0.37501   0.15775 
  10746.923     0.11893   0.15823 
  10748.009    -0.25742   0.12843 
  10749.095     0.02261   0.06829 
  10750.181     0.06393   0.05895 
  10751.267    -0.14939   0.10801 
  10752.353     0.26043   0.24126 
  10753.439     0.49375   0.29169 
  10754.525     0.05324   0.27648 
  10755.611    -0.11103   0.21721 
  10756.697     0.07734   0.08752 
  10757.783     0.14970   0.05134 
  10758.869     0.23161   0.04356 
  10759.955     0.17046   0.04625 
  10761.041     0.07035   0.04160 
  10762.127     0.04773   0.03944 
  10763.213     0.12042   0.04530 
  10764.299     0.09731   0.05418 
  10765.385     0.14645   0.05293 
  10766.471     0.06072   0.05256 
  10767.557     0.01535   0.04716 
  10768.643     0.01542   0.04102 
  10769.729     0.07654   0.03962 
  10770.814     0.10758   0.04204 
  10771.900     0.15232   0.06047 
  10772.986     0.11643   0.11758 
  10774.072     0.18645   0.15774 
  10775.158     0.02864   0.16836 
  10776.244     0.05397   0.15975 
  10777.330    -0.00745   0.10924 
  10778.416     0.08242   0.04683 
  10779.502     0.09634   0.04332 
  10780.588     0.10945   0.04008 
  10781.674     0.06200   0.04310 
  10782.760     0.06418   0.04211 
  10783.846     0.00183   0.04100 
  10784.932     0.00100   0.04192 
  10786.018     0.10635   0.03874 
  10787.104     0.10592   0.04015 
  10788.190     0.07659   0.04057 
  10789.276     0.17864   0.03744 
  10790.362     0.21277   0.03622 
  10791.448     0.19471   0.03668 
  10792.534     0.17763   0.04443 
  10793.620     0.08716   0.05820 
  10794.706     0.05347   0.05157 
  10795.792     0.08417   0.05598 
  10796.878    -0.04651   0.05552 
  10797.964     0.11963   0.05057 
  10799.050     0.24795   0.05600 
  10800.136     0.00258   0.04195 
  10801.222     0.06673   0.04189 
  10802.308     0.04268   0.04733 
  10803.394     0.02450   0.05339 
  10804.480     0.15546   0.05455 
  10805.566     0.13523   0.04949 
  10806.652     0.19671   0.04386 
  10807.738     0.26338   0.04059 
  10808.824     0.14272   0.04626 
  10809.910     0.15229   0.04601 
  10810.995     0.07280   0.04093 
  10812.081     0.12646   0.04380 
  10813.167     0.15560   0.04547 
  10814.253     0.06231   0.04404 
  10815.339     0.00340   0.04136 
  10816.425     0.14333   0.05248 
  10817.511     0.17369   0.04003 
  10818.597     0.07565   0.03868 
  10819.683    -0.02075   0.03888 
  10820.769     0.10791   0.03750 
  10821.855     0.17244   0.03734 
  10822.941     0.11592   0.03693 
  10824.027     0.10002   0.03609 
  10825.113     0.04359   0.03973 
  10826.199     0.10500   0.04217 
  10827.285     0.09251   0.03956 
  10828.371     0.07386   0.04839 
  10829.457     0.12818   0.07229 
  10830.543    -0.18018   0.14697 
  10831.629     0.50879   0.28693 
  10832.715     0.27545   0.45720 
  10833.801    -1.75952   0.49843 
  10834.887    -1.05337   0.44251 
  10835.973     0.37489   0.34341 
  10837.059     0.11768   0.13321 
  10838.145     0.06315   0.07690 
  10839.231     0.12214   0.08261 
  10840.317     0.27071   0.09258 
  10841.403     0.24599   0.10622 
  10842.489     0.30764   0.24884 
  10843.575    -0.02011   0.24531 
  10844.661     0.60968   0.26024 
  10845.747     0.31472   0.24362 
  10846.833    -0.12881   0.15384 
  10847.919     0.15047   0.06350 
  10849.005     0.02363   0.04559 
  10850.090     0.07768   0.04354 
  10851.176     0.05869   0.04169 
  10852.262     0.13993   0.04698 
  10853.348     0.12606   0.05938 
  10854.434     0.13841   0.07201 
  10855.520     0.01482   0.06529 
  10856.606    -0.04250   0.07614 
  10857.692    -0.05971   0.12705 
  10858.778     0.19359   0.14952 
  10859.864    -0.10341   0.15324 
  10860.950     0.12873   0.14899 
  10862.036     0.08236   0.08663 
  10863.122     0.02136   0.05352 
  10864.208     0.11754   0.04179 
  10865.294     0.23670   0.03620 
  10866.380     0.22492   0.03490 
  10867.466     0.09955   0.03721 
  10868.552     0.04444   0.03516 
  10869.638    -0.01659   0.03420 
  10870.724     0.10510   0.03536 
  10871.810     0.09192   0.03979 
  10872.896     0.03635   0.04537 
  10873.982     0.11406   0.04790 
  10875.068     0.16965   0.05072 
  10876.154     0.10621   0.06452 
  10877.240     0.24029   0.08469 
  10878.326     0.23586   0.10581 
  10879.412     0.31994   0.09650 
  10880.498     0.01932   0.08723 
  10881.584     0.09847   0.08717 
  10882.670     0.15638   0.04283 
  10883.756     0.07799   0.03723 
  10884.842     0.20671   0.04104 
  10885.928     0.13326   0.04524 
  10887.014     0.15558   0.04794 
  10888.100     0.02455   0.04945 
  10889.186    -0.07232   0.06741 
  10890.271     0.03866   0.07785 
  10891.357     0.06456   0.03882 
  10892.443     0.10260   0.03516 
  10893.529     0.06407   0.03524 
  10894.615     0.04002   0.03819 
  10895.701     0.11228   0.06207 
  10896.787    -0.01403   0.16328 
  10897.873     0.05317   0.37320 
  10898.959     0.38034   0.20068 
  10900.045     0.94325   0.18657 
  10901.131     0.00806   0.10148 
  10902.217     0.16349   0.06134 
  10903.303    -0.06445   0.07691 
  10904.389     0.02729   0.04871 
  10905.475     0.02910   0.05243 
  10906.561     0.12307   0.04161 
  10907.647     0.03469   0.03665 
  10908.733     0.08876   0.07435 
  10909.819     0.04913   0.12145 
  10910.905     0.06649   0.03766 
  10911.991     0.11067   0.03679 
  10913.077     0.07152   0.03473 
  10914.163     0.10670   0.03442 
  10915.249     0.15572   0.03956 
  10916.335     0.14122   0.03452 
  10917.421     0.11247   0.03470 
  10918.507     0.20105   0.03638 
  10919.593     0.05283   0.03949 
  10920.679     0.04157   0.07407 
  10921.765     0.00882   0.04826 
  10922.851    -0.09107   0.06050 
  10923.937     0.11420   0.18337 
  10925.023     0.41204   0.34598 
  10926.109     0.05522   0.36063 
  10927.195    -0.07948   0.35734 
  10928.281    -0.36721   0.27265 
  10929.367     0.09705   0.10448 
  10930.452     0.10129   0.07235 
  10931.538     0.17548   0.04571 
  10932.624     0.16719   0.04082 
  10933.710     0.10572   0.03914 
  10934.796     0.17316   0.03779 
  10935.882     0.12416   0.03716 
  10936.968     0.00252   0.03640 
  10938.054     0.02396   0.03507 
  10939.140     0.08949   0.03681 
  10940.226     0.12134   0.03889 
  10941.312     0.18678   0.03458 
  10942.398     0.14143   0.03973 
  10943.484     0.15421   0.04598 
  10944.570     0.06583   0.03520 
  10945.656     0.00625   0.03531 
  10946.742     0.10896   0.03635 
  10947.828    -0.00684   0.04623 
  10948.914    -0.04012   0.19346 
  10950.000    -0.11637   0.22378 
  10951.086    -0.10100   0.23131 
  10952.172     0.25190   0.23432 
  10953.258     0.47086   0.16852 
  10954.344    -0.00358   0.07179 
  10955.430     0.05612   0.04435 
  10956.516     0.09766   0.03842 
  10957.602     0.11552   0.03761 
  10958.688     0.00044   0.03565 
  10959.774    -0.04871   0.03354 
  10960.860     0.04513   0.03374 
  10961.946     0.03780   0.03409 
  10963.032     0.01605   0.03535 
  10964.118    -0.02122   0.03842 
  10965.204     0.06667   0.04035 
  10966.290     0.11581   0.04509 
  10967.376     0.19908   0.04897 
  10968.462     0.09674   0.05326 
  10969.548     0.00322   0.05854 
  10970.633     0.07759   0.05870 
  10971.719    -0.00966   0.07136 
  10972.805    -0.14052   0.17309 
  10973.891     0.39163   0.38742 
  10974.977     0.06203   0.49933 
  10976.063     0.96855   0.39673 
  10977.149     0.46917   0.29762 
  10978.235     0.21079   0.12082 
  10979.321     0.31009   0.06183 
  10980.407     0.11398   0.06786 
  10981.493     0.02712   0.04410 
  10982.579     0.10630   0.04107 
  10983.665     0.10442   0.04726 
  10984.751     0.03159   0.05860 
  10985.837     0.06166   0.06058 
  10986.923     0.11645   0.06099 
  10988.009     0.06393   0.05390 
  10989.095     0.04143   0.05503 
  10990.181     0.00643   0.03590 
  10991.267     0.07672   0.03498 
  10992.353     0.16457   0.03470 
  10993.439     0.08233   0.03507 
  10994.525     0.08157   0.03497 
  10995.611     0.05953   0.03427 
  10996.697     0.08340   0.03405 
  10997.783     0.06820   0.03408 
  10998.869     0.01452   0.06483 
  10999.955     0.15971   0.03442 
  11001.041     0.17554   0.03672 
  11002.127     0.24799   0.05448 
  11003.213     0.17136       nan 
  11004.299     0.11903   0.04408 
  11005.385     0.07659   0.04313 
  11006.471     0.16224   0.09906 
  11007.557    -0.04417   0.17371 
  11008.643    -0.03724   0.20625 
  11009.729     0.27143   0.20725 
  11010.814     0.04442   0.18585 
  11011.900     0.06407   0.09616 
  11012.986     0.11491   0.04952 
  11014.072     0.14152   0.04767 
  11015.158     0.09456   0.03910 
  11016.244     0.15753   0.03796 
  11017.330     0.14700   0.06469 
  11018.416     0.00053   0.03593 
  11019.502     0.12837   0.04766 
  11020.588     0.07121   0.03429 
  11021.674     0.05683   0.03534 
  11022.760     0.08099   0.03617 
  11023.846     0.05856   0.03682 
  11024.932     0.01943   0.03842 
  11026.018     0.01875   0.04873 
  11027.104    -0.09106   0.11940 
  11028.190    -0.31434   0.31707 
  11029.276    -0.33301   0.36218 
  11030.362    -0.49318   0.37198 
  11031.448    -0.78297   0.27952 
  11032.534     0.13852   1.24180 
  11033.620     0.05508   0.10613 
  11034.706     0.15688   0.04067 
  11035.792     0.14998   0.03861 
  11036.878     0.11540   0.03973 
  11037.964     0.04175   0.04039 
  11039.050     0.12510   0.04903 
  11040.136     0.03602   0.04594 
  11041.222     0.10115   0.04580 
  11042.308     0.09707   0.04644 
  11043.394     0.05750   0.04308 
  11044.480     0.09722   0.03850 
  11045.566     0.13187   0.03785 
  11046.652     0.16512   0.03860 
  11047.738     0.06451   0.03929 
  11048.824    -0.00213   0.03425 
  11049.910     0.02817   0.03385 
  11050.995    -0.08477   0.03546 
  11052.081    -0.00117   0.05910 
  11053.167     0.14233   0.06489 
  11054.253     0.14029   0.06911 
  11055.339     0.04361   0.06342 
  11056.425     0.00678   0.07074 
  11057.511    -0.08553   0.04605 
  11058.597     0.09134   0.03764 
  11059.683     0.17898   0.03606 
  11060.769     0.13927   0.03568 
  11061.855     0.11069   0.04011 
  11062.941     0.12443   0.04380 
  11064.027     0.12661   0.04928 
  11065.113    -0.01904       nan 
  11066.199    -0.00118   0.04187 
  11067.285    -0.00933   0.04623 
  11068.371     0.14428   0.08870 
  11069.457     0.22407   0.06556 
  11070.543     0.36159   0.13435 
  11071.629    -0.14853   0.16358 
  11072.715    -0.12474   0.16250 
  11073.801     0.35977   0.15630 
  11074.887     0.27801   0.08857 
  11075.973     0.19553   0.04741 
  11077.059     0.05692   0.03502 
  11078.145     0.11458   0.03316 
  11079.231     0.10783   0.03505 
  11080.317     0.03948   0.03739 
  11081.403     0.03031   0.07160 
  11082.489     0.12091   0.05652 
  11083.575     0.16166   0.06310 
  11084.661     0.06444   0.06014 
  11085.747     0.01218   0.05771 
  11086.833     0.02363   0.07294 
  11087.919    -0.07797   0.15867 
  11089.005    -0.23633   0.22287 
  11090.090    -0.39802   0.23092 
  11091.176     0.30890   0.21971 
  11092.262     0.00497   0.14445 
  11093.348     0.03256   0.06464 
  11094.434     0.10117   0.04155 
  11095.520     0.13279   0.03451 
  11096.606     0.14298   0.03540 
  11097.692     0.08806   0.03227 
  11098.778     0.00618   0.03304 
  11099.864     0.09390   0.03356 
  11100.950     0.12018   0.03348 
  11102.036     0.17251   0.03366 
  11103.122     0.21724   0.03520 
  11104.208     0.11591   0.03231 
  11105.294     0.17926   0.03232 
  11106.380     0.13839   0.03359 
  11107.466     0.10983   0.03524 
  11108.552     0.06775   0.03713 
  11109.638     0.05533   0.03609 
  11110.724     0.08485   0.03655 
  11111.810     0.18247   0.03610 
  11112.896     0.20553   0.03269 
  11113.982     0.03679   0.03832 
  11115.068     0.13725   0.03175 
  11116.154     0.11613   0.03263 
  11117.240     0.05665   0.03576 
  11118.326     0.05023   0.04957 
  11119.412     0.12395   0.03673 
  11120.498     0.12297   0.03452 
  11121.584     0.12815   0.04025 
  11122.670    -0.02100   0.04598 
  11123.756    -0.05933   0.04906 
  11124.842     0.10078   0.04625 
  11125.928     0.13968   0.04119 
  11127.014     0.02482   0.03536 
  11128.100     0.09181   0.03089 
  11129.186     0.07974   0.03057 
  11130.271     0.06993   0.03051 
  11131.357     0.17593   0.03116 
  11132.443     0.10854   0.03014 
  11133.529     0.06117   0.03021 
  11134.615     0.09477   0.03055 
  11135.701     0.08344   0.03482 
  11136.787     0.13943   0.03320 
  11137.873     0.06050   0.04480 
  11138.959     0.05079   0.08179 
  11140.045    -0.02832   0.10589 
  11141.131    -0.07354   0.10791 
  11142.217     0.11124   0.10167 
  11143.303     0.14854   0.06568 
  11144.389     0.15324   0.03936 
  11145.475     0.13695   0.03702 
  11146.561     0.06209   0.04199 
  11147.647     0.03633   0.03533 
  11148.733     0.05660   0.03451 
  11149.819     0.11767   0.03127 
  11150.905     0.11649   0.03159 
  11151.991     0.12559   0.03496 
  11153.077     0.11783   0.06063 
  11154.163     0.05564   0.23472 
  11155.249     0.30368   0.13610 
  11156.335     0.06299   0.13927 
  11157.421     0.30482   0.13773 
  11158.507     0.30193   0.08617 
  11159.593     0.07787   0.04764 
  11160.679     0.07980   0.03550 
  11161.765     0.11628   0.03413 
  11162.851     0.09357   0.03786 
  11163.937     0.09671   0.04323 
  11165.023     0.21006   0.04303 
  11166.109     0.18802   0.04276 
  11167.195     0.12382   0.04387 
  11168.281     0.08683   0.04777 
  11169.367     0.17359   0.04673 
  11170.452     0.10105   0.04767 
  11171.538     0.06135   0.04949 
  11172.624     0.14153   0.03961 
  11173.710     0.08591   0.03570 
  11174.796     0.13956   0.03044 
  11175.882     0.07020   0.02869 
  11176.968     0.01422   0.02886 
  11178.054     0.05656   0.02940 
  11179.140     0.03668   0.03082 
  11180.226     0.08295   0.04069 
  11181.312     0.11077   0.03241 
  11182.398     0.15845   0.04041 
  11183.484     0.10806   0.03653 
  11184.570     0.07024   0.03344 
  11185.656     0.07644   0.03115 
  11186.742     0.11644   0.03390 
  11187.828     0.08254   0.03126 
  11188.914     0.12983   0.03383 
  11190.000     0.11906   0.03429 
  11191.086     0.07437   0.03223 
  11192.172    -0.01277   0.02881 
  11193.258     0.03859   0.03600 
  11194.344     0.02736   0.04591 
  11195.430     0.09356   0.02898 
  11196.516    -0.03625   0.02845 
  11197.602     0.06159   0.02870 
  11198.688    -0.01943   0.02856 
  11199.774     0.10629   0.03009 
  11200.860     0.01741   0.02779 
  11201.946     0.07839   0.02651 
  11203.032     0.05122   0.02663 
  11204.118     0.08246   0.02730 
  11205.204     0.09274   0.03088 
  11206.290     0.10902   0.03274 
  11207.376     0.21009   0.03202 
  11208.462     0.06272   0.03258 
  11209.548     0.01125   0.03482 
  11210.633    -0.05914   0.03938 
  11211.719     0.05395   0.03680 
  11212.805     0.09280   0.04418 
  11213.891     0.18891   0.05004 
  11214.977     0.01684   0.05286 
  11216.063     0.12379   0.04785 
  11217.149     0.18884   0.04093 
  11218.235     0.09613   0.02869 
  11219.321     0.07116   0.02576 
  11220.407     0.01653   0.02569 
  11221.493     0.05968   0.03060 
  11222.579     0.15657   0.02718 
  11223.665     0.22057   0.02898 
  11224.751     0.03083   0.03010 
  11225.837    -0.05426   0.04139 
  11226.923    -0.02146   0.04956 
  11228.009    -0.07249   0.05762 
  11229.095    -0.03248   0.04855 
  11230.181     0.00839   0.03900 
  11231.267     0.05952   0.03038 
  11232.353     0.11985   0.02691 
  11233.439     0.14417   0.02597 
  11234.525     0.12747   0.02559 
  11235.611     0.07693   0.02453 
  11236.697     0.09638   0.02390 
  11237.783     0.04763   0.02327 
  11238.869     0.18560   0.02333 
  11239.955     0.17618   0.02455 
