   # lambda  flux(e-/s)    stddev 
  10622.036    -0.10302   0.03761 
  10623.122     0.10672   0.03881 
  10624.208     0.06167   0.03884 
  10625.294     0.11405   0.03906 
  10626.380    -0.01124   0.04229 
  10627.466     0.01302   0.03997 
  10628.552    -0.12247   0.03979 
  10629.638    -0.00893   0.03877 
  10630.724     0.05119   0.03784 
  10631.810     0.01631   0.03581 
  10632.896    -0.12709   0.03530 
  10633.982    -0.15264   0.03516 
  10635.068    -0.09123   0.03491 
  10636.154     0.05771   0.03557 
  10637.240     0.05200   0.03927 
  10638.326     0.03391   0.03589 
  10639.412     0.06904   0.03629 
  10640.498     0.07594   0.03962 
  10641.584     0.03697   0.05420 
  10642.670    -0.13054   0.06363 
  10643.756    -0.22617   0.06438 
  10644.842    -0.16053   0.06228 
  10645.928    -0.18424   0.04850 
  10647.014    -0.03761   0.03735 
  10648.100    -0.07985   0.03596 
  10649.186    -0.04575   0.03508 
  10650.271     0.12666   0.03507 
  10651.357     0.05546   0.03708 
  10652.443     0.01805   0.04887 
  10653.529     0.08776   0.07785 
  10654.615     0.06468   0.07718 
  10655.701     0.11412   0.07690 
  10656.787     0.10060   0.06759 
  10657.873    -0.03624   0.04755 
  10658.959    -0.00479   0.03679 
  10660.045     0.08969   0.03534 
  10661.131    -0.00951   0.03580 
  10662.217    -0.07224   0.03608 
  10663.303    -0.04648   0.03687 
  10664.389     0.01647   0.03632 
  10665.475     0.07388   0.03526 
  10666.561     0.12110   0.03810 
  10667.647     0.07350   0.04177 
  10668.733     0.04239   0.04283 
  10669.819    -0.02851   0.04281 
  10670.905     0.05124   0.04759 
  10671.991     0.02360   0.03692 
  10673.077     0.08539   0.03584 
  10674.163    -0.04691   0.03539 
  10675.249    -0.07093   0.03805 
  10676.335    -0.02660   0.04131 
  10677.421    -0.03979   0.03540 
  10678.507    -0.04784   0.03549 
  10679.593     0.00988   0.04096 
  10680.679    -0.08121   0.03847 
  10681.765    -0.03346   0.03975 
  10682.851     0.04947   0.05319 
  10683.937     0.00759   0.06695 
  10685.023    -0.05190   0.06434 
  10686.109    -0.04651   0.07311 
  10687.195     0.06185   0.07934 
  10688.281     0.16053   0.09500 
  10689.367     0.36241   0.09698 
  10690.452     0.09327   0.09151 
  10691.538    -0.07806   0.08974 
  10692.624    -0.00332   0.08812 
  10693.710    -0.16580   0.08603 
  10694.796    -0.08543   0.07155 
  10695.882    -0.09874   0.06465 
  10696.968    -0.05067   0.06557 
  10698.054     0.05086   0.09375 
  10699.140    -0.10705   0.11694 
  10700.226    -0.07172   0.12809 
  10701.312    -0.03980   0.11754 
  10702.398    -0.07324   0.08226 
  10703.484     0.05941   0.06974 
  10704.570    -0.18902   0.09365 
  10705.656     0.04645   0.09392 
  10706.742    -0.08485   0.09083 
  10707.828    -0.06619   0.08472 
  10708.914    -0.00517   0.05788 
  10710.000     0.02910   0.05562 
  10711.086     0.11399   0.09757 
  10712.172    -0.04093   0.17518 
  10713.258     0.11945   0.18708 
  10714.344     0.09937   0.17857 
  10715.430    -0.01672   0.15424 
  10716.516    -0.08610   0.09696 
  10717.602    -0.07802   0.07846 
  10718.688    -0.06532   0.07377 
  10719.774    -0.03119   0.09264 
  10720.860    -0.04466   0.08009 
  10721.946     0.00747   0.11741 
  10723.032     0.19921   0.12362 
  10724.118     0.12654   0.12476 
  10725.204    -0.01594   0.10403 
  10726.290     0.09260   0.06874 
  10727.376    -0.10921   0.06359 
  10728.462    -0.07063   0.07375 
  10729.548     0.01623   0.16229 
  10730.633     0.56606   0.24365 
  10731.719     0.38424   0.24399 
  10732.805     0.05530   0.23494 
  10733.891    -0.28177   0.13670 
  10734.977    -0.16268   0.06191 
  10736.063     0.00998   0.04188 
  10737.149    -0.01110   0.04652 
  10738.235     0.04998   0.05330 
  10739.321    -0.05589   0.05337 
  10740.407    -0.04835   0.05278 
  10741.493     0.01444   0.04685 
  10742.579     0.10159   0.04654 
  10743.665     0.08296   0.07852 
  10744.751     0.01207   0.14588 
  10745.837    -0.07568   0.15506 
  10746.923    -0.15370   0.15316 
  10748.009    -0.43631   0.13571 
  10749.095     0.12395   0.06747 
  10750.181     0.51920   0.05883 
  10751.267     0.71019   0.10474 
  10752.353     0.28791   0.23249 
  10753.439     0.41773   0.25805 
  10754.525     0.85469   0.30493 
  10755.611     0.80479   0.21551 
  10756.697     0.74344   0.08033 
  10757.783     0.84011   0.04614 
  10758.869     0.79070   0.04017 
  10759.955     0.61962   0.03883 
  10761.041     0.24763   0.04438 
  10762.127     0.16010   0.04241 
  10763.213     0.04699   0.04347 
  10764.299     0.06235   0.04919 
  10765.385    -0.07368   0.05017 
  10766.471     0.21387   0.05004 
  10767.557     0.04919   0.04513 
  10768.643    -0.00806   0.03886 
  10769.729     0.06692   0.03900 
  10770.814    -0.02415   0.03905 
  10771.900    -0.09896   0.05018 
  10772.986    -0.29653   0.11030 
  10774.072     0.22778   0.15389 
  10775.158     0.19018   0.15582 
  10776.244    -0.16334   0.14833 
  10777.330     0.01598   0.08750 
  10778.416     0.03301   0.04648 
  10779.502     0.01075   0.03788 
  10780.588     0.03411   0.03773 
  10781.674    -0.01178   0.03824 
  10782.760     0.18766   0.04192 
  10783.846     0.05076   0.03936 
  10784.932     0.04695   0.03812 
  10786.018     0.09529   0.04245 
  10787.104     0.10312   0.03636 
  10788.190     0.07532   0.03712 
  10789.276     0.10644   0.03618 
  10790.362     0.08403   0.03614 
  10791.448     0.01048   0.03601 
  10792.534     0.00098   0.03693 
  10793.620     0.02019   0.04358 
  10794.706    -0.09478   0.05015 
  10795.792    -0.02959   0.05920 
  10796.878     0.03597   0.05457 
  10797.964     0.15873   0.04919 
  10799.050    -0.02899   0.04647 
  10800.136    -0.04998   0.04035 
  10801.222     0.10071   0.04194 
  10802.308    -0.05486   0.06169 
  10803.394     0.04787   0.04948 
  10804.480     0.05991   0.04999 
  10805.566     0.02625   0.04789 
  10806.652     0.00403   0.04256 
  10807.738     0.17850   0.03782 
  10808.824     0.14522   0.04355 
  10809.910     0.05811   0.03836 
  10810.995     0.03083   0.03845 
  10812.081     0.01841   0.03941 
  10813.167     0.04583   0.04296 
  10814.253    -0.04760   0.03974 
  10815.339    -0.00362   0.04007 
  10816.425     0.10449   0.03932 
  10817.511     0.06108   0.03727 
  10818.597    -0.05877   0.03905 
  10819.683     0.05761   0.03707 
  10820.769     0.05061   0.03562 
  10821.855    -0.00536   0.03548 
  10822.941     0.11366   0.03474 
  10824.027    -0.00267   0.03476 
  10825.113     0.13006   0.03558 
  10826.199     0.07077   0.03622 
  10827.285     0.10344   0.03758 
  10828.371    -0.05339   0.04689 
  10829.457     0.06816   0.06577 
  10830.543     0.29668   0.14378 
  10831.629     0.65017   0.22796 
  10832.715     0.27690   0.45805 
  10833.801     0.25349   0.43043 
  10834.887    -0.32066   0.41529 
  10835.973    -0.46425   0.34384 
  10837.059     0.03623   0.12458 
  10838.145     0.05488   0.07404 
  10839.231     0.05165   0.07887 
  10840.317    -0.11978   0.08335 
  10841.403    -0.17347   0.09643 
  10842.489    -0.14906   0.17862 
  10843.575    -0.04453   0.33749 
  10844.661    -0.60954   0.24344 
  10845.747    -0.29725   0.23551 
  10846.833    -0.13162   0.17919 
  10847.919    -0.05411   0.06867 
  10849.005    -0.03422   0.04721 
  10850.090     0.04527   0.06547 
  10851.176     0.04665   0.04101 
  10852.262     0.07434   0.04451 
  10853.348     0.02146   0.05353 
  10854.434     0.02780   0.05594 
  10855.520     0.16646   0.05734 
  10856.606     0.08946   0.07124 
  10857.692     0.15978   0.11484 
  10858.778    -0.10215   0.14508 
  10859.864    -0.10480   0.14165 
  10860.950     0.15181   0.13020 
  10862.036     0.02593   0.08205 
  10863.122    -0.06015   0.05030 
  10864.208     0.02662   0.04103 
  10865.294     0.08384   0.03793 
  10866.380     0.02690   0.03797 
  10867.466    -0.00366   0.03396 
  10868.552     0.12052   0.03379 
  10869.638     0.05089   0.03373 
  10870.724    -0.01297   0.03486 
  10871.810     0.00938   0.04380 
  10872.896     0.00751   0.06000 
  10873.982     0.13895   0.04692 
  10875.068     0.10835   0.04970 
  10876.154     0.23653   0.05837 
  10877.240     0.22792   0.07353 
  10878.326     0.11576   0.08560 
  10879.412    -0.03793   0.08718 
  10880.498     0.04136   0.07920 
  10881.584     0.05445   0.06189 
  10882.670     0.03624   0.04502 
  10883.756     0.01169   0.03745 
  10884.842     0.13938   0.04404 
  10885.928     0.03315   0.04422 
  10887.014    -0.03004   0.04679 
  10888.100    -0.05188   0.05124 
  10889.186    -0.10321   0.04781 
  10890.271    -0.02693   0.03775 
  10891.357     0.07903   0.03473 
  10892.443    -0.07218   0.03421 
  10893.529    -0.09755   0.03578 
  10894.615     0.00124   0.03915 
  10895.701    -0.07599   0.05969 
  10896.787    -0.28816   0.15943 
  10897.873     0.10862   0.19739 
  10898.959    -0.09489   0.19885 
  10900.045    -0.13959   0.19038 
  10901.131     0.23876   0.09825 
  10902.217     0.11958   0.05493 
  10903.303     0.02223   0.04986 
  10904.389     0.03392   0.04775 
  10905.475     0.07510   0.04353 
  10906.561    -0.06641   0.04041 
  10907.647     0.01769   0.03520 
  10908.733     0.05002   0.03388 
  10909.819     0.08792   0.03899 
  10910.905     0.08652   0.03905 
  10911.991     0.07785   0.03455 
  10913.077     0.14896   0.03395 
  10914.163     0.02383   0.03368 
  10915.249     0.04841   0.03428 
  10916.335     0.01612   0.04866 
  10917.421     0.03717   0.03447 
  10918.507     0.16020   0.03485 
  10919.593    -0.00130   0.03658 
  10920.679     0.00946   0.03853 
  10921.765     0.12918   0.04540 
  10922.851     0.07667   0.05881 
  10923.937    -0.16070   0.15582 
  10925.023     0.56523   0.34053 
  10926.109     0.00099   0.36185 
  10927.195     0.41731   0.35234 
  10928.281    -0.68232   0.26606 
  10929.367     0.01080   0.09813 
  10930.452    -0.03222   0.06707 
  10931.538     0.02696   0.04277 
  10932.624     0.10054   0.04033 
  10933.710     0.04192   0.03885 
  10934.796     0.09446   0.03711 
  10935.882     0.11772   0.03624 
  10936.968     0.01458   0.03587 
  10938.054     0.03943   0.03588 
  10939.140     0.03263   0.03441 
  10940.226     0.04191   0.03432 
  10941.312    -0.04694   0.03477 
  10942.398    -0.00276   0.03473 
  10943.484    -0.01871   0.03413 
  10944.570     0.03217   0.03431 
  10945.656     0.01640   0.03693 
  10946.742     0.11341   0.04246 
  10947.828     0.05468   0.04694 
  10948.914     0.03312   0.10761 
  10950.000     0.31935   0.21122 
  10951.086     0.37590   0.24823 
  10952.172    -0.34739   0.22486 
  10953.258    -0.25752   0.16565 
  10954.344     0.07809   0.06823 
  10955.430     0.00047   0.04350 
  10956.516     0.15273   0.03785 
  10957.602    -0.00974   0.03472 
  10958.688     0.01224   0.03386 
  10959.774     0.07947   0.03342 
  10960.860     0.07431   0.03391 
  10961.946     0.17706   0.03389 
  10963.032     0.00275   0.03498 
  10964.118     0.07012   0.03823 
  10965.204     0.17228   0.04071 
  10966.290     0.07981   0.04494 
  10967.376     0.05330   0.04944 
  10968.462    -0.03539   0.05366 
  10969.548     0.11865   0.06064 
  10970.633     0.03914   0.06163 
  10971.719    -0.05662   0.07126 
  10972.805     0.15430   0.16465 
  10973.891    -0.01370   0.34414 
  10974.977     0.12373   0.37740 
  10976.063    -0.05628   0.38456 
  10977.149    -0.08135   0.29439 
  10978.235     0.07990   0.12510 
  10979.321     0.05154   0.06042 
  10980.407     0.01984   0.04900 
  10981.493     0.07660   0.06459 
  10982.579    -0.00418   0.04584 
  10983.665     0.01564   0.04661 
  10984.751     0.01314   0.06276 
  10985.837     0.04297   0.06021 
  10986.923    -0.00749   0.05927 
  10988.009    -0.10360   0.05081 
  10989.095    -0.02827   0.03950 
  10990.181     0.02107   0.03611 
  10991.267     0.08157   0.03514 
  10992.353    -0.29633   0.03476 
  10993.439     0.03515   0.03462 
  10994.525     0.01658   0.03412 
  10995.611     0.03107   0.03392 
  10996.697    -0.01407   0.03357 
  10997.783     0.09069   0.03316 
  10998.869     0.04390   0.03321 
  10999.955     0.16390   0.03678 
  11001.041    -0.08515   0.03684 
  11002.127    -0.04233   0.03817 
  11003.213     0.08714   0.04071 
  11004.299     0.20340   0.04593 
  11005.385     0.22428   0.04311 
  11006.471    -0.07964   0.07547 
  11007.557    -0.47376   0.17043 
  11008.643    -0.18353   0.21091 
  11009.729     0.10841   0.21130 
  11010.814    -0.43553   0.18242 
  11011.900    -0.16815   0.10044 
  11012.986     0.07453   0.07026 
  11014.072     0.09496   0.03788 
  11015.158     0.07362   0.03633 
  11016.244    -0.02563   0.03546 
  11017.330    -0.01897   0.03412 
  11018.416     0.11321   0.03313 
  11019.502     0.05070   0.03285 
  11020.588     0.03959   0.03477 
  11021.674     0.16693       nan 
  11022.760    -0.00542   0.03610 
  11023.846    -0.06191   0.04338 
  11024.932    -0.08897   0.03950 
  11026.018    -0.04351   0.05142 
  11027.104     0.59540   0.11669 
  11028.190     0.49103   0.27071 
  11029.276     0.12155   0.31565 
  11030.362     0.58748   0.31606 
  11031.448     0.26073   0.26826 
  11032.534     0.24297   0.12277 
  11033.620     0.18750   0.09300 
  11034.706     0.02168   0.04536 
  11035.792     0.03480   0.03896 
  11036.878     0.02624   0.03939 
  11037.964    -0.03328   0.04005 
  11039.050    -0.00290   0.04458 
  11040.136     0.02885   0.05176 
  11041.222     0.01283   0.04206 
  11042.308    -0.03959   0.04544 
  11043.394    -0.04871   0.04147 
  11044.480     0.03262   0.03957 
  11045.566     0.11481   0.03880 
  11046.652    -0.01186   0.04082 
  11047.738     0.05779   0.03562 
  11048.824     0.08644   0.03462 
  11049.910     0.02565   0.03517 
  11050.995     0.07578   0.03457 
  11052.081     0.03905   0.04475 
  11053.167     0.06377   0.05857 
  11054.253     0.03419   0.06934 
  11055.339     0.08432   0.06079 
  11056.425     0.00769   0.05280 
  11057.511    -0.03006   0.04238 
  11058.597    -0.09787   0.03702 
  11059.683     0.02142   0.03603 
  11060.769    -0.08292   0.03510 
  11061.855    -0.05143   0.03782 
  11062.941    -0.04560   0.04176 
  11064.027     0.00362   0.04343 
  11065.113    -0.09916   0.04470 
  11066.199     0.01214   0.04077 
  11067.285     0.05084   0.03955 
  11068.371    -0.00813   0.04351 
  11069.457     0.03579   0.06045 
  11070.543     0.11491   0.12340 
  11071.629     0.15807   0.16016 
  11072.715     0.57823   0.17439 
  11073.801     0.01286   0.16208 
  11074.887     0.14805   0.08300 
  11075.973     0.02615   0.04325 
  11077.059     0.03913   0.04797 
  11078.145     0.03448   0.03277 
  11079.231    -0.00682   0.03258 
  11080.317    -0.03016   0.03356 
  11081.403     0.05828   0.04004 
  11082.489     0.11656   0.05345 
  11083.575     0.19178   0.05830 
  11084.661    -0.00048   0.05913 
  11085.747    -0.02952   0.05705 
  11086.833     0.11445   0.07041 
  11087.919    -0.22777   0.15295 
  11089.005    -0.49428   0.22381 
  11090.090    -0.07657   0.24601 
  11091.176    -0.04199   0.22763 
  11092.262    -0.04695   0.14157 
  11093.348     0.08575   0.07991 
  11094.434     0.00650   0.04372 
  11095.520    -0.00612   0.03452 
  11096.606     0.02210   0.03297 
  11097.692    -0.01176   0.03224 
  11098.778     0.13610   0.03246 
  11099.864     0.06231   0.03254 
  11100.950    -0.02901   0.03260 
  11102.036    -0.02650   0.03303 
  11103.122     0.01586   0.03383 
  11104.208     0.10754   0.03190 
  11105.294     0.00011   0.03198 
  11106.380    -0.05066   0.03336 
  11107.466    -0.02055   0.03456 
  11108.552    -0.00931   0.03540 
  11109.638     0.00733   0.03722 
  11110.724     0.00593   0.03544 
  11111.810    -0.03534   0.03366 
  11112.896    -0.08943   0.03280 
  11113.982    -0.02047   0.03160 
  11115.068     0.06273   0.03161 
  11116.154     0.00543   0.03393 
  11117.240     0.00459   0.03822 
  11118.326     0.09947   0.04015 
  11119.412     0.04909   0.03278 
  11120.498     0.08607   0.03308 
  11121.584     0.11817   0.03915 
  11122.670     0.10255   0.04567 
  11123.756     0.03085   0.05075 
  11124.842     0.12915   0.04582 
  11125.928     0.11527   0.03931 
  11127.014     0.05914   0.03540 
  11128.100     0.04533   0.03187 
  11129.186    -0.00530   0.03082 
  11130.271    -0.06893   0.02984 
  11131.357     0.02292   0.02950 
  11132.443     0.04507   0.02946 
  11133.529     0.04310   0.02994 
  11134.615     0.04189   0.03177 
  11135.701    -0.00871   0.03049 
  11136.787    -0.03436   0.03206 
  11137.873    -0.04458   0.04171 
  11138.959     0.01850   0.08008 
  11140.045     0.00061   0.10612 
  11141.131    -0.09252   0.10772 
  11142.217    -0.10379   0.10128 
  11143.303     0.01744   0.06447 
  11144.389    -0.05546   0.03930 
  11145.475    -0.04648   0.03433 
  11146.561    -0.00014   0.03282 
  11147.647     0.04289   0.03538 
  11148.733     0.03403   0.03514 
  11149.819    -0.05833   0.03711 
  11150.905     0.01817   0.03440 
  11151.991    -0.06836   0.03310 
  11153.077     0.01973   0.05350 
  11154.163     0.05673   0.11060 
  11155.249     0.20240   0.14046 
  11156.335     0.08453   0.13958 
  11157.421    -0.17515   0.16063 
  11158.507    -0.12061   0.08766 
  11159.593     0.12516   0.04455 
  11160.679     0.05354   0.03421 
  11161.765     0.03152   0.03339 
  11162.851     0.15191   0.03733 
  11163.937     0.09711   0.04036 
  11165.023     0.03171   0.04077 
  11166.109     0.04855   0.04166 
  11167.195     0.07218   0.04585 
  11168.281    -0.04058   0.04434 
  11169.367    -0.14864   0.04858 
  11170.452    -0.13608   0.04940 
  11171.538    -0.02898   0.04518 
  11172.624    -0.07523   0.03873 
  11173.710    -0.09839   0.03362 
  11174.796     0.03301   0.03090 
  11175.882     0.01455   0.03023 
  11176.968    -0.00774   0.02889 
  11178.054     0.04538   0.03215 
  11179.140     0.05627   0.03904 
  11180.226     0.02662   0.03372 
  11181.312     0.00145   0.03053 
  11182.398    -0.03188   0.02991 
  11183.484    -0.06274   0.03032 
  11184.570    -0.10076   0.03432 
  11185.656    -0.00451   0.03582 
  11186.742    -0.01027   0.03457 
  11187.828    -0.01533   0.03446 
  11188.914     0.03487   0.03233 
  11190.000    -0.06259   0.03000 
  11191.086     0.08478   0.02812 
  11192.172     0.01953   0.02755 
  11193.258    -0.10173       nan 
  11194.344     0.02306   0.02770 
  11195.430     0.05419   0.02974 
  11196.516     0.01968   0.03080 
  11197.602    -0.00965       nan 
  11198.688    -0.07522   0.02934 
  11199.774    -0.03549   0.03232 
  11200.860    -0.04690   0.02839 
  11201.946    -0.14211   0.02703 
  11203.032    -0.04560   0.02705 
  11204.118     0.02757   0.02688 
  11205.204    -0.04211   0.02728 
  11206.290    -0.00681   0.02971 
  11207.376     0.09843   0.03322 
  11208.462     0.07327   0.03259 
  11209.548    -0.01179   0.03411 
  11210.633     0.00645   0.03465 
  11211.719     0.05410   0.03539 
  11212.805     0.07130   0.04267 
  11213.891     0.07455   0.04989 
  11214.977     0.06257   0.05022 
  11216.063    -0.00353   0.04877 
  11217.149    -0.01953   0.04100 
  11218.235     0.11507   0.02933 
  11219.321     0.03495   0.02557 
  11220.407     0.02118   0.02854 
  11221.493     0.11784   0.02729 
  11222.579    -0.00194   0.02545 
  11223.665     0.01014   0.02558 
  11224.751    -0.00738   0.04172 
  11225.837     0.18017   0.04212 
  11226.923     0.15095   0.05129 
  11228.009     0.06237   0.06185 
  11229.095     0.06863   0.08215 
  11230.181     0.05269   0.05123 
  11231.267     0.06677   0.03353 
  11232.353     0.11997   0.02652 
  11233.439     0.09046   0.02507 
  11234.525    -0.02049   0.02502 
  11235.611     0.04296   0.02441 
  11236.697     0.11552   0.02545 
  11237.783     0.04096   0.03150 
  11238.869     0.06324   0.02824 
  11239.955     0.00339   0.02463 
