       9750.0000         -NaN         -NaN             NaN
       9751.0860      29545.6      176.087       29545.636
       9752.1719      29694.3      176.807       29694.324
       9753.2579      30737.0      179.935       30736.989
       9754.3439      31587.8      182.168       31587.820
       9755.4299      31356.5      181.842       31356.477
       9756.5158      31065.9      180.968       31065.858
       9757.6018      31324.0      181.423       31323.992
       9758.6878      31470.3      182.117       31470.329
       9759.7738      31005.2      180.479       31005.223
       9760.8597      31097.9      180.626       31097.897
       9761.9457      32148.1      183.457       32148.063
       9763.0317      33113.2      186.548       33113.216
       9764.1176      32635.0      185.290       32634.956
       9765.2036      32148.2      183.929       32148.235
       9766.2896      32487.7      184.503       32487.708
       9767.3756      33375.6      186.949       33375.550
       9768.4615      34058.1      188.716       34058.149
       9769.5475      34509.4      189.888       34509.437
       9770.6335      34746.2      190.388       34746.244
       9771.7195      35019.4      191.221       35019.399
       9772.8054      35397.7      192.482       35397.700
       9773.8914      35274.2      192.279       35274.214
       9774.9774      35173.9      191.778       35173.906
       9776.0633      35452.6      192.319       35452.601
       9777.1493      35877.8      193.515       35877.831
       9778.2353      35740.8      193.213       35740.822
       9779.3213      35848.5      193.555       35848.462
       9780.4072      35857.5      193.673       35857.549
       9781.4932      35971.3      193.969       35971.310
       9782.5792      36084.6      194.035       36084.600
       9783.6652      35752.9      193.265       35752.905
       9784.7511      35159.9      191.697       35159.915
       9785.8371      35633.2      193.004       35633.153
       9786.9231      36595.9      195.445       36595.876
       9788.0090      37007.5      196.321       37007.520
       9789.0950      37077.1      196.663       37077.134
       9790.1810      37080.8      196.513       37080.849
       9791.2670      36973.2      196.523       36973.220
       9792.3529      37261.4      197.535       37261.429
       9793.4389      37035.7      196.502       37035.654
       9794.5249      36761.0      195.626       36761.015
       9795.6109      36743.5      195.778       36743.538
       9796.6968      37398.6      197.597       37398.589
       9797.7828      38023.3      199.244       38023.320
       9798.8688      38480.9      200.548       38480.864
       9799.9548      38771.4      201.286       38771.398
       9801.0407      38366.8      200.099       38366.791
       9802.1267      37967.1      199.060       37967.124
       9803.2127      37271.4      197.221       37271.401
       9804.2986      36638.1      195.779       36638.129
       9805.3846      37612.7      198.700       37612.736
       9806.4706      38590.9      200.507       38590.889
       9807.5566      38726.8      201.041       38726.749
       9808.6425      38441.2      200.042       38441.245
       9809.7285      38488.8      200.332       38488.757
       9810.8145      39615.6      203.211       39615.619
       9811.9005      39796.0      203.974       39795.962
       9812.9864      39822.5      204.117       39822.483
       9814.0724      39722.1      203.550       39722.072
       9815.1584      38697.5      200.887       38697.547
       9816.2443      38014.7      199.237       38014.729
       9817.3303      38918.9      201.528       38918.855
       9818.4163      39802.9      203.753       39802.925
       9819.5023      39951.1      203.979       39951.123
       9820.5882      40249.5      204.701       40249.481
       9821.6742      39984.5      203.987       39984.527
       9822.7602      39895.7      203.920       39895.673
       9823.8462      40348.3      205.023       40348.271
       9824.9321      40363.1      204.925       40363.089
       9826.0181      40115.1      204.331       40115.121
       9827.1041      39892.5      204.016       39892.468
       9828.1900      39874.7      203.938       39874.658
       9829.2760      40442.8      205.107       40442.758
       9830.3620      40882.5      206.401       40882.514
       9831.4480      41015.5      206.724       41015.461
       9832.5339      40969.2      206.381       40969.204
       9833.6199      40867.2      206.343       40867.173
       9834.7059      40551.9      205.479       40551.858
       9835.7919      40987.6      206.675       40987.603
       9836.8778      41688.7      208.227       41688.739
       9837.9638      41725.2      208.315       41725.241
       9839.0498      41391.4      207.435       41391.391
       9840.1357      41601.6      207.951       41601.650
       9841.2217      41446.6      207.748       41446.639
       9842.3077      41850.9      208.511       41850.935
       9843.3937      41843.2      208.489       41843.252
       9844.4796      41484.4      207.643       41484.385
       9845.5656      41520.1      207.528       41520.099
       9846.6516      41450.2      207.683       41450.251
       9847.7376      41629.1      208.119       41629.058
       9848.8235      42094.2      209.221       42094.176
