   # lambda  flux(e-/s)    stddev 
  10202.851    -0.05397   0.04622 
  10203.937    -0.01418   0.08660 
  10205.023     0.22360   0.10430 
  10206.109     0.22851   0.10472 
  10207.195     0.21695   0.09740 
  10208.281     0.05383   0.06542 
  10209.367     0.07947   0.06681 
  10210.452     0.24805   0.09564 
  10211.538    -0.18780   0.19864 
  10212.624    -0.09747   0.22226 
  10213.710    -0.19319   0.18539 
  10214.796    -0.00062   0.19232 
  10215.882     0.18034   0.10893 
  10216.968     0.09246   0.04279 
  10218.054     0.01521   0.02997 
  10219.140     0.02422   0.03293 
  10220.226     0.08677   0.03414 
  10221.312     0.12024   0.03433 
  10222.398     0.09383   0.03640 
  10223.484     0.03204   0.03926 
  10224.570    -0.00933   0.04180 
  10225.656    -0.11226   0.05447 
  10226.742    -0.15556   0.10114 
  10227.828     0.03466   0.12738 
  10228.914     0.03183   0.12906 
  10230.000     0.02933   0.11988 
  10231.086     0.01604   0.11796 
  10232.172     0.29704   0.10487 
  10233.258    -0.01088   0.10860 
  10234.344     0.19007   0.10735 
  10235.430     0.24348   0.08291 
  10236.516     0.01972   0.04164 
  10237.602     0.05402   0.03306 
  10238.688     0.08498   0.03040 
  10239.774     0.11450   0.02748 
  10240.860     0.18307   0.02867 
  10241.946     0.10352   0.06227 
  10243.032     0.05598   0.02987 
  10244.118     0.05279   0.02920 
  10245.204     0.06282   0.02895 
  10246.290     0.04662   0.03152 
  10247.376     0.01872   0.04513 
  10248.462    -0.01582   0.02742 
  10249.548    -0.08983   0.02565 
  10250.633     0.02253   0.02559 
  10251.719     0.11761   0.02622 
  10252.805    -0.01062   0.02899 
  10253.891     0.05140   0.02827 
  10254.977     0.04247   0.03428 
  10256.063    -0.02680   0.05997 
  10257.149    -0.03730   0.03290 
  10258.235    -0.04962   0.04029 
  10259.321    -0.03377   0.03219 
  10260.407     0.00161   0.03145 
  10261.493     0.01298   0.03352 
  10262.579     0.00645   0.11307 
  10263.665     0.05825   0.03103 
  10264.751     0.00027   0.03431 
  10265.837    -0.21448   0.03571 
  10266.923    -0.11410   0.04951 
  10268.009    -0.06659   0.04146 
  10269.095     0.03318   0.03900 
  10270.181     0.03176   0.03994 
  10271.267     0.05220   0.04733 
  10272.353     0.02353   0.07739 
  10273.439    -0.01591   0.07546 
  10274.525    -0.03453   0.07497 
  10275.611    -0.11238   0.06401 
  10276.697    -0.01343   0.04133 
  10277.783     0.01399   0.03522 
  10278.869     0.07749   0.03331 
  10279.955     0.02399   0.03291 
  10281.041     0.06430   0.03371 
  10282.127     0.08150   0.03369 
  10283.213    -0.01331   0.03798 
  10284.299     0.00749   0.03968 
  10285.385    -0.12324   0.07149 
  10286.471    -0.20140   0.12558 
  10287.557    -0.17526   0.24878 
  10288.643    -0.03526   0.31786 
  10289.729    -0.24572   0.50967 
  10290.814    -0.01568   0.27892 
  10291.900     0.04300   0.12298 
  10292.986     0.14618   0.08257 
  10294.072     0.11757   0.05938 
  10295.158     0.17702   0.06389 
  10296.244     0.09726   0.09116 
  10297.330    -0.12764   0.15538 
  10298.416     0.19836   0.16671 
  10299.502    -0.23814   0.16508 
  10300.588    -0.47290   0.13008 
  10301.674    -0.04514   0.05497 
  10302.760    -0.00922       nan 
  10303.846     0.02870   0.03979 
  10304.932     0.06914   0.03871 
  10306.018    -0.00165   0.04432 
  10307.104     0.12846   0.05560 
  10308.190     0.05209   0.04502 
  10309.276     0.08837   0.05142 
  10310.362    -0.04440   0.08233 
  10311.448     0.00447   0.11377 
  10312.534    -0.17178   0.09817 
  10313.620    -0.10924   0.09032 
  10314.706     0.05042   0.05759 
  10315.792     0.06363   0.03497 
  10316.878     0.03969   0.03242 
  10317.964     0.04657   0.03292 
  10319.050    -0.08514   0.03789 
  10320.136    -0.03134   0.04170 
  10321.222    -0.04383   0.02918 
  10322.308     0.08468   0.02945 
  10323.394     0.00772   0.03181 
  10324.480     0.02321   0.03435 
  10325.566    -0.04021   0.03526 
  10326.652     0.15087   0.06004 
  10327.738     0.17495   0.04675 
  10328.824     0.31206   0.05378 
  10329.910     0.09553   0.05778 
  10330.995     0.13909   0.05577 
  10332.081     0.05219   0.05800 
  10333.167     0.02161   0.18999 
  10334.253     0.02845   0.03834 
  10335.339     0.09215   0.03284 
  10336.425     0.05588   0.03088 
  10337.511     0.10557   0.03113 
  10338.597     0.08684   0.03115 
  10339.683     0.02944   0.03351 
  10340.769     0.14710   0.05458 
  10341.855     0.08153   0.06799 
  10342.941    -0.12319   0.08328 
  10344.027    -0.02177   0.06827 
  10345.113     0.09844   0.05405 
  10346.199     0.11870   0.03916 
  10347.285     0.03804   0.05742 
  10348.371    -0.21623   0.11742 
  10349.457     0.02575   0.14200 
  10350.543     0.23618   0.14239 
  10351.629     0.13104   0.12669 
  10352.715     0.18994   0.06479 
  10353.801     0.05325   0.04740 
  10354.887     0.03187   0.06105 
  10355.973     0.04165   0.07203 
  10357.059     0.03956   0.07255 
  10358.145     0.07625   0.06684 
  10359.231     0.01591   0.04770 
  10360.317     0.09676   0.03372 
  10361.403    -0.01033   0.03138 
  10362.489     0.04891   0.03467 
  10363.575     0.04486   0.03411 
  10364.661    -0.07409   0.03229 
  10365.747     0.03150   0.03119 
  10366.833     0.07254   0.03969 
  10367.919    -0.04317   0.03202 
  10369.005    -0.00391   0.03676 
  10370.090    -0.00431   0.03407 
  10371.176     0.01576   0.03470 
  10372.262    -0.00621   0.04471 
  10373.348     0.02829   0.11514 
  10374.434    -0.07905   0.25935 
  10375.520     0.05938   0.27641 
  10376.606    -0.09102   0.24400 
  10377.692    -0.39292   0.46293 
  10378.778     0.01581   0.06201 
  10379.864    -0.05248   0.03638 
  10380.950    -0.06859   0.03336 
  10382.036     0.02251   0.03275 
  10383.122     0.04528   0.03343 
  10384.208     0.03767   0.03384 
  10385.294     0.01528   0.03473 
  10386.380     0.02652   0.03217 
  10387.466     0.05288   0.03280 
  10388.552     0.02665   0.03341 
  10389.638     0.04457   0.03296 
  10390.724     0.14240   0.03398 
  10391.810     0.04813   0.03671 
  10392.896    -0.04507   0.03438 
  10393.982     0.03538   0.03494 
  10395.068     0.07136   0.03601 
  10396.154     0.08391   0.04561 
  10397.240     0.04747   0.10368 
  10398.326     0.01020   0.15681 
  10399.412     0.18072   0.16082 
  10400.498    -0.24857   0.20861 
  10401.584     0.06481   0.13296 
  10402.670     0.03747   0.04220 
  10403.756     0.08194   0.03521 
  10404.842     0.10849   0.03586 
  10405.928     0.05519   0.03620 
  10407.014     0.09433   0.04341 
  10408.100     0.10830   0.03738 
  10409.186     0.01206   0.04200 
  10410.271     0.04293   0.04494 
  10411.357     0.03648   0.04329 
  10412.443     0.02617   0.04346 
  10413.529     0.06934   0.03993 
  10414.615     0.07184   0.03578 
  10415.701     0.13920   0.03694 
  10416.787     0.03005   0.04797 
  10417.873    -0.00788   0.32301 
  10418.959     0.46264   0.47493 
  10420.045    -0.16468   0.25642 
  10421.131    -0.19108   0.26554 
  10422.217     0.02720   0.32135 
  10423.303    -0.20707   0.22524 
  10424.389     0.05233   0.13666 
  10425.475     0.07583   0.05344 
  10426.561     0.00138   0.05472 
  10427.647     0.02798   0.04553 
  10428.733    -0.01555   0.04873 
  10429.819     0.04052   0.05465 
  10430.905    -0.05276   0.05729 
  10431.991    -0.05570   0.06531 
  10433.077     0.03805   0.05213 
  10434.163     0.18500   0.05265 
  10435.249     0.11416   0.03427 
  10436.335     0.12560   0.03221 
  10437.421     0.17882   0.03156 
  10438.507     0.09837   0.03434 
  10439.593     0.13569   0.03604 
  10440.679     0.06841   0.03297 
  10441.765    -0.00058   0.03092 
  10442.851     0.02978   0.03083 
  10443.937    -0.00275   0.03124 
  10445.023     0.04661   0.03145 
  10446.109    -0.06570   0.03928 
  10447.195     0.05875   0.04362 
  10448.281     0.07187   0.04058 
  10449.367     0.07832   0.03754 
  10450.452     0.04566   0.05175 
  10451.538    -0.00252   0.11660 
  10452.624     0.23852   0.15262 
  10453.710     0.29786   0.15363 
  10454.796     0.14718   0.17284 
  10455.882     0.02687   0.06934 
  10456.968     0.00003   0.03585 
  10458.054     0.06380   0.03232 
  10459.140     0.13556   0.03158 
  10460.226     0.09217   0.03125 
  10461.312     0.10085   0.03673 
  10462.398    -0.04403   0.03526 
  10463.484     0.04551   0.03598 
  10464.570     0.05239   0.03611 
  10465.656     0.04682   0.03382 
  10466.742     0.01269   0.03889 
  10467.828     0.09086   0.04152 
  10468.914     0.10242   0.06370 
  10470.000     0.24988   0.18718 
  10471.086     0.04299   0.23102 
  10472.172     0.25603   0.23110 
  10473.258     0.49764   0.21990 
  10474.344     0.23547   0.08822 
  10475.430     0.11394   0.04201 
  10476.516     0.07208   0.03552 
  10477.602     0.14631   0.03426 
  10478.688     0.14800   0.03369 
  10479.774     0.11483   0.03655 
  10480.860     0.19455   0.03299 
  10481.946     0.23070   0.03323 
  10483.032     0.09030   0.03523 
  10484.118     0.11972   0.03614 
  10485.204     0.19281   0.04234 
  10486.290     0.20101   0.03456 
  10487.376     0.06908   0.03784 
  10488.462     0.10695   0.04730 
  10489.548     0.06472   0.04939 
  10490.633     0.06396   0.04960 
  10491.719     0.08112   0.04429 
  10492.805     0.12441   0.03557 
  10493.891     0.22593   0.03553 
  10494.977     0.18514   0.03309 
  10496.063     0.10949   0.03348 
  10497.149     0.04685   0.03825 
  10498.235    -0.03982   0.04272 
  10499.321     0.08303   0.03923 
  10500.407     0.06508   0.04205 
  10501.493     0.07968   0.04255 
  10502.579     0.06512   0.04148 
  10503.665    -0.05860   0.03775 
  10504.751    -0.06373   0.03471 
  10505.837     0.04667   0.03590 
  10506.923     0.14173   0.03722 
  10508.009     0.09821   0.03729 
  10509.095    -0.03664   0.04773 
  10510.181     0.05545   0.09401 
  10511.267     0.11851   0.11975 
  10512.353     0.17958   0.12275 
  10513.439     0.08522   0.11373 
  10514.525    -0.02674   0.07804 
  10515.611    -0.00138   0.05257 
  10516.697     0.03046   0.05016 
  10517.783     0.06174   0.04961 
  10518.869     0.14710   0.04869 
  10519.955     0.11024   0.04210 
  10521.041     0.09205   0.03648 
  10522.127     0.11130   0.03432 
  10523.213     0.11959   0.03457 
  10524.299     0.09957   0.04333 
  10525.385     0.02033   0.09507 
  10526.471     0.00631   0.16028 
  10527.557     0.19397   0.16604 
  10528.643    -0.14770   0.16378 
  10529.729     0.09048   0.10963 
  10530.814     0.03664   0.04566 
  10531.900     0.10838   0.03367 
  10532.986    -0.03108   0.03217 
  10534.072     0.06278   0.03719 
  10535.158     0.07558   0.03262 
  10536.244     0.00541   0.03253 
  10537.330     0.01027   0.03421 
  10538.416     0.21837   0.03272 
  10539.502     0.15714   0.03440 
  10540.588     0.07090   0.03669 
  10541.674     0.05418   0.03330 
  10542.760     0.14883   0.03210 
  10543.846     0.06389   0.03156 
  10544.932     0.05521   0.03138 
  10546.018     0.02942   0.03400 
  10547.104     0.05915   0.03597 
  10548.190     0.07554   0.03442 
  10549.276    -0.02173   0.03361 
  10550.362     0.03848   0.03404 
  10551.448     0.11330   0.03423 
  10552.534    -0.01804   0.03909 
  10553.620    -0.02796   0.04052 
  10554.706     0.06061   0.04187 
  10555.792     0.14886   0.04495 
  10556.878     0.10884   0.03989 
  10557.964     0.05754   0.03520 
  10559.050    -0.02951   0.03139 
  10560.136    -0.04034   0.03302 
  10561.222     0.04296   0.03240 
  10562.308     0.13170   0.03261 
  10563.394     0.06015   0.03111 
  10564.480     0.03485   0.03086 
  10565.566     0.10571   0.03096 
  10566.652     0.03802   0.03122 
  10567.738    -0.08563   0.03105 
  10568.824    -0.01322   0.03143 
  10569.910    -0.12199   0.03198 
  10570.995     0.08510   0.03251 
  10572.081     0.07939   0.04032 
  10573.167     0.04350   0.06077 
  10574.253     0.00304   0.07918 
  10575.339     0.12213   0.08143 
  10576.425     0.19136   0.07956 
  10577.511     0.19201   0.05801 
  10578.597     0.17076   0.03613 
  10579.683     0.10268   0.03344 
  10580.769     0.09509   0.03540 
  10581.855     0.02397   0.03128 
  10582.941     0.08375   0.03115 
  10584.027     0.11423   0.03661 
  10585.113     0.00849   0.04776 
  10586.199     0.06820   0.06044 
  10587.285     0.13281   0.09637 
  10588.371     0.02320   0.10682 
  10589.457     0.13538   0.10594 
  10590.543     0.10542   0.08680 
  10591.629     0.07987   0.05010 
  10592.715     0.11298   0.03989 
  10593.801     0.18653   0.03494 
  10594.887     0.09276   0.03587 
  10595.973     0.15169   0.04640 
  10597.059     0.16711   0.03635 
  10598.145     0.05752   0.03825 
  10599.231     0.14865   0.04030 
  10600.317     0.09209   0.03995 
  10601.403     0.20785   0.04053 
  10602.489     0.12766   0.04338 
  10603.575     0.02836   0.03892 
  10604.661     0.00475   0.04009 
  10605.747     0.06895   0.04426 
  10606.833     0.06418   0.03430 
  10607.919    -0.00752   0.03445 
  10609.005     0.00839   0.03423 
  10610.090     0.01492   0.03417 
  10611.176     0.01340   0.03364 
  10612.262     0.05244   0.03412 
  10613.348     0.07896   0.03440 
  10614.434     0.11291   0.03332 
  10615.520     0.08640   0.03312 
  10616.606    -0.02187   0.03251 
  10617.692    -0.05916   0.03234 
  10618.778     0.11249   0.03251 
  10619.864     0.14566   0.03286 
  10620.950     0.01355   0.03275 
  10622.036    -0.03082   0.03294 
  10623.122     0.11180   0.03561 
  10624.208     0.07033   0.09112 
  10625.294     0.08101   0.03576 
  10626.380     0.09203   0.04112 
