       9750.0000         -NaN         -NaN             NaN
       9751.0860      57993.9      221.353       57993.906
       9752.1719      60413.2      245.323       60413.237
       9753.2579      62663.5      246.151       62663.490
       9754.3439      61755.6      246.586       61755.604
       9755.4299      61446.2      231.248       61446.173
       9756.5158      61518.4      242.985       61518.444
       9757.6018      61593.8         -NaN       61593.759
       9758.6878      59988.3      240.495       59988.260
       9759.7738      59906.5      243.993       59906.505
       9760.8597      61120.4      246.271       61120.366
       9761.9457      66092.3      255.515       66092.338
       9763.0317      65921.0      253.619       65921.020
       9764.1176      64953.2      254.933       64953.192
       9765.2036      65126.0      256.691       65126.040
       9766.2896      64713.2      248.575       64713.237
       9767.3756      66067.8      257.925       66067.834
       9768.4615      68388.1      264.759       68388.054
       9769.5475      69784.9      263.056       69784.913
       9770.6335      70595.1      265.044       70595.096
       9771.7195      71537.4      247.693       71537.439
       9772.8054      71845.5      269.193       71845.524
       9773.8914      71883.2      266.491       71883.232
       9774.9774      71915.5      278.613       71915.484
       9776.0633      71754.2      260.732       71754.170
       9777.1493      72506.9      266.946       72506.899
       9778.2353      72097.1      268.869       72097.120
       9779.3213      72441.1      273.727       72441.112
       9780.4072      72440.7      269.031       72440.664
       9781.4932      72432.8      269.555       72432.803
       9782.5792      72760.6      270.770       72760.605
       9783.6652      71272.3      257.820       71272.264
       9784.7511      72094.8      276.650       72094.769
       9785.8371      74616.9      272.236       74616.943
       9786.9231      74552.7      272.744       74552.732
       9788.0090      74673.4      273.840       74673.375
       9789.0950      75189.1      265.318       75189.146
       9790.1810      75734.0      276.181       75734.042
       9791.2670      74478.5      273.364       74478.495
       9792.3529      73175.4      271.081       73175.410
       9793.4389      72724.1      268.924       72724.090
       9794.5249      72976.1      270.956       72976.144
       9795.6109      74734.6      273.064       74734.556
       9796.6968      76315.7      276.184       76315.714
       9797.7828      76960.3      277.448       76960.305
       9798.8688      76784.2      274.677       76784.190
       9799.9548      75107.7      273.875       75107.742
       9801.0407      74226.2      273.713       74226.201
       9802.1267      73864.8      272.413       73864.795
       9803.2127      72901.4      270.570       72901.435
       9804.2986      74247.3      272.270       74247.280
       9805.3846      76237.5      275.010       76237.487
       9806.4706      78681.4      280.737       78681.394
       9807.5566      79707.2      281.817       79707.205
       9808.6425      79221.4      281.842       79221.401
       9809.7285      79205.5      281.304       79205.499
       9810.8145      79111.2      284.379       79111.217
       9811.9005      79603.0      278.997       79603.008
       9812.9864      78914.2      282.852       78914.251
       9814.0724      78492.7      296.829       78492.690
       9815.1584      78619.5      279.949       78619.539
       9816.2443      79665.8      281.688       79665.766
       9817.3303      79750.1      282.134       79750.087
       9818.4163      79798.9      281.445       79798.873
       9819.5023      80340.2      209.358       80340.181
       9820.5882      81234.2      283.473       81234.178
       9821.6742      81869.6      287.009       81869.585
       9822.7602      81204.1      286.115       81204.128
       9823.8462      80396.3      280.579       80396.343
       9824.9321      77815.9      279.241       77815.848
       9826.0181      76407.4      277.921       76407.407
       9827.1041      79263.9      281.288       79263.873
       9828.1900      80270.3      298.487       80270.290
       9829.2760      81807.8      284.270       81807.780
       9830.3620      81029.9      282.662       81029.939
       9831.4480      81318.7      287.108       81318.704
       9832.5339      81686.1      279.036       81686.136
       9833.6199      81561.8      286.850       81561.760
       9834.7059      82569.0      290.035       82569.005
       9835.7919      83515.0      640.045       83515.043
       9836.8778      82872.8      345.296       82872.753
       9837.9638      82182.7      297.302       82182.712
       9839.0498      82958.9      291.858       82958.882
       9840.1357      83348.9      288.163       83348.936
       9841.2217      83663.2      324.163       83663.199
       9842.3077      84066.4      294.808       84066.387
       9843.3937      83127.0      297.980       83127.029
       9844.4796      83239.3      286.363       83239.283
       9845.5656      83072.9      286.056       83072.871
       9846.6516      83638.3      291.634       83638.325
       9847.7376      84280.3      287.306       84280.261
       9848.8235      83800.3      291.678       83800.332
       9849.9095      83420.8      286.272       83420.811
       9850.9955      83792.9      288.862       83792.909
       9852.0814      84401.7      290.682       84401.712
       9853.1674      84099.8      289.945       84099.773
       9854.2534      84329.9      287.419       84329.918
       9855.3394      85165.0      290.764       85164.960
       9856.4253      85033.9      221.568       85033.906
       9857.5113      85047.3      292.008       85047.347
       9858.5973      84567.1      290.662       84567.140
       9859.6833      85315.0      291.016       85315.040
       9860.7692      86134.3      294.410       86134.322
       9861.8552      86246.8      293.634       86246.799
       9862.9412      85836.0      294.207       85836.047
       9864.0271      85010.0      291.263       85009.996
       9865.1131      84948.3      288.476       84948.263
       9866.1991      85669.5      296.707       85669.515
       9867.2851      86667.3      296.268       86667.318
       9868.3710      86500.3      293.499       86500.279
       9869.4570      86707.8      294.825       86707.777
       9870.5430      86078.0      428.032       86078.006
       9871.6290      86278.4      291.582       86278.401
       9872.7149      86778.4      311.868       86778.400
       9873.8009      86639.8      293.060       86639.811
       9874.8869      86632.5      282.299       86632.487
       9875.9729      86161.1      292.638       86161.122
       9877.0588      87191.8      295.940       87191.771
       9878.1448      86673.6      289.554       86673.564
       9879.2308      87539.4      295.275       87539.434
       9880.3167      89037.2      298.652       89037.207
       9881.4027      89157.5      309.380       89157.474
       9882.4887      89844.3      289.908       89844.263
       9883.5747      90170.2      303.464       90170.164
       9884.6606      90265.3      298.001       90265.285
       9885.7466      89551.4      296.837       89551.433
       9886.8326      89244.1      301.557       89244.080
       9887.9186      90344.0      293.417       90343.974
       9889.0045      90085.1      299.588       90085.073
       9890.0905      89868.4      278.842       89868.395
