       9750.0000         -NaN         -NaN             NaN
       9751.0860      22973.2      155.235       22973.238
       9752.1719      23123.5      155.812       23123.525
       9753.2579      23582.7      157.307       23582.658
       9754.3439      24348.2      159.934       24348.235
       9755.4299      24398.4      160.223       24398.351
       9756.5158      24225.1      159.647       24225.075
       9757.6018      24392.6      160.186       24392.603
       9758.6878      24294.1      159.767       24294.121
       9759.7738      24282.1      159.724       24282.058
       9760.8597      24368.0      159.900       24368.001
       9761.9457      25167.3      162.742       25167.279
       9763.0317      25822.9      164.496       25822.851
       9764.1176      25619.4      163.717       25619.358
       9765.2036      25261.5      162.869       25261.501
       9766.2896      25320.4      162.977       25320.361
       9767.3756      25953.2      164.897       25953.205
       9768.4615      26758.6      167.305       26758.600
       9769.5475      27189.3      168.666       27189.297
       9770.6335      27552.4      169.893       27552.436
       9771.7195      27660.9      170.214       27660.877
       9772.8054      27901.5      170.989       27901.486
       9773.8914      27660.1      170.197       27660.090
       9774.9774      27705.7      170.345       27705.724
       9776.0633      27757.7      170.406       27757.744
       9777.1493      27805.0      170.564       27804.999
       9778.2353      27848.3      170.719       27848.304
       9779.3213      27853.7      170.840       27853.729
       9780.4072      28000.4      171.268       28000.388
       9781.4932      28132.0      171.668       28132.037
       9782.5792      28230.7      171.853       28230.667
       9783.6652      28022.6      171.368       28022.626
       9784.7511      27735.8      170.435       27735.812
       9785.8371      28129.5      171.682       28129.543
       9786.9231      28642.1      173.163       28642.071
       9788.0090      28988.7      174.097       28988.682
       9789.0950      29062.0      174.418       29061.987
       9790.1810      29137.3      174.588       29137.270
       9791.2670      29094.3      174.597       29094.308
       9792.3529      29221.6      175.203       29221.614
       9793.4389      29074.3      174.819       29074.306
       9794.5249      28824.8      174.017       28824.752
       9795.6109      28913.9      174.135       28913.939
       9796.6968      29275.9      175.169       29275.945
       9797.7828      29696.1      176.381       29696.124
       9798.8688      29997.7      177.107       29997.702
       9799.9548      30344.5      178.165       30344.484
       9801.0407      30280.7      178.133       30280.661
       9802.1267      29820.1      176.775       29820.130
       9803.2127      29267.0      175.251       29267.035
       9804.2986      28884.5      174.201       28884.458
       9805.3846      29449.5      176.142       29449.480
       9806.4706      30183.6      177.726       30183.594
       9807.5566      30504.8      178.702       30504.788
       9808.6425      30692.9      179.183       30692.861
       9809.7285      30657.7      179.027       30657.658
       9810.8145      31292.4      180.755       31292.389
       9811.9005      31301.5      180.723       31301.489
       9812.9864      31227.0      180.665       31227.016
       9814.0724      31231.5      180.664       31231.455
       9815.1584      30681.4      179.144       30681.425
       9816.2443      29853.4      176.805       29853.415
       9817.3303      30394.3      178.152       30394.333
       9818.4163      31344.3      181.000       31344.305
       9819.5023      31452.1      181.219       31452.078
       9820.5882      31762.9      182.181       31762.942
       9821.6742      31753.8      182.132       31753.768
       9822.7602      31573.9      181.735       31573.929
       9823.8462      31960.5      182.862       31960.504
       9824.9321      31784.3      182.282       31784.331
       9826.0181      31479.3      181.353       31479.277
       9827.1041      31454.8      181.426       31454.760
       9828.1900      31344.7      181.074       31344.721
       9829.2760      31643.9      181.818       31643.906
       9830.3620      31974.9      182.735       31974.902
       9831.4480      32260.4      183.774       32260.358
       9832.5339      32393.8      184.018       32393.768
       9833.6199      32358.3      183.946       32358.280
       9834.7059      32183.3      183.444       32183.323
       9835.7919      32258.3      183.481       32258.322
       9836.8778      32633.4      184.595       32633.448
       9837.9638      32720.1      184.866       32720.054
       9839.0498      32604.7      184.480       32604.708
       9840.1357      32735.8      184.929       32735.812
       9841.2217      32447.4      184.148       32447.396
       9842.3077      32853.1      185.177       32853.085
       9843.3937      32819.4      185.011       32819.424
       9844.4796      32506.9      184.196       32506.869
       9845.5656      32710.1      184.741       32710.098
       9846.6516      32667.3      184.673       32667.346
       9847.7376      32724.9      184.662       32724.931
       9848.8235      32978.5      185.418       32978.476
       9849.9095      32956.3      185.426       32956.329
       9850.9955      33063.1      185.832       33063.082
