   # lambda  flux(e-/s)    stddev 
  10613.348     0.04454   0.03308 
  10614.434    -0.08861   0.03195 
  10615.520     0.02262   0.03122 
  10616.606     0.10227   0.03069 
  10617.692     0.01367   0.03056 
  10618.778    -0.08815   0.03196 
  10619.864     0.02938   0.03109 
  10620.950     0.02298   0.03424 
  10622.036     0.09093   0.03494 
  10623.122     0.05426   0.03204 
  10624.208    -0.01386   0.03215 
  10625.294     0.02577   0.03363 
  10626.380    -0.04149   0.03459 
  10627.466     0.05413   0.03528 
  10628.552     0.02506   0.03243 
  10629.638     0.01027   0.03324 
  10630.724     0.05647   0.03248 
  10631.810     0.02050   0.03024 
  10632.896     0.06703   0.03049 
  10633.982    -0.10619   0.02999 
  10635.068    -0.03955   0.03039 
  10636.154     0.05886   0.03021 
  10637.240     0.05387   0.02974 
  10638.326     0.14142   0.03179 
  10639.412     0.14648   0.03278 
  10640.498     0.08442   0.03486 
  10641.584    -0.00077   0.04877 
  10642.670    -0.11870   0.05729 
  10643.756    -0.14337   0.05751 
  10644.842     0.03971   0.05839 
  10645.928    -0.01377   0.04830 
  10647.014    -0.06251   0.03158 
  10648.100    -0.04605   0.02857 
  10649.186     0.03626   0.02896 
  10650.271    -0.05801   0.02922 
  10651.357    -0.06584   0.03110 
  10652.443    -0.03393   0.04419 
  10653.529     0.00117   0.06298 
  10654.615     0.10349   0.07055 
  10655.701    -0.07829   0.07149 
  10656.787     0.03167   0.06111 
  10657.873     0.05848   0.04263 
  10658.959    -0.03782   0.03353 
  10660.045     0.01761   0.02833 
  10661.131     0.03080   0.02857 
  10662.217    -0.02968   0.02892 
  10663.303    -0.08296   0.02915 
  10664.389    -0.06534   0.02851 
  10665.475    -0.01389   0.02850 
  10666.561    -0.02737   0.03080 
  10667.647     0.06838   0.03422 
  10668.733     0.07809       nan 
  10669.819    -0.08399   0.03509 
  10670.905     0.00564   0.03291 
  10671.991    -0.02907   0.02937 
  10673.077    -0.03486   0.02835 
  10674.163    -0.01640   0.02808 
  10675.249     0.02625   0.03098 
  10676.335     0.02896   0.02984 
  10677.421    -0.03827   0.03121 
  10678.507    -0.04029   0.02823 
  10679.593    -0.06335   0.03111 
  10680.679     0.04975   0.02971 
  10681.765    -0.04722   0.03412 
  10682.851     0.01366   0.03757 
  10683.937    -0.05742   0.04520 
  10685.023    -0.00836   0.05703 
  10686.109    -0.15430   0.06806 
  10687.195    -0.14948   0.08757 
  10688.281    -0.13797   0.08095 
  10689.367     0.10482   0.09571 
  10690.452    -0.11788   0.08247 
  10691.538    -0.01073   0.08072 
  10692.624     0.02164   0.07899 
  10693.710     0.10230   0.07100 
  10694.796     0.05522   0.06286 
  10695.882    -0.00237   0.05994 
  10696.968    -0.01777   0.06374 
  10698.054    -0.13642   0.10046 
  10699.140     0.03414   0.10540 
  10700.226     0.11207   0.10755 
  10701.312     0.17970   0.10619 
  10702.398     0.04535   0.07620 
  10703.484     0.05436   0.06283 
  10704.570    -0.16169   0.07961 
  10705.656    -0.12098   0.08729 
  10706.742    -0.13197   0.08802 
  10707.828     0.01341   0.07708 
  10708.914    -0.04556   0.05206 
  10710.000     0.05671   0.04462 
  10711.086     0.07030   0.08171 
  10712.172     0.13970   0.14885 
  10713.258    -0.04344   0.16121 
  10714.344     0.20400   0.16478 
  10715.430     0.25735   0.13737 
  10716.516     0.01980   0.08165 
  10717.602    -0.02718   0.06346 
  10718.688    -0.04160   0.06415 
  10719.774    -0.15012   0.07104 
  10720.860     0.01168   0.08508 
  10721.946     0.08015   0.10684 
  10723.032    -0.11102   0.11107 
  10724.118     0.05890   0.11228 
  10725.204    -0.06264   0.09676 
  10726.290     0.06006   0.06270 
  10727.376    -0.02951   0.05375 
  10728.462    -0.04535   0.07022 
  10729.548     0.00968   0.15177 
  10730.633    -0.25929   0.20730 
  10731.719    -0.02744   0.21046 
  10732.805    -0.02861   0.20427 
  10733.891    -0.07365   0.13013 
  10734.977    -0.07103   0.05025 
  10736.063     0.01226   0.03569 
  10737.149    -0.09601   0.05389 
  10738.235    -0.17654   0.06894 
  10739.321    -0.13474   0.04493 
  10740.407    -0.04482   0.04416 
  10741.493    -0.11566   0.03992 
  10742.579    -0.09298   0.04094 
  10743.665     0.18410   0.07784 
  10744.751    -0.16845   0.13372 
  10745.837    -0.21187   0.16267 
  10746.923     0.02216   0.14191 
  10748.009    -0.02731   0.11201 
  10749.095    -0.02570   0.06059 
  10750.181     0.00867   0.06896 
  10751.267    -0.04960   0.10481 
  10752.353    -0.10965   0.21034 
  10753.439    -0.14831   0.28450 
  10754.525    -0.24241   0.22804 
  10755.611    -0.30031   0.19043 
  10756.697    -0.16239   0.07740 
  10757.783    -0.03901   0.04632 
  10758.869     0.06840   0.03670 
  10759.955     0.00727   0.03125 
  10761.041    -0.02704   0.03075 
  10762.127    -0.02976   0.03327 
  10763.213    -0.03174   0.03642 
  10764.299    -0.08855   0.04088 
  10765.385    -0.14471   0.04344 
  10766.471    -0.05289   0.04239 
  10767.557    -0.08409   0.03751 
  10768.643    -0.03963   0.03213 
  10769.729     0.05144   0.03077 
  10770.814     0.03771   0.03351 
  10771.900     0.04935   0.04705 
  10772.986     0.09740   0.10482 
  10774.072    -0.03290   0.13623 
  10775.158     0.03397   0.13766 
  10776.244    -0.13375   0.13666 
  10777.330    -0.11758   0.08473 
  10778.416    -0.01477   0.03938 
  10779.502     0.05136   0.03199 
  10780.588     0.06816   0.03133 
  10781.674     0.03110   0.03092 
  10782.760     0.10526   0.03232 
  10783.846     0.11853   0.03204 
  10784.932    -0.04517   0.03126 
  10786.018    -0.03507   0.03677 
  10787.104    -0.05643   0.02947 
  10788.190     0.04410   0.02881 
  10789.276    -0.01748   0.02918 
  10790.362     0.00662   0.03040 
  10791.448    -0.00432   0.02975 
  10792.534     0.02638   0.03021 
  10793.620    -0.05386   0.03625 
  10794.706    -0.14470   0.04264 
  10795.792    -0.10912   0.04771 
  10796.878    -0.05561   0.04717 
  10797.964    -0.02738   0.04124 
  10799.050     0.01902   0.03493 
  10800.136    -0.02005   0.03038 
  10801.222     0.03053   0.07464 
  10802.308     0.06223   0.03922 
  10803.394     0.06886   0.04993 
  10804.480     0.05423   0.04225 
  10805.566     0.15688   0.04076 
  10806.652     0.03598   0.03623 
  10807.738    -0.06527   0.03285 
  10808.824    -0.02894   0.05022 
  10809.910    -0.09120   0.03090 
  10810.995    -0.06226   0.03174 
  10812.081     0.03425   0.03733 
  10813.167     0.05381   0.03239 
  10814.253    -0.00433   0.03193 
  10815.339     0.03917   0.03153 
  10816.425     0.05834   0.03091 
  10817.511     0.05154   0.03031 
  10818.597     0.02792   0.03023 
  10819.683    -0.05165   0.02962 
  10820.769    -0.06159   0.02971 
  10821.855    -0.03377   0.04059 
  10822.941    -0.02365   0.02878 
  10824.027     0.03974   0.02806 
  10825.113     0.01113   0.03155 
  10826.199    -0.06040   0.03304 
  10827.285    -0.04944   0.03147 
  10828.371    -0.05393   0.03544 
  10829.457    -0.01261   0.05914 
  10830.543    -0.05562   0.12013 
  10831.629    -0.34703   0.27132 
  10832.715    -0.36772   0.36499 
  10833.801     0.05811   0.45476 
  10834.887     0.45539   0.36206 
  10835.973     0.38520   0.30327 
  10837.059     0.26857   0.12404 
  10838.145    -0.00749   0.06942 
  10839.231     0.07713   0.06971 
  10840.317     0.03004   0.07305 
  10841.403    -0.03467   0.09042 
  10842.489     0.10142   0.16053 
  10843.575     0.06123   0.21180 
  10844.661    -0.45263   0.21387 
  10845.747     0.09337   0.20999 
  10846.833     0.03127   0.14749 
  10847.919    -0.11322   0.05516 
  10849.005    -0.11621   0.03557 
  10850.090    -0.05381   0.03181 
  10851.176     0.03747   0.03202 
  10852.262     0.09009   0.03808 
  10853.348     0.19637   0.04612 
  10854.434     0.16329   0.04832 
  10855.520     0.08859   0.14496 
  10856.606     0.07830   0.10071 
  10857.692     0.08880   0.10393 
  10858.778    -0.01384   0.12323 
  10859.864    -0.24110   0.12447 
  10860.950    -0.08531   0.11624 
  10862.036     0.11886   0.07689 
  10863.122    -0.00245   0.04280 
  10864.208     0.03969   0.04119 
  10865.294     0.04763   0.02867 
  10866.380     0.01779   0.02712 
  10867.466     0.04673   0.02790 
  10868.552     0.02044   0.02779 
  10869.638     0.04122   0.02725 
  10870.724    -0.03060   0.02862 
  10871.810    -0.13146   0.03269 
  10872.896    -0.11443   0.03673 
  10873.982    -0.12452   0.03935 
  10875.068    -0.13191   0.04309 
  10876.154    -0.10971   0.05235 
  10877.240     0.03076   0.06608 
  10878.326    -0.00722   0.07637 
  10879.412    -0.04795   0.07706 
  10880.498    -0.01123   0.07020 
  10881.584    -0.00634   0.05519 
  10882.670    -0.08703   0.03632 
  10883.756    -0.00330   0.03034 
  10884.842    -0.06405   0.03351 
  10885.928    -0.03398   0.03675 
  10887.014    -0.00303   0.03901 
  10888.100    -0.06821   0.03829 
  10889.186    -0.04509   0.03515 
  10890.271     0.07407   0.03103 
  10891.357     0.09621   0.04529 
  10892.443    -0.00721   0.02750 
  10893.529     0.00491   0.02814 
  10894.615    -0.06274   0.04243 
  10895.701    -0.17777   0.05761 
  10896.787    -0.05408   0.14242 
  10897.873    -0.08385   0.17428 
  10898.959     0.27772   0.19231 
  10900.045     0.11638   0.17197 
  10901.131    -0.04902   0.09508 
  10902.217     0.04154   0.06675 
  10903.303     0.01695   0.05940 
  10904.389     0.04847   0.04215 
  10905.475     0.05509   0.03743 
  10906.561     0.07042   0.03411 
  10907.647    -0.00516   0.02933 
  10908.733     0.01379   0.02703 
  10909.819     0.03185   0.02720 
  10910.905     0.06517   0.02775 
  10911.991     0.13035   0.02794 
  10913.077     0.08155   0.02772 
  10914.163     0.04884   0.02733 
  10915.249     0.00271   0.04970 
  10916.335    -0.02645   0.02721 
  10917.421    -0.03097   0.02736 
  10918.507     0.09912   0.03120 
  10919.593    -0.03945   0.02977 
  10920.679    -0.07829   0.03181 
  10921.765    -0.08168   0.03544 
  10922.851    -0.04309   0.05432 
  10923.937    -0.23372   0.16066 
  10925.023    -0.52914   0.29779 
  10926.109    -0.14412   0.34911 
  10927.195     0.83577   0.31805 
  10928.281     0.84077   0.26528 
  10929.367     0.20450   0.12649 
  10930.452    -0.01791   0.05910 
  10931.538    -0.05745   0.03859 
  10932.624     0.05700   0.03380 
  10933.710     0.02263   0.03287 
  10934.796    -0.05381   0.03185 
  10935.882     0.07126   0.03240 
  10936.968     0.02333   0.03027 
  10938.054     0.09401   0.02777 
  10939.140     0.04181   0.02777 
  10940.226     0.01505   0.02802 
  10941.312    -0.10395   0.02778 
  10942.398    -0.03688   0.02731 
  10943.484    -0.05539   0.02695 
  10944.570    -0.02062   0.02703 
  10945.656    -0.05146   0.03001 
  10946.742    -0.03499   0.03071 
  10947.828     0.00995   0.04082 
  10948.914    -0.08639   0.10654 
  10950.000    -0.00595   0.18957 
  10951.086    -0.09413   0.20054 
  10952.172    -0.07041   0.19865 
  10953.258     0.19054   0.15832 
  10954.344    -0.01974   0.06453 
  10955.430     0.08358   0.03750 
  10956.516     0.03478   0.03114 
  10957.602    -0.03722   0.03058 
  10958.688    -0.08411   0.02673 
  10959.774    -0.05010   0.02744 
  10960.860    -0.07404   0.02757 
  10961.946    -0.02419   0.02695 
  10963.032    -0.01689   0.02823 
  10964.118     0.06916   0.03103 
  10965.204     0.05147   0.03390 
  10966.290    -0.09522   0.03818 
  10967.376    -0.11741   0.04232 
  10968.462    -0.02019   0.05307 
  10969.548    -0.03040   0.04882 
  10970.633     0.05875   0.05026 
  10971.719    -0.03820   0.06534 
  10972.805    -0.09898   0.16337 
  10973.891     0.11833   0.30766 
  10974.977     0.66337   0.33192 
  10976.063     0.54494   0.32964 
  10977.149     0.35412   0.27220 
  10978.235     0.03424   0.11040 
  10979.321    -0.08492   0.05346 
  10980.407    -0.05807   0.04070 
  10981.493     0.06829   0.03626 
  10982.579     0.01519   0.03426 
  10983.665    -0.03729   0.03971 
  10984.751    -0.00143   0.04925 
  10985.837    -0.06145   0.05104 
  10986.923    -0.01660   0.05370 
  10988.009    -0.04759   0.04394 
  10989.095     0.03877   0.03189 
  10990.181    -0.01640   0.02777 
  10991.267    -0.12044   0.02755 
  10992.353    -0.08207   0.02743 
  10993.439    -0.07622   0.02710 
  10994.525    -0.03005   0.02676 
  10995.611     0.02901   0.02653 
  10996.697     0.02262   0.02629 
  10997.783     0.08609   0.02584 
  10998.869     0.07297   0.02692 
  10999.955     0.03262   0.02749 
  11001.041     0.05167   0.02834 
  11002.127     0.12157   0.03263 
  11003.213     0.04791   0.10620 
  11004.299     0.02251   0.03432 
  11005.385     0.02384   0.03656 
  11006.471    -0.02105   0.06820 
  11007.557    -0.06864   0.15972 
  11008.643    -0.22644   0.19087 
  11009.729    -0.18537   0.24457 
  11010.814     0.06271   0.20597 
  11011.900    -0.14868   0.29580 
  11012.986    -0.04995   0.04079 
  11014.072    -0.02089   0.03095 
  11015.158    -0.02968   0.03224 
  11016.244    -0.05178   0.02819 
  11017.330    -0.01184   0.02951 
  11018.416    -0.12870   0.02990 
  11019.502    -0.06969   0.02941 
  11020.588    -0.08172   0.02654 
  11021.674    -0.02120   0.03671 
  11022.760    -0.00873   0.03418 
  11023.846    -0.01170   0.03036 
  11024.932     0.03454   0.03980 
  11026.018    -0.04314   0.04388 
  11027.104     0.20029   0.11944 
  11028.190     0.17047   0.24685 
  11029.276     0.27236   0.30532 
  11030.362     0.01498   0.28275 
  11031.448     0.01657   0.24661 
  11032.534     0.20153   0.11511 
  11033.620     0.05995   0.04749 
  11034.706     0.08049   0.03328 
  11035.792     0.01261   0.03109 
  11036.878    -0.04482   0.03397 
  11037.964     0.02594   0.03179 
  11039.050     0.04088   0.03351 
  11040.136    -0.10144   0.03477 
  11041.222    -0.02401   0.03458 
  11042.308     0.03004   0.03676 
  11043.394     0.07246   0.03314 
  11044.480     0.00903   0.03413 
  11045.566    -0.03267   0.03163 
  11046.652    -0.02166   0.03053 
  11047.738    -0.07412   0.02743 
  11048.824     0.02772   0.02572 
  11049.910    -0.01426   0.02567 
  11050.995     0.06165   0.02761 
  11052.081     0.06222   0.03788 
  11053.167     0.11041   0.04976 
  11054.253    -0.04278   0.05118 
  11055.339    -0.03299   0.05098 
  11056.425    -0.02991   0.04470 
  11057.511     0.01401   0.03341 
  11058.597    -0.02319   0.02959 
  11059.683    -0.05267   0.02986 
  11060.769     0.01658   0.02801 
  11061.855     0.07023   0.03096 
  11062.941    -0.02914   0.03405 
  11064.027    -0.00483   0.03551 
  11065.113    -0.01961   0.03545 
  11066.199    -0.02072   0.04377 
  11067.285    -0.00877   0.03448 
  11068.371    -0.09883   0.03932 
  11069.457    -0.09440   0.06526 
  11070.543    -0.19557   0.16188 
  11071.629    -0.05908   0.14774 
  11072.715    -0.26280   0.14476 
  11073.801    -0.19378   0.14032 
  11074.887    -0.05922   0.08210 
  11075.973     0.00446   0.04019 
  11077.059    -0.00154   0.02819 
  11078.145     0.01914   0.03280 
  11079.231     0.02012   0.02978 
  11080.317    -0.03177   0.02655 
  11081.403    -0.05732   0.03575 
  11082.489     0.06936   0.04859 
  11083.575    -0.01458   0.05219 
  11084.661    -0.08997   0.06483 
  11085.747    -0.04470   0.05138 
  11086.833    -0.00301   0.06815 
  11087.919    -0.05823   0.16984 
  11089.005    -0.19204   0.20084 
  11090.090    -0.16991   0.20610 
  11091.176     0.00266   0.19712 
  11092.262    -0.15154   0.13594 
  11093.348    -0.06501   0.05522 
  11094.434     0.02835   0.03201 
  11095.520    -0.01261   0.02711 
  11096.606    -0.01584   0.02593 
  11097.692    -0.08104   0.02587 
  11098.778    -0.06674   0.02685 
  11099.864    -0.03070   0.02574 
  11100.950     0.00564   0.02564 
  11102.036    -0.06066   0.02713 
  11103.122    -0.01345   0.02567 
  11104.208     0.01769   0.02531 
  11105.294    -0.02145   0.02687 
  11106.380     0.12913   0.02811 
  11107.466     0.02580   0.02760 
  11108.552    -0.07948   0.02835 
  11109.638    -0.02134   0.02834 
  11110.724    -0.13105   0.02707 
  11111.810    -0.06322   0.02568 
  11112.896     0.02220   0.02479 
  11113.982    -0.03741   0.02410 
  11115.068    -0.02100   0.02418 
  11116.154    -0.00377   0.02535 
  11117.240     0.01818   0.02633 
  11118.326     0.09457   0.02699 
  11119.412    -0.00911   0.03119 
  11120.498     0.03335   0.02709 
  11121.584    -0.02456   0.03322 
  11122.670     0.01423   0.03904 
  11123.756    -0.02652   0.04425 
  11124.842     0.00886   0.03904 
  11125.928    -0.04714   0.03382 
  11127.014     0.01735   0.02729 
  11128.100    -0.03821   0.02564 
  11129.186    -0.10828   0.02348 
  11130.271    -0.06533   0.02232 
  11131.357    -0.03434   0.02193 
  11132.443     0.08996   0.02205 
  11133.529     0.13605   0.02292 
  11134.615    -0.11474   0.02358 
  11135.701    -0.08358   0.02507 
  11136.787    -0.01532   0.02582 
  11137.873     0.05025   0.03766 
  11138.959    -0.03966   0.08553 
  11140.045     0.16928   0.09971 
  11141.131     0.14702   0.09811 
  11142.217    -0.06412   0.09381 
  11143.303    -0.14626   0.07736 
  11144.389    -0.04504   0.03336 
  11145.475     0.00760   0.02712 
  11146.561     0.00572   0.02639 
  11147.647    -0.00400   0.02618 
  11148.733     0.05791   0.02553 
  11149.819    -0.00274   0.02455 
  11150.905     0.00937   0.02525 
  11151.991    -0.02817   0.02713 
  11153.077     0.04189   0.05155 
  11154.163     0.11786   0.10270 
  11155.249    -0.08250   0.12556 
  11156.335     0.04402   0.12676 
  11157.421    -0.08500   0.12322 
  11158.507     0.01676   0.07745 
  11159.593     0.03695   0.04126 
  11160.679     0.03578   0.02862 
  11161.765     0.02590   0.02880 
  11162.851     0.02305   0.03076 
  11163.937     0.01294   0.03284 
  11165.023    -0.04405   0.03306 
  11166.109    -0.05632   0.03415 
  11167.195     0.00037   0.03376 
  11168.281    -0.05771   0.03655 
  11169.367     0.02022   0.03982 
  11170.452     0.02074   0.04210 
  11171.538    -0.11630   0.03825 
  11172.624     0.00968   0.03219 
  11173.710    -0.02367   0.02644 
  11174.796     0.05495   0.02374 
  11175.882    -0.03728   0.02207 
  11176.968    -0.03570   0.02319 
  11178.054    -0.01021   0.02319 
  11179.140     0.07824   0.02313 
  11180.226     0.02576   0.02353 
  11181.312     0.03511   0.02388 
  11182.398    -0.01472   0.02472 
  11183.484    -0.09935   0.02359 
  11184.570     0.03097   0.02413 
  11185.656     0.03975   0.02490 
  11186.742    -0.10320   0.02445 
  11187.828    -0.02491   0.02368 
  11188.914    -0.03336   0.02334 
  11190.000    -0.09962   0.02286 
  11191.086     0.02217   0.02242 
  11192.172     0.02695   0.02147 
  11193.258    -0.01073   0.02076 
  11194.344     0.00977   0.02111 
  11195.430    -0.00455   0.02132 
  11196.516    -0.00888   0.02219 
  11197.602     0.05394   0.02250 
  11198.688    -0.01657   0.02196 
  11199.774    -0.02015   0.02283 
  11200.860    -0.00565   0.02135 
  11201.946     0.01877   0.02064 
  11203.032     0.00549   0.02053 
  11204.118     0.01213   0.02068 
  11205.204     0.05398   0.02122 
  11206.290     0.05679   0.02320 
  11207.376    -0.03839   0.02515 
  11208.462    -0.07348   0.03403 
  11209.548    -0.01983   0.03108 
  11210.633     0.06541   0.02894 
  11211.719     0.05961   0.03031 
  11212.805    -0.07109   0.03859 
  11213.891    -0.09500   0.04414 
  11214.977    -0.02423   0.04507 
  11216.063    -0.02089   0.04681 
  11217.149    -0.02085   0.03682 
  11218.235     0.01162   0.02444 
  11219.321    -0.00877   0.02045 
  11220.407     0.04242   0.02004 
  11221.493    -0.03564   0.02101 
  11222.579    -0.01636   0.02006 
  11223.665    -0.02541   0.02019 
  11224.751    -0.02577   0.02485 
  11225.837    -0.12757   0.03578 
  11226.923    -0.04757   0.04838 
  11228.009    -0.06796   0.04954 
  11229.095    -0.07753   0.04281 
  11230.181    -0.12384   0.03497 
  11231.267    -0.00819   0.02621 
  11232.353    -0.00663   0.02521 
  11233.439     0.01640   0.02146 
  11234.525    -0.03639   0.02102 
  11235.611     0.04394   0.02036 
  11236.697    -0.03227   0.02032 
  11237.783     0.08750   0.01995 
  11238.869     0.05261   0.02732 
  11239.955     0.04377   0.02162 
