       9750.0000         -NaN         -NaN             NaN
       9751.0860      24343.2      159.635       24343.187
       9752.1719      24246.9      159.246       24246.940
       9753.2579      25063.5      162.175       25063.547
       9754.3439      25660.6      163.806       25660.580
       9755.4299      25714.6      163.960       25714.647
       9756.5158      25088.1      162.024       25088.086
       9757.6018      25427.8      163.071       25427.841
       9758.6878      25839.2      164.299       25839.223
       9759.7738      25633.1      163.651       25633.064
       9760.8597      25455.3      163.208       25455.335
       9761.9457      26531.2      166.429       26531.153
       9763.0317      27271.7      168.641       27271.713
       9764.1176      27298.9      168.828       27298.888
       9765.2036      26872.4      167.524       26872.387
       9766.2896      27082.4      168.205       27082.353
       9767.3756      27805.3      170.185       27805.301
       9768.4615      28061.8      171.060       28061.846
       9769.5475      28731.7      172.818       28731.706
       9770.6335      28911.7      173.457       28911.701
       9771.7195      29118.4      174.077       29118.379
       9772.8054      29368.6      174.735       29368.619
       9773.8914      29668.8      175.666       29668.792
       9774.9774      29439.6      175.099       29439.563
       9776.0633      29453.6      175.220       29453.618
       9777.1493      29639.0      175.642       29639.035
       9778.2353      29876.9      176.375       29876.933
       9779.3213      30247.3      177.500       30247.323
       9780.4072      30154.4      177.159       30154.395
       9781.4932      28104.2      171.073       28104.217
       9782.5792      28491.4      172.341       28491.446
       9783.6652      29346.8      174.866       29346.804
       9784.7511      29899.3      176.590       29899.276
       9785.8371      30117.3      177.108       30117.254
       9786.9231      30643.6      178.606       30643.640
       9788.0090      31095.9      179.901       31095.875
       9789.0950      31225.4      180.278       31225.385
       9790.1810      31062.9      179.773       31062.872
       9791.2670      31222.0      180.458       31222.035
       9792.3529      31226.9      180.623       31226.856
       9793.4389      30867.3      179.604       30867.281
       9794.5249      30532.9      178.459       30532.936
       9795.6109      30576.0      178.558       30575.975
       9796.6968      30957.3      179.341       30957.322
       9797.7828      31890.1      182.104       31890.142
       9798.8688      32458.9      183.467       32458.949
       9799.9548      32166.0      182.695       32166.050
       9801.0407      32235.4      183.070       32235.412
       9802.1267      31906.5      182.000       31906.506
       9803.2127      31569.7      181.054       31569.719
       9804.2986      31497.3      180.968       31497.282
       9805.3846      31522.7      180.860       31522.684
       9806.4706      32231.8      183.020       32231.794
       9807.5566      32861.4      184.649       32861.405
       9808.6425      32878.2      184.617       32878.171
       9809.7285      33425.2      185.980       33425.202
       9810.8145      33020.1      185.064       33020.081
       9811.9005      33402.3      186.240       33402.312
       9812.9864      33082.7      185.355       33082.691
       9814.0724      33282.2      185.908       33282.201
       9815.1584      33108.4      185.298       33108.381
       9816.2443      33076.4      185.019       33076.430
       9817.3303      33002.5      184.973       33002.544
       9818.4163      32894.2      184.684       32894.181
       9819.5023      33189.3      185.461       33189.336
