       9750.0000          NaN      2848.99
       9751.0860      39322.1      235.095
       9752.1719      82891.0      289.678
       9753.2579      86134.7      293.988
       9754.3439      83038.7      282.858
       9755.4299      83167.2      292.498
       9756.5158      85326.9      295.135
       9757.6018      87084.0      296.419
       9758.6878      86662.8      296.130
       9759.7738      84331.8      292.964
       9760.8597      88108.5      298.350
       9761.9457      90107.2      300.843
       9763.0317      93485.4      321.266
       9764.1176      90839.3      303.638
       9765.2036      89892.3      302.135
       9766.2896      91074.5      303.941
       9767.3756      94043.7      308.355
       9768.4615      88889.1      306.747
       9769.5475      90589.1      306.285
       9770.6335      100023.      321.108
       9771.7195      100149.      318.328
       9772.8054      100867.      319.965
       9773.8914      102715.      322.652
       9774.9774      100990.      318.201
       9776.0633      101167.      318.486
       9777.1493      101408.      319.453
       9778.2353      113895.      324.725
       9779.3213      121696.      340.963
       9780.4072      141353.      338.812
       9781.4932      103596.      322.019
       9782.5792      101473.      319.979
       9783.6652      99738.5      318.092
       9784.7511      100408.      317.406
       9785.8371      104431.      323.580
       9786.9231      105180.      325.721
       9788.0090      105882.      326.969
       9789.0950      104025.      327.345
       9790.1810      106596.      327.969
       9791.2670      105880.      326.899
       9792.3529      104767.      325.829
       9793.4389      104662.      325.951
       9794.5249      101701.      322.520
       9795.6109      102164.      321.915
       9796.6968      127231.      343.615
       9797.7828      108048.      329.858
       9798.8688      112040.      330.856
       9799.9548      109594.      332.350
       9801.0407      109123.      331.480
       9802.1267      104095.      327.939
       9803.2127      104651.      327.105
       9804.2986      105474.      326.733
       9805.3846      105797.      326.711
       9806.4706      107532.      336.549
       9807.5566      112446.      336.004
       9808.6425      113325.      339.141
       9809.7285      113817.      339.561
       9810.8145      115461.      341.510
       9811.9005      115316.      340.349
       9812.9864      115594.      342.387
       9814.0724      114838.      340.476
       9815.1584      114808.      330.041
       9816.2443      105582.      334.677
       9817.3303      111786.      338.006
       9818.4163      114465.      340.102
       9819.5023      114067.      337.895
       9820.5882      116117.      340.185
       9821.6742      122287.      344.393
       9822.7602      116429.      341.815
       9823.8462      118996.      346.236
       9824.9321      116109.      339.799
       9826.0181      112992.      336.840
       9827.1041      112440.      336.499
       9828.1900      113170.      336.822
       9829.2760      115340.      339.408
       9830.3620      116144.      341.074
       9831.4480      117232.      345.575
       9832.5339      116659.      340.229
       9833.6199      115557.      341.600
       9834.7059      116730.      341.473
       9835.7919      115800.      341.399
       9836.8778      114685.      339.387
