       9750.0000  -0.00879903    0.0164871    -0.019288738     0.022346378
       9751.0860   -0.0480311    0.0164452    -0.094427166     0.022810615
       9752.1719   -0.0432761    0.0112536    -0.036273438     0.015465619
       9753.2579    0.0236016    0.0107119     0.027278650     0.014747411
       9754.3439    0.0226941    0.0110032    -0.029488187     0.015133671
       9755.4299    0.0186851    0.0111215     0.045080414     0.015222005
       9756.5158   -0.0205610    0.0100057    -0.026372553     0.013402827
       9757.6018   -0.0521462    0.0103197    -0.050535876     0.013576115
       9758.6878  -0.00663243    0.0104556     0.045788006     0.014547750
       9759.7738    0.0297783    0.0104169     0.058483222     0.014307357
       9760.8597  -0.00812531    0.0108618     0.045406063     0.014707677
       9761.9457 -0.000334691    0.0108905     0.084412043     0.015207063
       9763.0317   -0.0297323    0.0110906    -0.041377888     0.015466245
       9764.1176   -0.0504770    0.0109825    -0.044862378     0.015162889
       9765.2036    0.0564764    0.0107343     0.033265627     0.014716305
       9766.2896   -0.0297102    0.0109192   -0.0068330911     0.017589290
       9767.3756   -0.0154734    0.0108698    -0.015718179     0.015468306
       9768.4615    0.0468509    0.0108645     0.079328570     0.015080754
       9769.5475    0.0391361    0.0108088     0.031218445     0.014970799
       9770.6335   0.00693006    0.0109992     0.018816686     0.016564170
       9771.7195    0.0354020    0.0109735     0.054482846     0.059853883
       9772.8054   0.00403816    0.0103668     0.019732946     0.017630318
       9773.8914    0.0341405    0.0101752    -0.011014612     0.014145045
       9774.9774   -0.0246063    0.0103028    -0.042223655     0.014118617
       9776.0633    0.0282311   0.00949003     0.034016557     0.013550037
       9777.1493   -0.0324690    0.0103103    0.0028592883     0.014144543
       9778.2353   -0.0334984    0.0100737    -0.013573520     0.013951986
       9779.3213  -0.00316621   0.00994872    -0.024013229     0.013904787
       9780.4072    0.0351739   0.00977148     0.039947730     0.013965976
       9781.4932   -0.0112199    0.0103153     0.012873512     0.014479333
       9782.5792    0.0198582    0.0100003    -0.014556362     0.014220992
       9783.6652    0.0534268    0.0104963      0.13230345     0.014441729
       9784.7511    0.0616694    0.0102757      0.10242039     0.013999958
       9785.8371    0.0187229    0.0102312     0.057403777     0.014442935
       9786.9231    0.0119631    0.0106804     0.032397004     0.014432443
       9788.0090  -0.00729008    0.0102222     0.060350997     0.014140446
       9789.0950    0.0638996    0.0123799      0.11645035     0.017369419
       9790.1810    0.0217234    0.0204098     0.066386081     0.028274242
       9791.2670    0.0193229    0.0378970     0.025932329     0.052208048
       9792.3529   -0.0238907    0.0575005     0.026036527     0.079009691
       9793.4389    0.0130810    0.0615527     0.023432836     0.084929922
       9794.5249    0.0868357    0.0607843      0.16410810     0.083269253
       9795.6109    0.0137757    0.0553613    -0.019072226     0.076474137
       9796.6968   0.00622532    0.0317419     0.051186157     0.043557586
       9797.7828    0.0585540    0.0181728     0.079748527     0.059054653
       9798.8688   -0.0299831    0.0167985    -0.012872963     0.024336611
       9799.9548  -0.00969605    0.0252595  -0.00063924229     0.035544128
       9801.0407   0.00886598    0.0342428     0.015592408     0.057910115
       9802.1267    0.0364116    0.0346351     0.081299942     0.048145366
       9803.2127    0.0827372    0.0344013      0.11968139     0.047264044
       9804.2986  -0.00319250    0.0322510     0.028023163     0.061532438
       9805.3846  -0.00654618    0.0186260   -0.0032000525     0.053229193
       9806.4706    0.0336754    0.0125190     0.032988890     0.035765465
       9807.5566   0.00769159    0.0127983     0.031770849     0.017755266
       9808.6425  4.14247e-05    0.0146646   -0.0036050064     0.020638912
       9809.7285   -0.0368889    0.0156147    -0.077432126     0.021604992
       9810.8145   0.00240431    0.0159572    -0.020566893     0.022081047
       9811.9005   0.00289222    0.0183151     0.025481268     0.029188001
       9812.9864   0.00894630    0.0217138    0.0010825805     0.030031162
       9814.0724  -0.00374766    0.0223788    -0.024070517     0.030869579
       9815.1584  -0.00425159    0.0225892    -0.027207427     0.031037124
       9816.2443    0.0101219    0.0221450     0.020449960     0.030425694
       9817.3303    0.0466830    0.0185978     0.077946082     0.025656518
       9818.4163    0.0709370    0.0169329      0.10107787     0.023082226
       9819.5023    0.0230310    0.0167420     0.046271895     0.023231492
       9820.5882    0.0145497    0.0170976     0.018021611     0.023286620
       9821.6742  -0.00768325    0.0161021   4.5561604e-05     0.032540112
       9822.7602    0.0265588    0.0137044     0.042846184     0.019009385
       9823.8462   -0.0266957    0.0114123    -0.037508934     0.015801907
       9824.9321    0.0313229    0.0115841     0.037134988     0.015692185
       9826.0181    0.0240477    0.0109895     0.037106861     0.021781876
       9827.1041   0.00296620    0.0116162     0.021676543     0.018065234
       9828.1900    0.0105915    0.0132416     0.052024445     0.025350039
       9829.2760    0.0221237    0.0148664     0.079753423     0.020708966
       9830.3620    0.0175856    0.0162933     0.078842510     0.022259060
       9831.4480   -0.0372814    0.0166322    0.0035299535     0.022415268
       9832.5339    0.0421885    0.0155361     0.070715747     0.021359400
       9833.6199    0.0251795    0.0142936    0.0087992062     0.019507136
       9834.7059   -0.0247565    0.0121933   -0.0076228593     0.016968782
       9835.7919    0.0119120    0.0113257     0.069437329     0.015780574
       9836.8778    0.0252336    0.0114609     0.037791353     0.015833766
       9837.9638   0.00813501    0.0114543    -0.026381506     0.015612561
       9839.0498    0.0580270    0.0113704     0.052050077     0.015431147
       9840.1357    0.0144547    0.0109769    0.0075148543     0.015282274
       9841.2217    0.0399013    0.0107226     0.082810973     0.015012344
       9842.3077   -0.0155028    0.0109389    -0.072962961     0.015049608
       9843.3937    0.0565053    0.0105268     0.087463776     0.014443547
       9844.4796   -0.0471966    0.0109018    0.0028578371     0.019731814
       9845.5656    0.0484545    0.0103694     0.041202394     0.014034677
       9846.6516    0.0397322    0.0108838     0.034710187     0.014824035
       9847.7376    0.0152770    0.0143362     0.042743800     0.022148141
       9848.8235   -0.0453057    0.0233396    -0.065342432     0.031789401
       9849.9095   -0.0546609    0.0325837    -0.035353570     0.057977494
       9850.9955    0.0177784    0.0343524     0.058516827     0.047556556
       9852.0814    0.0559295    0.0340815     0.034756581     0.046908310
       9853.1674   -0.0318459    0.0306875    0.0055952611     0.042117714
       9854.2534    0.0212112    0.0167952     0.063646979     0.023202939
       9855.3394    0.0208974    0.0116509     0.018325298     0.016228106
       9856.4253    0.0198216    0.0109866     0.024933228     0.015069927
       9857.5113   0.00682060    0.0109939  -0.00085198615     0.014804996
       9858.5973   0.00925429    0.0104260     0.022288419     0.014656729
       9859.6833    0.0364163    0.0107674     0.032203715     0.023042607
       9860.7692  -0.00731222    0.0101918     0.017051394     0.014839926
       9861.8552    0.0301174    0.0105637     0.069744760     0.014469471
       9862.9412   -0.0167811    0.0105661   -0.0081986076     0.014578662
       9864.0271   0.00389152    0.0104800     0.056755730     0.016714311
       9865.1131   -0.0110533    0.0106481    -0.049186060     0.014696240
       9866.1991    0.0358995    0.0106305     0.068688945     0.014695157
       9867.2851    0.0228838    0.0101441     0.040332148     0.042220473
       9868.3710    0.0577362    0.0111036     0.074146563     0.015905732
       9869.4570    0.0238835    0.0117362     0.045779010     0.016293737
       9870.5430   0.00899195    0.0124843   -0.0068189331     0.021110961
       9871.6290    0.0321034    0.0194434      0.11461123     0.027371525
       9872.7149  -0.00527207    0.0427438    -0.034327187     0.059072690
       9873.8009    -0.212877    0.0594817     -0.19267580     0.081878698
       9874.8869    0.0261616    0.0673962     0.029128324      0.11081090
       9875.9729   -0.0345095    0.0625397     -0.15738090     0.098668268
       9877.0588    0.0714198    0.0487380     0.055707515     0.067162118
       9878.1448    0.0373265    0.0209205     0.036538983     0.029007351
       9879.2308    0.0420324    0.0135504     0.078423340     0.018697359
       9880.3167  -0.00648275    0.0121632     0.052974571     0.016503543
       9881.4027   0.00290918    0.0110382     0.029721442     0.015397374
       9882.4887   0.00601394    0.0109971    -0.011576788     0.015261090
       9883.5747   -0.0166526    0.0113550    -0.032560360     0.016077840
       9884.6606    0.0215759    0.0123920    0.0067481532     0.019804058
