       9750.0000         -NaN         -NaN             NaN
       9751.0860      22679.1      152.051       22679.061
       9752.1719      23205.5      153.555       23205.511
       9753.2579      23785.1      155.994       23785.133
       9754.3439      24452.6      158.756       24452.639
       9755.4299      24368.7      158.289       24368.686
       9756.5158      24355.6      158.383       24355.648
       9757.6018      24464.4      157.819       24464.413
       9758.6878      24391.2      157.799       24391.219
       9759.7738      24374.4      158.013       24374.360
       9760.8597      24682.4      159.299       24682.435
       9761.9457      25010.8      159.955       25010.775
       9763.0317      25595.1      161.976       25595.070
       9764.1176      25485.4      161.757       25485.360
       9765.2036      25336.5      161.630       25336.545
       9766.2896      25406.6      161.614       25406.618
       9767.3756      26022.3      163.415       26022.272
       9768.4615      26512.7      164.632       26512.721
       9769.5475      26762.8      165.854       26762.833
       9770.6335      27052.5      166.522       27052.528
       9771.7195      27523.5      168.069       27523.469
       9772.8054      27892.6      169.315       27892.590
       9773.8914      27819.9      168.855       27819.875
       9774.9774      27582.2      168.440       27582.160
       9776.0633      27812.7      167.469       27812.723
       9777.1493      27893.7      168.799       27893.708
       9778.2353      27961.2      169.354       27961.169
       9779.3213      27931.5      169.145       27931.456
       9780.4072      27972.6      169.881       27972.621
       9781.4932      28077.5      169.439       28077.529
       9782.5792      28246.3      170.167       28246.273
       9783.6652      27627.0      168.396       27627.046
       9784.7511      27498.0      167.558       27498.016
       9785.8371      28094.4      168.987       28094.395
       9786.9231      28770.3      171.527       28770.311
       9788.0090      28821.1      171.924       28821.133
       9789.0950      29046.9      172.924       29046.922
       9790.1810      29084.5      172.534       29084.548
       9791.2670      28885.0      172.354       28885.019
       9792.3529      28757.8      172.043       28757.786
       9793.4389      28730.5      172.034       28730.481
       9794.5249      28193.1      169.779       28193.135
       9795.6109      28739.0      171.993       28738.992
       9796.6968      29225.3      173.001       29225.339
       9797.7828      29631.6      174.443       29631.584
       9798.8688      29558.7      174.051       29558.731
       9799.9548      30032.9      176.148       30032.912
       9801.0407      30241.2      175.986       30241.157
       9802.1267      29628.0      174.319       29627.972
       9803.2127      28975.5      172.299       28975.539
       9804.2986      28849.8      171.890       28849.820
       9805.3846      29285.4      173.501       29285.438
       9806.4706      30295.5      176.161       30295.535
       9807.5566      30512.7      176.373       30512.683
       9808.6425      30345.1      175.648       30345.052
       9809.7285      30371.1      175.749       30371.131
       9810.8145      30922.9      177.300       30922.933
       9811.9005      30711.3      176.909       30711.337
       9812.9864      30828.0      177.472       30828.009
       9814.0724      30742.6      176.703       30742.605
       9815.1584      30284.4      174.874       30284.439
       9816.2443      29659.1      173.945       29659.125
       9817.3303      30176.3      173.656       30176.269
       9818.4163      30713.9      126.299       30713.856
       9819.5023      31129.3      177.302       31129.257
       9820.5882      31652.6      178.871       31652.586
       9821.6742      31617.6      178.396       31617.645
       9822.7602      31614.8      178.361       31614.809
       9823.8462      31765.0      179.139       31764.997
       9824.9321      31450.4      177.452       31450.375
       9826.0181      31232.7      177.315       31232.676
       9827.1041      31310.4      177.075       31310.427
       9828.1900      31199.3      175.700       31199.264
       9829.2760      31292.2      177.268       31292.163
       9830.3620      31896.5      177.458       31896.550
       9831.4480      32217.1      180.152       32217.136
       9832.5339      32384.9      176.705       32384.873
       9833.6199      32295.9      179.806       32295.870
       9834.7059      32214.4      179.539       32214.372
       9835.7919      31905.2      178.365       31905.162
       9836.8778      32387.4      181.178       32387.351
       9837.9638      32311.0      179.826       32310.990
       9839.0498      32132.1      178.773       32132.141
       9840.1357      32405.5      182.501       32405.464
       9841.2217      32246.3      179.465       32246.281
       9842.3077      32411.9      185.176       32411.915
       9843.3937      32612.6      182.155       32612.551
       9844.4796      32208.2      176.519       32208.180
       9845.5656      32465.6      179.432       32465.554
       9846.6516      32465.4      175.364       32465.366
       9847.7376      32716.2      176.203       32716.196
       9848.8235      32481.1      181.303       32481.083
       9849.9095      32388.1      179.832       32388.058
       9850.9955      32776.6      180.434       32776.589
       9852.0814      32814.2      181.083       32814.228
       9853.1674      32661.2      146.243       32661.174
       9854.2534      32608.4      181.136       32608.391
       9855.3394      32915.4      179.660       32915.435
       9856.4253      33284.6      181.386       33284.583
       9857.5113      33245.4      181.220       33245.362
       9858.5973      33323.3      184.430       33323.336
       9859.6833      33180.0      178.495       33180.018
       9860.7692      33596.8      181.774       33596.833
       9861.8552      33673.2      183.637       33673.231
       9862.9412      33793.7      185.311       33793.728
       9864.0271      33843.2      185.944       33843.208
       9865.1131      33562.6      190.410       33562.648
       9866.1991      33692.1      190.745       33692.089
       9867.2851      33553.5      183.776       33553.470
       9868.3710      33510.2      184.603       33510.201
       9869.4570      33700.0      189.231       33700.011
       9870.5430      33561.3      182.946       33561.292
       9871.6290      33847.9      183.325       33847.908
       9872.7149      33550.0      176.660       33550.044
       9873.8009      33878.4      183.768       33878.372
       9874.8869      34025.7      183.300       34025.698
       9875.9729      33778.6      184.296       33778.562
       9877.0588      34237.1      181.067       34237.141
       9878.1448      34337.2      179.653       34337.196
       9879.2308      34279.5      185.259       34279.509
       9880.3167      34505.8      184.018       34505.775
       9881.4027      34359.6      185.233       34359.613
       9882.4887      34495.2      736.675       34495.181
       9883.5747      34425.6      186.872       34425.593
       9884.6606      34839.9      180.195       34839.890
       9885.7466      34441.8      185.911       34441.766
       9886.8326      34309.7      183.894       34309.689
       9887.9186      34222.7      188.457       34222.694
       9889.0045      34942.1      187.144       34942.093
       9890.0905      34986.7      186.129       34986.699
       9891.1765      35065.7      191.789       35065.655
       9892.2624      35050.9      189.028       35050.898
       9893.3484      35007.7      162.245       35007.651
       9894.4344      34979.7      190.946       34979.672
       9895.5204      35245.9      189.181       35245.852
       9896.6063      35003.1      187.148       35003.116
       9897.6923      34731.7      186.993       34731.720
       9898.7783      35093.2      190.028       35093.168
       9899.8643      35801.6      191.065       35801.601
       9900.9502      35274.5      181.167       35274.486
       9902.0362      35419.6      184.653       35419.587
       9903.1222      35643.2      187.395       35643.167
       9904.2081      35694.9      194.549       35694.902
       9905.2941      35789.3      188.997       35789.346
       9906.3801      36208.4      189.284       36208.375
       9907.4661      36474.7      191.869       36474.685
       9908.5520      36979.5      197.352       36979.485
       9909.6380      36834.5      189.715       36834.458
       9910.7240      36988.4      189.093       36988.364
       9911.8100      36897.5      192.712       36897.488
       9912.8959      36835.2      189.815       36835.214
       9913.9819      36989.2      194.498       36989.201
       9915.0679      37205.8      191.099       37205.840
       9916.1538      37343.1      189.552       37343.129
       9917.2398      37576.0      186.342       37575.962
       9918.3258      37611.1      193.238       37611.123
       9919.4118      37848.8      194.382       37848.804
       9920.4977      37733.9      194.852       37733.851
       9921.5837      37857.7      194.955       37857.653
       9922.6697      37647.2      193.532       37647.192
       9923.7557      37250.4      193.611       37250.388
       9924.8416      37219.7      192.554       37219.723
       9925.9276      37865.1      194.497       37865.088
       9927.0136      37630.6      192.914       37630.601
       9928.0995      37567.7      193.570       37567.692
       9929.1855      37109.9      191.653       37109.884
       9930.2715      37407.5      199.760       37407.507
       9931.3575      37961.2      194.538       37961.152
       9932.4434      37930.9      180.126       37930.910
       9933.5294      37688.6      193.866       37688.599
       9934.6154      38026.9      195.811       38026.876
       9935.7014      38059.2      194.948       38059.184
       9936.7873      38206.7      195.930       38206.706
       9937.8733      38141.2      181.208       38141.222
       9938.9593      38251.0      199.101       38251.010
       9940.0452      37703.9      196.141       37703.879
       9941.1312      38125.4      182.328       38125.379
       9942.2172      38286.2      196.691       38286.237
       9943.3032      38799.1      218.040       38799.145
       9944.3891      38421.0      194.830       38421.015
       9945.4751      38626.4      196.136       38626.444
       9946.5611      38796.1      200.656       38796.100
       9947.6471      38518.8      207.405       38518.844
       9948.7330      38398.0      194.146       38398.020
       9949.8190      38465.6      196.508       38465.606
       9950.9050      38742.0      195.773       38742.020
       9951.9910      39414.3      206.724       39414.341
       9953.0769      39450.4      195.894       39450.447
       9954.1629      39808.1      202.920       39808.146
       9955.2489      39692.9      219.354       39692.914
       9956.3348      39885.3      198.361       39885.298
       9957.4208      39864.8      198.782       39864.806
       9958.5068      39885.3      199.282       39885.320
       9959.5928      39792.1      200.188       39792.092
       9960.6787      40215.6      199.686       40215.566
       9961.7647      40249.4      200.463       40249.449
       9962.8507      40389.9      204.393       40389.949
       9963.9367      40250.7      202.334       40250.709
       9965.0226      40178.0      199.837       40177.984
       9966.1086      40527.5      201.383       40527.501
       9967.1946      40891.4      204.777       40891.392
       9968.2805      40676.2      201.448       40676.183
       9969.3665      41010.4      202.811       41010.383
       9970.4525      41317.3      202.296       41317.321
       9971.5385      40882.6      219.784       40882.634
       9972.6244      40927.6         -NaN       40927.560
       9973.7104      40887.1      200.918       40887.080
       9974.7964      40854.3      199.917       40854.306
       9975.8824      40979.9      200.727       40979.921
       9976.9683      41359.4      202.304       41359.374
       9978.0543      41168.6      205.092       41168.579
       9979.1403      41050.4      202.830       41050.406
       9980.2262      40845.4      202.728       40845.356
       9981.3122      41721.9      204.371       41721.890
       9982.3982      41685.6      203.439       41685.617
       9983.4842      41704.6      205.084       41704.616
       9984.5701      41506.4      203.250       41506.375
       9985.6561      41696.8      204.739       41696.757
       9986.7421      41688.7      201.009       41688.730
       9987.8281      41619.2      203.740       41619.202
       9988.9140      41987.5      204.187       41987.451
       9990.0000      41650.6      202.368       41650.604
       9991.0860      41741.2      204.972       41741.234
       9992.1719      41324.8      201.050       41324.793
       9993.2579      41508.2      203.986       41508.223
       9994.3439      41820.4      207.940       41820.424
       9995.4299      41769.2      201.974       41769.184
       9996.5158      41948.7      205.067       41948.724
       9997.6018      41986.3      204.542       41986.332
       9998.6878      40957.5      203.200       40957.520
       9999.7738      40863.6      200.016       40863.615
       10000.860      41409.5      201.935       41409.459
       10001.946      41543.9      203.104       41543.895
       10003.032      41732.6      204.699       41732.550
       10004.118      41328.4      203.431       41328.393
       10005.204      41328.9      202.370       41328.868
       10006.290      41424.6      202.329       41424.590
       10007.376      41161.9      203.836       41161.924
       10008.462      41653.5      201.663       41653.539
       10009.548      41247.3      204.193       41247.325
       10010.633      41630.9      201.731       41630.885
       10011.719      41349.3      203.749       41349.314
       10012.805      41603.8      222.609       41603.785
       10013.891      41066.2      203.159       41066.179
       10014.977      41378.5      204.434       41378.490
       10016.063      41683.6      204.683       41683.620
       10017.149      41344.0      203.820       41344.006
       10018.235      40483.2      202.560       40483.198
       10019.321      40360.0      195.005       40359.993
       10020.407      41009.9      200.708       41009.886
       10021.493      41275.8      192.756       41275.825
       10022.579      41300.1      202.909       41300.090
       10023.665      40935.9      202.602       40935.899
       10024.751      40265.8      196.686       40265.768
       10025.837      40474.3      201.593       40474.349
       10026.923      40785.6      201.856       40785.563
       10028.009      40131.8      221.238       40131.809
       10029.095      39897.3      204.064       39897.259
       10030.181      38610.7      197.863       38610.660
       10031.267      38645.9      197.406       38645.928
       10032.353      39038.0      198.081       39038.036
       10033.439      38004.5      195.532       38004.483
       10034.525      37281.8      192.440       37281.794
       10035.611      37324.4      192.537       37324.366
       10036.697      37482.9      194.828       37482.897
       10037.783      37395.6      192.288       37395.550
       10038.869      37163.8      193.613       37163.790
       10039.955      36198.3      190.618       36198.286
       10041.041      35240.1      188.321       35240.104
       10042.127      34810.2      187.236       34810.228
       10043.213      34067.3      183.925       34067.328
       10044.299      33222.9      183.499       33222.919
       10045.385      32409.9      180.308       32409.946
       10046.471      31228.2      178.182       31228.244
       10047.557      30958.2      176.481       30958.220
       10048.643      30323.6      174.613       30323.561
       10049.729      29609.1      172.084       29609.137
       10050.814      29217.8      172.221       29217.807
       10051.900      29086.7      174.542       29086.693
       10052.986      29414.5      172.297       29414.473
       10054.072      29531.8      172.346       29531.819
       10055.158      29712.5      173.191       29712.480
       10056.244      31028.9      177.143       31028.875
       10057.330      32303.0      180.561       32303.047
       10058.416      33320.6      183.379       33320.633
       10059.502      34150.9      186.255       34150.914
       10060.588      34880.4      188.310       34880.389
       10061.674      35816.1      190.517       35816.056
       10062.760      36510.1      192.705       36510.135
       10063.846      36972.5      193.569       36972.476
       10064.932      37635.9      195.321       37635.882
       10066.018      37568.2      194.923       37568.251
       10067.104      37805.4      197.430       37805.432
       10068.190      38598.0      197.118       38597.966
       10069.276      39228.4      199.200       39228.382
       10070.362      40037.1      201.341       40037.076
       10071.448      39988.6      198.511       39988.624
       10072.534      40440.3      202.203       40440.309
       10073.620      40085.3      201.437       40085.295
       10074.706      41148.1      203.668       41148.086
       10075.792      41732.0      205.302       41732.000
       10076.878      41796.9      205.468       41796.943
       10077.964      42107.6      206.561       42107.550
       10079.050      42464.7      207.142       42464.672
       10080.136      42490.8      206.961       42490.827
       10081.222      42430.0      207.337       42430.006
       10082.308      42950.0      208.628       42950.021
       10083.394      43045.6      209.367       43045.638
       10084.480      43262.5      210.122       43262.488
       10085.566      43404.4      210.937       43404.370
       10086.652      43373.4      211.074       43373.447
       10087.738      42622.6      208.996       42622.643
       10088.824      42583.4      208.343       42583.412
       10089.910      42957.2      208.942       42957.151
       10090.995      42943.3      209.472       42943.328
       10092.081      42368.1      208.175       42368.058
       10093.167      43178.9      209.886       43178.947
       10094.253      43796.3      211.180       43796.313
       10095.339      43990.9      211.467       43990.939
       10096.425      44111.8      212.148       44111.792
       10097.511      45176.7      214.658       45176.723
       10098.597      45414.1      215.041       45414.131
       10099.683      45501.0      214.922       45500.987
       10100.769      45250.8      213.805       45250.770
       10101.855      45297.2      214.642       45297.249
       10102.941      45955.9      216.509       45955.915
       10104.027      46665.4      218.292       46665.390
       10105.113      46270.1      217.489       46270.103
       10106.199      46077.2      216.996       46077.203
       10107.285      46481.6      217.980       46481.605
       10108.371      46101.5      217.142       46101.483
       10109.457      46098.7      216.503       46098.673
       10110.543      46577.3      217.295       46577.288
       10111.629      46481.2      217.776       46481.164
       10112.715      46529.2      216.310       46529.162
       10113.801      46259.0      216.288       46259.032
       10114.887      46695.5      217.833       46695.470
       10115.973      46879.5      218.330       46879.491
       10117.059      46828.8      217.920       46828.750
       10118.145      46724.0      217.463       46724.037
       10119.231      46970.2      218.801       46970.249
       10120.317      46313.7      217.010       46313.721
       10121.403      46716.8      217.675       46716.773
       10122.489      47012.1      218.587       47012.104
       10123.575      47414.4      219.820       47414.382
       10124.661      47565.2      220.015       47565.244
       10125.747      47780.0      221.070       47779.971
       10126.833      47605.6      220.582       47605.556
       10127.919      47399.5      219.889       47399.541
       10129.005      47520.7      219.638       47520.693
       10130.090      47518.9      219.570       47518.896
       10131.176      47783.3      219.576       47783.269
       10132.262      48189.0      220.986       48189.007
       10133.348      48135.9      220.966       48135.924
       10134.434      48157.5      220.996       48157.498
       10135.520      48121.1      220.438       48121.051
       10136.606      48354.5      221.837       48354.510
       10137.692      48122.8      220.684       48122.795
       10138.778      48419.5      221.659       48419.524
       10139.864      48615.5      221.879       48615.503
       10140.950      48536.6      221.356       48536.584
       10142.036      48932.2      222.435       48932.244
       10143.122      48739.5      222.354       48739.520
       10144.208      48700.8      221.946       48700.784
       10145.294      48932.0      222.807       48932.044
       10146.380      48605.6      222.226       48605.552
       10147.466      48014.6      220.673       48014.606
       10148.552      48654.0      222.165       48654.008
       10149.638      48494.6      221.835       48494.641
       10150.724      48172.4      220.955       48172.450
       10151.810      48528.0      221.605       48528.009
       10152.896      48560.2      221.501       48560.224
       10153.982      49048.8      221.710       49048.756
       10155.068      49368.6      223.380       49368.630
       10156.154      49333.7      223.671       49333.655
       10157.240      49315.8      223.346       49315.765
       10158.326      49643.3      224.189       49643.330
       10159.412      49574.9      223.957       49574.890
       10160.498      49561.4      224.035       49561.350
       10161.584      49611.3      223.787       49611.292
       10162.670      49444.1      223.366       49444.104
       10163.756      49782.3      223.818       49782.253
       10164.842      50273.6      228.879       50273.598
       10165.928      49820.9      224.400       49820.875
       10167.014      49558.3      223.833       49558.337
       10168.100      49530.5      212.370       49530.460
       10169.186      49550.4      224.313       49550.435
       10170.271      49716.0      227.827       49716.003
       10171.357      49642.6      224.245       49642.599
       10172.443      49862.9      225.289       49862.922
       10173.529      49582.0      225.237       49581.968
       10174.615      49454.4      224.594       49454.440
       10175.701      49786.6      225.359       49786.564
       10176.787      49410.2      224.119       49410.203
       10177.873      49768.1      224.157       49768.091
       10178.959      50378.9      225.788       50378.912
       10180.045      50433.9      225.692       50433.872
       10181.131      50168.5      224.834       50168.461
       10182.217      50018.1      225.298       50018.052
       10183.303      50021.0      225.088       50021.003
       10184.389      50031.3      225.152       50031.297
       10185.475      49529.6      223.392       49529.560
       10186.561      49544.1      223.599       49544.123
       10187.647      50240.0      225.072       50240.020
       10188.733      50244.6      225.690       50244.566
       10189.819      50292.6      225.673       50292.618
       10190.905      50684.5      226.619       50684.521
       10191.991      50577.1      226.302       50577.068
       10193.077      50698.9      226.989       50698.939
       10194.163      50500.7      226.180       50500.683
       10195.249      50273.7      225.706       50273.656
       10196.335      50722.7      226.338       50722.742
       10197.421      50317.5      227.070       50317.520
       10198.507      50002.0      224.893       50002.015
       10199.593      50613.9      226.131       50613.870
       10200.679      49463.5      223.090       49463.486
       10201.765      49415.0      224.403       49414.963
       10202.851      50054.3      225.123       50054.278
       10203.937      50522.5      226.097       50522.490
       10205.023      50307.5      225.693       50307.457
       10206.109      50586.5      226.429       50586.534
       10207.195      50051.7      225.181       50051.748
       10208.281      50387.2      225.782       50387.220
       10209.367      50341.3      225.664       50341.297
       10210.452      50929.8      226.993       50929.807
       10211.538      50817.3      227.117       50817.315
       10212.624      50978.2      227.748       50978.227
       10213.710      51144.6      227.874       51144.627
       10214.796      51004.7      227.734       51004.671
       10215.882      50639.0      226.149       50638.977
       10216.968      50485.8      225.955       50485.769
       10218.054      50283.1      225.481       50283.139
       10219.140      50455.4      225.874       50455.425
       10220.226      50515.8      225.675       50515.808
       10221.312      50357.9      226.362       50357.936
       10222.398      50669.7      226.119       50669.659
       10223.484      50950.6      226.791       50950.590
       10224.570      50381.9      225.493       50381.852
       10225.656      50321.5      224.875       50321.536
       10226.742      50650.7      226.748       50650.706
       10227.828      49962.9      225.294       49962.915
       10228.914      50167.7      225.911       50167.703
       10230.000      50770.0      227.157       50769.967
       10231.086      50747.2      226.979       50747.200
       10232.172      50268.4      226.321       50268.411
       10233.258      50291.1      226.006       50291.074
       10234.344      50564.5      226.548       50564.548
       10235.430      50705.2      226.772       50705.153
       10236.516      50870.2      227.311       50870.215
       10237.602      50894.3      227.203       50894.343
       10238.688      50945.1      226.899       50945.116
       10239.774      50312.2      225.469       50312.231
       10240.860      50533.7      226.310       50533.669
       10241.946      50894.2      226.825       50894.164
       10243.032      50713.0      226.050       50712.964
       10244.118      50596.5      225.820       50596.478
       10245.204      50383.8      225.792       50383.827
       10246.290      50679.3      225.265       50679.322
       10247.376      50627.0      225.822       50627.039
       10248.462      50793.1      225.966       50793.090
       10249.548      50995.0      226.497       50994.954
       10250.633      51242.9      227.408       51242.864
       10251.719      50725.7      227.127       50725.733
       10252.805      49837.3      224.617       49837.298
       10253.891      49991.4      225.150       49991.361
       10254.977      50582.7      226.144       50582.667
       10256.063      50313.8      225.853       50313.754
       10257.149      49790.0      224.333       49789.974
       10258.235      49387.7      224.065       49387.731
