       9750.0000         -NaN         -NaN             NaN
       9751.0860      22089.0      152.277       22088.987
       9752.1719      22056.0      152.004       22055.977
       9753.2579      22574.7      153.936       22574.711
       9754.3439      23158.7      155.863       23158.733
       9755.4299      23495.4      157.045       23495.351
       9756.5158      22862.6      154.846       22862.633
       9757.6018      23211.9      156.197       23211.935
       9758.6878      23571.7      157.129       23571.700
       9759.7738      23449.2      157.005       23449.207
       9760.8597      23153.1      156.094       23153.120
       9761.9457      23978.4      158.687       23978.378
       9763.0317      24763.6      161.081       24763.586
       9764.1176      24871.4      161.233       24871.409
       9765.2036      24567.5      160.458       24567.539
       9766.2896      24580.2      160.462       24580.191
       9767.3756      25153.9      162.218       25153.868
       9768.4615      25419.1      163.206       25419.149
       9769.5475      26089.3      165.378       26089.279
       9770.6335      26257.8      165.782       26257.842
       9771.7195      26352.6      165.943       26352.603
       9772.8054      26630.7      166.927       26630.678
       9773.8914      26929.6      167.729       26929.561
       9774.9774      26832.8      167.617       26832.771
       9776.0633      26791.6      167.542       26791.611
       9777.1493      26930.5      167.613       26930.469
       9778.2353      26990.3      167.871       26990.323
       9779.3213      27303.2      169.031       27303.220
       9780.4072      27466.1      169.382       27466.129
       9781.4932      25695.3      164.192       25695.309
       9782.5792      25787.0      164.493       25786.973
       9783.6652      26523.0      166.550       26523.050
       9784.7511      26741.3      167.310       26741.312
       9785.8371      27067.3      168.216       27067.331
       9786.9231      27530.6      169.518       27530.638
       9788.0090      28090.7      171.330       28090.739
       9789.0950      28342.5      172.216       28342.498
       9790.1810      28111.5      171.365       28111.530
       9791.2670      28222.5      171.741       28222.538
       9792.3529      28370.0      172.246       28370.021
       9793.4389      27883.0      171.190       27883.014
       9794.5249      27555.7      169.967       27555.671
       9795.6109      27853.4      170.820       27853.419
       9796.6968      28326.1      172.130       28326.129
       9797.7828      29150.0      174.537       29150.001
       9798.8688      29417.4      175.361       29417.368
       9799.9548      29264.7      175.085       29264.741
       9801.0407      29318.2      174.989       29318.155
       9802.1267      28973.9      174.111       28973.947
       9803.2127      28813.6      173.688       28813.588
       9804.2986      28751.5      173.195       28751.532
       9805.3846      28790.2      173.364       28790.239
       9806.4706      29423.2      175.275       29423.241
       9807.5566      29876.0      176.259       29876.047
       9808.6425      29929.7      176.681       29929.720
       9809.7285      30449.0      178.126       30448.985
       9810.8145      30009.7      176.675       30009.727
       9811.9005      30402.8      178.055       30402.814
       9812.9864      30060.4      176.858       30060.404
       9814.0724      30374.1      177.946       30374.109
       9815.1584      30173.2      177.257       30173.235
       9816.2443      30108.2      176.865       30108.192
       9817.3303      29848.3      175.363       29848.336
       9818.4163      29905.9      176.487       29905.908
       9819.5023      30091.1      177.064       30091.101
       9820.5882      30389.2      177.912       30389.181
       9821.6742      30439.2      177.945       30439.187
       9822.7602      30555.3      178.322       30555.301
       9823.8462      30484.5      178.148       30484.470
       9824.9321      30486.8      178.172       30486.809
       9826.0181      30106.2      177.069       30106.219
       9827.1041      30147.3      177.152       30147.253
       9828.1900      29802.6      176.531       29802.642
       9829.2760      30531.5      178.587       30531.529
       9830.3620      30842.8      179.345       30842.772
       9831.4480      31109.7      180.034       31109.682
       9832.5339      30865.2      179.204       30865.165
       9833.6199      31084.9      179.866       31084.925
       9834.7059      31199.5      180.163       31199.462
       9835.7919      31300.9      180.464       31300.854
       9836.8778      31128.1      179.944       31128.068
       9837.9638      31391.6      180.723       31391.578
       9839.0498      31595.3      181.139       31595.318
       9840.1357      31787.8      181.792       31787.811
       9841.2217      31197.3      180.224       31197.275
       9842.3077      31622.5      181.497       31622.540
       9843.3937      31628.4      181.431       31628.411
       9844.4796      31931.6      182.274       31931.577
       9845.5656      31370.0      180.678       31370.044
       9846.6516      30958.5      179.651       30958.549
       9847.7376      31457.4      180.994       31457.370
       9848.8235      31305.6      180.458       31305.626
       9849.9095      30752.4      178.889       30752.393
       9850.9955      31586.6      181.562       31586.623
       9852.0814      32060.3      182.747       32060.297
       9853.1674      32013.0      182.423       32013.005
       9854.2534      32484.6      183.581       32484.619
       9855.3394      32372.2      183.538       32372.203
       9856.4253      32116.0      182.642       32116.048
       9857.5113      31790.4      181.895       31790.433
       9858.5973      32169.9      182.954       32169.901
       9859.6833      32035.8      182.558       32035.843
       9860.7692      32316.3      183.295       32316.339
       9861.8552      32392.9      183.540       32392.906
       9862.9412      32820.9      184.715       32820.925
       9864.0271      32159.4      182.894       32159.440
       9865.1131      32450.9      183.671       32450.878
       9866.1991      32429.0      183.721       32428.972
       9867.2851      32695.5      184.235       32695.469
       9868.3710      32991.4      185.141       32991.385
       9869.4570      32466.4      183.696       32466.376
       9870.5430      32869.1      184.872       32869.088
       9871.6290      32986.7      185.217       32986.699
       9872.7149      32897.2      185.027       32897.187
       9873.8009      32980.5      185.434       32980.461
       9874.8869      33072.9      185.807       33072.861
       9875.9729      33561.3      187.059       33561.324
       9877.0588      33492.2      186.637       33492.247
       9878.1448      32331.0      183.516       32330.969
       9879.2308      33041.4      185.310       33041.364
       9880.3167      33668.4      186.960       33668.382
       9881.4027      33632.6      186.917       33632.580
       9882.4887      33620.8      186.902       33620.757
       9883.5747      33571.1      186.874       33571.129
       9884.6606      33588.3      186.839       33588.307
       9885.7466      33795.4      187.380       33795.428
       9886.8326      33729.2      187.242       33729.151
       9887.9186      33818.1      187.635       33818.073
       9889.0045      33925.7      187.664       33925.739
       9890.0905      33949.2      187.774       33949.200
       9891.1765      33790.6      187.432       33790.584
       9892.2624      33828.1      187.513       33828.137
       9893.3484      34091.4      188.445       34091.414
       9894.4344      34344.4      188.993       34344.400
       9895.5204      34228.0      188.660       34228.008
       9896.6063      34291.5      188.835       34291.527
       9897.6923      34527.6      189.442       34527.597
       9898.7783      34267.7      188.581       34267.681
       9899.8643      33700.5      187.159       33700.455
       9900.9502      34282.4      188.598       34282.404
       9902.0362      34930.1      190.393       34930.139
       9903.1222      35192.3      191.213       35192.341
       9904.2081      34945.9      190.425       34945.866
       9905.2941      35391.2      191.575       35391.238
       9906.3801      35014.8      190.533       35014.797
       9907.4661      35660.9      192.311       35660.916
       9908.5520      35830.9      192.460       35830.881
       9909.6380      35259.8      191.150       35259.814
       9910.7240      34964.3      190.306       34964.266
       9911.8100      35883.8      192.726       35883.762
       9912.8959      36376.7      194.131       36376.688
       9913.9819      36231.9      193.781       36231.944
       9915.0679      36125.8      193.480       36125.762
       9916.1538      36429.1      194.544       36429.100
       9917.2398      36414.8      194.693       36414.849
       9918.3258      36055.0      193.548       36055.037
       9919.4118      36129.6      193.692       36129.603
       9920.4977      36678.0      194.956       36678.034
       9921.5837      36796.5      195.153       36796.476
       9922.6697      36583.4      194.687       36583.403
       9923.7557      36373.8      194.250       36373.829
       9924.8416      36671.3      194.852       36671.312
       9925.9276      36861.6      195.346       36861.563
       9927.0136      36729.9      194.983       36729.922
       9928.0995      36570.0      194.536       36570.046
       9929.1855      36353.1      194.192       36353.097
       9930.2715      37097.6      196.184       37097.638
       9931.3575      37164.1      196.198       37164.118
       9932.4434      37541.7      197.170       37541.724
       9933.5294      37111.3      196.083       37111.283
       9934.6154      37497.8      197.160       37497.752
       9935.7014      37806.3      197.762       37806.339
       9936.7873      37728.7      197.609       37728.738
       9937.8733      38098.0      198.594       38097.994
       9938.9593      38089.4      198.559       38089.359
       9940.0452      37857.7      197.869       37857.674
       9941.1312      37869.7      197.927       37869.697
       9942.2172      38195.6      198.972       38195.616
       9943.3032      38483.2      199.917       38483.244
       9944.3891      38568.6      200.113       38568.577
       9945.4751      38670.9      200.433       38670.905
       9946.5611      38994.9      201.262       38994.882
       9947.6471      38792.0      200.893       38791.989
       9948.7330      38894.9      201.042       38894.884
       9949.8190      39113.5      201.489       39113.465
       9950.9050      39120.0      201.306       39119.961
       9951.9910      39143.4      201.191       39143.378
       9953.0769      39232.0      201.405       39232.037
       9954.1629      39308.9      201.567       39308.896
       9955.2489      39588.4      202.357       39588.421
       9956.3348      39595.8      202.219       39595.809
       9957.4208      39478.4      202.050       39478.434
       9958.5068      39554.3      202.427       39554.296
       9959.5928      39759.6      203.023       39759.573
       9960.6787      39777.2      203.123       39777.212
       9961.7647      39596.5      202.311       39596.515
       9962.8507      39622.5      202.446       39622.471
       9963.9367      39240.0      201.651       39240.004
       9965.0226      39463.0      202.240       39463.011
       9966.1086      40181.5      204.090       40181.545
       9967.1946      40131.4      203.800       40131.363
       9968.2805      40323.6      204.205       40323.605
       9969.3665      40465.6      204.244       40465.564
       9970.4525      40591.2      204.621       40591.175
       9971.5385      40463.6      204.273       40463.617
       9972.6244      40562.8      204.677       40562.769
       9973.7104      40908.9      205.698       40908.942
       9974.7964      40979.4      205.710       40979.448
       9975.8824      40786.5      205.296       40786.493
       9976.9683      40735.3      205.321       40735.316
       9978.0543      40922.8      205.716       40922.826
       9979.1403      41261.4      206.413       41261.364
       9980.2262      41274.5      206.462       41274.453
       9981.3122      41220.1      206.482       41220.063
       9982.3982      40947.8      205.613       40947.793
       9983.4842      41317.5      206.644       41317.517
       9984.5701      41275.7      206.671       41275.663
       9985.6561      41490.5      206.991       41490.478
       9986.7421      41512.2      207.118       41512.235
       9987.8281      41219.4      206.385       41219.411
       9988.9140      41639.0      207.422       41638.957
       9990.0000      41606.3      207.392       41606.339
       9991.0860      41438.0      206.987       41437.958
       9992.1719      41152.3      206.297       41152.346
       9993.2579      40647.1      205.203       40647.068
       9994.3439      40898.7      205.758       40898.701
       9995.4299      41338.8      206.713       41338.759
       9996.5158      41309.6      206.503       41309.568
       9997.6018      41354.8      206.640       41354.841
       9998.6878      41276.9      206.505       41276.908
       9999.7738      41161.4      206.288       41161.413
       10000.860      41271.3      206.625       41271.299
       10001.946      41143.5      206.148       41143.538
       10003.032      40857.8      205.494       40857.846
       10004.118      40966.1      205.816       40966.073
       10005.204      41265.3      206.542       41265.268
       10006.290      41066.0      205.973       41065.962
       10007.376      40889.9      205.567       40889.860
       10008.462      40861.3      205.488       40861.310
       10009.548      41141.4      206.176       41141.392
       10010.633      40799.3      205.434       40799.328
       10011.719      40777.9      205.469       40777.895
       10012.805      40960.2      205.935       40960.202
       10013.891      40622.2      205.500       40622.153
       10014.977      40299.7      204.877       40299.675
