       9750.0000         -NaN         -NaN             NaN
       9751.0860      29416.1      173.228       29416.123
       9752.1719      29453.1      173.304       29453.065
       9753.2579      30651.7      177.722       30651.736
       9754.3439      31198.6      179.084       31198.581
       9755.4299      30815.6      177.985       30815.598
       9756.5158      30472.3      176.815       30472.337
       9757.6018      31226.6      179.358       31226.614
       9758.6878      31425.5      179.523       31425.490
       9759.7738      31090.6      178.667       31090.592
       9760.8597      31395.2      179.688       31395.187
       9761.9457      32630.1      182.878       32630.068
       9763.0317      33470.9      185.312       33470.866
       9764.1176      32900.5      184.003       32900.531
       9765.2036      32396.6      182.711       32396.573
       9766.2896      32771.8      184.225       32771.756
       9767.3756      33601.5      186.276       33601.480
       9768.4615      34242.9      187.719       34242.850
       9769.5475      34478.4      187.689       34478.411
       9770.6335      34575.9      187.756       34575.931
       9771.7195      34793.5      188.968       34793.503
       9772.8054      35344.1      190.973       35344.053
       9773.8914      35267.2      190.330       35267.228
       9774.9774      35164.4      190.247       35164.376
       9776.0633      35584.6      191.776       35584.579
       9777.1493      35550.5      191.362       35550.465
       9778.2353      35706.9      191.640       35706.851
       9779.3213      35687.4      192.187       35687.386
       9780.4072      35921.1      192.419       35921.092
       9781.4932      35878.5      192.214       35878.525
       9782.5792      36288.5      193.263       36288.453
       9783.6652      35831.0      192.246       35831.008
       9784.7511      35373.2      190.910       35373.207
       9785.8371      36396.2      193.690       36396.216
       9786.9231      37264.9      195.591       37264.930
       9788.0090      37455.9      196.113       37455.929
       9789.0950      37511.1      196.119       37511.081
       9790.1810      37239.1      195.736       37239.103
       9791.2670      37299.4      196.057       37299.390
       9792.3529      37718.9      197.223       37718.885
       9793.4389      37465.1      195.995       37465.079
       9794.5249      36687.3      194.410       36687.277
       9795.6109      36720.6      194.438       36720.552
       9796.6968      37449.6      196.110       37449.605
       9797.7828      38208.4      197.738       38208.364
       9798.8688      38209.9      198.027       38209.870
       9799.9548      38757.3      199.735       38757.279
       9801.0407      38565.7      198.845       38565.730
       9802.1267      38151.0      198.124       38151.006
       9803.2127      37228.4      195.803       37228.355
       9804.2986      35857.8      191.843       35857.802
       9805.3846      37022.4      195.326       37022.395
       9806.4706      38602.9      198.777       38602.873
       9807.5566      38818.9      199.569       38818.873
       9808.6425      38730.4      198.913       38730.396
       9809.7285      38506.2      198.412       38506.157
       9810.8145      39428.1      200.555       39428.130
       9811.9005      39489.3      200.770       39489.281
       9812.9864      39672.5      200.941       39672.517
       9814.0724      39762.8      201.379       39762.788
       9815.1584      39003.7      199.207       39003.704
       9816.2443      38422.7      197.906       38422.695
       9817.3303      39345.7      199.957       39345.735
       9818.4163      39637.6      200.839       39637.650
       9819.5023      39714.1      200.835       39714.125
       9820.5882      40149.9      202.024       40149.934
       9821.6742      40214.8      201.749       40214.784
       9822.7602      40098.8      202.136       40098.828
       9823.8462      39932.7      201.291       39932.713
       9824.9321      39941.4      201.076       39941.401
       9826.0181      39953.1      201.097       39953.059
       9827.1041      39610.4      200.555       39610.381
       9828.1900      39640.6      200.297       39640.650
       9829.2760      40089.7      200.800       40089.682
       9830.3620      40608.0      201.710       40608.013
       9831.4480      40902.6      203.232       40902.606
       9832.5339      40894.4      202.845       40894.398
       9833.6199      40266.7      201.374       40266.665
       9834.7059      40337.1      196.543       40337.139
       9835.7919      40861.1      204.590       40861.140
       9836.8778      41707.9      205.763       41707.904
       9837.9638      41618.0      205.523       41618.008
       9839.0498      41445.4      205.089       41445.383
       9840.1357      41937.2      205.344       41937.184
       9841.2217      41657.5      204.661       41657.524
       9842.3077      41661.5      203.672       41661.480
       9843.3937      41430.2      203.420       41430.159
       9844.4796      41076.9      203.119       41076.898
       9845.5656      41233.1      204.187       41233.126
       9846.6516      41318.7      202.593       41318.713
       9847.7376      41280.2      204.983       41280.188
       9848.8235      41531.1      204.357       41531.116
       9849.9095      41635.5      203.958       41635.530
       9850.9955      41777.7      205.381       41777.676
       9852.0814      41752.8      205.715       41752.819
       9853.1674      41604.9      204.307       41604.898
       9854.2534      41786.9      205.994       41786.948
       9855.3394      42326.8      205.221       42326.786
       9856.4253      42354.9      205.383       42354.864
       9857.5113      42450.3      260.212       42450.305
       9858.5973      42275.5      206.742       42275.497
       9859.6833      41675.8      203.639       41675.787
       9860.7692      42583.3      206.700       42583.257
       9861.8552      43021.9      206.865       43021.881
       9862.9412      43452.6      208.146       43452.555
       9864.0271      43312.5      209.433       43312.537
       9865.1131      43186.5      208.392       43186.454
       9866.1991      43194.8      208.226       43194.810
       9867.2851      43134.8      214.941       43134.837
       9868.3710      42976.0      208.077       42976.043
       9869.4570      43181.1      201.175       43181.086
       9870.5430      43070.0      208.404       43070.001
       9871.6290      43601.7      208.757       43601.702
       9872.7149      42912.8      207.111       42912.780
       9873.8009      43216.1      207.679       43216.078
       9874.8869      43616.6      209.504       43616.557
       9875.9729      43171.4      209.489       43171.379
       9877.0588      43518.8      210.463       43518.830
       9878.1448      43563.9      209.264       43563.851
       9879.2308      43862.1      211.435       43862.090
       9880.3167      44427.2      212.035       44427.222
       9881.4027      44115.6      212.055       44115.554
       9882.4887      44332.6      210.928       44332.574
       9883.5747      44236.7      210.971       44236.680
       9884.6606      44953.7      209.567       44953.721
       9885.7466      44412.2      210.106       44412.152
       9886.8326      44355.1      209.262       44355.128
       9887.9186      44307.1      212.585       44307.138
       9889.0045      44718.9      215.891       44718.927
       9890.0905      44861.3      260.514       44861.285
       9891.1765      44441.3      210.907       44441.311
       9892.2624      44622.7      210.742       44622.742
       9893.3484      44933.8      209.958       44933.829
       9894.4344      45070.1      218.883       45070.135
       9895.5204      45521.0      221.967       45521.005
       9896.6063      44975.6      218.777       44975.583
       9897.6923      45009.5      214.912       45009.454
       9898.7783      45326.8      215.070       45326.848
       9899.8643      45871.3      211.604       45871.293
       9900.9502      45584.0      214.130       45584.020
       9902.0362      45502.0      214.191       45501.973
       9903.1222      45472.3      214.376       45472.259
       9904.2081      45578.1      210.655       45578.069
       9905.2941      45834.6      213.486       45834.596
       9906.3801      46036.9      214.427       46036.917
       9907.4661      46562.3      212.985       46562.307
       9908.5520      46761.3      218.985       46761.262
       9909.6380      46515.9      215.020       46515.933
       9910.7240      46843.7      223.122       46843.731
       9911.8100      47363.9      216.258       47363.926
       9912.8959      47182.8      217.363       47182.785
       9913.9819      47035.5      218.389       47035.466
       9915.0679      47175.8      219.192       47175.815
       9916.1538      47849.7      217.876       47849.668
       9917.2398      47932.9      219.762       47932.914
       9918.3258      48120.7      243.775       48120.727
       9919.4118      48434.2      219.258       48434.245
       9920.4977      48245.6      219.742       48245.566
       9921.5837      48326.1      219.892       48326.061
       9922.6697      48156.4      219.743       48156.423
       9923.7557      48176.9      220.663       48176.938
       9924.8416      48613.6      222.898       48613.586
       9925.9276      48695.4      221.216       48695.412
       9927.0136      48625.7      219.812       48625.709
       9928.0995      48347.1      221.547       48347.108
       9929.1855      47695.9      196.628       47695.867
       9930.2715      48140.9      221.351       48140.869
       9931.3575      48729.8      218.401       48729.805
       9932.4434      48677.0      221.013       48677.029
       9933.5294      48521.7      220.862       48521.659
       9934.6154      49492.9      223.501       49492.889
       9935.7014      49667.3      224.276       49667.262
       9936.7873      49313.0      222.544       49312.987
       9937.8733      49404.6      223.562       49404.609
       9938.9593      49176.6      222.406       49176.563
       9940.0452      48174.1      218.760       48174.050
       9941.1312      49248.0      220.141       49247.970
       9942.2172      49677.4      222.307       49677.423
       9943.3032      49881.0      227.898       49881.013
       9944.3891      49863.7      223.656       49863.691
       9945.4751      50632.4      224.679       50632.359
       9946.5611      50871.4      225.436       50871.397
       9947.6471      49886.7      224.491       49886.717
       9948.7330      50296.6      224.907       50296.590
       9949.8190      49797.4      224.273       49797.441
       9950.9050      50031.9      223.296       50031.918
       9951.9910      50910.7      227.098       50910.685
       9953.0769      51264.1      227.044       51264.071
       9954.1629      51267.7      212.339       51267.701
       9955.2489      51592.9      232.604       51592.891
       9956.3348      51779.6      228.626       51779.580
       9957.4208      51662.5      227.660       51662.494
       9958.5068      51810.4      228.467       51810.369
       9959.5928      51921.5      228.938       51921.463
       9960.6787      52291.6      229.378       52291.633
       9961.7647      52385.6      229.765       52385.572
       9962.8507      52468.6      229.918       52468.604
       9963.9367      52256.3      229.171       52256.337
       9965.0226      52232.5      229.393       52232.488
       9966.1086      52356.3      230.106       52356.255
       9967.1946      52863.8      232.700       52863.849
       9968.2805      52818.8      230.331       52818.802
       9969.3665      53045.9      230.184       53045.920
       9970.4525      52852.5      230.250       52852.471
       9971.5385      52828.4      231.158       52828.367
       9972.6244      52876.8      231.204       52876.815
       9973.7104      52728.3      231.045       52728.332
       9974.7964      52902.7      231.288       52902.720
       9975.8824      53231.4      231.742       53231.423
       9976.9683      53512.6      232.113       53512.633
       9978.0543      53890.6      232.000       53890.650
       9979.1403      53565.8      225.671       53565.783
       9980.2262      53527.5      231.890       53527.485
       9981.3122      54530.9      234.219       54530.934
       9982.3982      54539.7      234.311       54539.687
       9983.4842      54230.4      233.039       54230.350
       9984.5701      54128.0      232.871       54128.041
       9985.6561      54077.6      232.021       54077.624
       9986.7421      53662.3      230.037       53662.263
       9987.8281      53772.5      231.914       53772.521
       9988.9140      54777.9      235.027       54777.854
       9990.0000      54248.0      232.361       54247.969
       9991.0860      54372.5      234.328       54372.539
       9992.1719      53998.8      231.167       53998.829
       9993.2579      54256.2      231.748       54256.243
       9994.3439      54009.5      233.119       54009.533
       9995.4299      53973.2      234.053       53973.219
       9996.5158      54199.7      233.490       54199.714
       9997.6018      54215.6      234.342       54215.640
       9998.6878      53592.2      235.514       53592.158
       9999.7738      53301.4      231.389       53301.391
       10000.860      53538.2      232.071       53538.163
       10001.946      53485.0      233.105       53485.002
       10003.032      53724.9      232.492       53724.869
       10004.118      52999.8      230.320       52999.775
       10005.204      52991.2      231.569       52991.223
       10006.290      53343.4      231.366       53343.355
       10007.376      53235.5      230.333       53235.477
       10008.462      53810.1      232.210       53810.150
       10009.548      53361.2      233.994       53361.208
       10010.633      53521.1      232.403       53521.150
       10011.719      53358.4      231.622       53358.385
       10012.805      53380.7      230.850       53380.732
       10013.891      52911.4      231.002       52911.418
       10014.977      53146.8      231.751       53146.749
       10016.063      53444.1      232.369       53444.102
       10017.149      52955.2      230.289       52955.221
       10018.235      52048.4      228.704       52048.398
       10019.321      51832.2      228.017       51832.179
       10020.407      52562.2      229.118       52562.156
       10021.493      52666.5      229.662       52666.473
       10022.579      52668.9      223.683       52668.945
       10023.665      52304.3      228.153       52304.278
       10024.751      51534.4      230.738       51534.355
       10025.837      51579.9      229.475       51579.875
       10026.923      51961.6      229.130       51961.606
       10028.009      51332.4      227.640       51332.435
       10029.095      51004.4      226.574       51004.418
       10030.181      50068.5      224.933       50068.492
       10031.267      50197.8      225.239       50197.805
       10032.353      49813.3      223.360       49813.267
       10033.439      48545.1      194.983       48545.145
       10034.525      48229.7      221.257       48229.670
       10035.611      48314.5      218.692       48314.492
       10036.697      48399.1      226.128       48399.118
       10037.783      48177.5      213.075       48177.466
       10038.869      47691.2      219.157       47691.238
       10039.955      46834.1      215.777       46834.126
       10041.041      45783.2      213.823       45783.156
       10042.127      44998.6      212.483       44998.612
       10043.213      44261.1      214.470       44261.077
       10044.299      43275.3      209.245       43275.347
       10045.385      42263.6      206.248       42263.636
       10046.471      40796.0      205.160       40796.016
       10047.557      40224.7      201.868       40224.730
       10048.643      39194.4      200.147       39194.360
       10049.729      38302.6      197.060       38302.625
       10050.814      37688.0      194.141       37688.021
       10051.900      37703.7      197.917       37703.732
       10052.986      38397.6      197.661       38397.608
       10054.072      38665.9      197.419       38665.931
       10055.158      38656.6      197.559       38656.630
       10056.244      40328.1      202.186       40328.138
       10057.330      42024.2      207.360       42024.221
       10058.416      44024.1      211.013       44024.109
       10059.502      44848.6      212.913       44848.629
       10060.588      45228.6      213.714       45228.580
       10061.674      46541.9      217.457       46541.889
       10062.760      47733.0      219.774       47732.994
       10063.846      48466.1      222.005       48466.101
       10064.932      49457.2      223.957       49457.229
       10066.018      48798.1      223.254       48798.144
       10067.104      49117.0      223.237       49116.976
       10068.190      50797.4      227.143       50797.382
       10069.276      51486.9      228.766       51486.892
       10070.362      52327.7      230.504       52327.657
       10071.448      52285.3      230.487       52285.313
       10072.534      52353.7      230.668       52353.696
       10073.620      51779.0      229.649       51778.983
       10074.706      53952.6      234.208       53952.570
       10075.792      54253.2      235.044       54253.200
       10076.878      55065.5      236.667       55065.460
       10077.964      55047.5      236.833       55047.530
