 2014dec29/Y/mosR1v4_Y_star_1012740  20.365  20.146  0.778
 2014dec29/Y/mosR1v4_Y_star_1013948  26.285  25.376  0.848
 2014dec29/Y/mosR2v4_Y_star_1036896  20.262   9.289  0.641
 2014dec29/Y/mosR2v4_Y_star_1014109  17.308  12.590  0.683
 2014dec30/Y/mosR2v4_Y_star_1036896  38.070  25.172  0.931
 2014dec30/Y/mosR2v4_Y_star_1014109  37.603  29.423  0.812
  2014dec30/Y/mosR3v4_Y_star_771147  20.733  20.122  0.758
  2014dec30/Y/mosR3v4_Y_star_776669  20.980  20.962  0.760
    013jan4/Y/mosFv2_Y_maskF_978834  11.960  12.016  0.600
