       9750.0000         -NaN         -NaN             NaN
       9751.0860      28463.8      171.966       28463.755
       9752.1719      27989.2      170.015       27989.197
       9753.2579      29322.7      174.146       29322.685
       9754.3439      30120.5      176.413       30120.462
       9755.4299      29820.8      175.539       29820.839
       9756.5158      28981.3      173.173       28981.331
       9757.6018      29579.6      174.761       29579.577
       9758.6878      30303.1      176.754       30303.070
       9759.7738      29422.4      174.092       29422.421
       9760.8597      29186.6      173.879       29186.564
       9761.9457      30898.5      178.714       30898.477
       9763.0317      31875.6      181.423       31875.591
       9764.1176      32048.7      181.524       32048.738
       9765.2036      31659.6      180.816       31659.637
       9766.2896      31807.3      181.235       31807.300
       9767.3756      32591.2      183.397       32591.161
       9768.4615      32541.3      183.690       32541.274
       9769.5475      33824.8      186.943       33824.784
       9770.6335      34111.3      187.701       34111.285
       9771.7195      34106.4      187.351       34106.361
       9772.8054      34107.7      187.177       34107.740
       9773.8914      34774.0      189.565       34774.049
       9774.9774      34809.8      189.678       34809.848
       9776.0633      34694.2      189.373       34694.190
       9777.1493      34853.3      189.497       34853.296
       9778.2353      35196.5      190.630       35196.543
       9779.3213      35518.0      191.811       35517.992
       9780.4072      35554.4      192.042       35554.445
       9781.4932      32628.7      183.946       32628.703
       9782.5792      33577.2      186.285       33577.239
       9783.6652      34738.7      189.625       34738.744
       9784.7511      34544.0      188.563       34544.030
       9785.8371      35266.7      190.669       35266.679
       9786.9231      35864.6      192.026       35864.631
       9788.0090      36843.4      194.943       36843.373
       9789.0950      36679.9      194.660       36679.893
       9790.1810      36635.8      194.599       36635.827
       9791.2670      36824.1      195.102       36824.142
       9792.3529      36846.3      195.473       36846.284
       9793.4389      36059.9      193.127       36059.856
       9794.5249      36076.2      193.250       36076.192
       9795.6109      35887.1      192.483       35887.097
       9796.6968      36362.6      193.255       36362.607
       9797.7828      37357.5      195.907       37357.503
       9798.8688      38081.7      198.067       38081.744
       9799.9548      37958.0      197.856       37957.975
       9801.0407      38097.2      198.158       38097.174
       9802.1267      37886.9      198.036       37886.904
       9803.2127      37483.4      196.824       37483.382
       9804.2986      37037.4      195.766       37037.417
       9805.3846      37294.7      196.027       37294.715
       9806.4706      38077.7      198.123       38077.676
       9807.5566      38776.4      199.253       38776.383
       9808.6425      38817.8      199.329       38817.833
       9809.7285      39098.6      200.436       39098.597
       9810.8145      38563.8      198.997       38563.754
       9811.9005      39399.6      201.292       39399.622
       9812.9864      39013.0      200.299       39013.027
       9814.0724      39192.7      200.780       39192.656
       9815.1584      38995.4      200.059       38995.432
       9816.2443      38628.4      198.942       38628.399
       9817.3303      38752.1      199.597       38752.095
       9818.4163      38473.9      198.733       38473.894
       9819.5023      39069.1      200.542       39069.090
       9820.5882      39235.9      200.673       39235.876
       9821.6742      39091.6      200.355       39091.587
       9822.7602      39576.3      201.735       39576.304
       9823.8462      39520.0      201.718       39519.964
       9824.9321      39643.7      202.007       39643.669
       9826.0181      39063.0      200.946       39063.032
       9827.1041      38700.1      199.535       38700.115
       9828.1900      38347.1      198.456       38347.079
       9829.2760      38979.2      199.866       38979.209
       9830.3620      39450.3      201.410       39450.283
       9831.4480      39844.6      202.288       39844.608
       9832.5339      39483.8      200.861       39483.792
       9833.6199      40016.6      202.671       40016.578
       9834.7059      40238.1      203.756       40238.128
       9835.7919      40225.0      203.377       40224.959
       9836.8778      40118.0      203.086       40118.030
       9837.9638      40543.3      204.101       40543.310
       9839.0498      40677.8      204.457       40677.810
       9840.1357      40666.7      204.633       40666.670
       9841.2217      39945.8      202.738       39945.763
       9842.3077      40450.6      203.950       40450.566
       9843.3937      40936.0      205.497       40936.012
       9844.4796      41069.8      205.345       41069.761
       9845.5656      40424.9      203.897       40424.901
       9846.6516      39963.7      202.727       39963.654
       9847.7376      40578.6      204.381       40578.579
       9848.8235      40103.3      203.290       40103.341
       9849.9095      39557.5      201.736       39557.532
       9850.9955      40219.6      203.078       40219.565
       9852.0814      41000.0      205.524       40999.960
       9853.1674      40955.4      204.980       40955.415
       9854.2534      41589.7      206.595       41589.740
       9855.3394      41354.5      206.112       41354.539
       9856.4253      40955.4      204.970       40955.404
       9857.5113      40685.7      203.969       40685.676
       9858.5973      40591.8      203.872       40591.815
       9859.6833      40926.1      204.799       40926.086
       9860.7692      41361.6      205.441       41361.590
       9861.8552      41140.8      204.950       41140.826
