   # lambda  flux(e-/s)    stddev 
  10593.801    -0.73838   0.04183 
  10594.887    -0.80039   0.03965 
  10595.973    -0.79845   0.04330 
  10597.059    -0.78825   0.05133 
  10598.145    -0.88344   0.04698 
  10599.231    -0.92967   0.04836 
  10600.317    -0.77246   0.04949 
  10601.403    -0.67263   0.05179 
  10602.489    -0.62300   0.06716 
  10603.575    -0.75580   0.05082 
  10604.661    -0.75408   0.04987 
  10605.747    -0.92043   0.04777 
  10606.833    -0.79260   0.07150 
  10607.919    -0.73080   0.04113 
  10609.005    -0.86447   0.04055 
  10610.090    -0.90536   0.04081 
  10611.176    -0.76635   0.04091 
  10612.262    -0.73704   0.04158 
  10613.348    -0.63885   0.04775 
  10614.434    -0.72698   0.04386 
  10615.520    -0.72302   0.04030 
  10616.606    -0.80353   0.03951 
  10617.692    -0.73088   0.03931 
  10618.778    -0.70682   0.04551 
  10619.864    -0.75852   0.04136 
  10620.950    -0.72805   0.04011 
  10622.036    -0.81390   0.03978 
  10623.122    -0.83300   0.04078 
  10624.208    -0.64755   0.05692 
  10625.294    -0.84719   0.04206 
  10626.380    -0.78913   0.04130 
  10627.466    -0.86739   0.04608 
  10628.552    -0.75945   0.04929 
  10629.638    -0.70432       nan 
  10630.724    -0.81730   0.04352 
  10631.810    -0.70097   0.03861 
  10632.896    -0.68701   0.03766 
  10633.982    -0.67785   0.03724 
  10635.068    -0.80794   0.03744 
  10636.154    -0.86492   0.03743 
  10637.240    -0.79963   0.03828 
  10638.326    -0.78925   0.05033 
  10639.412    -0.80736   0.03864 
  10640.498    -0.84163   0.04271 
  10641.584    -0.89259   0.05695 
  10642.670    -0.82307   0.06585 
  10643.756    -0.79542   0.07694 
  10644.842    -0.79437   0.08122 
  10645.928    -0.69112   0.05013 
  10647.014    -0.64496   0.03978 
  10648.100    -0.72786   0.03900 
  10649.186    -0.76078   0.03989 
  10650.271    -0.87482   0.03802 
  10651.357    -0.77466   0.04210 
  10652.443    -0.82642   0.05316 
  10653.529    -0.78840   0.09794 
  10654.615    -0.57647   0.08028 
  10655.701    -0.76100   0.07971 
  10656.787    -0.81765   0.06918 
  10657.873    -0.89907   0.04914 
  10658.959    -0.76011   0.04170 
  10660.045    -0.64673   0.04776 
  10661.131    -0.71042   0.04084 
  10662.217    -0.76804   0.03905 
  10663.303    -0.77175   0.03869 
  10664.389    -0.80271   0.03840 
  10665.475    -0.78575   0.03828 
  10666.561    -0.60880       nan 
  10667.647    -0.75469   0.04925 
  10668.733    -0.83215   0.04503 
  10669.819    -0.83561   0.04499 
  10670.905    -0.80537   0.04251 
  10671.991    -0.73142   0.03897 
  10673.077    -0.76720   0.04259 
  10674.163    -0.74288   0.03786 
  10675.249    -0.74012   0.03796 
  10676.335    -0.88950   0.03856 
  10677.421    -0.85257   0.03887 
  10678.507    -0.86908   0.05656 
  10679.593    -0.80580   0.04994 
  10680.679    -0.84664   0.04505 
  10681.765    -0.72391   0.04044 
  10682.851    -0.69394   0.04581 
  10683.937    -0.73527   0.05167 
  10685.023    -0.61233   0.06574 
  10686.109    -0.87162   0.07796 
  10687.195    -0.83523   0.08909 
  10688.281    -0.72889   0.08676 
  10689.367    -0.93957   0.09230 
  10690.452    -0.82482   0.09326 
  10691.538    -0.65359   0.09121 
  10692.624    -0.64195   0.08794 
  10693.710    -0.73220   0.07995 
  10694.796    -0.97281   0.07299 
  10695.882    -0.83316   0.06692 
  10696.968    -0.71437   0.06598 
  10698.054    -0.80123   0.09404 
  10699.140    -0.70637   0.11889 
  10700.226    -0.88589   0.12147 
  10701.312    -0.76710   0.13692 
  10702.398    -0.90056   0.08254 
  10703.484    -0.76476   0.06730 
  10704.570    -0.60640   0.08777 
  10705.656    -0.80189   0.09490 
  10706.742    -0.77505   0.09270 
  10707.828    -0.88966   0.08513 
  10708.914    -0.76127   0.05758 
  10710.000    -0.80880   0.05032 
  10711.086    -0.62267       nan 
  10712.172    -0.95283   0.17272 
  10713.258    -0.86763   0.17834 
  10714.344    -0.90619   0.17839 
  10715.430    -0.87917   0.14730 
  10716.516    -0.64305   0.13654 
  10717.602    -0.66720   0.08782 
  10718.688    -0.82724   0.07034 
  10719.774    -0.63813   0.06404 
  10720.860    -0.63392   0.09109 
  10721.946    -0.92875   0.11798 
  10723.032    -0.80491   0.13276 
  10724.118    -0.61385   0.12577 
  10725.204    -0.73500   0.10312 
  10726.290    -0.71633   0.06864 
  10727.376    -0.70584   0.06194 
  10728.462    -0.74791   0.07093 
  10729.548    -0.59126   0.15628 
  10730.633    -0.12465   0.24474 
  10731.719     0.87992   0.24383 
  10732.805     0.72267   0.22998 
  10733.891     0.56324   0.13185 
  10734.977     0.01882   0.05684 
  10736.063    -0.46416   0.04302 
  10737.149    -0.67689   0.04662 
  10738.235    -0.78562   0.05575 
  10739.321    -0.76206   0.09821 
  10740.407    -0.70212   0.06090 
  10741.493    -0.67770   0.05035 
  10742.579    -0.64771   0.04933 
  10743.665    -0.77775   0.08378 
  10744.751    -0.74152   0.14738 
  10745.837    -0.69122   0.16105 
  10746.923    -0.58058   0.16745 
  10748.009    -0.51171   0.11861 
  10749.095    -0.86443   0.06892 
  10750.181    -0.65127   0.05641 
  10751.267    -0.61739   0.10249 
  10752.353    -0.78067   0.24269 
  10753.439    -0.18937   0.26772 
  10754.525     0.06910   0.26512 
  10755.611    -0.44367   0.20277 
  10756.697    -0.86641   0.08161 
  10757.783    -0.86180   0.04637 
  10758.869    -0.78183   0.04179 
  10759.955    -0.75158   0.04330 
  10761.041    -0.72955   0.04322 
  10762.127    -0.64528   0.04200 
  10763.213    -0.66918   0.04603 
  10764.299    -0.68886   0.05172 
  10765.385    -0.63037   0.05523 
  10766.471    -0.50432   0.05897 
  10767.557    -0.61116   0.04814 
  10768.643    -0.89394   0.04304 
  10769.729    -0.85576   0.04114 
  10770.814    -0.71145   0.04124 
  10771.900    -0.72833   0.05131 
  10772.986    -0.86496   0.11049 
  10774.072    -0.96155   0.15659 
  10775.158    -1.14474   0.15942 
  10776.244    -1.15297   0.15455 
  10777.330    -0.85564   0.10061 
  10778.416    -0.83745   0.05765 
  10779.502    -0.84614   0.04061 
  10780.588    -0.91240   0.04269 
  10781.674    -0.82730   0.04221 
  10782.760    -0.73827   0.10156 
  10783.846    -0.86138   0.04301 
  10784.932    -0.70113   0.04136 
  10786.018    -0.75490   0.04022 
  10787.104    -0.78497   0.03892 
  10788.190    -0.69156   0.03875 
  10789.276    -0.75229   0.04020 
  10790.362    -0.77275   0.03870 
  10791.448    -0.61187   0.04808 
  10792.534    -0.61611   0.04081 
  10793.620    -0.65381   0.04607 
  10794.706    -0.72973   0.05266 
  10795.792    -0.64287   0.06053 
  10796.878    -0.81321   0.05704 
  10797.964    -0.73521   0.05137 
  10799.050    -0.64409   0.04618 
  10800.136    -0.74724   0.04077 
  10801.222    -0.69560   0.04351 
  10802.308    -0.72620   0.04847 
  10803.394    -0.70473   0.05549 
  10804.480    -0.72114   0.05326 
  10805.566    -0.89445   0.05077 
  10806.652    -0.66402   0.04556 
  10807.738    -0.76710   0.04081 
  10808.824    -0.67510   0.04047 
  10809.910    -0.75344   0.04137 
  10810.995    -0.75081   0.04250 
  10812.081    -0.74652   0.04804 
  10813.167    -0.68338   0.04291 
  10814.253    -0.70620   0.04200 
  10815.339    -0.79481   0.04188 
  10816.425    -0.86558   0.04171 
  10817.511    -0.84925   0.04104 
  10818.597    -0.71378   0.04191 
  10819.683    -0.82046   0.05231 
  10820.769    -0.79562   0.04246 
  10821.855    -0.78381   0.03871 
  10822.941    -0.82209   0.03833 
  10824.027    -0.77176   0.03833 
  10825.113    -0.66521   0.03901 
  10826.199    -0.77778   0.04088 
  10827.285    -0.70985       nan 
  10828.371    -0.78485       nan 
  10829.457    -0.62237   0.06612 
  10830.543    -0.49837   0.13450 
  10831.629    -0.92187   0.21953 
  10832.715    -1.17481   0.40607 
  10833.801    -0.87937   0.44122 
  10834.887    -0.52537   0.42248 
  10835.973    -0.12154   0.33289 
  10837.059    -0.75190   0.12650 
  10838.145    -0.77931   0.07559 
  10839.231    -0.80338   0.08061 
  10840.317    -0.70528   0.09015 
  10841.403    -0.59467   0.10250 
  10842.489    -0.63109   0.16881 
  10843.575    -0.96978   0.24162 
  10844.661    -0.99946   0.24904 
  10845.747    -1.05412   0.25259 
  10846.833    -0.81267   0.27090 
  10847.919    -0.68926   0.06590 
  10849.005    -0.66895   0.04472 
  10850.090    -0.79876   0.04628 
  10851.176    -0.76742   0.04411 
  10852.262    -0.61499   0.04612 
  10853.348    -0.65673   0.05505 
  10854.434    -0.79393   0.06277 
  10855.520    -0.78590   0.06456 
  10856.606    -0.76686   0.07150 
  10857.692    -0.88120   0.11348 
  10858.778    -1.03135   0.14160 
  10859.864    -0.82681   0.14901 
  10860.950    -0.62685   0.13298 
  10862.036    -0.75434   0.08306 
  10863.122    -0.79459   0.05166 
  10864.208    -0.86173   0.04952 
  10865.294    -0.63956   0.04329 
  10866.380    -0.59213   0.04022 
  10867.466    -0.76578   0.04112 
  10868.552    -0.81592   0.04081 
  10869.638    -0.63623   0.03752 
  10870.724    -0.69105   0.03705 
  10871.810    -0.75473   0.04396 
  10872.896    -0.76266   0.04546 
  10873.982    -0.77032   0.05048 
  10875.068    -0.63328   0.05822 
  10876.154    -0.77242   0.06221 
  10877.240    -0.86098   0.07511 
  10878.326    -0.68073   0.08763 
  10879.412    -0.77195   0.08919 
  10880.498    -0.90789   0.08249 
  10881.584    -0.61935   0.06284 
  10882.670    -0.62701   0.04355 
  10883.756    -0.78130   0.03884 
  10884.842    -0.67875   0.04548 
  10885.928    -0.78868   0.13055 
  10887.014    -0.74020   0.22611 
  10888.100    -0.67615   0.04833 
  10889.186    -0.70926   0.04473 
  10890.271    -0.77829   0.04437 
  10891.357    -0.68321   0.03678 
  10892.443    -0.55336   0.03677 
  10893.529    -0.71900   0.03772 
  10894.615    -0.80100   0.04170 
  10895.701    -0.58215   0.06203 
  10896.787    -1.02471   0.15238 
  10897.873    -0.89327   0.20014 
  10898.959    -0.99371   0.21599 
  10900.045    -0.98946   0.18850 
  10901.131    -0.97689   0.10490 
  10902.217    -0.77294   0.19014 
  10903.303    -0.79063   0.05751 
  10904.389    -0.75817   0.05698 
  10905.475    -0.68873   0.04683 
  10906.561    -0.76571   0.04372 
  10907.647    -0.72322   0.03799 
  10908.733    -0.62883   0.03775 
  10909.819    -0.66219   0.03818 
  10910.905    -0.70522   0.03702 
  10911.991    -0.65064   0.03720 
  10913.077    -0.69949   0.03815 
  10914.163    -0.84001   0.03694 
  10915.249    -0.80460   0.03619 
  10916.335    -0.76423   0.03592 
  10917.421    -0.64685   0.03824 
  10918.507    -0.78511   0.03756 
  10919.593    -0.81485   0.03889 
  10920.679    -0.77483   0.04172 
  10921.765    -0.72646   0.04776 
  10922.851    -0.83312   0.06305 
  10923.937    -0.74307   0.15944 
  10925.023    -0.50738   0.36335 
  10926.109    -0.94738   0.36750 
  10927.195    -0.56827   0.35796 
  10928.281    -0.15408   0.25531 
  10929.367    -0.54153   0.10645 
  10930.452    -0.76231   0.05698 
  10931.538    -0.71170   0.04473 
  10932.624    -0.66432   0.04199 
  10933.710    -0.71521   0.04056 
  10934.796    -0.83109   0.04279 
  10935.882    -0.65416   0.04185 
  10936.968    -0.73796   0.03895 
  10938.054    -0.65636   0.04000 
  10939.140    -0.64791   0.03925 
  10940.226    -0.71312   0.03679 
  10941.312    -0.75612   0.03695 
  10942.398    -0.62579   0.03754 
  10943.484    -0.72377   0.03676 
  10944.570    -0.67997   0.03884 
  10945.656    -0.61388   0.03695 
  10946.742    -0.73316   0.03796 
  10947.828    -0.61984   0.04615 
  10948.914    -0.58794   0.11182 
  10950.000    -1.09467   0.21204 
  10951.086    -0.50777   0.24047 
  10952.172    -0.24176   0.22901 
  10953.258    -0.34555   0.15978 
  10954.344    -0.78275   0.07427 
  10955.430    -0.69376   0.04756 
  10956.516    -0.71829   0.04114 
  10957.602    -0.72811   0.03825 
  10958.688    -0.67137   0.03708 
  10959.774    -0.64775   0.03693 
  10960.860    -0.69619   0.03665 
  10961.946    -0.68797   0.03710 
  10963.032    -0.72222   0.03805 
  10964.118    -0.65708   0.04276 
  10965.204    -0.76162   0.04295 
  10966.290    -0.79765   0.04608 
  10967.376    -0.73476   0.04961 
  10968.462    -0.57024   0.05483 
  10969.548    -0.62096   0.05979 
  10970.633    -0.75712   0.06340 
  10971.719    -0.81223   0.07509 
  10972.805    -0.85772   0.16773 
  10973.891    -0.39505   0.34583 
  10974.977    -0.25104   0.38302 
  10976.063    -1.32432   0.38048 
  10977.149    -0.52686   0.28097 
  10978.235    -0.58289   0.12350 
  10979.321    -0.87085   0.06626 
  10980.407    -0.56545   0.05065 
  10981.493    -0.59970   0.04580 
  10982.579    -0.62579   0.04297 
  10983.665    -0.51736   0.05138 
  10984.751    -0.43939   0.05998 
  10985.837    -0.65267   0.06249 
  10986.923    -0.64320   0.06529 
  10988.009    -0.62336   0.05456 
  10989.095    -0.60590   0.04269 
  10990.181    -0.56432   0.03835 
  10991.267    -0.73178   0.03777 
  10992.353    -0.83377   0.03726 
  10993.439    -0.75772   0.03685 
  10994.525    -0.91659   0.03734 
  10995.611    -0.70385   0.03906 
  10996.697    -0.72178   0.03722 
  10997.783    -0.75509   0.03828 
  10998.869    -0.67051   0.03655 
  10999.955    -0.57330   0.03623 
  11001.041    -0.62459   0.03729 
  11002.127    -0.72480   0.04001 
  11003.213    -0.59125   0.04243 
  11004.299    -0.63817   0.05160 
  11005.385    -0.58959   0.04590 
  11006.471    -0.67590   0.07202 
  11007.557    -0.77721   0.17041 
  11008.643    -0.85431   0.20587 
  11009.729    -0.61158   0.20915 
  11010.814    -0.14394   0.18019 
  11011.900    -0.49653   0.08952 
  11012.986    -0.67656   0.05369 
  11014.072    -0.71265   0.04817 
  11015.158    -0.72153   0.05081 
  11016.244    -0.74052   0.03896 
  11017.330    -0.80280   0.03706 
  11018.416    -0.70813   0.03612 
  11019.502    -0.69566   0.03583 
  11020.588    -0.61473   0.03735 
  11021.674    -0.66425   0.03668 
  11022.760    -0.76225   0.03738 
  11023.846    -0.66942   0.03830 
  11024.932    -0.62885   0.04112 
  11026.018    -0.63665   0.04879 
  11027.104    -0.99707   0.11751 
  11028.190    -0.26263   0.29253 
  11029.276     0.26793   0.31940 
  11030.362    -0.56818   0.32050 
  11031.448    -0.50475   0.26265 
  11032.534    -0.83730   0.12472 
  11033.620    -0.89497   0.06320 
  11034.706    -0.65927   0.04858 
  11035.792    -0.61984   0.04063 
  11036.878    -0.68432   0.04338 
  11037.964    -0.63566   0.04241 
  11039.050    -0.54621   0.04691 
  11040.136    -0.63398   0.04473 
  11041.222    -0.57231   0.04443 
  11042.308    -0.58016   0.04352 
  11043.394    -0.60767   0.04251 
  11044.480    -0.74559   0.03991 
  11045.566    -0.61954   0.03910 
  11046.652    -0.72796   0.03840 
  11047.738    -0.85716   0.03698 
  11048.824    -0.65859   0.03629 
  11049.910    -0.60525   0.03813 
  11050.995    -0.64702   0.03742 
  11052.081    -0.69972   0.05319 
  11053.167    -0.58779   0.06054 
  11054.253    -0.64177   0.06606 
  11055.339    -0.70809   0.06330 
  11056.425    -0.66595   0.05325 
  11057.511    -0.83504   0.04277 
  11058.597    -0.83039   0.04000 
  11059.683    -0.73973   0.03816 
  11060.769    -0.62577   0.03760 
  11061.855    -0.62239   0.04069 
  11062.941    -0.67760   0.04411 
  11064.027    -0.67317   0.04632 
  11065.113    -0.69260   0.04906 
  11066.199    -0.66298   0.06017 
  11067.285    -0.83265   0.05718 
  11068.371    -0.75869   0.04791 
  11069.457    -0.83738   0.06232 
  11070.543    -0.72252   0.12796 
  11071.629    -0.49931   0.16059 
  11072.715    -0.95382   0.16335 
  11073.801    -0.52481   0.14912 
  11074.887    -0.46735   0.10007 
  11075.973    -0.67979   0.04934 
  11077.059    -0.77784   0.04090 
  11078.145    -0.71593   0.03951 
  11079.231    -0.67404   0.03592 
  11080.317    -0.67006   0.03609 
  11081.403    -0.66706   0.04279 
  11082.489    -0.66571   0.06753 
  11083.575    -0.64843   0.08550 
  11084.661    -0.78306   0.06198 
  11085.747    -0.72235   0.05732 
  11086.833    -0.72065   0.07052 
  11087.919    -0.72024   0.17256 
  11089.005    -0.76494   0.23475 
  11090.090    -0.71565   0.24103 
  11091.176    -0.57579   0.26647 
  11092.262    -0.73514   0.13955 
  11093.348    -0.68795   0.06830 
  11094.434    -0.82783   0.04464 
  11095.520    -0.81527   0.03731 
  11096.606    -0.69676   0.03563 
  11097.692    -0.62222   0.03718 
  11098.778    -0.67092   0.03577 
  11099.864    -0.59574   0.03689 
  11100.950    -0.65504   0.03741 
  11102.036    -0.72580   0.03600 
  11103.122    -0.73994   0.03525 
  11104.208    -0.69367   0.03913 
  11105.294    -0.67288   0.03619 
  11106.380    -0.49995   0.03996 
  11107.466    -0.52859   0.03767 
  11108.552    -0.51895   0.04015 
  11109.638    -0.65344   0.03846 
  11110.724    -0.62638   0.03701 
  11111.810    -0.65694   0.03931 
  11112.896    -0.68229   0.03408 
  11113.982    -0.59863   0.03339 
  11115.068    -0.43426   0.03810 
  11116.154    -0.53449   0.03550 
  11117.240    -0.63246   0.03661 
  11118.326    -0.71164   0.03777 
  11119.412    -0.64000   0.03583 
  11120.498    -0.55540   0.04171 
  11121.584    -0.63060   0.05160 
  11122.670    -0.65798   0.05938 
  11123.756    -0.53882   0.05514 
  11124.842    -0.55597   0.05010 
  11125.928    -0.69449   0.04257 
  11127.014    -0.70220   0.03739 
  11128.100    -0.73106   0.03442 
  11129.186    -0.61906   0.03333 
  11130.271    -0.58668   0.03272 
  11131.357    -0.57756   0.03229 
  11132.443    -0.53991   0.03565 
  11133.529    -0.56073   0.03283 
  11134.615    -0.57765   0.04074 
  11135.701    -0.57045   0.03421 
  11136.787    -0.52365       nan 
  11137.873    -0.43602       nan 
  11138.959    -0.46269   0.08420 
  11140.045    -0.44328   0.10985 
  11141.131    -0.28783   0.12754 
  11142.217    -0.54410   0.10370 
  11143.303    -0.58252   0.07566 
  11144.389    -0.49843   0.04667 
  11145.475    -0.58705   0.03796 
  11146.561    -0.54953   0.03616 
  11147.647    -0.66974   0.03507 
  11148.733    -0.56654   0.03465 
  11149.819    -0.54512   0.03335 
  11150.905    -0.49478   0.03212 
  11151.991    -0.49493   0.03418 
  11153.077    -0.51226   0.05494 
  11154.163    -0.70486   0.10892 
  11155.249    -0.79543   0.13695 
  11156.335    -0.57705   0.14099 
  11157.421    -0.72833   0.12727 
  11158.507    -0.52977   0.08092 
  11159.593    -0.63035   0.04851 
  11160.679    -0.52429   0.03863 
  11161.765    -0.46040   0.03648 
  11162.851    -0.49060   0.03941 
  11163.937    -0.40999   0.04446 
  11165.023    -0.46716   0.04366 
  11166.109    -0.42988   0.04313 
  11167.195    -0.44175   0.04260 
  11168.281    -0.34006   0.04501 
  11169.367    -0.43928   0.04750 
  11170.452    -0.57176   0.05068 
  11171.538    -0.61101   0.06241 
  11172.624    -0.44938   0.05379 
  11173.710    -0.25527   0.03720 
  11174.796    -0.31755   0.03344 
  11175.882    -0.63568   0.03236 
  11176.968    -0.54597   0.03917 
  11178.054    -0.51518   0.04122 
  11179.140    -0.51298   0.03271 
  11180.226    -0.54985   0.03286 
  11181.312    -0.47294   0.07773 
  11182.398    -0.43184   0.03514 
  11183.484    -0.50170   0.04157 
  11184.570    -0.44388   0.03363 
  11185.656    -0.59358   0.03336 
  11186.742    -0.53604   0.03350 
  11187.828    -0.48391   0.03339 
  11188.914    -0.37413   0.03296 
  11190.000    -0.34330   0.03162 
  11191.086    -0.39085   0.03099 
  11192.172    -0.40142   0.04186 
  11193.258    -0.32418       nan 
  11194.344    -0.44313   0.02981 
  11195.430    -0.48338   0.02998 
  11196.516    -0.45514   0.03132 
  11197.602    -0.51311   0.05479 
  11198.688    -0.38324   0.04425 
  11199.774    -0.43481   0.03089 
  11200.860    -0.43233   0.03349 
  11201.946    -0.43065   0.02945 
  11203.032    -0.29148   0.02930 
  11204.118    -0.27143   0.04033 
  11205.204    -0.28926   0.03300 
  11206.290    -0.29995   0.03168 
  11207.376    -0.47163   0.03271 
  11208.462    -0.42823   0.03575 
  11209.548    -0.42900   0.03875 
  11210.633    -0.47612   0.04676 
  11211.719    -0.47685   0.04766 
  11212.805    -0.37443   0.04986 
  11213.891    -0.46581   0.09548 
  11214.977    -0.29574   0.05279 
  11216.063    -0.47578   0.04956 
  11217.149    -0.32168   0.04026 
  11218.235    -0.29795   0.03192 
  11219.321    -0.25225   0.02923 
  11220.407    -0.28394   0.02858 
  11221.493    -0.21691   0.02829 
  11222.579    -0.25603   0.02770 
  11223.665    -0.20717   0.02903 
  11224.751    -0.17771   0.04036 
  11225.837    -0.20450   0.04450 
  11226.923    -0.16830   0.05559 
  11228.009    -0.09252   0.05444 
  11229.095    -0.26225   0.05239 
  11230.181    -0.31017   0.04150 
  11231.267    -0.25758   0.03324 
  11232.353    -0.27718   0.02970 
  11233.439    -0.29693   0.02864 
  11234.525    -0.32273   0.02860 
  11235.611    -0.30905       nan 
  11236.697    -0.21279       nan 
  11237.783    -0.19088   0.02640 
  11238.869    -0.14769   0.02672 
  11239.955    -0.15938   0.02675 
