   # lambda  flux(e-/s)    stddev 
   9836.878     0.09780   0.04119 
   9837.964    -0.01800   0.04029 
   9839.050     0.04783   0.04752 
   9840.136     0.01339       nan 
   9841.222     0.26281   0.04182 
   9842.308    -0.04255   0.03762 
   9843.394     0.17842   0.03772 
   9844.480     0.01543   0.04073 
   9845.566    -0.05832   0.03877 
   9846.652     0.18026   0.04280 
   9847.738     0.00603   0.05061 
   9848.824    -0.17552   0.09009 
   9849.910    -0.06115   0.23778 
   9850.995     0.13187   0.13683 
   9852.081     0.29540   0.13204 
   9853.167     0.03068   0.10738 
   9854.253     0.14696   0.14003 
   9855.339     0.09570   0.04504 
   9856.425    -0.09697   0.03904 
   9857.511    -0.09737   0.04011 
   9858.597    -0.06671   0.03804 
   9859.683     0.03971   0.05128 
   9860.769     0.14511   0.03746 
   9861.855     0.07345   0.03754 
   9862.941    -0.05189   0.03994 
   9864.027     0.09397   0.05723 
   9865.113     0.00124   0.04918 
   9866.199     0.28498   0.04043 
   9867.285     0.28202   0.05817 
   9868.371     0.24970   0.04237 
   9869.457     0.29666   0.04239 
   9870.543     0.12115   0.05003 
   9871.629     0.05387   0.07501 
   9872.715     0.04220   0.16227 
   9873.801    -0.25037   0.23403 
   9874.887     0.08759   0.48782 
   9875.973    -0.36184   0.23634 
   9877.059    -0.16016   0.16237 
   9878.145     0.07348   0.07254 
   9879.231     0.16253   0.04735 
   9880.317     0.01332   0.04185 
   9881.403     0.03245   0.04621 
   9882.489     0.01101   0.04472 
   9883.575     0.08292   0.04136 
   9884.661     0.06985   0.04467 
   9885.747    -0.05827   0.04842 
   9886.833    -0.06086   0.05573 
   9887.919    -0.09202   0.05770 
   9889.005     0.05491   0.05652 
   9890.090     0.12348   0.05998 
   9891.176     0.07300   0.04992 
   9892.262     0.12172   0.04236 
   9893.348     0.05119   0.04375 
   9894.434     0.08896   0.06293 
   9895.520     0.15553   0.12489 
   9896.606     0.12991   0.16855 
   9897.692     0.10728   0.16968 
   9898.778     0.06520   0.21240 
   9899.864    -0.12129   0.11674 
   9900.950    -0.16631   0.07438 
   9902.036     0.17170   0.05351 
   9903.122     0.11699   0.09114 
   9904.208     0.04981   0.04921 
   9905.294    -0.10612   0.04762 
   9906.380     0.07208   0.04524 
   9907.466     0.09083   0.04550 
   9908.552     0.22004   0.04045 
   9909.638     0.07599   0.04046 
   9910.724     0.09394   0.04098 
   9911.810     0.06850   0.04350 
   9912.896     0.05665   0.05422 
   9913.982    -0.04430   0.07000 
   9915.068     0.22450   0.15661 
   9916.154     0.23110   0.25433 
   9917.240    -0.50304   0.26201 
   9918.326     0.04372   0.25271 
   9919.412     0.19000   0.20403 
   9920.498    -0.24129   0.09113 
   9921.584    -0.09970   0.05139 
   9922.670     0.10155   0.04377 
   9923.756    -0.09493   0.04165 
   9924.842     0.00259   0.04345 
   9925.928     0.03386   0.04285 
   9927.014    -0.05601   0.04715 
   9928.100     0.11814   0.04901 
   9929.186     0.08838   0.07211 
   9930.271    -0.10305   0.04105 
   9931.357     0.06964   0.04140 
   9932.443    -0.07964   0.04210 
   9933.529    -0.12893   0.04414 
   9934.615    -0.02067   0.04441 
   9935.701    -0.03304   0.04298 
   9936.787     0.13652   0.04661 
   9937.873    -0.03569   0.04232 
   9938.959    -0.11278   0.04598 
   9940.045     0.18979   0.04778 
   9941.131     0.07346   0.06340 
   9942.217     0.07888   0.12110 
   9943.303     0.00526   0.17744 
   9944.389     0.23616   0.19224 
   9945.475     0.14759   0.21791 
   9946.561    -0.03021   0.24176 
   9947.647    -0.10223   0.25556 
   9948.733     0.28624   0.27695 
   9949.819    -0.18167   0.28444 
   9950.905     0.36123   0.23614 
   9951.991    -0.09552   0.16635 
   9953.077    -0.03744   0.12115 
   9954.163     0.09184   0.08163 
   9955.249    -0.08957   0.06002 
   9956.335     0.10732   0.08680 
   9957.421    -0.18513   0.17910 
   9958.507     0.09295   0.24795 
   9959.593    -0.46682   0.23732 
   9960.679     0.19001   0.23168 
   9961.765    -0.16813   0.19908 
   9962.851    -0.17229   0.22231 
   9963.937    -0.24723   0.26551 
   9965.023    -0.15032   0.23453 
   9966.109    -0.01539   0.20602 
   9967.195     0.14211   0.14754 
   9968.281     0.28878   0.06112 
   9969.367     0.04497   0.04892 
   9970.452     0.02296   0.04570 
   9971.538     0.07882   0.05507 
   9972.624     0.09316   0.08537 
   9973.710     0.25545   0.12140 
   9974.796     0.10422   0.15534 
   9975.882     0.09635   0.13195 
   9976.968     0.16680   0.11810 
   9978.054     0.04369   0.08923 
   9979.140     0.05250   0.07545 
   9980.226    -0.12882   0.08104 
   9981.312    -0.04951   0.07888 
   9982.398    -0.02583   0.07630 
   9983.484    -0.24574   0.06422 
   9984.570     0.02504   0.06135 
   9985.656     0.04516   0.04852 
   9986.742     0.13240   0.04402 
   9987.828     0.05132   0.04694 
   9988.914    -0.04771   0.04482 
   9990.000     0.02828   0.04335 
   9991.086    -0.09470   0.04468 
   9992.172    -0.16051   0.04807 
   9993.258     0.09422   0.04537 
   9994.344    -0.05443   0.04574 
   9995.430    -0.01048   0.04616 
   9996.516    -0.00850   0.05019 
   9997.602    -0.06502   0.05714 
   9998.688    -0.06265   0.05065 
   9999.774     0.05757   0.05927 
  10000.860    -0.09256   0.09874 
  10001.946    -0.28994   0.13052 
  10003.032    -0.11197   0.17156 
  10004.118     0.04625   0.12631 
  10005.204    -0.05515   0.08942 
  10006.290    -0.19409   0.05855 
  10007.376    -0.07578   0.04942 
  10008.462    -0.01151   0.04615 
  10009.548    -0.08185   0.04726 
  10010.633    -0.06082   0.05518 
  10011.719     0.02356   0.08382 
  10012.805    -0.13926   0.16167 
  10013.891    -0.29732   0.36316 
  10014.977    -0.23929   0.34552 
  10016.063     0.02923   0.35259 
  10017.149     0.37302   0.31803 
  10018.235    -0.05822   0.21150 
  10019.321    -0.15795   0.11452 
  10020.407    -0.04411   0.06131 
  10021.493    -0.00978   0.05812 
  10022.579     0.08377   0.07137 
  10023.665     0.15205   0.07252 
  10024.751    -0.06604   0.08243 
  10025.837    -0.10508   0.13426 
  10026.923     0.27710   0.18578 
  10028.009     0.27935   0.19698 
  10029.095     0.15718   0.19202 
  10030.181    -0.07286   0.15252 
  10031.267    -0.08709   0.08513 
  10032.353    -0.00626   0.05463 
  10033.439     0.11652   0.05078 
  10034.525     0.07115   0.04975 
  10035.611     0.02315   0.05229 
  10036.697     0.02548   0.05313 
  10037.783     0.10998   0.06089 
  10038.869     0.06082   0.06015 
  10039.955    -0.02804   0.06146 
  10041.041     0.04609   0.05854 
  10042.127    -0.04043   0.05647 
  10043.213    -0.01603   0.06743 
  10044.299    -0.08876   0.10372 
  10045.385     0.25142   0.12752 
  10046.471     0.25910   0.16068 
  10047.557    -0.14225   0.12873 
  10048.643     0.10134   0.08959 
  10049.729     0.21037   0.05468 
  10050.814    -0.02897   0.04400 
  10051.900    -0.13861   0.04218 
  10052.986     0.01042   0.04176 
  10054.072     0.18074   0.04239 
  10055.158     0.14803   0.04281 
  10056.244     0.01780   0.04382 
  10057.330    -0.06796   0.04389 
  10058.416     0.06320   0.04740 
  10059.502     0.02654   0.06574 
  10060.588    -0.00035   0.10090 
  10061.674     0.14765   0.17215 
  10062.760    -0.04488   0.18039 
  10063.846     0.02170   0.17077 
  10064.932     0.15833   0.15229 
  10066.018     0.12483   0.09960 
  10067.104    -0.00139   0.07665 
  10068.190     0.00532   0.08806 
  10069.276     0.06279   0.09749 
  10070.362    -0.00894   0.09740 
  10071.448    -0.16025   0.11957 
  10072.534    -0.06781   0.12988 
  10073.620     0.15820   0.12145 
  10074.706     0.30487   0.11382 
  10075.792     0.02159   0.09250 
  10076.878    -0.03074   0.06454 
  10077.964     0.05298   0.05192 
  10079.050     0.25585   0.05260 
  10080.136     0.12758   0.05592 
  10081.222     0.22552   0.06185 
  10082.308     0.25251   0.10255 
  10083.394     0.39554   0.23440 
  10084.480     0.54740   0.29400 
  10085.566     0.35349   0.28150 
  10086.652    -0.12735   0.27752 
  10087.738     0.17865   0.14394 
  10088.824     0.20707   0.10129 
  10089.910     0.18782   0.05679 
  10090.995     0.23824   0.05064 
  10092.081     0.00966   0.05254 
  10093.167    -0.00488   0.06459 
  10094.253     0.08512   0.05107 
  10095.339     0.02909   0.04979 
  10096.425    -0.02488   0.07264 
  10097.511    -0.03384   0.05756 
  10098.597    -0.05727   0.06279 
  10099.683    -0.04267   0.06559 
  10100.769     0.07149   0.08671 
  10101.855    -0.10640   0.06875 
  10102.941    -0.06540   0.07025 
  10104.027     0.21950   0.11869 
  10105.113     0.44337   0.17618 
  10106.199     0.32943   0.18370 
  10107.285     0.02253   0.18630 
  10108.371     0.06605   0.14324 
  10109.457     0.08974   0.07637 
  10110.543     0.16748   0.05554 
  10111.629     0.12711   0.04762 
  10112.715     0.09006   0.04589 
  10113.801     0.09046   0.04595 
  10114.887     0.16263   0.05086 
  10115.973     0.13094   0.05458 
  10117.059     0.09922   0.04664 
  10118.145     0.14606   0.05329 
  10119.231     0.13214   0.04563 
  10120.317     0.05425   0.04653 
  10121.403     0.08143   0.10453 
  10122.489     0.11828   0.05861 
  10123.575     0.19953   0.09402 
  10124.661     0.59332   0.21551 
  10125.747     0.43266   0.30200 
  10126.833     0.10900   0.30799 
  10127.919     0.25165   0.30515 
  10129.005     0.23522   0.19927 
  10130.090     0.22070   0.08527 
  10131.176     0.00268   0.05721 
  10132.262     0.08257   0.05856 
  10133.348     0.15092       nan 
  10134.434    -0.01998   0.07630 
  10135.520     0.11885   0.08845 
  10136.606     0.04989   0.07801 
  10137.692     0.00404   0.06599 
  10138.778     0.15835   0.05689 
  10139.864     0.01137   0.05412 
  10140.950    -0.15847   0.05292 
  10142.036     0.01797   0.05161 
  10143.122     0.18039   0.05449 
  10144.208    -0.01957   0.07360 
  10145.294    -0.00567   0.08850 
  10146.380     0.00006   0.09304 
  10147.466     0.07303   0.09610 
  10148.552     0.11191   0.09845 
  10149.638    -0.02053   0.10097 
  10150.724    -0.03739   0.10353 
  10151.810     0.10256   0.10096 
  10152.896    -0.05746   0.12114 
  10153.982    -0.45226   0.17738 
  10155.068    -0.08517   0.19959 
  10156.154    -0.13985   0.23433 
  10157.240    -0.35426   0.18124 
  10158.326    -0.12076   0.13708 
  10159.412    -0.05454   0.12827 
  10160.498    -0.26116   0.13497 
  10161.584    -0.12358   0.13498 
  10162.670     0.02502   0.12852 
  10163.756    -0.12848   0.10215 
  10164.842    -0.11353   0.09095 
  10165.928    -0.06524   0.10488 
  10167.014     0.07476   0.10611 
  10168.100     0.05634   0.15779 
  10169.186     0.00601   0.10379 
  10170.271     0.05583   0.08648 
  10171.357    -0.02909   0.11905 
  10172.443     0.10968   0.24875 
  10173.529    -0.09820   0.34762 
  10174.615    -0.53937   0.36012 
  10175.701     0.50612   0.33945 
  10176.787     0.14222   0.25051 
  10177.873     0.09422   0.10379 
  10178.959     0.24121   0.06317 
  10180.045     0.10244   0.05916 
  10181.131     0.11948   0.08321 
  10182.217     0.36239   0.13847 
  10183.303     0.29567   0.15159 
  10184.389    -0.10839   0.15116 
  10185.475    -0.10844   0.13840 
  10186.561     0.24906   0.10400 
  10187.647     0.24352   0.07724 
  10188.733     0.07880   0.07807 
  10189.819    -0.08222   0.13464 
  10190.905     0.17429   0.43147 
  10191.991     0.65246   0.27778 
  10193.077     0.54673   0.27780 
  10194.163    -0.16948   0.26489 
  10195.249     0.26181   0.15052 
  10196.335     0.15478   0.07885 
  10197.421     0.05176   0.07009 
  10198.507     0.21261   0.06560 
  10199.593     0.30226   0.09684 
  10200.679    -0.00781   0.10482 
  10201.765     0.15866   0.06963 
  10202.851     0.23633   0.10060 
  10203.937     0.21645   0.16707 
  10205.023     0.24700   0.33587 
  10206.109     0.20719   0.18840 
  10207.195     0.05715   0.18109 
  10208.281     0.06602   0.13570 
  10209.367    -0.11219   0.13302 
  10210.452    -0.23891   0.17377 
  10211.538    -0.24881   0.25235 
  10212.624    -0.69165   0.34982 
  10213.710     0.21160   0.35159 
  10214.796     0.96181   0.32331 
  10215.882     0.14932   0.23907 
  10216.968     0.07807   0.11389 
  10218.054     0.07093   0.06410 
  10219.140    -0.04876   0.05462 
  10220.226     0.17200   0.05575 
  10221.312     0.15541   0.06208 
  10222.398     0.14274   0.06680 
  10223.484     0.12065   0.06798 
  10224.570    -0.00270   0.07286 
  10225.656    -0.40675   0.10411 
  10226.742    -0.09336   0.18731 
  10227.828     0.17982   0.23080 
  10228.914     0.52546   0.24855 
  10230.000     0.37351   0.23911 
  10231.086    -0.40480   0.21267 
  10232.172    -0.08335   0.20191 
  10233.258     0.24115   0.19636 
  10234.344     0.11382   0.19791 
  10235.430    -0.18489   0.16424 
  10236.516    -0.13200   0.09182 
  10237.602     0.10829   0.06480 
  10238.688     0.08541   0.05993 
  10239.774     0.08322   0.05402 
  10240.860    -0.10395   0.05051 
  10241.946     0.08133   0.05059 
  10243.032     0.12124   0.05259 
  10244.118     0.22239   0.05432 
  10245.204     0.08463   0.05266 
  10246.290     0.14768   0.05127 
  10247.376     0.05913   0.05159 
  10248.462    -0.09491   0.05100 
  10249.548    -0.07234   0.04920 
  10250.633     0.07828   0.04826 
  10251.719     0.16486   0.05074 
  10252.805     0.06453   0.05035 
  10253.891     0.17622   0.04952 
  10254.977     0.09392   0.05022 
  10256.063     0.08554   0.05419 
  10257.149    -0.06435   0.06894 
  10258.235     0.04799   0.07709 
  10259.321     0.02657   0.05891 
  10260.407     0.02688   0.05738 
  10261.493     0.13533   0.05338 
  10262.579     0.03300   0.05311 
  10263.665     0.07852   0.10548 
  10264.751    -0.14299   0.05658 
  10265.837     0.07641   0.05984 
  10266.923    -0.00108   0.06238 
  10268.009    -0.14774   0.06587 
  10269.095     0.06376   0.06593 
  10270.181     0.07053   0.07211 
  10271.267     0.06848   0.08926 
  10272.353     0.07477   0.12320 
  10273.439     0.05791   0.14989 
  10274.525     0.01307   0.14319 
  10275.611     0.07016   0.12078 
  10276.697    -0.13183   0.08028 
  10277.783     0.02211   0.06401 
  10278.869    -0.04740   0.05983 
  10279.955    -0.15148   0.05923 
  10281.041    -0.01092   0.06359 
  10282.127     0.18460   0.06453 
  10283.213     0.08329   0.06174 
  10284.299     0.21332   0.07807 
  10285.385     0.06659   0.14143 
  10286.471     0.71947   0.32200 
  10287.557     0.22781   0.46421 
  10288.643    -0.03336   0.55361 
  10289.729     0.34347   0.61562 
  10290.814     0.11914   0.59525 
  10291.900     0.18582   0.44453 
  10292.986     0.28556   0.15919 
  10294.072    -0.01504   0.11940 
  10295.158     0.02582   0.12065 
  10296.244     0.19926   0.19261 
  10297.330    -0.09581   0.28478 
  10298.416     0.03447   0.30448 
  10299.502     0.49624   0.35557 
  10300.588    -0.45874   1.11324 
  10301.674    -0.16764   0.12999 
  10302.760     0.23571   0.09762 
  10303.846     0.10069   0.06976 
  10304.932    -0.09412   0.08590 
  10306.018    -0.14147   0.09722 
  10307.104     0.15066   0.10478 
  10308.190     0.21774   0.08802 
  10309.276    -0.11193   0.24232 
  10310.362     0.10017   0.19511 
  10311.448     0.13694   0.23698 
  10312.534     0.38686   0.24247 
  10313.620    -0.03087   0.23634 
  10314.706     0.08683   0.18642 
  10315.792    -0.13861   0.07217 
  10316.878     0.07692   0.06050 
  10317.964     0.13066   0.08803 
  10319.050     0.18208   0.09402 
  10320.136     0.04320   0.09911 
  10321.222     0.06346   0.10072 
  10322.308     0.14117   0.10898 
  10323.394     0.15507   0.18493 
  10324.480     0.05879   0.19282 
  10325.566     0.21015   0.94605 
  10326.652     0.16350   0.91845 
  10327.738     0.03843   0.26653 
  10328.824     0.25492   0.23338 
  10329.910     0.30382   0.10148 
  10330.995     0.07892   0.09968 
  10332.081     0.30601   0.11630 
  10333.167     0.22202   0.10942 
  10334.253    -0.12524   0.07041 
  10335.339     0.03292   0.07679 
  10336.425     0.09934   0.06572 
  10337.511     0.02766   0.08351 
  10338.597     0.02425   0.05273 
  10339.683    -0.00916   0.05876 
  10340.769     0.00260   0.08458 
  10341.855     0.15637   0.10631 
  10342.941    -0.08381   0.45123 
  10344.027     0.03723   0.13175 
  10345.113     0.19709   0.10513 
  10346.199     0.05864   0.08859 
  10347.285    -0.20827   0.11329 
  10348.371    -0.27404   0.21765 
  10349.457     0.57098   0.25311 
  10350.543     0.70492   0.26012 
  10351.629     0.34438   0.23916 
  10352.715    -0.07185   0.15785 
  10353.801     0.01936   0.10051 
  10354.887     0.01968   0.12475 
  10355.973    -0.11429   0.14085 
  10357.059    -0.09296   0.12695 
  10358.145     0.03259   0.12405 
  10359.231    -0.13269   0.09053 
  10360.317     0.03326   0.06315 
  10361.403    -0.07112   0.05569 
  10362.489     0.07293   0.05252 
  10363.575     0.22510   0.05268 
  10364.661     0.19656   0.05695 
  10365.747     0.01537   0.06457 
  10366.833     0.03112   0.05557 
  10367.919    -0.03590   0.05985 
  10369.005     0.02078   0.05778 
  10370.090     0.10358   0.05870 
  10371.176    -0.12239   0.06580 
  10372.262    -0.23975   0.09741 
  10373.348    -0.02153   0.25071 
  10374.434     0.95387   0.46732 
  10375.520     0.57841   0.48908 
  10376.606     0.51590   0.48444 
  10377.692     0.52637   0.34766 
  10378.778    -0.11523   0.13848 
  10379.864     0.35159   0.07714 
  10380.950     0.06661   0.06444 
  10382.036     0.06518   0.06387 
  10383.122     0.07501   0.07646 
  10384.208    -0.00856   0.06890 
  10385.294    -0.10562   0.05804 
  10386.380    -0.00077   0.05755 
  10387.466     0.09225   0.05779 
  10388.552     0.02872   0.05893 
  10389.638     0.09665   0.07054 
  10390.724     0.21193   0.05989 
  10391.810     0.03482   0.06023 
  10392.896    -0.03403   0.06533 
  10393.982     0.17711   0.06632 
  10395.068     0.13361   0.06663 
  10396.154    -0.06893   0.09167 
  10397.240     0.11510   0.20539 
  10398.326     0.38491   0.29517 
  10399.412    -0.04831   0.29381 
  10400.498     0.33277   0.33062 
  10401.584     0.14847   0.21081 
  10402.670    -0.10503   0.09936 
  10403.756     0.10020   0.07300 
  10404.842     0.18452   0.06832 
  10405.928     0.16618   0.06843 
  10407.014     0.15697   0.06367 
  10408.100     0.25716   0.07135 
  10409.186     0.12354   0.07125 
  10410.271     0.20625   0.07569 
  10411.357     0.19413   0.07772 
  10412.443    -0.11514   0.07776 
  10413.529     0.19796   0.07206 
  10414.615     0.14212   0.07179 
  10415.701     0.04450   0.06956 
  10416.787    -0.05075   0.08924 
  10417.873     0.12292   0.27715 
  10418.959     0.03457   0.31656 
  10420.045     1.00606   0.47787 
  10421.131    -0.47077   0.47658 
  10422.217    -0.33578   0.47289 
  10423.303    -0.78791   0.77248 
  10424.389    -0.23793   0.15355 
  10425.475     0.28484   0.10558 
  10426.561    -0.19013   0.09447 
  10427.647    -0.12355   0.08709 
  10428.733    -0.05586   0.08432 
  10429.819     0.00424   0.09369 
  10430.905     0.14779   0.10059 
  10431.991     0.21947   0.10119 
  10433.077     0.03546   0.09293 
  10434.163     0.17042   0.07676 
  10435.249     0.08468   0.06301 
  10436.335     0.05484   0.05747 
  10437.421    -0.10660   0.05592 
  10438.507     0.17241   0.05707 
  10439.593     0.02212   0.60291 
  10440.679    -0.04133   0.05802 
  10441.765    -0.05413   0.05656 
  10442.851     0.10897   0.05558 
  10443.937     0.01636   0.05605 
  10445.023    -0.18006   0.05483 
  10446.109    -0.00539   0.08205 
  10447.195     0.01095   0.06100 
  10448.281    -0.03927   0.06194 
  10449.367     0.05831   0.06811 
  10450.452     0.03052   0.10539 
  10451.538    -0.17422   0.22070 
  10452.624    -0.00172   0.25944 
  10453.710     0.07044   0.25879 
  10454.796     0.20166   0.24048 
  10455.882     0.16139   0.13556 
  10456.968    -0.00071   0.06967 
  10458.054    -0.03122   0.05736 
  10459.140    -0.15113   0.05361 
  10460.226    -0.00677   0.05310 
  10461.312    -0.00292   0.05240 
  10462.398    -0.14431   0.05342 
  10463.484    -0.04615   0.05634 
  10464.570    -0.04254   0.05598 
  10465.656     0.01581   0.05682 
  10466.742    -0.17826   0.05941 
  10467.828    -0.17792       nan 
  10468.914    -0.02029       nan 
  10470.000    -0.71679   0.32735 
  10471.086     0.27248   0.40885 
  10472.172     0.00835   0.40916 
  10473.258     0.09056   0.36425 
  10474.344    -0.14167   0.20896 
  10475.430    -0.14957   0.09211 
  10476.516     0.03369   0.06826 
  10477.602    -0.08656   0.06129 
  10478.688    -0.11587   0.05599 
  10479.774    -0.15003   0.05489 
  10480.860     0.00345   0.05649 
  10481.946     0.12009   0.05547 
  10483.032     0.02359   0.05499 
  10484.118    -0.05185   0.05435 
  10485.204     0.01935   0.05444 
  10486.290     0.01502   0.05846 
  10487.376    -0.24685   0.07032 
  10488.462    -0.25603   0.08269 
  10489.548     0.17112   0.08890 
  10490.633     0.00518   0.08616 
  10491.719     0.04064   0.07783 
  10492.805    -0.00548   0.06190 
  10493.891    -0.05188   0.05660 
  10494.977    -0.13661   0.07515 
  10496.063     0.03288   0.05847 
  10497.149    -0.01705   0.05721 
  10498.235    -0.05037   0.06136 
  10499.321    -0.04764   0.07075 
  10500.407    -0.00433   0.07321 
  10501.493    -0.12169   0.07331 
  10502.579     0.08235   0.07149 
  10503.665    -0.13151   0.06526 
  10504.751     0.08578   0.05958 
  10505.837     0.12417   0.06027 
  10506.923     0.16933   0.06430 
  10508.009     0.18085   0.07067 
  10509.095     0.13601   0.09742 
  10510.181    -0.07013   0.18435 
  10511.267    -0.00309   0.21250 
  10512.353     0.03320   0.21760 
  10513.439    -0.24299   0.20017 
  10514.525    -0.18359   0.13388 
  10515.611    -0.08338   0.10064 
  10516.697     0.03940   0.09157 
  10517.783    -0.02800   0.08921 
  10518.869    -0.16203   0.08697 
  10519.955    -0.08702   0.08295 
  10521.041     0.00704   0.06527 
  10522.127     0.06403   0.06128 
  10523.213     0.02645   0.06386 
  10524.299    -0.18139   0.09232 
  10525.385    -0.24489   0.19049 
  10526.471    -0.11615   0.27373 
  10527.557     0.16457   0.28457 
  10528.643     0.15822   0.27681 
  10529.729    -0.26524   0.20739 
  10530.814     0.07289   0.09593 
  10531.900    -0.09064   0.06612 
  10532.986    -0.14924   0.05678 
  10534.072    -0.07349   0.05724 
  10535.158    -0.01207   0.07284 
  10536.244    -0.04284   0.05625 
  10537.330    -0.04204   0.05422 
  10538.416    -0.05766   0.06228 
  10539.502    -0.13637   0.05400 
  10540.588    -0.20883   0.05302 
  10541.674    -0.08078   0.05244 
  10542.760     0.19781   0.05186 
  10543.846    -0.13603   0.05110 
  10544.932    -0.05602   0.05144 
  10546.018     0.08007   0.06935 
  10547.104    -0.00990   0.05136 
  10548.190    -0.02091   0.05209 
  10549.276     0.17687   0.05267 
  10550.362     0.17344   0.05512 
  10551.448    -0.07671   0.05773 
  10552.534    -0.07269   0.06267 
  10553.620    -0.10194   0.07135 
  10554.706     0.07432   0.07164 
  10555.792    -0.01030   0.07097 
  10556.878    -0.00754   0.06606 
  10557.964     0.02218   0.05810 
  10559.050     0.17482   0.05655 
  10560.136     0.24532   0.05838 
  10561.222     0.32033   0.06105 
  10562.308     0.00329   0.05267 
  10563.394    -0.05296   0.05160 
  10564.480     0.08233   0.05152 
  10565.566     0.20393   0.05121 
  10566.652    -0.04738   0.06123 
  10567.738     0.04214   0.05189 
  10568.824    -0.06142   0.05433 
  10569.910    -0.13877   0.05806 
  10570.995    -0.01503   0.06473 
  10572.081    -0.21965   0.06612 
  10573.167    -0.23236   0.10463 
  10574.253     0.00766   0.13899 
  10575.339     0.33855   0.14046 
  10576.425     0.13022   0.13638 
  10577.511    -0.23156   0.10726 
  10578.597    -0.06047   0.06499 
  10579.683     0.03494   0.05622 
  10580.769     0.12529   0.05549 
  10581.855     0.01358   0.05373 
  10582.941     0.22368   0.05295 
  10584.027     0.13913   0.05303 
  10585.113     0.14271   0.07506 
  10586.199     0.11581   0.13499 
  10587.285     0.23068   0.17412 
  10588.371     0.33710   0.19580 
  10589.457     0.17889   0.18537 
  10590.543    -0.27698   0.16889 
  10591.629     0.03525   0.10050 
  10592.715     0.15936   0.06725 
  10593.801     0.04378   0.05999 
  10594.887    -0.01959   0.05654 
  10595.973     0.10761   0.06261 
  10597.059    -0.01427   0.07971 
  10598.145    -0.08129   0.07441 
  10599.231     0.13304   0.07085 
  10600.317     0.10436   0.07348 
  10601.403    -0.11627   0.07555 
  10602.489     0.07129   0.07053 
  10603.575     0.22034   0.06630 
  10604.661     0.13532   0.06418 
  10605.747     0.07521   0.06056 
  10606.833    -0.08364   0.05681 
  10607.919    -0.16523   0.05623 
  10609.005    -0.04304   0.05624 
  10610.090     0.00294   0.05703 
  10611.176     0.10127   0.05833 
  10612.262    -0.00949   0.06281 
  10613.348     0.02692   0.05977 
  10614.434     0.10683   0.05619 
  10615.520     0.07661   0.05519 
  10616.606     0.02218   0.05528 
  10617.692    -0.01076   0.05380 
  10618.778    -0.01652   0.05411 
  10619.864    -0.00397   0.05456 
  10620.950    -0.06217   0.05610 
  10622.036    -0.06321   0.05419 
