   # lambda  flux(e-/s)    stddev 
  10614.434     0.05257   0.03056 
  10615.520     0.03282   0.02681 
  10616.606     0.04674   0.02628 
  10617.692    -0.00444   0.02598 
  10618.778    -0.01999   0.02606 
  10619.864    -0.05093   0.02621 
  10620.950     0.01290   0.02591 
  10622.036    -0.02071   0.02672 
  10623.122     0.05496   0.02689 
  10624.208    -0.00831   0.03132 
  10625.294    -0.03973   0.02960 
  10626.380     0.00242   0.02765 
  10627.466     0.03166   0.02749 
  10628.552     0.03594   0.02689 
  10629.638     0.03134   0.02685 
  10630.724     0.01259   0.02782 
  10631.810    -0.03931   0.02546 
  10632.896    -0.01680   0.02474 
  10633.982     0.01722   0.02389 
  10635.068     0.07125   0.02388 
  10636.154    -0.04177   0.02383 
  10637.240    -0.07379   0.02402 
  10638.326     0.00203   0.02578 
  10639.412     0.09128   0.02591 
  10640.498     0.10894   0.02884 
  10641.584     0.01249   0.03784 
  10642.670     0.02932   0.04937 
  10643.756     0.06233   0.04401 
  10644.842    -0.02142   0.04254 
  10645.928    -0.05337   0.03441 
  10647.014     0.00834   0.02570 
  10648.100    -0.07415   0.02500 
  10649.186    -0.03910   0.02457 
  10650.271     0.01836   0.02492 
  10651.357     0.07202   0.02719 
  10652.443     0.04149   0.03548 
  10653.529    -0.03696   0.04780 
  10654.615     0.03665   0.05287 
  10655.701     0.04991   0.05220 
  10656.787     0.04886   0.04645 
  10657.873    -0.00509   0.03621 
  10658.959    -0.03761   0.02531 
  10660.045    -0.00575   0.02429 
  10661.131     0.04986   0.02724 
  10662.217     0.04134   0.02505 
  10663.303     0.00425   0.02432 
  10664.389    -0.06175   0.02458 
  10665.475    -0.08826   0.02476 
  10666.561     0.01531   0.02611 
  10667.647     0.03140   0.02852 
  10668.733     0.03211   0.02905 
  10669.819     0.08903   0.02921 
  10670.905    -0.00535   0.02857 
  10671.991     0.04410   0.02611 
  10673.077     0.00054   0.02460 
  10674.163    -0.03045   0.02424 
  10675.249    -0.09158   0.02506 
  10676.335     0.01534   0.02456 
  10677.421    -0.08234   0.02404 
  10678.507     0.06081   0.02446 
  10679.593     0.00714       nan 
  10680.679    -0.00350       nan 
  10681.765    -0.06459   0.02643 
  10682.851    -0.14038   0.03070 
  10683.937    -0.03912   0.03643 
  10685.023     0.04056   0.04707 
  10686.109     0.01200   0.05127 
  10687.195     0.09941   0.05609 
  10688.281     0.01017   0.06518 
  10689.367     0.03626   0.06744 
  10690.452     0.01845   0.06325 
  10691.538    -0.01992   0.06192 
  10692.624    -0.06631   0.06005 
  10693.710    -0.00478   0.05490 
  10694.796     0.06000   0.04952 
  10695.882    -0.00602   0.04619 
  10696.968    -0.01220   0.04911 
  10698.054     0.01604   0.06730 
  10699.140     0.03444   0.08299 
  10700.226    -0.11625   0.08099 
  10701.312    -0.21019   0.08582 
  10702.398    -0.02261   0.06098 
  10703.484     0.08099   0.04976 
  10704.570    -0.00326   0.06051 
  10705.656     0.03820   0.06451 
  10706.742    -0.03223   0.06218 
  10707.828     0.02617   0.06066 
  10708.914    -0.01796   0.04567 
  10710.000    -0.14913   0.04205 
  10711.086    -0.03507   0.06658 
  10712.172     0.08551   0.11202 
  10713.258    -0.14199   0.12128 
  10714.344     0.26279   0.12137 
  10715.430     0.11701   0.10985 
  10716.516     0.00495   0.06515 
  10717.602    -0.00967   0.05091 
  10718.688     0.09128   0.04936 
  10719.774     0.11528   0.04819 
  10720.860     0.01812   0.06093 
  10721.946     0.07016   0.08328 
  10723.032     0.14571   0.09760 
  10724.118    -0.05759   0.09229 
  10725.204    -0.04711   0.07819 
  10726.290    -0.07398   0.05248 
  10727.376     0.02680   0.04955 
  10728.462    -0.00831   0.06398 
  10729.548    -0.06942   0.12828 
  10730.633     0.04648   0.16839 
  10731.719     0.12277   0.17279 
  10732.805    -0.06030   0.15474 
  10733.891    -0.08445   0.10163 
  10734.977     0.05660   0.03919 
  10736.063     0.03581   0.02926 
  10737.149     0.01681   0.03363 
  10738.235     0.00557   0.03704 
  10739.321    -0.01152   0.03788 
  10740.407     0.09537   0.03853 
  10741.493     0.07111   0.03654 
  10742.579     0.03455   0.03851 
  10743.665     0.14342   0.06255 
  10744.751     0.06335   0.10864 
  10745.837    -0.07618   0.10623 
  10746.923     0.21182   0.10428 
  10748.009     0.09472   0.09094 
  10749.095    -0.03615   0.05799 
  10750.181    -0.03141   0.05813 
  10751.267     0.03387   0.09076 
  10752.353     0.10679   0.16038 
  10753.439    -0.00280   0.17847 
  10754.525    -0.36684   0.17912 
  10755.611     0.25033   0.14677 
  10756.697     0.09056   0.06185 
  10757.783     0.10215   0.03152 
  10758.869     0.04460   0.02708 
  10759.955     0.02800   0.02678 
  10761.041    -0.06955   0.02697 
  10762.127     0.02130   0.02883 
  10763.213    -0.01461   0.03203 
  10764.299    -0.03957   0.03854 
  10765.385    -0.01984   0.03527 
  10766.471    -0.13217   0.03485 
  10767.557    -0.05130   0.03189 
  10768.643    -0.04884   0.03028 
  10769.729     0.01373   0.03480 
  10770.814     0.00851   0.03311 
  10771.900    -0.00233   0.04377 
  10772.986     0.09080   0.08423 
  10774.072     0.06190   0.10720 
  10775.158     0.14086   0.11113 
  10776.244    -0.03166   0.10278 
  10777.330    -0.01494   0.06494 
  10778.416     0.02603   0.03145 
  10779.502    -0.02095   0.02636 
  10780.588    -0.02580   0.02854 
  10781.674     0.02554   0.02682 
  10782.760    -0.04184   0.02733 
  10783.846    -0.00431   0.02841 
  10784.932     0.01626   0.02660 
  10786.018     0.08618   0.02616 
  10787.104    -0.05428   0.02553 
  10788.190    -0.08384   0.02490 
  10789.276    -0.03966   0.02451 
  10790.362     0.00920   0.02409 
  10791.448    -0.02316   0.02437 
  10792.534     0.00432   0.02609 
  10793.620     0.02415   0.03084 
  10794.706    -0.01031   0.03581 
  10795.792     0.07642   0.03851 
  10796.878    -0.01425   0.03856 
  10797.964     0.01741   0.03792 
  10799.050     0.03553   0.03501 
  10800.136     0.03868   0.02683 
  10801.222     0.00337   0.02757 
  10802.308     0.05210   0.03158 
  10803.394     0.08503   0.03434 
  10804.480    -0.01533   0.03475 
  10805.566    -0.00033   0.03328 
  10806.652    -0.05152   0.02996 
  10807.738    -0.03858   0.02674 
  10808.824     0.08578   0.02751 
  10809.910     0.01980   0.02869 
  10810.995    -0.07658   0.02759 
  10812.081     0.06794   0.03114 
  10813.167     0.04777   0.02795 
  10814.253     0.05767   0.02746 
  10815.339     0.07252   0.02944 
  10816.425     0.03449   0.02719 
  10817.511    -0.03367   0.02641 
  10818.597    -0.00162   0.02646 
  10819.683     0.04320   0.02617 
  10820.769     0.06198   0.02546 
  10821.855     0.01948   0.02500 
  10822.941     0.04394   0.02452 
  10824.027     0.07989   0.02438 
  10825.113     0.04553   0.02466 
  10826.199     0.05068   0.02559 
  10827.285     0.04328   0.02777 
  10828.371     0.07881   0.03399 
  10829.457    -0.00758   0.05650 
  10830.543    -0.07060   0.10596 
  10831.629     0.12090   0.16860 
  10832.715     0.63647   0.27952 
  10833.801     0.29125   0.30098 
  10834.887    -0.17505   0.29970 
  10835.973     0.22489   0.26482 
  10837.059    -0.10349   0.09358 
  10838.145    -0.01839   0.05009 
  10839.231     0.03549   0.05498 
  10840.317    -0.00229   0.06165 
  10841.403    -0.08262   0.07561 
  10842.489    -0.17689   0.12408 
  10843.575    -0.03124   0.16474 
  10844.661     0.10581   0.16909 
  10845.747     0.07507   0.16529 
  10846.833     0.16979   0.10878 
  10847.919     0.06084   0.04164 
  10849.005    -0.06272   0.02862 
  10850.090     0.00716   0.02723 
  10851.176     0.05339   0.02744 
  10852.262     0.04171   0.03225 
  10853.348    -0.04795   0.03824 
  10854.434    -0.05525   0.04258 
  10855.520     0.00056   0.05075 
  10856.606     0.02253   0.05364 
  10857.692     0.07638   0.08006 
  10858.778     0.07613   0.09599 
  10859.864     0.01146   0.09692 
  10860.950    -0.06244   0.08967 
  10862.036    -0.04510   0.05996 
  10863.122     0.05684   0.03331 
  10864.208     0.07356   0.02706 
  10865.294    -0.01442   0.02519 
  10866.380     0.07932   0.02618 
  10867.466     0.07231   0.02742 
  10868.552    -0.00010   0.02496 
  10869.638    -0.00094   0.02438 
  10870.724     0.03225   0.02488 
  10871.810     0.10285   0.02759 
  10872.896     0.05843   0.03524 
  10873.982     0.01320   0.04360 
  10875.068     0.08125   0.05065 
  10876.154     0.05397   0.04339 
  10877.240    -0.07915   0.05213 
  10878.326     0.03686   0.05964 
  10879.412     0.02199   0.06024 
  10880.498     0.06446   0.05484 
  10881.584    -0.00365   0.04361 
  10882.670     0.04004   0.03005 
  10883.756    -0.03585   0.02567 
  10884.842    -0.01056   0.02856 
  10885.928    -0.09710   0.03170 
  10887.014     0.01693   0.03332 
  10888.100    -0.01768   0.03270 
  10889.186     0.04203   0.03023 
  10890.271     0.06128   0.02753 
  10891.357    -0.01218   0.02682 
  10892.443     0.03758   0.02530 
  10893.529     0.05245   0.02705 
  10894.615    -0.04479   0.03280 
  10895.701     0.18730   0.05284 
  10896.787    -0.06709   0.11127 
  10897.873     0.14854   0.14670 
  10898.959     0.34153   0.13601 
  10900.045    -0.00757   0.12597 
  10901.131     0.14818   0.07603 
  10902.217     0.03139   0.04370 
  10903.303    -0.00972   0.03409 
  10904.389     0.02086   0.03324 
  10905.475     0.01064   0.03035 
  10906.561     0.01111   0.02836 
  10907.647    -0.04426   0.02565 
  10908.733    -0.04531   0.02457 
  10909.819     0.00361   0.02476 
  10910.905     0.11806   0.02611 
  10911.991     0.12508   0.02699 
  10913.077     0.07897   0.02824 
  10914.163     0.07906   0.02446 
  10915.249     0.05045   0.02396 
  10916.335     0.01157   0.02575 
  10917.421     0.05252   0.13764 
  10918.507     0.08974   0.02815 
  10919.593     0.04286   0.02637 
  10920.679     0.10566   0.02920 
  10921.765     0.02652   0.03730 
  10922.851     0.09711   0.05860 
  10923.937     0.26632   0.12989 
  10925.023     0.14676   0.25103 
  10926.109     0.16324   0.48886 
  10927.195     0.00607   0.24021 
  10928.281    -0.04946   0.19115 
  10929.367    -0.08516   0.06826 
  10930.452     0.07902   0.03464 
  10931.538     0.07883   0.02973 
  10932.624     0.09379   0.02870 
  10933.710     0.13229   0.02780 
  10934.796    -0.00202   0.02982 
  10935.882     0.05152   0.02704 
  10936.968     0.02900   0.02684 
  10938.054     0.11723   0.02581 
  10939.140     0.10261   0.02548 
  10940.226     0.07407   0.02511 
  10941.312    -0.00111   0.02466 
  10942.398    -0.01897   0.02987 
  10943.484    -0.01043   0.04862 
  10944.570     0.06500   0.02400 
  10945.656    -0.02454   0.03097 
  10946.742     0.01404   0.02870 
  10947.828     0.00869   0.04092 
  10948.914     0.19003   0.08610 
  10950.000     0.18808   0.15420 
  10951.086     0.02576   0.15600 
  10952.172     0.07820   0.18815 
  10953.258     0.07154   0.21645 
  10954.344     0.03810   0.05052 
  10955.430     0.01654   0.02912 
  10956.516    -0.03301   0.02652 
  10957.602     0.11293   0.02503 
  10958.688     0.33890   0.02449 
  10959.774     0.58281   0.02456 
  10960.860     0.76340   0.02505 
  10961.946     0.69596   0.02506 
  10963.032     0.57153   0.02581 
  10964.118     0.34355   0.02756 
  10965.204     0.12331   0.02885 
  10966.290     0.06569   0.03115 
  10967.376     0.06685   0.03418 
  10968.462    -0.04118   0.03952 
  10969.548    -0.05622   0.04250 
  10970.633    -0.10296   0.05753 
  10971.719     0.04646   0.07829 
  10972.805     0.01212   0.13345 
  10973.891     0.11424   0.23860 
  10974.977    -0.39685   0.25835 
  10976.063    -0.28228   0.26768 
  10977.149    -0.11247   0.22055 
  10978.235     0.10537   0.08973 
  10979.321     0.07709   0.04261 
  10980.407    -0.03697   0.03436 
  10981.493     0.00271   0.03147 
  10982.579     0.07787   0.02990 
  10983.665     0.07194   0.03377 
  10984.751     0.02386   0.04051 
  10985.837     0.03192   0.04146 
  10986.923     0.00700   0.04092 
  10988.009    -0.00890   0.03585 
  10989.095     0.13173   0.02723 
  10990.181     0.05984   0.04505 
  10991.267     0.05324   0.02782 
  10992.353     0.03769   0.02439 
  10993.439     0.05272   0.02463 
  10994.525     0.15205   0.02447 
  10995.611     0.14377   0.02421 
  10996.697     0.10980   0.02430 
  10997.783    -0.06649   0.02426 
  10998.869    -0.11443   0.02412 
  10999.955     0.02202   0.02424 
  11001.041     0.01929   0.02683 
  11002.127     0.02172   0.03923 
  11003.213     0.06600   0.02931 
  11004.299     0.09186   0.02980 
  11005.385     0.06710   0.03549 
  11006.471    -0.02466   0.11307 
  11007.557     0.18629   0.11905 
  11008.643     0.46125   0.14130 
  11009.729     0.12965   0.15325 
  11010.814     0.00022   0.12568 
  11011.900     0.07057   0.06191 
  11012.986    -0.01878   0.03024 
  11014.072     0.00573   0.02644 
  11015.158    -0.03906   0.02584 
  11016.244    -0.05316   0.02524 
  11017.330     0.01046   0.02474 
  11018.416     0.05110   0.02401 
  11019.502     0.00894   0.02362 
  11020.588     0.08094   0.02391 
  11021.674     0.03506   0.02439 
  11022.760    -0.00574   0.02495 
  11023.846     0.01847   0.02615 
  11024.932    -0.00427   0.03037 
  11026.018    -0.03588   0.04404 
  11027.104    -0.10877   0.09435 
  11028.190    -0.29299   0.18794 
  11029.276     0.12969   0.21641 
  11030.362     0.02550   0.22945 
  11031.448    -0.06256   0.18484 
  11032.534     0.30373   0.09635 
  11033.620     0.02621   0.03455 
  11034.706    -0.05765   0.02740 
  11035.792     0.03069   0.02677 
  11036.878     0.03851   0.02715 
  11037.964    -0.00593   0.02799 
  11039.050     0.01140   0.03414 
  11040.136     0.06478   0.03002 
  11041.222     0.08880   0.02988 
  11042.308     0.02362   0.03128 
  11043.394    -0.07984   0.02941 
  11044.480    -0.01713   0.02717 
  11045.566     0.00545   0.02631 
  11046.652     0.03004   0.02674 
  11047.738     0.02088   0.02522 
  11048.824    -0.03134   0.02603 
  11049.910     0.01820   0.02380 
  11050.995     0.03173   0.02486 
  11052.081    -0.02122   0.03181 
  11053.167    -0.06000   0.04061 
  11054.253    -0.07289   0.04235 
  11055.339     0.02832   0.04210 
  11056.425     0.04218   0.03747 
  11057.511     0.03445   0.02944 
  11058.597    -0.05782   0.02683 
  11059.683     0.00159   0.02703 
  11060.769    -0.07139   0.02545 
  11061.855     0.06321   0.02793 
  11062.941     0.10144   0.03146 
  11064.027    -0.06482   0.03073 
  11065.113     0.02732   0.03031 
  11066.199    -0.04722   0.04718 
  11067.285    -0.06421   0.02913 
  11068.371    -0.04123   0.05025 
  11069.457     0.09091   0.04856 
  11070.543     0.11532   0.10003 
  11071.629    -0.14381   0.10811 
  11072.715    -0.09394   0.10807 
  11073.801     0.10388   0.10052 
  11074.887     0.04285   0.06057 
  11075.973    -0.02822   0.04913 
  11077.059    -0.00576   0.02397 
  11078.145    -0.03073   0.02359 
  11079.231    -0.00260   0.02316 
  11080.317    -0.07310   0.02388 
  11081.403    -0.07303   0.02831 
  11082.489    -0.04004   0.03689 
  11083.575     0.05873   0.04307 
  11084.661     0.04849   0.04214 
  11085.747     0.02487   0.04328 
  11086.833     0.10385   0.05569 
  11087.919    -0.05302   0.10785 
  11089.005    -0.00908   0.14966 
  11090.090     0.23788   0.16201 
  11091.176    -0.15432   0.14753 
  11092.262    -0.00661   0.09818 
  11093.348     0.00450   0.03926 
  11094.434     0.06926   0.02554 
  11095.520    -0.03852   0.03243 
  11096.606    -0.04455   0.02302 
  11097.692    -0.04425   0.02233 
  11098.778    -0.07555   0.02281 
  11099.864    -0.02392   0.02290 
  11100.950    -0.00148   0.02324 
  11102.036     0.01784   0.02358 
  11103.122     0.00158   0.02343 
  11104.208     0.01015   0.02264 
  11105.294     0.01052   0.02298 
  11106.380     0.05489   0.02417 
  11107.466    -0.03748   0.02531 
  11108.552    -0.05765   0.02695 
  11109.638    -0.02376   0.03288 
  11110.724     0.08907   0.02540 
  11111.810     0.04099   0.02334 
  11112.896    -0.03900   0.02265 
  11113.982    -0.03441   0.02148 
  11115.068     0.11964   0.02155 
  11116.154    -0.00574   0.02306 
  11117.240    -0.02042   0.04060 
  11118.326     0.01303   0.02366 
  11119.412    -0.01989   0.02318 
  11120.498    -0.05672   0.02391 
  11121.584    -0.00395   0.02748 
  11122.670    -0.03466   0.03109 
  11123.756    -0.03751   0.03139 
  11124.842    -0.01501   0.03063 
  11125.928    -0.05008   0.03266 
  11127.014    -0.02366   0.02372 
  11128.100    -0.03386   0.02192 
  11129.186    -0.02358   0.02390 
  11130.271    -0.09383   0.02094 
  11131.357    -0.07105   0.02027 
  11132.443    -0.07113   0.02007 
  11133.529    -0.02619   0.02085 
  11134.615     0.03565   0.02145 
  11135.701     0.00859   0.02125 
  11136.787    -0.00036   0.02412 
  11137.873    -0.02809   0.03634 
  11138.959     0.02764   0.05470 
  11140.045    -0.05197   0.06866 
  11141.131     0.00981   0.06921 
  11142.217    -0.03248   0.06498 
  11143.303    -0.03002   0.04427 
  11144.389    -0.03893   0.13381 
  11145.475     0.04628   0.02576 
  11146.561     0.02917   0.02377 
  11147.647     0.02811   0.02818 
  11148.733     0.02661   0.02247 
  11149.819    -0.00533   0.02163 
  11150.905    -0.00693   0.02102 
  11151.991    -0.07105   0.02424 
  11153.077    -0.08749   0.03886 
  11154.163    -0.04162   0.07035 
  11155.249    -0.08228   0.08673 
  11156.335     0.07999   0.08802 
  11157.421     0.02145   0.08078 
  11158.507     0.04082   0.05696 
  11159.593     0.04668   0.02853 
  11160.679     0.03401   0.02765 
  11161.765     0.03456   0.02433 
  11162.851    -0.02150   0.02809 
  11163.937     0.05238   0.03075 
  11165.023     0.01525   0.02992 
  11166.109     0.06952   0.02959 
  11167.195     0.02947   0.03114 
  11168.281     0.02279   0.02903 
  11169.367     0.01689   0.03138 
  11170.452    -0.03936   0.03119 
  11171.538    -0.14615   0.02957 
  11172.624    -0.02563   0.02583 
  11173.710     0.01928   0.02268 
  11174.796     0.03699   0.02077 
  11175.882    -0.03199   0.01967 
  11176.968    -0.09035   0.02318 
  11178.054    -0.10140   0.01942 
  11179.140    -0.02683   0.01953 
  11180.226    -0.00136   0.01960 
  11181.312    -0.01402   0.02018 
  11182.398    -0.07664   0.02053 
  11183.484    -0.07427   0.02276 
  11184.570    -0.14521   0.02058 
  11185.656    -0.09231   0.02368 
  11186.742    -0.04014   0.02200 
  11187.828    -0.03415   0.02091 
  11188.914    -0.02694   0.02053 
  11190.000    -0.02734   0.02083 
  11191.086    -0.05720   0.01997 
  11192.172    -0.01235   0.01941 
  11193.258    -0.01390   0.02166 
  11194.344    -0.03175   0.02135 
  11195.430    -0.03866   0.01824 
  11196.516    -0.03844   0.01858 
  11197.602     0.06659   0.01889 
  11198.688    -0.00328   0.01875 
  11199.774    -0.00368   0.01826 
  11200.860     0.00749   0.01760 
  11201.946     0.03292   0.01748 
  11203.032    -0.06486   0.01749 
  11204.118     0.01182   0.01678 
  11205.204     0.01749   0.01745 
  11206.290     0.08945   0.01854 
  11207.376    -0.04986   0.02025 
  11208.462    -0.07338   0.02033 
  11209.548    -0.01851   0.02203 
  11210.633    -0.08318   0.02358 
  11211.719     0.02041   0.02445 
  11212.805     0.01108   0.02762 
  11213.891     0.08402   0.02967 
  11214.977     0.00405   0.02841 
  11216.063    -0.02533   0.02701 
  11217.149    -0.10313   0.02283 
  11218.235    -0.01499   0.02350 
  11219.321     0.00640   0.05094 
  11220.407    -0.04212   0.01669 
  11221.493     0.00132   0.01545 
  11222.579    -0.02077   0.01576 
  11223.665     0.01387   0.01609 
  11224.751    -0.04888   0.02013 
  11225.837     0.02391   0.02709 
  11226.923    -0.11442   0.03037 
  11228.009    -0.03747   0.03141 
  11229.095     0.09446   0.02819 
  11230.181    -0.01752   0.02166 
  11231.267     0.02099   0.01751 
  11232.353     0.05033   0.01626 
  11233.439    -0.00844   0.01694 
  11234.525     0.04126   0.01850 
  11235.611    -0.04319   0.01658 
  11236.697    -0.06139   0.01582 
  11237.783     0.01257       nan 
  11238.869     0.01711       nan 
  11239.955    -0.02597   0.01738 
